osmid,highway,oneway,reversed,length,geometry,ref,maxspeed,bridge
"[242512290, 242511869]",residential,False,False,312.26899999999995,"LINESTRING (121.1508362 17.2661938, 121.1508033 17.2661944, 121.1507738 17.2661874, 121.1507423 17.2661586, 121.1506893 17.2660965, 121.1506116 17.2660062, 121.1505546 17.2659389, 121.1504821 17.2658954, 121.1503789 17.2658531, 121.1502112 17.2657853, 121.1500597 17.265734, 121.1499846 17.2656956, 121.1499175 17.2656405, 121.1497807 17.2654907, 121.1496077 17.2652755, 121.1494991 17.2651347, 121.1492161 17.2647863, 121.1491397 17.2647274, 121.1490673 17.2647069, 121.1489868 17.2647031, 121.148842 17.2647172, 121.148736 17.2647389, 121.1486596 17.264771, 121.1485903 17.2648312)",,,
"[763395072, 763395073, 208189790]",trunk,False,False,406.541,"LINESTRING (121.1508362 17.2661938, 121.1506391 17.2659466, 121.1505935 17.2658775, 121.1504272 17.2656047, 121.1503735 17.2655342, 121.1502957 17.2654689, 121.1500865 17.2653248, 121.1500362 17.2652755, 121.149994 17.2652218, 121.149656 17.2647127, 121.1496051 17.2646525, 121.1495628 17.264607, 121.1495212 17.2645641, 121.149422 17.2644719, 121.1493885 17.2644553, 121.1493516 17.2644463, 121.1492544 17.2644309, 121.1492275 17.2644271, 121.1492047 17.2644143, 121.1491864 17.264392, 121.1489694 17.2639231, 121.148842 17.2636119, 121.1488044 17.2635441, 121.1487427 17.2634736, 121.1486059 17.2633404)",204,50,yes
"[242512290, 242511869]",residential,False,True,312.26899999999995,"LINESTRING (121.1485903 17.2648312, 121.1486596 17.264771, 121.148736 17.2647389, 121.148842 17.2647172, 121.1489868 17.2647031, 121.1490673 17.2647069, 121.1491397 17.2647274, 121.1492161 17.2647863, 121.1494991 17.2651347, 121.1496077 17.2652755, 121.1497807 17.2654907, 121.1499175 17.2656405, 121.1499846 17.2656956, 121.1500597 17.265734, 121.1502112 17.2657853, 121.1503789 17.2658531, 121.1504821 17.2658954, 121.1505546 17.2659389, 121.1506116 17.2660062, 121.1506893 17.2660965, 121.1507423 17.2661586, 121.1507738 17.2661874, 121.1508033 17.2661944, 121.1508362 17.2661938)",,,
"[763395072, 763395073, 208189790]",trunk,False,True,406.54100000000005,"LINESTRING (121.1486059 17.2633404, 121.1487427 17.2634736, 121.1488044 17.2635441, 121.148842 17.2636119, 121.1489694 17.2639231, 121.1491864 17.264392, 121.1492047 17.2644143, 121.1492275 17.2644271, 121.1492544 17.2644309, 121.1493516 17.2644463, 121.1493885 17.2644553, 121.149422 17.2644719, 121.1495212 17.2645641, 121.1495628 17.264607, 121.1496051 17.2646525, 121.149656 17.2647127, 121.149994 17.2652218, 121.1500362 17.2652755, 121.1500865 17.2653248, 121.1502957 17.2654689, 121.1503735 17.2655342, 121.1504272 17.2656047, 121.1505935 17.2658775, 121.1506391 17.2659466, 121.1508362 17.2661938)",204,50,yes
