osmid,highway,oneway,reversed,length,lanes,name,geometry,bridge,maxspeed
32836477,residential,False,True,46.313,,,"LINESTRING (123.5992002 13.1932195, 123.5989008 13.193517)",,
903763443,residential,False,False,52.355,,,"LINESTRING (123.5992002 13.1932195, 123.5995357 13.1935586)",,
905690055,residential,False,True,58.972,,,"LINESTRING (123.5992002 13.1932195, 123.5988424 13.1928196)",,
88813857,primary,False,True,16.366,2,Guinobatan Poblacion Road,"LINESTRING (123.6028796 13.1899165, 123.6027464 13.1899861)",,
729189608,secondary,False,False,67.435,,General Simeon A. Ola Road,"LINESTRING (123.6028796 13.1899165, 123.6027569 13.1897708, 123.6024847 13.1894475)",,
729189608,secondary,False,True,6.105,,General Simeon A. Ola Road,"LINESTRING (123.6014539 13.1883693, 123.6014879 13.1884131)",,
162907450,residential,False,False,98.729,,,"LINESTRING (123.6014539 13.1883693, 123.6013627 13.1884737, 123.6012594 13.1885717, 123.6008074 13.1889947)",,
729189606,secondary,False,False,155.533,,General Simeon A. Ola Road,"LINESTRING (123.6014539 13.1883693, 123.6014324 13.1882589, 123.6014459 13.1881506, 123.6017181 13.1872809, 123.6017865 13.187121, 123.6018314 13.1870368)",,
32836477,residential,False,False,78.322,,,"LINESTRING (123.5974993 13.1948208, 123.5980208 13.1943326)",,
162905191,residential,False,True,44.801,,,"LINESTRING (123.5993367 13.1918841, 123.599603 13.1921925)",,
"[88813857, 729189539, 804072295]",primary,False,False,210.29500000000002,2,Guinobatan Poblacion Road,"LINESTRING (123.5993367 13.1918841, 123.5993785 13.19185, 123.5996505 13.1916601, 123.5998292 13.1915448, 123.6003341 13.1911884, 123.6004239 13.1911244, 123.6005473 13.1910212, 123.6008135 13.1908554, 123.6009282 13.1908064)",,
729189539,primary,False,True,55.605,2,Guinobatan Poblacion Road,"LINESTRING (123.5993367 13.1918841, 123.5992783 13.1919318, 123.5989433 13.1922056)",,
729189598,secondary,False,True,14.376,,General Simeon A. Ola Road,"LINESTRING (123.6019005 13.1869264, 123.6018314 13.1870368)",,
162979544,residential,False,True,88.77600000000001,,,"LINESTRING (123.6019005 13.1869264, 123.6019903 13.187121, 123.6020735 13.1873273, 123.6021201 13.1874722, 123.6021767 13.1875975, 123.602215 13.1876622)",,
"[32836478, 729189598]",secondary,False,False,142.38,,General Simeon A. Ola Road,"LINESTRING (123.6019005 13.1869264, 123.6019445 13.1868669, 123.6020482 13.1867849, 123.6022113 13.1866924, 123.6022366 13.1866806, 123.6023362 13.1866342, 123.6024564 13.186598, 123.6026435 13.186553, 123.6029586 13.1865256, 123.6030954 13.1864815)",,
162887385,residential,False,False,108.992,,,"LINESTRING (123.6016361 13.1913724, 123.6024467 13.1907911)",,
162887807,residential,False,False,89.78899999999999,,,"LINESTRING (123.6016361 13.1913724, 123.6013037 13.1910023, 123.6011923 13.1908639, 123.6011595 13.190811, 123.6011247 13.1907405)",,
162889450,residential,False,False,176.877,,,"LINESTRING (123.6016361 13.1913724, 123.6016873 13.1914495, 123.60171 13.1914873, 123.6017007 13.1915239, 123.6016712 13.1915513, 123.6014888 13.1916715, 123.6011119 13.1919091, 123.6007323 13.1921729, 123.6006384 13.1922134, 123.6004953 13.1923143)",,
162887385,residential,False,True,108.992,,,"LINESTRING (123.6024467 13.1907911, 123.6016361 13.1913724)",,
729189595,residential,False,False,64.647,,,"LINESTRING (123.6024467 13.1907911, 123.6020755 13.1903357)",,
"[162896865, 729189595]",residential,False,True,92.128,,,"LINESTRING (123.6024467 13.1907911, 123.6025706 13.1909087, 123.6031094 13.1905081)",,
88813857,primary,False,True,22.5,2,Guinobatan Poblacion Road,"LINESTRING (123.6011247 13.1907405, 123.6009282 13.1908064)",,
88813857,primary,False,False,112.395,2,Guinobatan Poblacion Road,"LINESTRING (123.6011247 13.1907405, 123.6013104 13.1906667, 123.6015894 13.1905577, 123.601997 13.1903749, 123.6020755 13.1903357)",,
162887807,residential,False,True,89.789,,,"LINESTRING (123.6011247 13.1907405, 123.6011595 13.190811, 123.6011923 13.1908639, 123.6013037 13.1910023, 123.6016361 13.1913724)",,
162913380,residential,False,False,73.648,,,"LINESTRING (123.6004953 13.1923143, 123.6000706 13.1928317)",,
162889450,residential,False,True,176.877,,,"LINESTRING (123.6004953 13.1923143, 123.6006384 13.1922134, 123.6007323 13.1921729, 123.6011119 13.1919091, 123.6014888 13.1916715, 123.6016712 13.1915513, 123.6017007 13.1915239, 123.60171 13.1914873, 123.6016873 13.1914495, 123.6016361 13.1913724)",,
162905074,residential,False,False,16.297,,,"LINESTRING (123.6004953 13.1923143, 123.6004331 13.1922147, 123.600411 13.1921938)",,
"[162905074, 162915554, 599427366]",residential,False,"[False, True]",131.339,,,"LINESTRING (123.6004953 13.1923143, 123.6006545 13.1924484, 123.6007725 13.1925502, 123.6008591 13.1926456, 123.6008876 13.19267, 123.6012714 13.1930542, 123.6012956 13.1931744)",yes,
162907450,residential,False,False,44.145,,,"LINESTRING (123.6008074 13.1889947, 123.6004935 13.1892481)",,
729189595,residential,False,True,35.358,,,"LINESTRING (123.6008074 13.1889947, 123.6010302 13.1892272)",,
162907450,residential,False,True,98.72899999999998,,,"LINESTRING (123.6008074 13.1889947, 123.6012594 13.1885717, 123.6013627 13.1884737, 123.6014539 13.1883693)",,
729189595,residential,False,False,64.58,,,"LINESTRING (123.6018186 13.190025, 123.6014136 13.1895986)",,
729189595,residential,False,True,44.352,,,"LINESTRING (123.6018186 13.190025, 123.6020755 13.1903357)",,
729189604,residential,False,False,42.62,,,"LINESTRING (123.6018186 13.190025, 123.6015161 13.1902703)",,
729189604,residential,False,True,96.56,,,"LINESTRING (123.6018186 13.190025, 123.6024847 13.1894475)",,
88813857,primary,False,False,82.381,2,Guinobatan Poblacion Road,"LINESTRING (123.6020755 13.1903357, 123.6027464 13.1899861)",,
729189595,residential,False,False,44.352,,,"LINESTRING (123.6020755 13.1903357, 123.6018186 13.190025)",,
729189595,residential,False,True,64.647,,,"LINESTRING (123.6020755 13.1903357, 123.6024467 13.1907911)",,
88813857,primary,False,True,112.39500000000001,2,Guinobatan Poblacion Road,"LINESTRING (123.6020755 13.1903357, 123.601997 13.1903749, 123.6015894 13.1905577, 123.6013104 13.1906667, 123.6011247 13.1907405)",,
729189582,residential,False,False,97.426,,,"LINESTRING (123.6014136 13.1895986, 123.6020508 13.1889799)",,
729189582,residential,False,True,43.542,,,"LINESTRING (123.6014136 13.1895986, 123.6011337 13.1898798)",,
