osmid,oneway,name,highway,reversed,length,lanes,geometry,maxspeed
192359408,True,J. P. Rizal Street,secondary,False,61.237,,"LINESTRING (120.9566317 14.8654449, 120.9571948 14.8653608)",
192359407,False,Balagtas-Pandi Road,secondary,False,173.407,2,"LINESTRING (120.9566317 14.8654449, 120.9556452 14.8652323, 120.9550495 14.8651434)",
30176829,True,M. G. Santos Street,secondary,False,136.242,,"LINESTRING (120.9571948 14.8653608, 120.9572986 14.8658031, 120.9573934 14.8661901, 120.9575088 14.8665471)",
117160095,True,J. P. Rizal Street,secondary,False,79.04500000000002,,"LINESTRING (120.9571948 14.8653608, 120.9574296 14.8651648, 120.9574984 14.865103, 120.9575806 14.8650263, 120.9577043 14.8648539)",
271055084,False,J. P. Rizal Street,secondary,False,17.183,,"LINESTRING (120.9577043 14.8648539, 120.9577012 14.8646994)",
38460989,True,S. Osmeña Street,tertiary,False,163.00300000000001,,"LINESTRING (120.9577043 14.8648539, 120.9577832 14.8649164, 120.9578967 14.8653299, 120.9579886 14.8656155, 120.9580811 14.8659809, 120.958161 14.8662336)",
103137373,True,S. Osmeña Street,tertiary,False,16.694,,"LINESTRING (120.9585507 14.8676279, 120.9584119 14.8676953)",
192405801,False,,residential,False,494.027,,"LINESTRING (120.9585507 14.8676279, 120.9585975 14.8683995, 120.9586329 14.8685385, 120.958728 14.8686881, 120.9588481 14.8688795, 120.9590918 14.8690575, 120.9592125 14.8691184, 120.9593354 14.8691566, 120.9603515 14.8690665, 120.9604997 14.8690345, 120.960615 14.8689707, 120.9607301 14.8688574, 120.9609711 14.8687206, 120.9615219 14.8687248, 120.9616657 14.8686885, 120.9618802 14.8686586)",
192359409,True,S. Osmeña Street,secondary,False,70.802,,"LINESTRING (120.9579017 14.8677242, 120.9575673 14.8679895, 120.9573868 14.8681212)",
271055084,False,J. P. Rizal Street,secondary,False,97.724,,"LINESTRING (120.9574907 14.8630642, 120.957371 14.862193)",
271055084,False,J. P. Rizal Street,secondary,True,183.22899999999998,,"LINESTRING (120.9574907 14.8630642, 120.9575753 14.8637461, 120.9577012 14.8646994)",
885031327,False,E. Rodriguez Street,residential,True,180.29399999999998,,"LINESTRING (120.9574907 14.8630642, 120.9581416 14.8630755, 120.9581242 14.8636009, 120.9581367 14.8638904, 120.9581468 14.8640669)",
48229421,True,E. Rodriguez Street,residential,False,78.284,,"LINESTRING (120.958161 14.8662336, 120.9575088 14.8665471)",
271055085,True,S. Osmeña Street,tertiary,False,160.94400000000002,,"LINESTRING (120.958161 14.8662336, 120.9582991 14.8665721, 120.9584013 14.8669698, 120.9585507 14.8676279)",
271055086,False,E. Rodriguez Street,residential,False,50.067,,"LINESTRING (120.958161 14.8662336, 120.9581941 14.8661959, 120.9585826 14.8660557)",
885031327,False,E. Rodriguez Street,residential,False,115.291,,"LINESTRING (120.9585826 14.8660557, 120.9582439 14.8650719)",
