osmid,oneway,lanes,name,highway,maxspeed,reversed,length,geometry,ref,bridge,access,width
50605353,True,2,Avenida Rizal West,tertiary,50,False,151.288,"LINESTRING (120.2310839 16.0211265, 120.2307513 16.0210672, 120.2300908 16.0209679, 120.2299849 16.0209486, 120.2299004 16.0209176, 120.2298347 16.0208803, 120.2297757 16.0208416, 120.2297254 16.0208055)",,,,
1057041781,True,2,Avenida Rizal East,trunk,50,False,132.672,"LINESTRING (120.2310839 16.0211265, 120.2312938 16.0211677, 120.2314625 16.0212138, 120.2316837 16.0212723, 120.2322832 16.0214328)",55,,,
96379454,False,2,Bugallon - Lingayen Road,trunk,50,True,195.63799999999998,"LINESTRING (120.231487 16.0180455, 120.2315211 16.0177696, 120.2315521 16.0175744, 120.2315856 16.0174008, 120.231617 16.0171795, 120.2316148 16.0170987, 120.2316468 16.0168122, 120.2316612 16.016602, 120.2316825 16.0164136, 120.2316954 16.0162992)",55,,,
"[28412424, 568403111]",True,2,Solis Street,trunk,50,False,239.61900000000003,"LINESTRING (120.231487 16.0180455, 120.231403 16.0187224, 120.2313754 16.0188856, 120.2313576 16.01904, 120.2312701 16.0197593, 120.231267 16.0197864, 120.2312283 16.0200968, 120.231214 16.0201842)",55,,,
28412424,True,2,Solis Street,trunk,50,False,23.899,"LINESTRING (120.231214 16.0201842, 120.2311883 16.0203977)",55,,,
50605352,False,,Torres Bugallon Street,residential,,False,324.675,"LINESTRING (120.2297903 16.0203471, 120.2273312 16.0198097, 120.2268253 16.0197121)",,,,
58366782,True,,Bengson Street,tertiary,50,False,39.888000000000005,"LINESTRING (120.2297903 16.0203471, 120.2298367 16.0201017, 120.2298702 16.0200346, 120.2299007 16.0200157)",,,,
103267922,True,,Casiano Jimenez Street,tertiary,,False,39.673,"LINESTRING (120.2268253 16.0197121, 120.2268634 16.0193572)",,,,
50605352,False,,Torres Bugallon Street,residential,,True,324.675,"LINESTRING (120.2268253 16.0197121, 120.2273312 16.0198097, 120.2297903 16.0203471)",,,,
166670249,False,,,residential,,False,45.009,"LINESTRING (120.2268253 16.0197121, 120.2265927 16.0196733, 120.2264084 16.0196573)",,,,
1057030550,False,,Avenida Rizal West,tertiary,30,True,286.599,"LINESTRING (120.2293347 16.021, 120.2287625 16.0209099, 120.2281912 16.0208158, 120.226696 16.0205418)",,,,
1057030551,True,,Avenida Rizal West,tertiary,50,False,55.027,"LINESTRING (120.2293347 16.021, 120.2295108 16.0210124, 120.2295571 16.0210124, 120.2296007 16.0210008, 120.2296516 16.0209692, 120.2296825 16.0209171, 120.2297254 16.0208055)",,,,
"[103267915, 103267900, 330363148]",False,2,Artacho Street,tertiary,50,True,164.09500000000003,"LINESTRING (120.2286817 16.0245648, 120.2287928 16.024016, 120.2288345 16.0237808, 120.2289642 16.0231143)",,yes,,
52490276,True,,Maramba Boulevard,tertiary,50,False,68.644,"LINESTRING (120.2353425 16.0234672, 120.2351636 16.0240601)",,,,
103270598,False,,Ramos Street,tertiary,,True,30.136,"LINESTRING (120.2353425 16.0234672, 120.2352096 16.0234496, 120.2350632 16.02343)",,,,
103270598,False,,Ramos Street,tertiary,,False,30.136,"LINESTRING (120.2350632 16.02343, 120.2352096 16.0234496, 120.2353425 16.0234672)",,,,
1057041782,True,2,Ramos Street West,tertiary,30,False,214.63199999999998,"LINESTRING (120.2350632 16.02343, 120.234451 16.0233495, 120.2337165 16.0232598, 120.2330746 16.0231618)",,,,
330363148,False,,Artacho Street,tertiary,50,False,51.192,"LINESTRING (120.2290449 16.0226605, 120.2289642 16.0231143)",,,,
52490857,True,,Artacho Street,tertiary,50,False,84.912,"LINESTRING (120.2290449 16.0226605, 120.2290752 16.0224597, 120.2291777 16.0219077)",,,,
103267922,True,,Casiano Jimenez Street,tertiary,,False,35.435,"LINESTRING (120.226696 16.0205418, 120.2267455 16.0202267)",,,,
166670250,False,1,,residential,,True,99.551,"LINESTRING (120.226696 16.0205418, 120.2266248 16.0209035, 120.2266007 16.0210002, 120.2264819 16.0214124)",,,,
1057030550,False,,Avenida Rizal West,tertiary,30,False,286.59900000000005,"LINESTRING (120.226696 16.0205418, 120.2281912 16.0208158, 120.2287625 16.0209099, 120.2293347 16.021)",,,,
96372881,False,,Heroes Street,residential,,False,335.672,"LINESTRING (120.2268634 16.0193572, 120.2273844 16.0194305, 120.2281223 16.0195456, 120.2288912 16.0196944, 120.2290777 16.0197327, 120.2297 16.0198829, 120.2297783 16.019907, 120.2298119 16.0199283, 120.2298622 16.0199708, 120.2299007 16.0200157)",,,,
