osmid,name,highway,oneway,reversed,length,bridge,geometry,lanes
"[155088728, 154616371, 914638283]",Pastrana-Dagami Road,primary,False,False,565.76,yes,"LINESTRING (124.9058474 11.0681616, 124.9057719 11.0682562, 124.9056914 11.0683602, 124.905623 11.0684339, 124.9055359 11.0685194, 124.9054474 11.0686142, 124.9053696 11.0686932, 124.9053065 11.0687366, 124.9052268 11.0687939, 124.9051255 11.0688524, 124.9049994 11.0689209, 124.9049243 11.0689538, 124.9047833 11.0690225, 124.9047255 11.0690322, 124.9043891 11.0690889, 124.9043316 11.0690986, 124.9041073 11.0690944, 124.903931 11.0690478, 124.9032491 11.0687893, 124.9013802 11.0681483, 124.9011752 11.0681138)",
155088729,Tanauan-Dagami Road,primary,False,False,90.58100000000002,,"LINESTRING (124.9058474 11.0681616, 124.9057266 11.068154, 124.9055885 11.0681406, 124.9055219 11.0681299, 124.905445 11.068117, 124.9053098 11.0680842, 124.9051734 11.0680466, 124.9050367 11.0680029)",2
155088729,Tanauan-Dagami Road,primary,False,False,79.71,,"LINESTRING (124.9050367 11.0680029, 124.9043764 11.0676964)",2
155088729,Tanauan-Dagami Road,primary,False,True,90.58099999999999,,"LINESTRING (124.9050367 11.0680029, 124.9051734 11.0680466, 124.9053098 11.0680842, 124.905445 11.068117, 124.9055219 11.0681299, 124.9055885 11.0681406, 124.9057266 11.068154, 124.9058474 11.0681616)",2
909565082,,residential,False,False,129.312,,"LINESTRING (124.9050367 11.0680029, 124.9050886 11.0672908, 124.905135 11.0668441)",
154608721,,residential,False,False,27.742,,"LINESTRING (124.9053133 11.0653305, 124.9053359 11.065082)",
154610754,,residential,False,False,70.191,,"LINESTRING (124.9053133 11.0653305, 124.9046776 11.0652344)",
154608721,,residential,False,True,84.628,,"LINESTRING (124.9053133 11.0653305, 124.9052677 11.0656614, 124.9052342 11.0660873)",
154610758,,unclassified,False,False,68.597,,"LINESTRING (124.9052342 11.0660873, 124.9046063 11.0660584)",
283380570,,unclassified,False,True,4.583,,"LINESTRING (124.9052342 11.0660873, 124.9052761 11.0660901)",
154608721,,residential,False,False,84.628,,"LINESTRING (124.9052342 11.0660873, 124.9052677 11.0656614, 124.9053133 11.0653305)",
154610765,,residential,False,False,68.087,,"LINESTRING (124.905135 11.0668441, 124.9045153 11.066773)",
909565082,,residential,False,False,85.243,,"LINESTRING (124.905135 11.0668441, 124.9052761 11.0660901)",
909565082,,residential,False,True,129.312,,"LINESTRING (124.905135 11.0668441, 124.9050886 11.0672908, 124.9050367 11.0680029)",
154610750,,residential,False,False,40.717,,"LINESTRING (124.9027692 11.0638195, 124.9024008 11.0637615)",
154610750,,residential,False,True,87.042,,"LINESTRING (124.9027692 11.0638195, 124.9035608 11.0639154)",
909565081,,residential,False,True,52.54,,"LINESTRING (124.9027692 11.0638195, 124.9026866 11.064285)",
154610762,,residential,False,False,103.79,,"LINESTRING (124.9043764 11.0676964, 124.9045153 11.066773)",
155088729,Tanauan-Dagami Road,primary,False,False,77.556,,"LINESTRING (124.9043764 11.0676964, 124.9037173 11.0674355)",2
155088729,Tanauan-Dagami Road,primary,False,True,79.71,,"LINESTRING (124.9043764 11.0676964, 124.9050367 11.0680029)",2
154610758,,unclassified,False,False,77.717,,"LINESTRING (124.9046063 11.0660584, 124.9038943 11.0660435)",
154610758,,unclassified,False,True,68.597,,"LINESTRING (124.9046063 11.0660584, 124.9052342 11.0660873)",
154610762,,residential,False,False,91.955,,"LINESTRING (124.9046063 11.0660584, 124.9046776 11.0652344)",
154610762,,residential,False,True,80.078,,"LINESTRING (124.9046063 11.0660584, 124.9045153 11.066773)",
154610755,,residential,False,True,112.056,,"LINESTRING (124.9026975 11.0624669, 124.9037161 11.0625942)",
155088729,Tanauan-Dagami Road,primary,False,False,60.922,,"LINESTRING (124.9026975 11.0624669, 124.902825 11.0619335)",2
155088729,Tanauan-Dagami Road,primary,False,True,147.55,,"LINESTRING (124.9026975 11.0624669, 124.9024008 11.0637615)",2
819327079,,residential,False,True,96.307,,"LINESTRING (124.9026975 11.0624669, 124.9018264 11.0623281)",
154610752,,tertiary,False,False,78.836,,"LINESTRING (124.9037732 11.0620598, 124.9038448 11.0613543)",
154610752,,tertiary,False,True,59.748,,"LINESTRING (124.9037732 11.0620598, 124.9037161 11.0625942)",
154610767,,residential,False,True,59.474,,"LINESTRING (124.9037732 11.0620598, 124.9043169 11.0620966)",
154610767,,residential,False,False,104.427,,"LINESTRING (124.9037732 11.0620598, 124.9036597 11.0620427, 124.902825 11.0619335)",
154610752,,tertiary,False,False,72.088,,"LINESTRING (124.9032864 11.0666484, 124.903337 11.066002)",
154610765,,residential,False,True,57.826,,"LINESTRING (124.9032864 11.0666484, 124.903814 11.0666967)",
154610752,,tertiary,False,True,64.423,,"LINESTRING (124.9032864 11.0666484, 124.903263 11.0669687, 124.9032276 11.0672246)",
154610754,,residential,False,False,46.669,,"LINESTRING (124.9025641 11.0649422, 124.9021412 11.0648798)",
154610754,,residential,False,True,94.812,,"LINESTRING (124.9025641 11.0649422, 124.9034223 11.0650751)",
909565081,,residential,False,False,74.29,,"LINESTRING (124.9025641 11.0649422, 124.9026866 11.064285)",
154610757,,residential,False,False,61.349,,"LINESTRING (124.904404 11.0614109, 124.9038448 11.0613543)",
154610757,,residential,False,True,77.542,,"LINESTRING (124.904404 11.0614109, 124.9051095 11.0614939)",
154610760,,residential,False,True,76.837,,"LINESTRING (124.904404 11.0614109, 124.9043169 11.0620966)",
154610759,,residential,False,True,43.46,,"LINESTRING (124.9022929 11.0642261, 124.9026866 11.064285)",
155088729,Tanauan-Dagami Road,primary,False,False,52.986,,"LINESTRING (124.9022929 11.0642261, 124.9024008 11.0637615)",2
