osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry
580768461,4,1,General Santos-Koronadal Highway,trunk,50,19.5,False,False,95.058,"LINESTRING (125.0617711 6.2172373, 125.0613901 6.2176133, 125.0612555 6.2177496, 125.0612277 6.2177776, 125.0611616 6.2178403)"
580768461,4,1,General Santos-Koronadal Highway,trunk,50,19.5,False,True,66.07300000000001,"LINESTRING (125.0617711 6.2172373, 125.0618813 6.2171263, 125.0621956 6.216819)"
1226372986,,,B.L. French Street,tertiary,,,False,False,106.84899999999999,"LINESTRING (125.0617711 6.2172373, 125.061836 6.2173166, 125.0624316 6.2179385)"
677202459,,,,residential,,,False,True,16.502,"LINESTRING (125.0620711 6.2204095, 125.0619657 6.2205146)"
1043603225,2,,Pioneer Avenue,tertiary,,,True,False,162.04399999999998,"LINESTRING (125.0620711 6.2204095, 125.0626064 6.2209383, 125.063006 6.2213383, 125.0630449 6.2213816, 125.0630704 6.2214123, 125.063096 6.22145)"
687236433,2,,"B. Bayan, Sr. Street",tertiary,,,False,False,113.554,"LINESTRING (125.0608526 6.2236941, 125.0601257 6.2244157)"
687236433,2,,"B. Bayan, Sr. Street",tertiary,,,False,True,114.034,"LINESTRING (125.0608526 6.2236941, 125.0615805 6.2229674)"
580768461,4,1,General Santos-Koronadal Highway,trunk,50,19.5,False,False,6.767,"LINESTRING (125.0632548 6.215767, 125.0632122 6.2158107)"
151324144,,,,residential,,,False,False,129.346,"LINESTRING (125.0672811 6.2159058, 125.0664943 6.2167668)"
580768461,4,1,General Santos-Koronadal Highway,trunk,50,19.5,False,False,22.327,"LINESTRING (125.0629949 6.2160267, 125.0628527 6.2161693)"
580768461,4,1,General Santos-Koronadal Highway,trunk,50,19.5,False,True,33.969,"LINESTRING (125.0629949 6.2160267, 125.0632122 6.2158107)"
151324152,,,,residential,,,False,False,145.82,"LINESTRING (125.0590867 6.2162235, 125.0601076 6.217054)"
160933176,,,,residential,,,False,False,52.665,"LINESTRING (125.0590867 6.2162235, 125.0587884 6.2165928)"
580768461,4,1,General Santos-Koronadal Highway,trunk,50,19.5,False,False,22.014,"LINESTRING (125.0626728 6.2163425, 125.0625328 6.2164833)"
580768461,4,1,General Santos-Koronadal Highway,trunk,50,19.5,False,True,27.684,"LINESTRING (125.0626728 6.2163425, 125.0628527 6.2161693)"
151324094,,,,residential,,,False,False,93.135,"LINESTRING (125.0626728 6.2163425, 125.0620881 6.2158607, 125.0620273 6.2158044)"
151324085,,,,residential,,,False,False,46.457,"LINESTRING (125.0660517 6.2163606, 125.065748 6.2166494)"
153962434,4,,Cannery Road,secondary,40,,False,False,66.587,"LINESTRING (125.0660517 6.2163606, 125.0664943 6.2167668)"
153962434,4,,Cannery Road,secondary,40,,False,True,17.168,"LINESTRING (125.0660517 6.2163606, 125.0659449 6.2162485)"
151324085,,,,residential,,,False,False,50.572,"LINESTRING (125.0654241 6.2169741, 125.0651054 6.2173004)"
151324085,,,,residential,,,False,True,50.848,"LINESTRING (125.0654241 6.2169741, 125.065748 6.2166494)"
151324143,,,,residential,,,False,True,51.952,"LINESTRING (125.0654241 6.2169741, 125.0650967 6.2166389)"
192228100,,,,residential,,,False,False,175.801,"LINESTRING (125.0654241 6.2169741, 125.0665277 6.2181125)"
681492655,,,,residential,,,False,True,125.906,"LINESTRING (125.0640308 6.216598, 125.0632122 6.2158107)"
151324144,,,,residential,,,False,True,129.346,"LINESTRING (125.0664943 6.2167668, 125.0672811 6.2159058)"
153962434,4,,Cannery Road,secondary,40,,False,True,66.587,"LINESTRING (125.0664943 6.2167668, 125.0660517 6.2163606)"
153962434,4,,Cannery Road,secondary,40,,False,False,110.537,"LINESTRING (125.0664943 6.2167668, 125.0666984 6.2169676, 125.0672056 6.2174655)"
580768461,4,1,General Santos-Koronadal Highway,trunk,50,19.5,False,False,21.433,"LINESTRING (125.0611616 6.2178403, 125.0610236 6.2179757)"
151324152,,,,residential,,,False,True,145.688,"LINESTRING (125.0611616 6.2178403, 125.0607044 6.2174858, 125.0601076 6.217054)"
580768461,4,1,General Santos-Koronadal Highway,trunk,50,19.5,False,True,95.05799999999999,"LINESTRING (125.0611616 6.2178403, 125.0612277 6.2177776, 125.0612555 6.2177496, 125.0613901 6.2176133, 125.0617711 6.2172373)"
151324095,,,,residential,,,False,True,140.072,"LINESTRING (125.0607604 6.2182402, 125.059786 6.2174349)"
580768461,4,1,General Santos-Koronadal Highway,trunk,50,19.5,False,True,41.37,"LINESTRING (125.0607604 6.2182402, 125.0610236 6.2179757)"
580768461,4,1,General Santos-Koronadal Highway,trunk,50,19.5,False,False,69.48700000000001,"LINESTRING (125.0607604 6.2182402, 125.0606909 6.2183122, 125.0604061 6.2185878, 125.0603128 6.2186789)"
153962434,4,,Cannery Road,secondary,40,,False,False,17.168,"LINESTRING (125.0659449 6.2162485, 125.0660517 6.2163606)"
151324085,,,,residential,,,False,False,50.848,"LINESTRING (125.065748 6.2166494, 125.0654241 6.2169741)"
151324085,,,,residential,,,False,True,46.457,"LINESTRING (125.065748 6.2166494, 125.0660517 6.2163606)"
155738952,,,,residential,,,False,True,177.185,"LINESTRING (125.065748 6.2166494, 125.0668548 6.217802)"
151324095,,,,residential,,,False,False,144.668,"LINESTRING (125.0587884 6.2165928, 125.059786 6.2174349)"
160933176,,,,residential,,,False,True,52.665,"LINESTRING (125.0587884 6.2165928, 125.0590867 6.2162235)"
192228120,,,,residential,,,False,False,162.912,"LINESTRING (125.0631726 6.2171588, 125.0642171 6.2181924)"
192228120,,,,residential,,,False,True,103.169,"LINESTRING (125.0631726 6.2171588, 125.0625328 6.2164833)"
670858326,,,,residential,,,False,True,48.03,"LINESTRING (125.0631726 6.2171588, 125.0628718 6.2174705)"
151324085,,,,residential,,,False,False,47.736,"LINESTRING (125.0651054 6.2173004, 125.0648074 6.2176111)"
151324085,,,,residential,,,False,True,50.572,"LINESTRING (125.0651054 6.2173004, 125.0654241 6.2169741)"
192228094,,,,residential,,,False,True,174.191,"LINESTRING (125.0651054 6.2173004, 125.065936 6.2181477, 125.0662028 6.2184246)"
687236433,2,,"B. Bayan, Sr. Street",tertiary,,,False,False,53.887,"LINESTRING (125.0672056 6.2174655, 125.0668548 6.217802)"
153962434,4,,Cannery Road,secondary,40,,False,True,110.537,"LINESTRING (125.0672056 6.2174655, 125.0666984 6.2169676, 125.0664943 6.2167668)"
151324085,,,,residential,,,False,False,38.712,"LINESTRING (125.0648074 6.2176111, 125.0645572 6.2178547)"
151324085,,,,residential,,,False,True,47.736,"LINESTRING (125.0648074 6.2176111, 125.0651054 6.2173004)"
192228096,,,,residential,,,False,False,171.763,"LINESTRING (125.0648074 6.2176111, 125.0658708 6.2187374)"
201707072,,,,residential,,,False,True,148.456,"LINESTRING (125.0648074 6.2176111, 125.0645235 6.2173361, 125.0645107 6.2173059, 125.0645084 6.2172751, 125.0645089 6.2172388, 125.0645173 6.2172111, 125.0645405 6.217183, 125.0646135 6.217107, 125.0650967 6.2166389)"
155738952,,,,residential,,,False,False,177.185,"LINESTRING (125.0668548 6.217802, 125.065748 6.2166494)"
687236433,2,,"B. Bayan, Sr. Street",tertiary,,,False,False,6.877,"LINESTRING (125.0668548 6.217802, 125.0668098 6.2178447)"
687236433,2,,"B. Bayan, Sr. Street",tertiary,,,False,True,53.887,"LINESTRING (125.0668548 6.217802, 125.0672056 6.2174655)"
151324085,,,,residential,,,False,False,53.136,"LINESTRING (125.0645572 6.2178547, 125.0642171 6.2181924)"
151324085,,,,residential,,,False,True,38.712,"LINESTRING (125.0645572 6.2178547, 125.0648074 6.2176111)"
192228116,,,,residential,,,False,False,265.75,"LINESTRING (125.0645572 6.2178547, 125.0628527 6.2161693)"
192228116,,,,residential,,,False,True,86.211,"LINESTRING (125.0645572 6.2178547, 125.0651025 6.218409)"
1226372985,,,B.L. French Street,tertiary,,,True,False,158.614,"LINESTRING (125.0624316 6.2179385, 125.0629105 6.2184073, 125.0629141 6.2184108, 125.0633878 6.2188729, 125.0634562 6.2189371)"
1226372986,,,B.L. French Street,tertiary,,,False,True,106.84899999999999,"LINESTRING (125.0624316 6.2179385, 125.061836 6.2173166, 125.0617711 6.2172373)"
192228100,,,,residential,,,False,True,175.801,"LINESTRING (125.0665277 6.2181125, 125.0654241 6.2169741)"
687236433,2,,"B. Bayan, Sr. Street",tertiary,,,False,False,49.942,"LINESTRING (125.0665277 6.2181125, 125.0662028 6.2184246)"
687236433,2,,"B. Bayan, Sr. Street",tertiary,,,False,True,43.118,"LINESTRING (125.0665277 6.2181125, 125.0668098 6.2178447)"
151324085,,,,residential,,,False,False,50.361,"LINESTRING (125.0642171 6.2181924, 125.0638843 6.2185017)"
151324085,,,,residential,,,False,True,53.136,"LINESTRING (125.0642171 6.2181924, 125.0645572 6.2178547)"
192228105,,,,residential,,,False,False,85.597,"LINESTRING (125.0642171 6.2181924, 125.0647599 6.2187414)"
192228120,,,,residential,,,False,True,162.912,"LINESTRING (125.0642171 6.2181924, 125.0631726 6.2171588)"
687236433,2,,"B. Bayan, Sr. Street",tertiary,,,False,False,50.563,"LINESTRING (125.0662028 6.2184246, 125.0658708 6.2187374)"
687236433,2,,"B. Bayan, Sr. Street",tertiary,,,False,True,49.942,"LINESTRING (125.0662028 6.2184246, 125.0665277 6.2181125)"
192228094,,,,residential,,,False,False,174.191,"LINESTRING (125.0662028 6.2184246, 125.065936 6.2181477, 125.0651054 6.2173004)"
151324085,,,,residential,,,False,False,67.701,"LINESTRING (125.0638843 6.2185017, 125.0634562 6.2189371)"
151324085,,,,residential,,,False,True,50.361,"LINESTRING (125.0638843 6.2185017, 125.0642171 6.2181924)"
192228114,,,,residential,,,False,False,171.292,"LINESTRING (125.0638843 6.2185017, 125.064982 6.219589)"
