osmid,highway,oneway,reversed,length,lanes,name,maxspeed,geometry,width
161867134,residential,False,False,47.019,,,,"LINESTRING (125.1152404 12.546649, 125.1148072 12.5466497)",
409652512,primary,False,False,54.547,2,Dela Paz Street,40,"LINESTRING (125.1152404 12.546649, 125.1152031 12.5471382)",
409652512,primary,False,True,60.68000000000001,2,Dela Paz Street,40,"LINESTRING (125.1152404 12.546649, 125.1152739 12.5462346, 125.1152779 12.5461617, 125.1152793 12.5461047)",
"[456679960, 161867129]",residential,False,True,65.101,,,,"LINESTRING (125.1152404 12.546649, 125.1155323 12.5466477, 125.1158401 12.5466547)",
161867125,residential,False,True,56.195,,,,"LINESTRING (125.1158265 12.5461495, 125.1158401 12.5466547)",
456678560,residential,False,False,62.295,,,,"LINESTRING (125.1158265 12.5461495, 125.1164004 12.5461554)",
456678560,residential,False,True,59.678000000000004,,,,"LINESTRING (125.1158265 12.5461495, 125.1153587 12.5461209, 125.1152793 12.5461047)",
161867125,residential,False,False,51.218,,,,"LINESTRING (125.1157855 12.547636, 125.1158077 12.5471759)",
161867136,residential,False,False,65.758,,,,"LINESTRING (125.1157855 12.547636, 125.1151797 12.5476288)",
161867138,residential,False,True,108.359,,,,"LINESTRING (125.1157855 12.547636, 125.1157537 12.54861)",
"[161867136, 161868056]",residential,False,"[False, True]",93.179,,,,"LINESTRING (125.1157855 12.547636, 125.1161852 12.5476216, 125.116208 12.5471746)",
161867123,residential,False,False,73.87,,,,"LINESTRING (125.113403 12.5462332, 125.1133015 12.5455763)",
161867123,residential,False,True,53.619,,,,"LINESTRING (125.113403 12.5462332, 125.1134711 12.5467108)",
909970010,residential,False,False,82.032,,,,"LINESTRING (125.113403 12.5462332, 125.1141553 12.5461625)",
909970010,residential,False,True,45.437,,,,"LINESTRING (125.113403 12.5462332, 125.1129863 12.5462723)",
161867135,residential,False,False,82.894,,,,"LINESTRING (125.1147459 12.5424392, 125.1148823 12.5431727)",
161867135,residential,False,True,62.987,,,,"LINESTRING (125.1147459 12.5424392, 125.1146058 12.5418895)",
161867523,residential,False,False,28.907,,,,"LINESTRING (125.1147459 12.5424392, 125.1150025 12.5423696)",
161867523,residential,False,True,69.89,,,,"LINESTRING (125.1147459 12.5424392, 125.1143742 12.5425218, 125.1141212 12.5425908)",
161867523,residential,False,False,52.111,,,,"LINESTRING (125.1136446 12.5426473, 125.1141212 12.5425908)",
409654768,residential,False,True,84.623,,,,"LINESTRING (125.1136446 12.5426473, 125.1137792 12.5433969)",
246113849,residential,False,False,97.139,,,,"LINESTRING (125.1136446 12.5426473, 125.1135975 12.5426286, 125.1135565 12.5425801, 125.1134922 12.5423545, 125.1134352 12.5423421, 125.1130336 12.5422393, 125.1129722 12.5422151)",
161867127,residential,False,False,71.588,,,,"LINESTRING (125.1157537 12.54861, 125.1150955 12.5485687)",
161867138,residential,False,False,108.359,,,,"LINESTRING (125.1157537 12.54861, 125.1157855 12.547636)",
409654778,residential,False,False,207.58200000000002,,,,"LINESTRING (125.1157537 12.54861, 125.1157379 12.5489451, 125.1157243 12.5491812, 125.1157246 12.549303, 125.1157401 12.5494885, 125.115771 12.5497122, 125.1156433 12.5497401, 125.1154721 12.5497525, 125.1152486 12.549773, 125.1149995 12.5497305)",
161867135,residential,False,True,82.894,,,,"LINESTRING (125.1148823 12.5431727, 125.1147459 12.5424392)",
409652512,primary,False,False,79.814,2,Dela Paz Street,40,"LINESTRING (125.1148823 12.5431727, 125.1150257 12.5438767)",
409652513,residential,False,False,39.874,,,,"LINESTRING (125.1148823 12.5431727, 125.1152187 12.5430286)",
409654770,primary,False,True,69.249,2,,40,"LINESTRING (125.1148823 12.5431727, 125.1148528 12.5431786, 125.1142538 12.5432797)",
161867137,secondary,False,True,32.951,2,,,"LINESTRING (125.1148762 12.5476358, 125.1151797 12.5476288)",
161867137,secondary,False,False,55.902,2,,,"LINESTRING (125.1148762 12.5476358, 125.1146786 12.5476675, 125.1143789 12.5477615)",
409654769,tertiary,False,True,56.623000000000005,,,,"LINESTRING (125.1148762 12.5476358, 125.114876 12.547488, 125.1148444 12.5471279)",
909968091,residential,False,False,105.309,,,,"LINESTRING (125.1148762 12.5476358, 125.1148653 12.5480862, 125.1148227 12.548581)",
