osmid,highway,oneway,reversed,length,lanes,maxspeed,geometry,name,bridge,ref
217831995,tertiary,False,False,29.14,,,"LINESTRING (123.49718 13.2587419, 123.4971364 13.2584833)",,,
225686580,secondary,False,False,56.132,2,40,"LINESTRING (123.49718 13.2587419, 123.4976951 13.2586831)",,,
791985340,secondary,False,True,52.606,2,40,"LINESTRING (123.49718 13.2587419, 123.4967021 13.2588282)",,,
137063173,secondary,False,True,67.618,2,40,"LINESTRING (123.49718 13.2587419, 123.4971826 13.2590543, 123.4971962 13.2593497)",,,
338935849,residential,False,False,16.803,,,"LINESTRING (123.5046931 13.2562132, 123.5046638 13.2560648)",Iraya Street,,
225686580,secondary,False,True,59.774,2,40,"LINESTRING (123.5046931 13.2562132, 123.504449 13.2563551, 123.504206 13.256465)",,,
"[338935849, 791985323]",residential,False,True,169.632,,,"LINESTRING (123.5046931 13.2562132, 123.5047201 13.2563219, 123.504751 13.256459, 123.504812 13.2567128, 123.5043364 13.2568806, 123.5038314 13.2570512)","['Iraya Street', 'President Osmeña Avenue']",,
231107662,residential,False,True,72.688,,,"LINESTRING (123.4993285 13.2584046, 123.4994495 13.2590476)",,,
225686580,secondary,False,False,33.113,2,40,"LINESTRING (123.4993285 13.2584046, 123.499432 13.2583284, 123.4995049 13.2581723)",,,
225686580,secondary,False,True,61.437999999999995,2,40,"LINESTRING (123.4993285 13.2584046, 123.49917 13.2584661, 123.4987781 13.258528)",,,
231107655,residential,False,False,7.66,,,"LINESTRING (123.4965585 13.2550598, 123.4964944 13.255089)",,,
904135617,tertiary,False,True,122.758,,,"LINESTRING (123.4965585 13.2550598, 123.4967624 13.2561458)",,,
217830204,residential,False,False,58.507,,,"LINESTRING (123.5023891 13.2576366, 123.5023564 13.2571114)",A. Roa Street,,
217830204,residential,False,True,99.511,,,"LINESTRING (123.5023891 13.2576366, 123.5024331 13.2585305)",A. Roa Street,,
791985323,residential,False,False,57.848,,,"LINESTRING (123.5023891 13.2576366, 123.5028639 13.2573977)",President Osmeña Avenue,,
791985323,residential,False,True,55.392,,,"LINESTRING (123.5023891 13.2576366, 123.5019037 13.2577945)",President Osmeña Avenue,,
338935847,residential,False,False,38.043,,,"LINESTRING (123.5033909 13.2572136, 123.5034383 13.2575526)",Mabini Street,,
791985323,residential,False,False,50.981,,,"LINESTRING (123.5033909 13.2572136, 123.5038314 13.2570512)",President Osmeña Avenue,,
791985323,residential,False,True,60.6,,,"LINESTRING (123.5033909 13.2572136, 123.5028639 13.2573977)",President Osmeña Avenue,,
791985339,residential,False,True,62.375,,,"LINESTRING (123.5033909 13.2572136, 123.5033393 13.2566549)",Austero Street,,
217830209,residential,False,True,33.466,,,"LINESTRING (123.5017943 13.2553646, 123.5018258 13.255664)",Fiscal Ranin Street,,
338935835,residential,False,False,50.832,,,"LINESTRING (123.5017943 13.2553646, 123.5022523 13.2552634)",,,
338935835,residential,False,True,50.581,,,"LINESTRING (123.5017943 13.2553646, 123.5013404 13.2554729)",,,
217830208,residential,False,False,50.847,,,"LINESTRING (123.5009516 13.2571879, 123.5009325 13.256731)",,,
217830208,residential,False,True,89.487,,,"LINESTRING (123.5009516 13.2571879, 123.5009944 13.2579916)",,,
217830211,residential,False,False,48.11,,,"LINESTRING (123.5009516 13.2571879, 123.5013951 13.2571588)",,,
217830211,residential,False,True,48.254,,,"LINESTRING (123.5009516 13.2571879, 123.5005062 13.2572071)",,,
904135617,tertiary,False,False,122.758,,,"LINESTRING (123.4967624 13.2561458, 123.4965585 13.2550598)",,,
904135617,tertiary,False,True,65.853,,,"LINESTRING (123.4967624 13.2561458, 123.4968824 13.2567264)",,,
231107676,residential,False,False,63.876999999999995,,,"LINESTRING (123.4967624 13.2561458, 123.4964868 13.2562522, 123.4962309 13.2563925)",,,
