osmid,oneway,lanes,name,highway,reversed,length,geometry,ref,maxspeed,access,width,est_width
49040068,False,,Celestino Gallares Street,secondary,True,81.77000000000001,"LINESTRING (123.8548515 9.6406452, 123.8547815 9.6408528, 123.8546161 9.641343)",,,,,
53728490,True,2,Franklin Street,unclassified,False,129.33599999999998,"LINESTRING (123.8548964 9.6391727, 123.8549817 9.6390633, 123.8550407 9.6389906, 123.8551132 9.6389155, 123.8551904 9.6388513, 123.8557072 9.6385047, 123.8557992 9.638438)",,,,,
54452464,True,2,J. S. Torralba Street,secondary,False,102.594,"LINESTRING (123.8548964 9.6391727, 123.8548734 9.6391278, 123.8548696 9.6390784, 123.8548817 9.6390323, 123.8549075 9.6389905, 123.8549485 9.6389411, 123.8552163 9.6386681, 123.8554093 9.6384591)",,,,,
49040068,False,,Celestino Gallares Street,secondary,False,81.77000000000001,"LINESTRING (123.8546161 9.641343, 123.8547815 9.6408528, 123.8548515 9.6406452)",,,,,
49040068,False,,Celestino Gallares Street,secondary,True,137.823,"LINESTRING (123.8546161 9.641343, 123.8544182 9.6420368, 123.8543335 9.642334, 123.8542758 9.6425362)",,,,,
"[813776134, 232875775]",True,,Honorio Grupo,residential,False,125.106,"LINESTRING (123.8546161 9.641343, 123.8555789 9.6416438, 123.855704 9.6416829)",,,,,
50715539,True,2,C. Marapao Street,unclassified,False,78.779,"LINESTRING (123.856091 9.6418156, 123.8561141 9.641783, 123.8565018 9.6412343)",,,,,
813776142,False,,Honorio Grupo,residential,False,44.918000000000006,"LINESTRING (123.856091 9.6418156, 123.8558009 9.641715, 123.855704 9.6416829)",,,,,
47108001,False,2,Miguel Parras Street,tertiary,True,46.492,"LINESTRING (123.857484 9.6430475, 123.857819 9.6427911)",,,,,
47108001,False,2,Miguel Parras Street,tertiary,False,70.152,"LINESTRING (123.857484 9.6430475, 123.8571933 9.6433416, 123.8570302 9.6434921)",,,,,
47107997,True,,Lessage,unclassified,False,120.013,"LINESTRING (123.8558562 9.6410739, 123.8548515 9.6406452)",,,,,
"[813776137, 813776138]",False,4,Carlos P. Garcia North Avenue,primary,False,69.913,"LINESTRING (123.8558562 9.6410739, 123.8557097 9.6415976, 123.855704 9.6416829)",850,30,yes,7,7
"[813776128, 813776138]",False,4,Carlos P. Garcia North Avenue,primary,True,51.879999999999995,"LINESTRING (123.8558562 9.6410739, 123.8559556 9.640719, 123.8559723 9.640622)",850,"['40', '30']",yes,7,7
48531869,False,,J. S. Torralba Street,residential,True,119.49,"LINESTRING (123.8585601 9.6435791, 123.857819 9.6427911)",,,,,
53728457,False,2,M. Torralba Street,tertiary,True,81.381,"LINESTRING (123.8585601 9.6435791, 123.859122 9.6431008)",,,,,
53728457,False,2,M. Torralba Street,tertiary,False,105.06299999999999,"LINESTRING (123.8585601 9.6435791, 123.8580883 9.6439788, 123.8578441 9.6442068)",,,,,
48731932,False,,B. Inting Street,tertiary,False,119.484,"LINESTRING (123.8578441 9.6442068, 123.8570302 9.6434921)",,,,,
53728457,False,2,M. Torralba Street,tertiary,True,105.06299999999999,"LINESTRING (123.8578441 9.6442068, 123.8580883 9.6439788, 123.8585601 9.6435791)",,,,,
26137549,True,2,B. Inting Street,tertiary,False,109.908,"LINESTRING (123.8570302 9.6434921, 123.8562915 9.6428238)",,,,,
48731932,False,,B. Inting Street,tertiary,True,119.484,"LINESTRING (123.8570302 9.6434921, 123.8578441 9.6442068)",,,,,
47108001,False,2,Miguel Parras Street,tertiary,False,68.219,"LINESTRING (123.8570302 9.6434921, 123.8567038 9.6439008, 123.8566452 9.6439741)",,,,,
47108001,False,2,Miguel Parras Street,tertiary,True,70.152,"LINESTRING (123.8570302 9.6434921, 123.8571933 9.6433416, 123.857484 9.6430475)",,,,,
50425514,False,,S. Matig-a Street,residential,False,121.557,"LINESTRING (123.857768 9.6379845, 123.8582326 9.6389771)",,,,,
26137543,True,2,Venancio P. Inting Avenue,primary,False,99.567,"LINESTRING (123.857768 9.6379845, 123.8584462 9.6376533, 123.8585442 9.6376055, 123.8585819 9.6375871)",850,30,,,
50425514,False,,S. Matig-a Street,residential,True,121.557,"LINESTRING (123.8582326 9.6389771, 123.857768 9.6379845)",,,,,
26137545,True,,Carlos P. Garcia East Avenue,primary,False,99.428,"LINESTRING (123.8582326 9.6389771, 123.8574732 9.6393286, 123.8574165 9.6393657)",,30,,,
50425514,False,,S. Matig-a Street,residential,False,58.834,"LINESTRING (123.8582326 9.6389771, 123.8582473 9.6390108, 123.8584182 9.6394735)",,,,,
54365237,False,2,A. Torralba Street,secondary,True,32.763,"LINESTRING (123.8552113 9.6382384, 123.8554093 9.6384591)",,,,,
"[53728485, 53728486]",False,2,Franklin Street,residential,True,201.765,"LINESTRING (123.8552113 9.6382384, 123.8557514 9.6376479, 123.8558468 9.6375656, 123.8559308 9.6375093, 123.8560049 9.6374886, 123.8560807 9.6374959, 123.8561411 9.6375171, 123.8562068 9.6375574, 123.8562571 9.6376063, 123.8562819 9.6376718, 123.8562785 9.6377345, 123.8562658 9.6377848, 123.8562182 9.6378608, 123.8561233 9.6379909)",,,,,
53728486,False,2,Franklin Street,residential,False,61.492000000000004,"LINESTRING (123.8557992 9.638438, 123.8558323 9.6383976, 123.8558574 9.6383474, 123.8558877 9.6382819, 123.8559238 9.6382231, 123.856013 9.638114, 123.8561233 9.6379909)",,,,,
1132613003,True,3,J. A. Clarin Street,secondary,False,78.071,"LINESTRING (123.8557992 9.638438, 123.8558442 9.6384432, 123.8558882 9.6384518, 123.8559302 9.6384667, 123.8559648 9.6384937, 123.8562632 9.6389294)",,,,,
"[53728485, 53728486]",False,2,Franklin Street,residential,False,201.76500000000001,"LINESTRING (123.8561233 9.6379909, 123.8562182 9.6378608, 123.8562658 9.6377848, 123.8562785 9.6377345, 123.8562819 9.6376718, 123.8562571 9.6376063, 123.8562068 9.6375574, 123.8561411 9.6375171, 123.8560807 9.6374959, 123.8560049 9.6374886, 123.8559308 9.6375093, 123.8558468 9.6375656, 123.8557514 9.6376479, 123.8552113 9.6382384)",,,,,
53728486,False,2,Franklin Street,residential,True,61.492000000000004,"LINESTRING (123.8561233 9.6379909, 123.856013 9.638114, 123.8559238 9.6382231, 123.8558877 9.6382819, 123.8558574 9.6383474, 123.8558323 9.6383976, 123.8557992 9.638438)",,,,,
53728492,False,,,residential,True,95.51400000000001,"LINESTRING (123.8561233 9.6379909, 123.8563291 9.6382476, 123.8566382 9.6386834)",,,,,
26137543,True,2,Venancio P. Inting Avenue,primary,False,25.412,"LINESTRING (123.8566382 9.6386834, 123.856828 9.6385522)",850,30,,,
53728492,False,,,residential,False,95.51400000000001,"LINESTRING (123.8566382 9.6386834, 123.8563291 9.6382476, 123.8561233 9.6379909)",,,,,
53728488,False,,Mendoza Street,residential,True,111.106,"LINESTRING (123.856828 9.6385522, 123.8574165 9.6393657)",,,,,
26137543,True,2,Venancio P. Inting Avenue,primary,False,120.898,"LINESTRING (123.856828 9.6385522, 123.8569783 9.6384474, 123.857768 9.6379845)",850,30,,,
53728483,True,,Butalid Street,residential,False,59.982,"LINESTRING (123.8593568 9.6391918, 123.859141 9.6386961)",,,,,
510719376,False,,C. Marapao Street,residential,True,107.556,"LINESTRING (123.8593568 9.6391918, 123.8584182 9.6394735)",,,,,
510719376,False,,C. Marapao Street,residential,False,107.556,"LINESTRING (123.8584182 9.6394735, 123.8593568 9.6391918)",,,,,
50425514,False,,S. Matig-a Street,residential,False,124.30000000000001,"LINESTRING (123.8584182 9.6394735, 123.8584902 9.639572, 123.8587694 9.640096, 123.8589822 9.6404419)",,,,,
50425514,False,,S. Matig-a Street,residential,True,58.834,"LINESTRING (123.8584182 9.6394735, 123.8582473 9.6390108, 123.8582326 9.6389771)",,,,,
510719376,False,,C. Marapao Street,residential,True,129.068,"LINESTRING (123.8584182 9.6394735, 123.8579748 9.6397519, 123.857791 9.6398742, 123.8576544 9.639953, 123.8574526 9.6401323)",,,,,
26137545,True,,Carlos P. Garcia East Avenue,primary,False,64.328,"LINESTRING (123.8574165 9.6393657, 123.8569208 9.6396753)",,30,,,
53728488,False,,Mendoza Street,residential,False,111.106,"LINESTRING (123.8574165 9.6393657, 123.856828 9.6385522)",,,,,
53728483,True,,Butalid Street,residential,False,93.817,"LINESTRING (123.8597388 9.6399468, 123.8593568 9.6391918)",,,,,
53728474,False,,A. Hontanosas Street,residential,True,99.55,"LINESTRING (123.8597388 9.6399468, 123.8597059 9.6399684, 123.8596402 9.6400114, 123.8589822 9.6404419)",,,,,
50715539,True,2,C. Marapao Street,unclassified,False,72.509,"LINESTRING (123.8570148 9.6406211, 123.8574526 9.6401323)",,,,,
27655442,False,2,F. Rocha Street,residential,False,114.22,"LINESTRING (123.8570148 9.6406211, 123.8572292 9.6408409, 123.8577369 9.6413616)",,,,,
926419113,True,2,B. Inting Street,tertiary,False,143.62900000000002,"LINESTRING (123.8555711 9.6427304, 123.8551169 9.6426602, 123.8542758 9.6425362)",,,,,
1121098447,False,4,Carlos P. Garcia North Avenue,primary,False,109.46,"LINESTRING (123.8555711 9.6427304, 123.8555596 9.6428287, 123.8554708 9.6435869, 123.8554566 9.6437083)",850,30,yes,7,7
"[813776136, 1121098447]",False,4,Carlos P. Garcia North Avenue,primary,True,117.41199999999999,"LINESTRING (123.8555711 9.6427304, 123.8555844 9.6426319, 123.8556962 9.6418034, 123.855704 9.6416829)",850,30,yes,7,7
26137549,True,2,B. Inting Street,tertiary,False,79.653,"LINESTRING (123.8562915 9.6428238, 123.8555711 9.6427304)",,,,,
53728505,True,2,E. Jacinto Street,residential,False,86.239,"LINESTRING (123.8562915 9.6428238, 123.856449 9.6423986, 123.8565581 9.6421195, 123.8565668 9.6420973)",,,,,
813776713,False,2,A. Hontanosas Street,residential,True,79.048,"LINESTRING (123.8582686 9.6408814, 123.8577369 9.6413616)",,,,,
53728474,False,,A. Hontanosas Street,residential,False,92.24,"LINESTRING (123.8582686 9.6408814, 123.8589594 9.6404569, 123.8589822 9.6404419)",,,,,
1121098438,False,2,J.A. Clarin Street,secondary,False,122.364,"LINESTRING (123.8582686 9.6408814, 123.8578598 9.640471, 123.8574526 9.6401323)",,30,,,
1121098438,False,2,J.A. Clarin Street,secondary,True,150.931,"LINESTRING (123.8582686 9.6408814, 123.8585961 9.6412579, 123.8591477 9.6419259)",,30,,,
813776713,False,2,A. Hontanosas Street,residential,False,79.048,"LINESTRING (123.8577369 9.6413616, 123.8582686 9.6408814)",,,,,
27655442,False,2,F. Rocha Street,residential,False,137.778,"LINESTRING (123.8577369 9.6413616, 123.8580078 9.6416773, 123.8585115 9.6423368)",,,,,
27655442,False,2,F. Rocha Street,residential,True,114.22,"LINESTRING (123.8577369 9.6413616, 123.8572292 9.6408409, 123.8570148 9.6406211)",,,,,
50425514,False,,S. Matig-a Street,residential,False,106.446,"LINESTRING (123.8596354 9.6415906, 123.8596883 9.6416713, 123.8597714 9.6417599, 123.8599142 9.6418756, 123.8603532 9.6422283)",,,,,
50425514,False,,S. Matig-a Street,residential,True,146.528,"LINESTRING (123.8596354 9.6415906, 123.8594383 9.641286, 123.859261 9.6409476, 123.8589822 9.6404419)",,,,,
1132401149,False,,Miguel Parras Street,tertiary,True,65.201,"LINESTRING (123.8596354 9.6415906, 123.8594956 9.6416949, 123.8591477 9.6419259)",,,,,
27655442,False,2,F. Rocha Street,residential,False,108.148,"LINESTRING (123.8585115 9.6423368, 123.859122 9.6431008)",,,,,
1121098448,True,2,Miguel Parras Street,tertiary,False,83.377,"LINESTRING (123.8585115 9.6423368, 123.8591477 9.6419259)",,,,,
27655442,False,2,F. Rocha Street,residential,True,137.778,"LINESTRING (123.8585115 9.6423368, 123.8580078 9.6416773, 123.8577369 9.6413616)",,,,,
1168864308,False,2,Miguel Parras Street,tertiary,False,91.18599999999999,"LINESTRING (123.8585115 9.6423368, 123.8579257 9.6427225, 123.857819 9.6427911)",,,,,
53728457,False,2,M. Torralba Street,tertiary,False,92.678,"LINESTRING (123.8598225 9.642637, 123.8595524 9.6428457, 123.8594007 9.6429317, 123.859122 9.6431008)",,,,,
53728467,False,,M. Torralba Street,tertiary,False,73.85199999999999,"LINESTRING (123.8598225 9.642637, 123.8601839 9.6423543, 123.8603128 9.6422534, 123.8603532 9.6422283)",,,,,
1121098438,False,2,J.A. Clarin Street,secondary,False,108.279,"LINESTRING (123.8598225 9.642637, 123.8592302 9.6420128, 123.8591477 9.6419259)",,30,,,
43055142,True,,M. H. del Pilar Street,tertiary,False,98.801,"LINESTRING (123.8545776 9.643512, 123.8554566 9.6437083)",,,,,
27655442,False,2,F. Rocha Street,residential,True,135.308,"LINESTRING (123.8599436 9.6440089, 123.859122 9.6431008)",,,,,
26137545,True,,Carlos P. Garcia East Avenue,primary,False,104.47699999999999,"LINESTRING (123.859141 9.6386961, 123.8583299 9.638933, 123.8582326 9.6389771)",,30,,,
53728483,True,,Butalid Street,residential,False,137.707,"LINESTRING (123.859141 9.6386961, 123.8586433 9.6377089, 123.8585819 9.6375871)",,,,,
27655442,False,2,F. Rocha Street,residential,False,135.308,"LINESTRING (123.859122 9.6431008, 123.8599436 9.6440089)",,,,,
27655442,False,2,F. Rocha Street,residential,True,108.148,"LINESTRING (123.859122 9.6431008, 123.8585115 9.6423368)",,,,,
53728457,False,2,M. Torralba Street,tertiary,False,81.381,"LINESTRING (123.859122 9.6431008, 123.8585601 9.6435791)",,,,,
53728457,False,2,M. Torralba Street,tertiary,True,92.678,"LINESTRING (123.859122 9.6431008, 123.8594007 9.6429317, 123.8595524 9.6428457, 123.8598225 9.642637)",,,,,
54452464,True,2,J. S. Torralba Street,secondary,False,6.046,"LINESTRING (123.8549308 9.6392152, 123.8548964 9.6391727)",,,,,
1137152611,False,2,J. S. Torralba Street,secondary,False,70.609,"LINESTRING (123.8549308 9.6392152, 123.8553317 9.6397122)",,,,,
26137547,True,2,J. S. Torralba Street,residential,False,119.21,"LINESTRING (123.8571125 9.6419761, 123.857819 9.6427911)",,,,,
26138272,True,2,A. Hontanosas Street,residential,False,96.717,"LINESTRING (123.8571125 9.6419761, 123.8577369 9.6413616)",,,,,
"[813776136, 1121098447]",False,4,Carlos P. Garcia North Avenue,primary,False,117.412,"LINESTRING (123.855704 9.6416829, 123.8556962 9.6418034, 123.8555844 9.6426319, 123.8555711 9.6427304)",850,30,yes,7,7
"[813776137, 813776138]",False,4,Carlos P. Garcia North Avenue,primary,True,69.913,"LINESTRING (123.855704 9.6416829, 123.8557097 9.6415976, 123.8558562 9.6410739)",850,30,yes,7,7
813776142,False,,Honorio Grupo,residential,True,44.918000000000006,"LINESTRING (123.855704 9.6416829, 123.8558009 9.641715, 123.856091 9.6418156)",,,,,
1121098438,False,2,J.A. Clarin Street,secondary,False,77.337,"LINESTRING (123.8574526 9.6401323, 123.8569208 9.6396753)",,30,,,
510719376,False,,C. Marapao Street,residential,False,129.06799999999998,"LINESTRING (123.8574526 9.6401323, 123.8576544 9.639953, 123.857791 9.6398742, 123.8579748 9.6397519, 123.8584182 9.6394735)",,,,,
1121098438,False,2,J.A. Clarin Street,secondary,True,122.364,"LINESTRING (123.8574526 9.6401323, 123.8578598 9.640471, 123.8582686 9.6408814)",,30,,,
50425514,False,,S. Matig-a Street,residential,False,146.52800000000002,"LINESTRING (123.8589822 9.6404419, 123.859261 9.6409476, 123.8594383 9.641286, 123.8596354 9.6415906)",,,,,
50425514,False,,S. Matig-a Street,residential,True,124.30000000000001,"LINESTRING (123.8589822 9.6404419, 123.8587694 9.640096, 123.8584902 9.639572, 123.8584182 9.6394735)",,,,,
53728474,False,,A. Hontanosas Street,residential,False,99.55,"LINESTRING (123.8589822 9.6404419, 123.8596402 9.6400114, 123.8597059 9.6399684, 123.8597388 9.6399468)",,,,,
53728474,False,,A. Hontanosas Street,residential,True,92.24,"LINESTRING (123.8589822 9.6404419, 123.8589594 9.6404569, 123.8582686 9.6408814)",,,,,
50425514,False,,S. Matig-a Street,residential,True,106.446,"LINESTRING (123.8603532 9.6422283, 123.8599142 9.6418756, 123.8597714 9.6417599, 123.8596883 9.6416713, 123.8596354 9.6415906)",,,,,
53728467,False,,M. Torralba Street,tertiary,True,73.852,"LINESTRING (123.8603532 9.6422283, 123.8603128 9.6422534, 123.8601839 9.6423543, 123.8598225 9.642637)",,,,,
53792241,True,,F. R. Ingles Street,residential,False,61.14,"LINESTRING (123.8565668 9.6420973, 123.8564656 9.6420104, 123.856091 9.6418156)",,,,,
813776143,True,2,F. R. Ingles Street,residential,False,146.265,"LINESTRING (123.8565668 9.6420973, 123.8570201 9.6424957, 123.857484 9.6430475)",,,,,
