osmid,highway,maxspeed,oneway,reversed,length,name,geometry,lanes,bridge
305096626,unclassified,30,False,True,103.822,,"LINESTRING (120.6697158 16.060971, 120.6687442 16.0609766)",,
32664676,residential,30,False,False,99.157,Giron Street,"LINESTRING (120.6697158 16.060971, 120.6697118 16.0612635, 120.669717 16.0618627)",,
"[305096626, 32664692]","['unclassified', 'residential']",30,False,False,205.974,Ramos Street,"LINESTRING (120.6697158 16.060971, 120.6706242 16.0609563, 120.6706705 16.0609589, 120.6706953 16.0609666, 120.6707154 16.0609898, 120.6707255 16.0610162, 120.6707261 16.061051, 120.6707241 16.0610852, 120.670714 16.0612062, 120.6706845 16.0618665)",2,
305096635,residential,30,False,True,180.00900000000001,Boulevard Street,"LINESTRING (120.6696954 16.0651208, 120.6697023 16.0642768, 120.6697086 16.063502)",,
387746995,tertiary,30,False,False,100.69,Rizal Street,"LINESTRING (120.6696954 16.0651208, 120.6696012 16.0651155, 120.6693338 16.0651004, 120.6687547 16.0650677)",2,
387746995,tertiary,30,False,True,96.638,Rizal Street,"LINESTRING (120.6696954 16.0651208, 120.6698089 16.0651236, 120.6705995 16.0651433)",2,
761382273,secondary,40,False,False,195.737,Quirino Street,"LINESTRING (120.6647359 16.0631481, 120.6665506 16.0633882)",2,
32664681,residential,30,False,False,197.153,Asuncion Street,"LINESTRING (120.6647359 16.0631481, 120.6647703 16.0640654, 120.664802 16.06492)",,
32664692,residential,30,False,False,101.395,Ramos Street,"LINESTRING (120.6705546 16.0670554, 120.6705663 16.0679672)",2,
32664692,residential,30,False,True,63.931,Ramos Street,"LINESTRING (120.6705546 16.0670554, 120.6705681 16.0664806)",2,
968079392,unclassified,30,False,False,100.692,Roxas Street,"LINESTRING (120.6705546 16.0670554, 120.6714962 16.0670193)",,
952603992,residential,30,False,True,174.90099999999998,Roxas Street,"LINESTRING (120.6705546 16.0670554, 120.669224 16.0670444, 120.6689178 16.0670419)",,
32664683,residential,30,False,False,67.376,Villamor Street,"LINESTRING (120.6667312 16.0682634, 120.6673569 16.0681883)",,
305096631,residential,30,False,True,131.433,Del Pilar Street,"LINESTRING (120.6667312 16.0682634, 120.6666954 16.0670819)",,
32664683,residential,30,False,True,161.649,Villamor Street,"LINESTRING (120.6705663 16.0679672, 120.6690562 16.0680547)",,
32664692,residential,30,False,True,101.395,Ramos Street,"LINESTRING (120.6705663 16.0679672, 120.6705546 16.0670554)",2,
"[952668666, 305096623]","['unclassified', 'residential']",30,False,False,184.39,"['Diccion Street', 'Villamor Street']","LINESTRING (120.6705663 16.0679672, 120.6711064 16.067967, 120.6711761 16.0679696, 120.6712157 16.0679651, 120.6712431 16.0679574, 120.6712639 16.0679451, 120.671282 16.0679303, 120.6713048 16.0679097, 120.6713283 16.067882, 120.6713685 16.0678311, 120.6714021 16.0677756, 120.6714316 16.0677086, 120.671453 16.0676274, 120.6714651 16.0675424, 120.6714962 16.0670193)",2,
305096626,unclassified,30,False,False,127.971,,"LINESTRING (120.6675466 16.0609814, 120.6687442 16.0609766)",,
570796972,residential,30,False,False,95.818,Cerezo Street,"LINESTRING (120.6675466 16.0609814, 120.6675504 16.0618431)",,
"[305096626, 32664678]","['unclassified', 'residential']",30,False,"[False, True]",189.626,Del Pilar Street,"LINESTRING (120.6675466 16.0609814, 120.666752 16.0609938, 120.6667062 16.060995, 120.666673 16.061003, 120.6666515 16.0610169, 120.6666405 16.0610281, 120.6666324 16.061042, 120.6666254 16.0610594, 120.6666163 16.0610955, 120.6666123 16.0611374, 120.6665955 16.0615924, 120.6666073 16.0618475)",,
305718916,tertiary,30,False,False,151.4,Perez Street,"LINESTRING (120.6687547 16.0650677, 120.66884 16.0664268)",2,
305718916,tertiary,30,False,True,173.872,Perez Street,"LINESTRING (120.6687547 16.0650677, 120.6687038 16.0635048)",2,
570796974,residential,30,False,False,139.448,Rizal Street,"LINESTRING (120.6687547 16.0650677, 120.6674516 16.0649992)",2,
387746995,tertiary,30,False,True,100.69,Rizal Street,"LINESTRING (120.6687547 16.0650677, 120.6693338 16.0651004, 120.6696012 16.0651155, 120.6696954 16.0651208)",2,
32664692,residential,30,False,True,98.115,Ramos Street,"LINESTRING (120.6706323 16.0635053, 120.6706551 16.0626232)",2,
570796973,residential,30,False,False,103.855,Quirino Street,"LINESTRING (120.6706323 16.0635053, 120.6716042 16.0634975)",2,
32664692,residential,30,False,False,182.171,Ramos Street,"LINESTRING (120.6706323 16.0635053, 120.670617 16.0642689, 120.6705995 16.0651433)",2,
570796973,residential,30,False,True,98.70200000000001,Quirino Street,"LINESTRING (120.6706323 16.0635053, 120.6705371 16.063505, 120.6701428 16.0635036, 120.6697954 16.0635023, 120.6697086 16.063502)",2,
319701548,secondary,40,False,True,100.659,Perez Street,"LINESTRING (120.6688634 16.0635022, 120.6688139 16.0625982)",,
761382273,secondary,40,False,True,17.056,Quirino Street,"LINESTRING (120.6688634 16.0635022, 120.6687038 16.0635048)",2,
570796973,residential,30,False,False,90.312,Quirino Street,"LINESTRING (120.6688634 16.0635022, 120.6689961 16.0635022, 120.6695446 16.063502, 120.6697086 16.063502)",2,
32664687,unclassified,30,False,False,170.177,Cerezo Street,"LINESTRING (120.6675155 16.06347, 120.6674516 16.0649992)",,
570796972,residential,30,False,True,100.102,Cerezo Street,"LINESTRING (120.6675155 16.06347, 120.667541 16.0625701)",,
761382273,secondary,40,False,False,127.033,Quirino Street,"LINESTRING (120.6675155 16.06347, 120.6687038 16.0635048)",2,
761382273,secondary,40,False,True,103.525,Quirino Street,"LINESTRING (120.6675155 16.06347, 120.6673573 16.0634597, 120.6671534 16.0634468, 120.666912 16.0634275, 120.6665506 16.0633882)",2,
570796974,residential,30,False,True,191.972,Rizal Street,"LINESTRING (120.664802 16.06492, 120.6665977 16.0649746)",2,
32664681,residential,30,False,False,123.65,Asuncion Street,"LINESTRING (120.664802 16.06492, 120.6648052 16.0654598, 120.6648166 16.0660319)",,
32664681,residential,30,False,True,197.153,Asuncion Street,"LINESTRING (120.664802 16.06492, 120.6647703 16.0640654, 120.6647359 16.0631481)",,
32664687,unclassified,30,False,False,118.636,Cerezo Street,"LINESTRING (120.6674516 16.0649992, 120.6674171 16.0660656)",,
32664687,unclassified,30,False,True,170.177,Cerezo Street,"LINESTRING (120.6674516 16.0649992, 120.6675155 16.06347)",,
570796974,residential,30,False,False,91.283,Rizal Street,"LINESTRING (120.6674516 16.0649992, 120.6665977 16.0649746)",2,
570796974,residential,30,False,True,139.448,Rizal Street,"LINESTRING (120.6674516 16.0649992, 120.6687547 16.0650677)",2,
32664692,residential,30,False,False,148.739,Ramos Street,"LINESTRING (120.6705995 16.0651433, 120.6705681 16.0664806)",2,
387746995,tertiary,30,False,True,101.289,Rizal Street,"LINESTRING (120.6705995 16.0651433, 120.6715465 16.0651836)",2,
32664692,residential,30,False,True,182.171,Ramos Street,"LINESTRING (120.6705995 16.0651433, 120.670617 16.0642689, 120.6706323 16.0635053)",2,
387746995,tertiary,30,False,False,96.638,Rizal Street,"LINESTRING (120.6705995 16.0651433, 120.6698089 16.0651236, 120.6696954 16.0651208)",2,
32664683,residential,30,False,False,161.649,Villamor Street,"LINESTRING (120.6690562 16.0680547, 120.6705663 16.0679672)",,
32664683,residential,30,False,True,182.179,Villamor Street,"LINESTRING (120.6690562 16.0680547, 120.6673569 16.0681883)",,
305718916,tertiary,30,False,True,117.71700000000001,Perez Street,"LINESTRING (120.6690562 16.0680547, 120.6690323 16.0674161, 120.6690216 16.0672434, 120.6690156 16.0671809, 120.6690116 16.0671275, 120.6689995 16.0670968, 120.6689837 16.0670772, 120.6689676 16.0670659, 120.6689505 16.0670585, 120.6689178 16.0670419)",2,
952603992,residential,30,False,True,164.056,Roxas Street,"LINESTRING (120.6689178 16.0670419, 120.6673825 16.0670556)",,
305718916,tertiary,30,False,False,117.717,Perez Street,"LINESTRING (120.6689178 16.0670419, 120.6689505 16.0670585, 120.6689676 16.0670659, 120.6689837 16.0670772, 120.6689995 16.0670968, 120.6690116 16.0671275, 120.6690156 16.0671809, 120.6690216 16.0672434, 120.6690323 16.0674161, 120.6690562 16.0680547)",2,
305718916,tertiary,30,False,True,70.759,Perez Street,"LINESTRING (120.6689178 16.0670419, 120.6688888 16.0670224, 120.6688728 16.0669979, 120.6688594 16.0669541, 120.668854 16.0669058, 120.66884 16.0664268)",2,
952603992,residential,30,False,False,174.90099999999998,Roxas Street,"LINESTRING (120.6689178 16.0670419, 120.669224 16.0670444, 120.6705546 16.0670554)",,
32664687,unclassified,30,False,False,125.98,Cerezo Street,"LINESTRING (120.6673825 16.0670556, 120.6673569 16.0681883)",,
32664687,unclassified,30,False,True,71.474,Cerezo Street,"LINESTRING (120.6673825 16.0670556, 120.6674055 16.0664132)",,
