osmid,highway,oneway,reversed,length,lanes,name,geometry
649038624,residential,False,True,51.624,,,"LINESTRING (124.8785752 8.535482, 124.8785196 8.535943)"
693333494,secondary,False,False,78.495,2,Tagoloan-Malitbog Road,"LINESTRING (124.8785752 8.535482, 124.8792858 8.5355491)"
693333494,secondary,False,True,40.306,2,Tagoloan-Malitbog Road,"LINESTRING (124.8785752 8.535482, 124.8782159 8.5354103)"
649038671,tertiary,False,False,59.937,,,"LINESTRING (124.8822824 8.5367949, 124.8822983 8.5362561)"
649038636,residential,False,True,158.909,,,"LINESTRING (124.8822824 8.5367949, 124.8812384 8.536572, 124.8812165 8.5365574, 124.8811975 8.5365216, 124.8811924 8.5364765, 124.8812095 8.5362161)"
649038613,residential,False,False,46.357,,,"LINESTRING (124.8807102 8.5361073, 124.8807095 8.5356904)"
649038636,residential,False,True,72.944,,,"LINESTRING (124.8807102 8.5361073, 124.8800514 8.5360306)"
649038636,residential,False,False,56.438,,,"LINESTRING (124.8807102 8.5361073, 124.8809724 8.5361456, 124.8810617 8.536164, 124.8811197 8.5361821, 124.8812095 8.5362161)"
649038615,residential,False,False,120.248,,,"LINESTRING (124.8800139 8.5371112, 124.8800428 8.5365654, 124.8800514 8.5360306)"
649038615,residential,False,False,37.717,,,"LINESTRING (124.8800745 8.5352805, 124.8800745 8.5349413)"
649038615,residential,False,True,39.753,,,"LINESTRING (124.8800745 8.5352805, 124.8800534 8.5356374)"
853274966,residential,False,False,70.535,,,"LINESTRING (124.8800745 8.5352805, 124.8807155 8.5353041)"
649038615,residential,False,True,65.507,,,"LINESTRING (124.8800906 8.5343524, 124.8800745 8.5349413)"
649038629,residential,False,False,76.164,,,"LINESTRING (124.8800906 8.5343524, 124.879398 8.5343462)"
"[649038613, 649038629]",residential,False,True,136.11599999999999,,,"LINESTRING (124.8800906 8.5343524, 124.8806805 8.5343359, 124.880702 8.5343439, 124.8807161 8.5343591, 124.8807261 8.5343863, 124.8807209 8.5349545)"
649038618,residential,False,False,61.161,,,"LINESTRING (124.8791703 8.5365024, 124.8792454 8.5359574)"
649038618,residential,False,False,74.087,,,"LINESTRING (124.8792858 8.5355491, 124.8793505 8.5348859)"
649038618,residential,False,True,45.618,,,"LINESTRING (124.8792858 8.5355491, 124.8792454 8.5359574)"
693333494,secondary,False,False,84.977,2,Tagoloan-Malitbog Road,"LINESTRING (124.8792858 8.5355491, 124.8800534 8.5356374)"
693333494,secondary,False,True,78.495,2,Tagoloan-Malitbog Road,"LINESTRING (124.8792858 8.5355491, 124.8785752 8.535482)"
649038621,residential,False,False,56.074,,,"LINESTRING (124.8781653 8.5359121, 124.8782159 8.5354103)"
649038621,residential,False,True,56.074,,,"LINESTRING (124.8782159 8.5354103, 124.8781653 8.5359121)"
693333494,secondary,False,False,40.306,2,Tagoloan-Malitbog Road,"LINESTRING (124.8782159 8.5354103, 124.8785752 8.535482)"
693333494,secondary,False,True,102.838,2,Tagoloan-Malitbog Road,"LINESTRING (124.8782159 8.5354103, 124.8773056 8.5351983)"
649038621,residential,False,False,166.76,,,"LINESTRING (124.8782159 8.5354103, 124.8783436 8.5349752, 124.8783691 8.5349155, 124.8784067 8.5348877, 124.8784871 8.5348717, 124.8787607 8.5348877, 124.8793505 8.5348859)"
649038615,residential,False,False,65.507,,,"LINESTRING (124.8800745 8.5349413, 124.8800906 8.5343524)"
649038615,residential,False,True,37.717,,,"LINESTRING (124.8800745 8.5349413, 124.8800745 8.5352805)"
649038621,residential,False,False,71.096,,,"LINESTRING (124.8800745 8.5349413, 124.8807209 8.5349545)"
649038621,residential,False,True,79.852,,,"LINESTRING (124.8800745 8.5349413, 124.8793505 8.5348859)"
649038613,residential,False,True,38.878,,,"LINESTRING (124.8807209 8.5349545, 124.8807155 8.5353041)"
649038621,residential,False,True,71.096,,,"LINESTRING (124.8807209 8.5349545, 124.8800745 8.5349413)"
"[649038629, 649038613]",residential,False,False,136.11599999999999,,,"LINESTRING (124.8807209 8.5349545, 124.8807261 8.5343863, 124.8807161 8.5343591, 124.880702 8.5343439, 124.8806805 8.5343359, 124.8800906 8.5343524)"
649038618,residential,False,False,60.239,,,"LINESTRING (124.8793505 8.5348859, 124.879398 8.5343462)"
649038618,residential,False,True,74.087,,,"LINESTRING (124.8793505 8.5348859, 124.8792858 8.5355491)"
649038621,residential,False,False,79.852,,,"LINESTRING (124.8793505 8.5348859, 124.8800745 8.5349413)"
649038621,residential,False,True,166.76,,,"LINESTRING (124.8793505 8.5348859, 124.8787607 8.5348877, 124.8784871 8.5348717, 124.8784067 8.5348877, 124.8783691 8.5349155, 124.8783436 8.5349752, 124.8782159 8.5354103)"
649038624,residential,False,False,51.624,,,"LINESTRING (124.8785196 8.535943, 124.8785752 8.535482)"
649038618,residential,False,True,60.239,,,"LINESTRING (124.879398 8.5343462, 124.8793505 8.5348859)"
649038629,residential,False,False,79.276,,,"LINESTRING (124.879398 8.5343462, 124.8786796 8.5342865)"
649038629,residential,False,True,76.164,,,"LINESTRING (124.879398 8.5343462, 124.8800906 8.5343524)"
649038625,residential,False,False,125.586,,,"LINESTRING (124.8773056 8.5351983, 124.877528 8.5340905)"
693333494,secondary,False,False,102.838,2,Tagoloan-Malitbog Road,"LINESTRING (124.8773056 8.5351983, 124.8782159 8.5354103)"
