osmid,lanes,name,highway,maxspeed,width,oneway,reversed,length,ref,geometry
181228388,2,Tinambac - Goa Road,secondary,50,6.1,False,False,102.35,,"LINESTRING (123.4890703 13.6968658, 123.488123 13.696879)"
798633359,2,Tigaon - Goa Road,primary,50,6.1,False,False,110.195,631,"LINESTRING (123.4890703 13.6968658, 123.4890346 13.6978562)"
1102470209,2,,tertiary,40,,False,True,105.27,,"LINESTRING (123.4890703 13.6968658, 123.4900444 13.6968902)"
630834008,2,Tigaon - Goa Road,primary,50,6.1,False,True,94.02,631,"LINESTRING (123.4890703 13.6968658, 123.4890774 13.6968069, 123.4890784 13.6967433, 123.4890999 13.6965464, 123.4891249 13.6963174, 123.4891438 13.6961711, 123.4891638 13.6960255)"
258047170,,,residential,30,,False,True,101.354,,"LINESTRING (123.4868805 13.6968807, 123.4868815 13.6977922)"
181228388,2,Tinambac - Goa Road,secondary,50,6.1,False,False,101.67399999999999,,"LINESTRING (123.4868805 13.6968807, 123.4868501 13.6968812, 123.4867968 13.6968786, 123.4866483 13.6968681, 123.4864503 13.6968426, 123.486126 13.6968039, 123.4859467 13.6967735)"
181228388,2,Tinambac - Goa Road,secondary,50,6.1,False,True,134.30599999999998,,"LINESTRING (123.4868805 13.6968807, 123.4872608 13.6968616, 123.488123 13.696879)"
258047164,,,residential,,,False,False,148.587,,"LINESTRING (123.4846741 13.694381, 123.4850129 13.6930859)"
258047180,,,residential,,,False,False,339.889,,"LINESTRING (123.4846741 13.694381, 123.486269 13.6948482, 123.4867604 13.6949878, 123.48713 13.6950821, 123.4875041 13.69517, 123.4876998 13.6952159)"
258047182,,,residential,,,False,False,10.302,,"LINESTRING (123.4876962 13.6943311, 123.4876833 13.6942393)"
258047182,,,residential,,,False,True,98.70400000000001,,"LINESTRING (123.4876962 13.6943311, 123.4877334 13.6949107, 123.4876998 13.6952159)"
456017133,,,residential,,,False,False,89.03399999999999,,"LINESTRING (123.4876962 13.6943311, 123.4880938 13.694413, 123.4885046 13.6944864)"
258047180,,,residential,,,False,False,47.294,,"LINESTRING (123.4876998 13.6952159, 123.4881263 13.6953118)"
258047180,,,residential,,,False,True,339.889,,"LINESTRING (123.4876998 13.6952159, 123.4875041 13.69517, 123.48713 13.6950821, 123.4867604 13.6949878, 123.486269 13.6948482, 123.4846741 13.694381)"
258047182,,,residential,,,False,False,98.70400000000001,,"LINESTRING (123.4876998 13.6952159, 123.4877334 13.6949107, 123.4876962 13.6943311)"
258047166,,,residential,,,False,False,174.265,,"LINESTRING (123.4881263 13.6953118, 123.488123 13.696879)"
