osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,bridge
114522909,2,J. G. Echavez Avenue,unclassified,False,False,8.246,,"LINESTRING (125.9651985 7.6059435, 125.9652567 7.6058969)",
183268497,3,Davao-Agusan National Highway,trunk,True,False,94.725,1,"LINESTRING (125.9651985 7.6059435, 125.9646274 7.6053069)",
1141550542,2,,trunk_link,False,True,7.63,,"LINESTRING (125.9656055 7.6064086, 125.9656638 7.6063716)",
183268497,3,Davao-Agusan National Highway,trunk,True,False,68.672,1,"LINESTRING (125.9656055 7.6064086, 125.9653939 7.6061302, 125.9651985 7.6059435)",
1140688098,2,M. Fuentes Avenue,unclassified,False,False,41.623,,"LINESTRING (125.9659581 7.6000316, 125.9657372 7.599728)",
860835058,4,L. Arabejo Avenue,primary,False,False,78.074,907,"LINESTRING (125.9659581 7.6000316, 125.966084 7.5999504, 125.9665518 7.5996486)",
860835058,4,L. Arabejo Avenue,primary,False,True,95.56400000000001,907,"LINESTRING (125.9659581 7.6000316, 125.9658694 7.6000813, 125.9656522 7.600203, 125.965387 7.6003699, 125.9652169 7.600477)",
866844895,2,M. Fuentes Avenue,tertiary,False,True,119.088,,"LINESTRING (125.9659581 7.6000316, 125.9661403 7.6002567, 125.9662399 7.6003797, 125.9663393 7.6005026, 125.9664366 7.6006228, 125.9665197 7.6007255, 125.9666347 7.6008666)",
1062890171,2,Dr. E. Tirol Avenue,secondary,False,True,77.583,,"LINESTRING (125.9682918 7.5985658, 125.9687294 7.5991123)",
860835058,4,L. Arabejo Avenue,primary,False,False,122.78699999999999,907,"LINESTRING (125.9682918 7.5985658, 125.9684649 7.5984492, 125.9685057 7.5984208, 125.9691162 7.597996, 125.9692053 7.5979338)",
860835058,4,L. Arabejo Avenue,primary,False,True,82.83200000000001,907,"LINESTRING (125.9682918 7.5985658, 125.9681399 7.5986664, 125.967652 7.5989563)",
1141462288,2,E. Aguinaldo Avenue,residential,False,True,76.816,,"LINESTRING (125.967652 7.5989563, 125.9672162 7.5984172)",
860835058,4,L. Arabejo Avenue,primary,False,False,82.83200000000001,907,"LINESTRING (125.967652 7.5989563, 125.9681399 7.5986664, 125.9682918 7.5985658)",
860835058,4,L. Arabejo Avenue,primary,False,True,74.68599999999999,907,"LINESTRING (125.967652 7.5989563, 125.9674629 7.5990756, 125.96708 7.5993164)",
"[1141568937, 1141568938, 114522949]",2,E. Aguinaldo Avenue,residential,False,False,190.35999999999999,,"LINESTRING (125.967652 7.5989563, 125.9685393 7.6000559, 125.9685911 7.6001201, 125.9687308 7.6002932)",yes
114522948,2,M. Roxas Avenue,unclassified,False,True,6.197,,"LINESTRING (125.9646274 7.6053069, 125.9646492 7.6052881, 125.9646698 7.6052703)",
114522943,2,Agoncillos Street,residential,False,False,195.428,,"LINESTRING (125.9685682 7.6055084, 125.968447 7.6053022, 125.9679729 7.6045604, 125.9676102 7.60403)",
114522961,2,C. M. Recto Avenue,residential,False,False,60.368,,"LINESTRING (125.9685682 7.6055084, 125.9690518 7.6054948, 125.9691157 7.605493)",
114522961,2,C. M. Recto Avenue,residential,False,True,87.132,,"LINESTRING (125.9685682 7.6055084, 125.968251 7.605528, 125.9677796 7.6055631)",
114522909,2,J. G. Echavez Avenue,unclassified,False,True,82.121,,"LINESTRING (125.9707055 7.6014898, 125.9701287 7.6019573)",
866844894,2,Dr. E. Tirol Avenue,secondary,False,False,156.488,,"LINESTRING (125.9707055 7.6014898, 125.9700693 7.6007147, 125.9698095 7.6003981)",
866844894,2,Dr. E. Tirol Avenue,secondary,False,True,111.351,,"LINESTRING (125.9707055 7.6014898, 125.9710706 7.6019245, 125.9713519 7.6022594)",
866595526,2,C. Arellano Street,unclassified,False,False,50.186,,"LINESTRING (125.965171 7.5989365, 125.9655499 7.5986862)",
866595526,2,C. Arellano Street,unclassified,False,True,43.477,,"LINESTRING (125.965171 7.5989365, 125.9648428 7.5991534)",
1140688098,2,M. Fuentes Avenue,unclassified,False,True,70.421,,"LINESTRING (125.965171 7.5989365, 125.9655383 7.5994547)",
109728503,2,M. Fuentes Avenue,tertiary,False,False,7.317,,"LINESTRING (125.9675717 7.6020158, 125.96753 7.6019646)",
109728503,2,M. Fuentes Avenue,tertiary,False,True,79.771,,"LINESTRING (125.9675717 7.6020158, 125.9680267 7.6025737)",
114522990,2,Limasawa Street,residential,False,True,206.585,,"LINESTRING (125.9675717 7.6020158, 125.96612 7.603191)",
114522961,2,C. M. Recto Avenue,residential,False,False,82.354,,"LINESTRING (125.9691157 7.605493, 125.9698629 7.605492)",
