osmid,oneway,lanes,name,highway,maxspeed,width,reversed,length,geometry
54381031,False,2,Mandigma Street,secondary,40,6.1,False,78.938,"LINESTRING (121.1154584 13.9571862, 121.1147522 13.9570011)"
889236875,True,,V. Templo Avenue,secondary,40,,False,12.845,"LINESTRING (121.1154584 13.9571862, 121.1155283 13.9570927)"
890004821,False,2,,secondary,40,6.1,True,6.722,"LINESTRING (121.1154584 13.9571862, 121.1155183 13.9572028)"
806643699,False,2,R. Lubis Street,secondary,40,,False,6.103,"LINESTRING (121.1146613 13.9596898, 121.1147144 13.9597087)"
806643700,True,1,V. Templo Avenue,secondary,40,5,False,151.752,"LINESTRING (121.1146613 13.9596898, 121.1150636 13.9583821)"
902148337,False,2,R. Lubis Street,secondary,40,6.1,True,79.949,"LINESTRING (121.1146613 13.9596898, 121.1139696 13.9594322)"
111665714,False,,Paran Street,residential,,,False,72.094,"LINESTRING (121.1134333 13.9592109, 121.1137013 13.958617)"
902148336,False,2,R. Lubis Street,secondary,40,6.1,False,8.891,"LINESTRING (121.1134333 13.9592109, 121.1135102 13.9592396)"
38678451,True,2,R. Lubis Street,secondary,40,6.1,False,62.376,"LINESTRING (121.1123981 13.9588049, 121.1129357 13.959011)"
111677594,False,2,,secondary,,5,True,49.212,"LINESTRING (121.1123981 13.9588049, 121.1125683 13.9583943)"
902148340,False,2,Rizal Street,secondary,40,6.1,False,44.857,"LINESTRING (121.1123981 13.9588049, 121.1122714 13.9591068, 121.1122342 13.9591753)"
111666993,False,1,F. Silva Street,tertiary,30,4,False,8.398,"LINESTRING (121.1152723 13.9577251, 121.1153484 13.9577409)"
806643700,True,1,V. Templo Avenue,secondary,40,5,False,63.199,"LINESTRING (121.1152723 13.9577251, 121.1154169 13.9573055, 121.1154584 13.9571862)"
54381004,False,1,Hernandez Street,residential,30,4,True,74.274,"LINESTRING (121.1129748 13.9572003, 121.1123061 13.9570421)"
111677594,False,2,,secondary,,5,False,55.288,"LINESTRING (121.1129748 13.9572003, 121.1128363 13.957679)"
111677594,False,2,,secondary,,5,True,45.634,"LINESTRING (121.1129748 13.9572003, 121.1130966 13.9568073)"
54381004,False,1,Hernandez Street,residential,30,4,False,64.753,"LINESTRING (121.1129748 13.9572003, 121.1132638 13.9572794, 121.1135561 13.957344)"
54381031,False,2,Mandigma Street,secondary,40,6.1,True,71.225,"LINESTRING (121.1131402 13.9565247, 121.1137673 13.9567245)"
111677594,False,2,,secondary,,5,False,31.774,"LINESTRING (121.1131402 13.9565247, 121.1130966 13.9568073)"
111664257,False,,Bontog Street,residential,,,True,63.409000000000006,"LINESTRING (121.1131402 13.9565247, 121.1128628 13.9564465, 121.1125722 13.9563793)"
988279899,False,,,residential,,,False,63.84799999999999,"LINESTRING (121.1131402 13.9565247, 121.1131974 13.9561947, 121.1132004 13.9561852, 121.1132041 13.956179, 121.1132092 13.956174, 121.1132152 13.9561709, 121.1134281 13.9562012)"
54381031,False,2,Mandigma Street,secondary,40,6.1,False,71.225,"LINESTRING (121.1137673 13.9567245, 121.1131402 13.9565247)"
