osmid,lanes,name,highway,oneway,reversed,length,ref,geometry,width,bridge
173334192,2,F. Manalo Street,tertiary,False,False,36.235,,"LINESTRING (120.5876372 15.1404719, 120.5873331 15.1406134)",,
"[329059241, 729125585]",4,Jake Gonzales Boulevard,primary,False,True,147.404,217,"LINESTRING (120.5876372 15.1404719, 120.5875471 15.1398801, 120.5874901 15.1394753, 120.5874583 15.1392021, 120.58746 15.1391581)",,
1026637042,4,Jake Gonzales Boulevard,primary,False,True,94.58999999999999,217,"LINESTRING (120.5876372 15.1404719, 120.5876611 15.140576, 120.5876998 15.1407247, 120.5878349 15.1412177, 120.5878537 15.1412964)",,
729125590,,Jesus Street,unclassified,False,True,101.648,,"LINESTRING (120.5883881 15.1399394, 120.5891112 15.1393491)",,
329059240,2,Rizal Street,secondary,True,False,117.226,,"LINESTRING (120.5883881 15.1399394, 120.5886358 15.1402927, 120.5888902 15.1408703)",,
28425355,2,Burgos Street,tertiary,True,False,66.985,,"LINESTRING (120.5888902 15.1408703, 120.5883169 15.1411083)",,
42963454,2,Rizal Street,secondary,False,False,214.561,,"LINESTRING (120.5888902 15.1408703, 120.589741 15.1426164)",,
1056143874,2,Burgos Street,tertiary,False,False,50.799,,"LINESTRING (120.5888902 15.1408703, 120.5893104 15.1406601)",,
42963454,2,Rizal Street,secondary,False,True,214.561,,"LINESTRING (120.589741 15.1426164, 120.5888902 15.1408703)",,
53143744,2,A. Del Rosario Street,tertiary,False,True,46.745999999999995,,"LINESTRING (120.589741 15.1426164, 120.5898193 15.142562, 120.5901008 15.1423796)",,
"[200762044, 1119783182, 1119783183]",3,Teresa Avenue,tertiary,True,False,57.398,,"LINESTRING (120.5875794 15.1348006, 120.5876897 15.1349779, 120.5877265 15.1350376, 120.587732 15.1350483, 120.5877717 15.1351096, 120.5877835 15.1351258, 120.5877925 15.1351397, 120.5878576 15.1352413)",,
995607372,3,Saint Joseph Street,tertiary,False,False,70.712,,"LINESTRING (120.5875794 15.1348006, 120.5876326 15.1347705, 120.5881366 15.1344614)",,
113337812,,Lopez Jaena Street,residential,False,True,138.714,,"LINESTRING (120.5920003 15.140397, 120.5910898 15.1395117)",,
1056143874,2,Burgos Street,tertiary,False,False,32.183,,"LINESTRING (120.5903862 15.1401498, 120.5906139 15.1399615)",,
1056143874,2,Burgos Street,tertiary,False,True,25.27,,"LINESTRING (120.5903862 15.1401498, 120.590205 15.1402949)",,
174720328,,Mesina Street,residential,False,False,153.667,,"LINESTRING (120.5903862 15.1401498, 120.5913411 15.1411118, 120.5913653 15.1411556)",4,
822075965,,,residential,False,True,47.17,,"LINESTRING (120.5903862 15.1401498, 120.5903571 15.1401232, 120.5900707 15.1398545)",,
174720337,,Singian Street,residential,False,False,144.351,,"LINESTRING (120.5906139 15.1399615, 120.5915555 15.1408884)",4,
1056143874,2,Burgos Street,tertiary,False,False,33.632,,"LINESTRING (120.5906139 15.1399615, 120.5908404 15.1397525)",,
1056143874,2,Burgos Street,tertiary,False,True,32.183,,"LINESTRING (120.5906139 15.1399615, 120.5903862 15.1401498)",,
1056143874,2,Burgos Street,tertiary,False,False,37.862,,"LINESTRING (120.5908404 15.1397525, 120.5910898 15.1395117)",,
1056143874,2,Burgos Street,tertiary,False,True,33.632,,"LINESTRING (120.5908404 15.1397525, 120.5906139 15.1399615)",,
174720323,2,Plaridel Street,tertiary,False,False,138.508,,"LINESTRING (120.5908404 15.1397525, 120.590878 15.1397885, 120.5917575 15.1406288)",,
729125590,,Jesus Street,unclassified,False,False,59.148,,"LINESTRING (120.5897738 15.1387075, 120.5893915 15.1390906)",,
112949940,2,Plaridel Street,tertiary,True,False,163.122,,"LINESTRING (120.5897738 15.1387075, 120.5907998 15.1397128, 120.5908404 15.1397525)",,
332218693,2,Plaridel Street,tertiary,True,False,98.991,,"LINESTRING (120.588238 15.1371951, 120.5885097 15.137519, 120.5887702 15.1378192, 120.5888227 15.1378835)",,
822081042,,Mabini Street,residential,True,False,71.574,,"LINESTRING (120.588238 15.1371951, 120.5878323 15.13747, 120.5876912 15.1375635)",,
257125872,2,Miranda Street,secondary,True,False,11.519,,"LINESTRING (120.5889086 15.1378214, 120.5888227 15.1378835)",,
329059791,2,Plaridel Street,tertiary,True,False,45.766,,"LINESTRING (120.5889086 15.1378214, 120.5889563 15.1378711, 120.5891984 15.1381233)",,
257125872,2,Miranda Street,secondary,True,False,97.628,,"LINESTRING (120.5914958 15.1359513, 120.5914477 15.1359842, 120.5907564 15.1364626)",,
761922176,2,Santo Entierro Street,secondary,False,True,96.94,,"LINESTRING (120.5914958 15.1359513, 120.5915551 15.1360256, 120.5920435 15.1366445)",,
"[995314957, 771138222, 771138223]",2,Santo Entierro Street,secondary,True,False,116.625,,"LINESTRING (120.5914958 15.1359513, 120.5912027 15.1355869, 120.5910743 15.1354171, 120.591057 15.1353974, 120.5908515 15.1351073)",,yes
675879259,2,Jesus Street,tertiary,False,False,92.599,,"LINESTRING (120.5920435 15.1366445, 120.5913961 15.1371949)",,
761922176,2,Santo Entierro Street,secondary,False,False,96.94,,"LINESTRING (120.5920435 15.1366445, 120.5915551 15.1360256, 120.5914958 15.1359513)",,
729125590,,Jesus Street,unclassified,False,False,41.61,,"LINESTRING (120.5893915 15.1390906, 120.5891112 15.1393491)",,
729125590,,Jesus Street,unclassified,False,True,59.148,,"LINESTRING (120.5893915 15.1390906, 120.5897738 15.1387075)",,
728850874,,,residential,False,False,57.156000000000006,,"LINESTRING (120.5893915 15.1390906, 120.5891538 15.1388898, 120.5890883 15.1388296, 120.5890035 15.1387394)",,
729125586,2,Miranda Extension,secondary,False,True,46.277,,"LINESTRING (120.5870658 15.1392012, 120.5874684 15.1390523)",,
33007649,,Sadie Street,residential,False,False,21.743000000000002,,"LINESTRING (120.5870658 15.1392012, 120.5870138 15.1390953, 120.5869733 15.1390274)",,
329059242,2,Miranda Extension,secondary,False,False,37.579,,"LINESTRING (120.5870658 15.1392012, 120.5867911 15.1393114, 120.5867425 15.1393309)",,
995276219,,Sadie Street,residential,False,False,159.645,,"LINESTRING (120.5870658 15.1392012, 120.5871675 15.1397717, 120.5871802 15.1398571, 120.5873331 15.1406134)",,
32743953,2,Francis Street,residential,False,True,50.498,,"LINESTRING (120.5840077 15.1363121, 120.5843872 15.1360437)",,
