osmid,highway,oneway,reversed,length,lanes,ref,name,bridge,geometry
168707837,secondary,False,True,91.323,,,,,"LINESTRING (123.338241 9.4169647, 123.3380571 9.4177657)"
"[177258201, 177258202, 185398438]",trunk,False,False,298.75600000000003,2,8,Natalio Bacalso Avenue,yes,"LINESTRING (123.338241 9.4169647, 123.3380506 9.4169449, 123.3363904 9.4169473, 123.3362303 9.4169432, 123.3355203 9.4168951)"
168707835,residential,False,True,14.484,,,,,"LINESTRING (123.3349767 9.4155029, 123.3351064 9.4155273)"
168707835,residential,False,False,203.519,,,,,"LINESTRING (123.3349767 9.4155029, 123.3342496 9.4154689, 123.3337315 9.4154616, 123.3331242 9.4155092)"
"[175553280, 177258200, 175553277, 177258199]",residential,False,False,465.11800000000005,,,,yes,"LINESTRING (123.3349767 9.4155029, 123.3348966 9.415397, 123.334776 9.4153256, 123.3347478 9.4152502, 123.3347861 9.4151569, 123.3348906 9.4150359, 123.3349851 9.4149744, 123.3351038 9.4149546, 123.3351963 9.4149625, 123.3353157 9.4149344, 123.335411 9.4148881, 123.3355397 9.4148391, 123.3356779 9.4147981, 123.3358803 9.4148471, 123.3360788 9.4149687, 123.3362291 9.4151342, 123.3363604 9.4153101, 123.3364611 9.4154411, 123.3365536 9.4155516, 123.3366159 9.4156217, 123.3367171 9.4157362, 123.3367929 9.4157925, 123.3371691 9.4158685, 123.337953 9.4162055)"
168707834,residential,False,False,87.463,,,,,"LINESTRING (123.3331242 9.4155092, 123.3331639 9.4162948)"
168707835,residential,False,False,40.025,,,,,"LINESTRING (123.3331242 9.4155092, 123.3327611 9.4155446)"
168707835,residential,False,True,203.519,,,,,"LINESTRING (123.3331242 9.4155092, 123.3337315 9.4154616, 123.3342496 9.4154689, 123.3349767 9.4155029)"
168707834,residential,False,False,78.956,,,,,"LINESTRING (123.3332222 9.4170381, 123.3332991 9.4177441)"
168707834,residential,False,True,82.898,,,,,"LINESTRING (123.3332222 9.4170381, 123.3331639 9.4162948)"
177258202,trunk,False,False,176.267,2,8,Natalio Bacalso Avenue,,"LINESTRING (123.3332222 9.4170381, 123.3319455 9.4171703, 123.3316237 9.4171994)"
177258202,trunk,False,True,175.0,2,8,Natalio Bacalso Avenue,,"LINESTRING (123.3332222 9.4170381, 123.3338387 9.4169757, 123.3348117 9.4169059)"
168707835,residential,False,True,71.947,,,,,"LINESTRING (123.3315537 9.4155817, 123.332209 9.4155548)"
175553307,residential,False,False,94.707,,,,,"LINESTRING (123.3315537 9.4155817, 123.3315916 9.4164326)"
175553307,residential,False,True,57.143,,,,,"LINESTRING (123.3315537 9.4155817, 123.3315478 9.4151949, 123.3315735 9.4150704)"
168707834,residential,False,True,61.864,,,,,"LINESTRING (123.3333162 9.4183002, 123.3332991 9.4177441)"
168707838,residential,False,False,129.447,,,,,"LINESTRING (123.3333162 9.4183002, 123.3344883 9.4184351)"
168707838,residential,False,True,155.709,,,,,"LINESTRING (123.3333162 9.4183002, 123.3319053 9.4181467)"
168707838,residential,False,True,91.423,,,,,"LINESTRING (123.3353117 9.4185622, 123.3344883 9.4184351)"
168707836,residential,False,False,78.974,,,,,"LINESTRING (123.3353117 9.4185622, 123.3353747 9.418193, 123.3353935 9.4180052, 123.3354047 9.4178585)"
"[677819825, 959017014]",residential,False,"[False, True]",274.02900000000005,,,,,"LINESTRING (123.3353117 9.4185622, 123.3351395 9.4199269, 123.3350971 9.4203138, 123.3350354 9.4205837, 123.3349711 9.4208669, 123.3349228 9.4209912)"
175553312,residential,False,True,24.483999999999998,,,,,"LINESTRING (123.3321203 9.4150212, 123.3321715 9.4150885, 123.3322091 9.4151388, 123.3322257 9.4152105)"
175553317,residential,False,False,44.503,,,,,"LINESTRING (123.3326293 9.4151699, 123.3322257 9.4152105)"
175553317,residential,False,True,51.503,,,,,"LINESTRING (123.3326293 9.4151699, 123.3327288 9.4152008, 123.3327857 9.4152962, 123.3327611 9.4155446)"
965676835,residential,False,True,176.589,,,,,"LINESTRING (123.3326293 9.4151699, 123.3325785 9.4150746, 123.3324337 9.4148365, 123.3323264 9.4146275, 123.3321923 9.4144184, 123.3321252 9.4143284, 123.3319429 9.414294, 123.331511 9.4142835)"
175553312,residential,False,True,38.328,,,,,"LINESTRING (123.3322257 9.4152105, 123.332209 9.4155548)"
175553317,residential,False,True,44.503,,,,,"LINESTRING (123.3322257 9.4152105, 123.3326293 9.4151699)"
175553312,residential,False,False,24.484,,,,,"LINESTRING (123.3322257 9.4152105, 123.3322091 9.4151388, 123.3321715 9.4150885, 123.3321203 9.4150212)"
"[177258200, 175553280, 175553277, 177258199]",residential,False,True,465.11799999999994,,,,yes,"LINESTRING (123.337953 9.4162055, 123.3371691 9.4158685, 123.3367929 9.4157925, 123.3367171 9.4157362, 123.3366159 9.4156217, 123.3365536 9.4155516, 123.3364611 9.4154411, 123.3363604 9.4153101, 123.3362291 9.4151342, 123.3360788 9.4149687, 123.3358803 9.4148471, 123.3356779 9.4147981, 123.3355397 9.4148391, 123.335411 9.4148881, 123.3353157 9.4149344, 123.3351963 9.4149625, 123.3351038 9.4149546, 123.3349851 9.4149744, 123.3348906 9.4150359, 123.3347861 9.4151569, 123.3347478 9.4152502, 123.334776 9.4153256, 123.3348966 9.415397, 123.3349767 9.4155029)"
168707835,residential,False,False,60.574,,,,,"LINESTRING (123.3327611 9.4155446, 123.332209 9.4155548)"
168707835,residential,False,True,40.025,,,,,"LINESTRING (123.3327611 9.4155446, 123.3331242 9.4155092)"
175553317,residential,False,False,51.503,,,,,"LINESTRING (123.3327611 9.4155446, 123.3327857 9.4152962, 123.3327288 9.4152008, 123.3326293 9.4151699)"
168707835,residential,False,False,14.484,,,,,"LINESTRING (123.3351064 9.4155273, 123.3349767 9.4155029)"
175553316,residential,False,False,109.375,,,,,"LINESTRING (123.3351064 9.4155273, 123.3349082 9.4164913)"
"[168707835, 168707836]",residential,False,True,168.45499999999998,,,,,"LINESTRING (123.3351064 9.4155273, 123.3356524 9.4156118, 123.3357114 9.4156475, 123.33573 9.4157069, 123.3355799 9.416533)"
168707835,residential,False,False,71.947,,,,,"LINESTRING (123.332209 9.4155548, 123.3315537 9.4155817)"
168707835,residential,False,True,60.574,,,,,"LINESTRING (123.332209 9.4155548, 123.3327611 9.4155446)"
175553312,residential,False,False,38.328,,,,,"LINESTRING (123.332209 9.4155548, 123.3322257 9.4152105)"
168707834,residential,False,False,82.898,,,,,"LINESTRING (123.3331639 9.4162948, 123.3332222 9.4170381)"
168707834,residential,False,True,87.463,,,,,"LINESTRING (123.3331639 9.4162948, 123.3331242 9.4155092)"
175553315,residential,False,True,173.312,,,,,"LINESTRING (123.3331639 9.4162948, 123.3325006 9.4163858, 123.3315916 9.4164326)"
175553307,residential,False,False,85.337,,,,,"LINESTRING (123.3315916 9.4164326, 123.3316237 9.4171994)"
175553307,residential,False,True,94.707,,,,,"LINESTRING (123.3315916 9.4164326, 123.3315537 9.4155817)"
175553315,residential,False,False,173.312,,,,,"LINESTRING (123.3315916 9.4164326, 123.3325006 9.4163858, 123.3331639 9.4162948)"
175553316,residential,False,False,47.301,,,,,"LINESTRING (123.3349082 9.4164913, 123.3348117 9.4169059)"
175553316,residential,False,True,109.375,,,,,"LINESTRING (123.3349082 9.4164913, 123.3351064 9.4155273)"
175553295,residential,False,False,73.87,,,,,"LINESTRING (123.3349082 9.4164913, 123.3353491 9.4165291, 123.3355799 9.416533)"
"[168707835, 168707836]",residential,False,False,168.455,,,,,"LINESTRING (123.3355799 9.416533, 123.33573 9.4157069, 123.3357114 9.4156475, 123.3356524 9.4156118, 123.3351064 9.4155273)"
168707836,residential,False,True,40.836999999999996,,,,,"LINESTRING (123.3355799 9.416533, 123.335533 9.4167659, 123.3355203 9.4168951)"
175553295,residential,False,True,73.87,,,,,"LINESTRING (123.3355799 9.416533, 123.3353491 9.4165291, 123.3349082 9.4164913)"
175553307,residential,False,True,85.337,,,,,"LINESTRING (123.3316237 9.4171994, 123.3315916 9.4164326)"
175553298,residential,False,False,102.723,,,,,"LINESTRING (123.3316237 9.4171994, 123.3316394 9.4176426, 123.3316451 9.4181229)"
177258202,trunk,False,True,176.267,2,8,Natalio Bacalso Avenue,,"LINESTRING (123.3316237 9.4171994, 123.3319455 9.4171703, 123.3332222 9.4170381)"
168707834,residential,False,False,61.864,,,,,"LINESTRING (123.3332991 9.4177441, 123.3333162 9.4183002)"
168707834,residential,False,True,78.956,,,,,"LINESTRING (123.3332991 9.4177441, 123.3332222 9.4170381)"
175553302,residential,False,False,144.159,,,,,"LINESTRING (123.3332991 9.4177441, 123.3339505 9.417722, 123.3346124 9.4177469)"
168707838,residential,False,False,69.826,,,,,"LINESTRING (123.3310121 9.4180568, 123.3316451 9.4181229)"
168707838,residential,False,False,28.665,,,,,"LINESTRING (123.3316451 9.4181229, 123.3319053 9.4181467)"
168707838,residential,False,True,69.826,,,,,"LINESTRING (123.3316451 9.4181229, 123.3310121 9.4180568)"
175553298,residential,False,True,102.723,,,,,"LINESTRING (123.3316451 9.4181229, 123.3316394 9.4176426, 123.3316237 9.4171994)"
168707838,residential,False,False,91.423,,,,,"LINESTRING (123.3344883 9.4184351, 123.3353117 9.4185622)"
168707838,residential,False,True,129.447,,,,,"LINESTRING (123.3344883 9.4184351, 123.3333162 9.4183002)"
175553316,residential,False,True,77.726,,,,,"LINESTRING (123.3344883 9.4184351, 123.3346124 9.4177469)"
168707837,secondary,False,False,165.603,,,,,"LINESTRING (123.3377331 9.4192203, 123.3380571 9.4177657)"
175553301,residential,False,False,119.441,,,,,"LINESTRING (123.3377331 9.4192203, 123.3371282 9.4191004, 123.3367686 9.4190282, 123.3366643 9.4190173)"
"[677819825, 959017014]",residential,False,"[False, True]",274.029,,,,,"LINESTRING (123.3349228 9.4209912, 123.3349711 9.4208669, 123.3350354 9.4205837, 123.3350971 9.4203138, 123.3351395 9.4199269, 123.3353117 9.4185622)"
677822556,residential,False,True,47.561,,,,,"LINESTRING (123.3318276 9.4185675, 123.3319053 9.4181467)"
168707838,residential,False,False,155.709,,,,,"LINESTRING (123.3319053 9.4181467, 123.3333162 9.4183002)"
168707838,residential,False,True,28.665,,,,,"LINESTRING (123.3319053 9.4181467, 123.3316451 9.4181229)"
677822556,residential,False,False,47.561,,,,,"LINESTRING (123.3319053 9.4181467, 123.3318276 9.4185675)"
677823668,residential,False,True,35.578,,,,,"LINESTRING (123.3365107 9.4192991, 123.3366643 9.4190173)"
677823668,residential,False,False,35.578,,,,,"LINESTRING (123.3366643 9.4190173, 123.3365107 9.4192991)"
