osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge
153376147,residential,False,False,56.163,"LINESTRING (124.7888283 8.8047617, 124.7893305 8.8046678)",,,,,
153376147,residential,False,True,54.309,"LINESTRING (124.7888283 8.8047617, 124.7883415 8.8048461)",,,,,
819763299,residential,False,True,41.452,"LINESTRING (124.7888283 8.8047617, 124.7888916 8.8051292)",,,,,
819763299,residential,False,False,40.088,"LINESTRING (124.7889718 8.8054809, 124.7888916 8.8051292)",,,,,
819763299,residential,False,True,35.991,"LINESTRING (124.7889718 8.8054809, 124.7890418 8.8057971)",,,,,
821297163,tertiary,False,False,55.988,"LINESTRING (124.7889718 8.8054809, 124.7894747 8.8054)",,,,,
821297163,tertiary,False,True,52.335,"LINESTRING (124.7889718 8.8054809, 124.7885037 8.8055677)",,,,,
153376363,tertiary,False,True,16.084,"LINESTRING (124.7916231 8.8061097, 124.7914796 8.8061382)",,,,,
153369509,residential,False,True,286.794,"LINESTRING (124.7916231 8.8061097, 124.7917406 8.8067395, 124.791769 8.8069772, 124.7917724 8.8071011, 124.7917753 8.8072998, 124.7917981 8.8075172, 124.7918397 8.8077743, 124.7918893 8.808042, 124.7919282 8.808211, 124.7920194 8.8086543)",,,,,
153376363,tertiary,False,True,52.88,"LINESTRING (124.7906369 8.8062918, 124.7901628 8.8063734)",,,,,
153376465,residential,False,False,44.715,"LINESTRING (124.7906369 8.8062918, 124.7905661 8.8058958)",,,,,
153376363,tertiary,False,False,94.16499999999999,"LINESTRING (124.7906369 8.8062918, 124.7911363 8.8062045, 124.7914796 8.8061382)",,,,,
153376465,residential,False,True,287.275,"LINESTRING (124.7906369 8.8062918, 124.7906877 8.8066279, 124.790791 8.8070957, 124.7908433 8.8073263, 124.7909546 8.8078816, 124.7910672 8.8084979, 124.791145 8.8088252)",,,,,
153376363,tertiary,False,False,52.88,"LINESTRING (124.7901628 8.8063734, 124.7906369 8.8062918)",,,,,
153376363,tertiary,False,True,51.001,"LINESTRING (124.7901628 8.8063734, 124.7897039 8.8064421)",,,,,
153376456,residential,False,True,43.834,"LINESTRING (124.7901628 8.8063734, 124.7901033 8.8059836)",,,,,
153369524,unclassified,False,True,42.176,"LINESTRING (124.7891912 8.8065202, 124.7892715 8.8068911)",,,,,
153376363,tertiary,False,False,57.003,"LINESTRING (124.7891912 8.8065202, 124.7897039 8.8064421)",,,,,
153376363,tertiary,False,True,50.353,"LINESTRING (124.7891912 8.8065202, 124.7887401 8.8065998)",,,,,
819763299,residential,False,False,41.426,"LINESTRING (124.7891912 8.8065202, 124.7891038 8.8061578)",,,,,
153376363,tertiary,False,False,50.353,"LINESTRING (124.7887401 8.8065998, 124.7891912 8.8065202)",,,,,
153376363,tertiary,False,True,59.569,"LINESTRING (124.7887401 8.8065998, 124.7882064 8.8066938)",,,,,
153376484,residential,False,False,40.861,"LINESTRING (124.7887401 8.8065998, 124.788667 8.8062395)",,,,,
153376484,residential,False,True,45.023,"LINESTRING (124.7887401 8.8065998, 124.788808 8.8069991)",,,,,
153376363,tertiary,False,False,59.569,"LINESTRING (124.7882064 8.8066938, 124.7887401 8.8065998)",,,,,
153376363,tertiary,False,True,57.125,"LINESTRING (124.7882064 8.8066938, 124.7876907 8.8067587)",,,,,
153376460,residential,False,True,40.24,"LINESTRING (124.7882064 8.8066938, 124.7881318 8.8063395)",,,,,
"[153376460, 153376215]",residential,False,False,48.666000000000004,"LINESTRING (124.7882064 8.8066938, 124.788288 8.8070216, 124.7883081 8.8071197)",,,,,
153369509,residential,False,False,286.79400000000004,"LINESTRING (124.7920194 8.8086543, 124.7919282 8.808211, 124.7918893 8.808042, 124.7918397 8.8077743, 124.7917981 8.8075172, 124.7917753 8.8072998, 124.7917724 8.8071011, 124.791769 8.8069772, 124.7917406 8.8067395, 124.7916231 8.8061097)",,,,,
153369546,residential,False,True,97.946,"LINESTRING (124.7920194 8.8086543, 124.7916774 8.8087245, 124.791145 8.8088252)",,,,,
153369546,residential,False,False,97.946,"LINESTRING (124.791145 8.8088252, 124.7916774 8.8087245, 124.7920194 8.8086543)",,,,,
153369546,residential,False,True,139.948,"LINESTRING (124.791145 8.8088252, 124.7907414 8.8089087, 124.790511 8.8089701, 124.7902347 8.8090404, 124.7899152 8.8091473)",,,,,
153376465,residential,False,False,287.275,"LINESTRING (124.791145 8.8088252, 124.7910672 8.8084979, 124.7909546 8.8078816, 124.7908433 8.8073263, 124.790791 8.8070957, 124.7906877 8.8066279, 124.7906369 8.8062918)",,,,,
153369524,unclassified,False,False,261.13,"LINESTRING (124.7899152 8.8091473, 124.7896242 8.8083442, 124.7895464 8.8081043, 124.789466 8.8077915, 124.7894029 8.8075039, 124.7893443 8.8072171, 124.7892715 8.8068911)",,,,,
153369546,residential,False,False,139.948,"LINESTRING (124.7899152 8.8091473, 124.7902347 8.8090404, 124.790511 8.8089701, 124.7907414 8.8089087, 124.791145 8.8088252)",,,,,
153369495,trunk,False,False,308.08000000000004,"LINESTRING (124.7886305 8.8098457, 124.7885641 8.8097496, 124.7884849 8.8096098, 124.7883314 8.8093289, 124.7882449 8.8091632, 124.7881845 8.8090221, 124.7881007 8.8088093, 124.7880095 8.8085085, 124.7879304 8.8081745, 124.7878781 8.8078691, 124.7877728 8.8072376)",2,9,Butuan-Cagayan de Oro-Iligan Road,80,
820393201,residential,False,False,25.183,"LINESTRING (124.7886305 8.8098457, 124.7885218 8.8099119, 124.7884856 8.8099371, 124.7884561 8.8099596, 124.7884427 8.8099742)",,,,,
"[153550116, 187371157, 187371158, 153369495]",trunk,False,True,368.25,"LINESTRING (124.7868495 8.8017309, 124.7869568 8.8023485, 124.7871472 8.8035824, 124.7872639 8.8042808, 124.7872974 8.8045247, 124.7873812 8.8050005)",2,9,Butuan-Cagayan de Oro-Iligan Road,80,yes
153376147,residential,False,True,51.953,"LINESTRING (124.7907671 8.8043891, 124.790303 8.8044783)",,,,,
153376414,residential,False,False,44.409,"LINESTRING (124.7907671 8.8043891, 124.7908439 8.8047812)",,,,,
"[153376408, 153376147]",residential,False,False,86.181,"LINESTRING (124.7907671 8.8043891, 124.7910746 8.8043186, 124.791098 8.8043166, 124.7911141 8.804318, 124.7911286 8.8043229, 124.791138 8.8043534, 124.7911423 8.8043795, 124.7911521 8.8044223, 124.7912228 8.8047208)",,,,,
