osmid,lanes,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,width
"[696906723, 130752684, 169819495]",2,General Flaviano Yengco Street,secondary,40,False,True,99.173,yes,"LINESTRING (120.9331667 14.4278048, 120.9331214 14.4278677, 120.9330981 14.427898, 120.9330731 14.4279306, 120.9329906 14.4280588, 120.9329269 14.428146, 120.9328498 14.4282574, 120.9328423 14.4282695, 120.9328128 14.4283172, 120.9327889 14.4283589, 120.9327246 14.4284717, 120.9326754 14.428558)",
784669708,2,General Flaviano Yengco Street,secondary,40,False,False,122.39999999999999,,"LINESTRING (120.9331667 14.4278048, 120.9331851 14.4277768, 120.9332115 14.4277366, 120.9332384 14.4276899, 120.9332638 14.4276469, 120.9334676 14.4273028, 120.9335461 14.4271723, 120.9336319 14.427038, 120.9336965 14.4269418, 120.9337536 14.4268627)",
"[591623175, 1197664999]",2,General J. Castañeda Street,secondary,30,True,False,101.258,,"LINESTRING (120.9369473 14.4293837, 120.9368828 14.4293715, 120.936746 14.4293105, 120.9365089 14.4292048, 120.9362178 14.4290751, 120.9361405 14.4290389, 120.9360884 14.4290173)",
"[1197665000, 158333848]",,General J. Castañeda Street,tertiary,30,False,True,76.23599999999999,,"LINESTRING (120.9369473 14.4293837, 120.9370228 14.4293983, 120.9375994 14.4296464)",
"[1197665002, 634224111]",,F. Tirona Street,unclassified,30,False,False,43.112,,"LINESTRING (120.9369473 14.4293837, 120.9369463 14.4294501, 120.9368165 14.4297458)",
24269382,2,Colonel M. Topacio Street,residential,30,False,False,116.40700000000001,,"LINESTRING (120.9343719 14.4282933, 120.9345194 14.4277758, 120.934663 14.4272851)",
24269382,2,Colonel M. Topacio Street,residential,30,False,True,193.50600000000003,,"LINESTRING (120.9343719 14.4282933, 120.9342906 14.4286246, 120.9342617 14.4287303, 120.9342026 14.4289466, 120.9341498 14.4291753, 120.934031 14.4296177, 120.9339973 14.4297433, 120.9339368 14.4299816)",
696736346,2,General J. Castañeda Street,tertiary,30,False,False,140.694,,"LINESTRING (120.9343719 14.4282933, 120.9338621 14.4280875, 120.9337904 14.4280584, 120.9336988 14.4280212, 120.9333274 14.4278705, 120.933297 14.4278582, 120.9331667 14.4278048)",
"[696736346, 696906717]",2,General J. Castañeda Street,tertiary,30,False,True,119.47399999999999,,"LINESTRING (120.9343719 14.4282933, 120.9349968 14.4285532, 120.9353914 14.4287171)",
985114970,2,Colonel M. Topacio Street,residential,30,False,True,68.248,,"LINESTRING (120.9337181 14.4310835, 120.9337428 14.4316968)",
228838679,,,residential,,False,True,70.458,,"LINESTRING (120.9337181 14.4310835, 120.9335642 14.4310999, 120.9334324 14.4311009, 120.9332889 14.4310801, 120.9331753 14.4310525, 120.9330764 14.4310171)",
985114970,2,Colonel M. Topacio Street,residential,30,False,False,44.744,,"LINESTRING (120.9337181 14.4310835, 120.9337211 14.4309784, 120.9337416 14.4308401, 120.933767 14.4306845)",
985114970,2,Colonel M. Topacio Street,residential,30,False,False,68.248,,"LINESTRING (120.9337428 14.4316968, 120.9337181 14.4310835)",
1061545653,,Juan Munti Villanueva,tertiary,30,False,False,46.059,,"LINESTRING (120.9337428 14.4316968, 120.9333293 14.4315909)",
1061545653,,Juan Munti Villanueva,tertiary,30,False,True,45.412,,"LINESTRING (120.9337428 14.4316968, 120.9341388 14.4318372)",
634224111,,F. Tirona Street,unclassified,30,False,True,61.712,,"LINESTRING (120.936573 14.4302482, 120.9368165 14.4297458)",
"[634224108, 634224109]",,"['Dr. Lorenzo B. Paredes Street', 'Doctor Lorenzo B. Paredes Street']",unclassified,30,False,False,73.41,,"LINESTRING (120.936573 14.4302482, 120.9362451 14.4300598, 120.9362267 14.4300592, 120.9362089 14.4300637, 120.9361941 14.430072, 120.9361817 14.4300858, 120.9360829 14.4302844)",
1061545650,,F. Tirona Street,residential,30,False,True,63.443999999999996,,"LINESTRING (120.936573 14.4302482, 120.9366151 14.4302723, 120.9370575 14.4305726)",
160587923,,General Satorre Street,tertiary,30,False,False,73.691,,"LINESTRING (120.9385468 14.4314941, 120.9389624 14.4309676)",
"[160587923, 169819494]",,General Satorre Street,tertiary,30,False,True,209.46299999999997,,"LINESTRING (120.9385468 14.4314941, 120.938219 14.4318532, 120.9379037 14.432237, 120.9377716 14.4324074, 120.9376811 14.432532, 120.9376127 14.4326296, 120.9374873 14.4328142, 120.9373729 14.4329922)",
"[551061537, 551061538]",,,residential,,False,False,80.745,,"LINESTRING (120.9385468 14.4314941, 120.9386282 14.43153, 120.9387253 14.4315809, 120.9388246 14.4316335, 120.9390047 14.4317269, 120.9391133 14.4317901, 120.9392051 14.431841)",
104080374,2,General Satorre Street,tertiary,,False,True,87.814,,"LINESTRING (120.9398548 14.4297669, 120.939635 14.4301022, 120.9393952 14.4304187)",
"[177665456, 696736339, 24269509]",2,"['Bridge of Isabel II', 'General E. Topacio Street']",secondary,40,False,False,147.64000000000001,yes,"LINESTRING (120.9398548 14.4297669, 120.9399043 14.4298014, 120.9399284 14.4298172, 120.9399538 14.4298302, 120.940153 14.4299147, 120.9401764 14.429927, 120.9401975 14.4299429, 120.9402089 14.429955, 120.9402155 14.429962, 120.9402308 14.4299853, 120.9402416 14.4300109, 120.9402555 14.4300399, 120.9402528 14.4301141, 120.9402861 14.4304729, 120.9402744 14.4306238, 120.9402847 14.430731, 120.9402865 14.430806, 120.9402799 14.4308745)",
177665456,2,General E. Topacio Street,secondary,40,False,True,78.626,,"LINESTRING (120.9398548 14.4297669, 120.9397228 14.4296747, 120.9396041 14.4295797, 120.9392855 14.4293246)",
1197665010,,Juan Munti Villanueva,tertiary,30,False,False,91.078,,"LINESTRING (120.9373729 14.4329922, 120.9365757 14.4327186)",
"[160587923, 169819494]",,General Satorre Street,tertiary,30,False,False,209.46299999999997,,"LINESTRING (120.9373729 14.4329922, 120.9374873 14.4328142, 120.9376127 14.4326296, 120.9376811 14.432532, 120.9377716 14.4324074, 120.9379037 14.432237, 120.938219 14.4318532, 120.9385468 14.4314941)",
784669708,2,General Flaviano Yengco Street,secondary,40,False,True,36.620999999999995,,"LINESTRING (120.9345947 14.4255595, 120.9345555 14.4256284, 120.9345246 14.4256759, 120.9345066 14.4257056, 120.9344228 14.4258436)",
"[158333849, 995270980]",2,General E. Topacio Street,secondary,40,False,False,65.17699999999999,,"LINESTRING (120.9345947 14.4255595, 120.9347283 14.425655, 120.934922 14.4258097, 120.9350668 14.425926)",
"[177665456, 696736339, 24269509]",2,"['Bridge of Isabel II', 'General E. Topacio Street']",secondary,40,False,True,147.64,yes,"LINESTRING (120.9402799 14.4308745, 120.9402865 14.430806, 120.9402847 14.430731, 120.9402744 14.4306238, 120.9402861 14.4304729, 120.9402528 14.4301141, 120.9402555 14.4300399, 120.9402416 14.4300109, 120.9402308 14.4299853, 120.9402155 14.429962, 120.9402089 14.429955, 120.9401975 14.4299429, 120.9401764 14.429927, 120.940153 14.4299147, 120.9399538 14.4298302, 120.9399284 14.4298172, 120.9399043 14.4298014, 120.9398548 14.4297669)",
24269510,2,Palico Street,tertiary,20,False,False,102.017,,"LINESTRING (120.9402799 14.4308745, 120.9403512 14.4308709, 120.9404179 14.4308622, 120.9404764 14.4308489, 120.9405819 14.430814, 120.9407189 14.4307691, 120.9408397 14.4307271, 120.9409323 14.4306919, 120.941071 14.4306277, 120.9411657 14.4305718)",4
759152214,2,,secondary,40,False,False,98.25399999999999,,"LINESTRING (120.9402799 14.4308745, 120.9402186 14.4310973, 120.9401752 14.4312375, 120.9401387 14.43139, 120.9401205 14.4314469, 120.9400946 14.4315157, 120.9400126 14.431718)",
27053893,2,,secondary,40,False,False,79.383,,"LINESTRING (120.9400126 14.431718, 120.9399562 14.431771, 120.9399059 14.4318236, 120.9397849 14.4319781, 120.9397215 14.4320632, 120.9396468 14.4321425, 120.9395325 14.4322579)",
29547627,,Real,residential,,False,True,86.61699999999999,,"LINESTRING (120.9400126 14.431718, 120.9401132 14.431753, 120.9402516 14.4318012, 120.9402943 14.4318141, 120.9405215 14.4318826, 120.9407778 14.4319574)",
759152214,2,,secondary,40,False,True,98.254,,"LINESTRING (120.9400126 14.431718, 120.9400946 14.4315157, 120.9401205 14.4314469, 120.9401387 14.43139, 120.9401752 14.4312375, 120.9402186 14.4310973, 120.9402799 14.4308745)",
1061538901,2,Colonel M. Sapinoso Street,secondary,30,True,False,79.744,,"LINESTRING (120.9372411 14.4276873, 120.9368614 14.428303)",
158333852,4,Nueno Avenue,secondary,40,False,False,307.61499999999995,,"LINESTRING (120.9372411 14.4276873, 120.9372622 14.4276573, 120.9376535 14.42725, 120.938062 14.4268464, 120.9380829 14.4268246, 120.9381325 14.4267726, 120.9382871 14.4266109, 120.9383659 14.4265284, 120.9384237 14.4264685, 120.9387681 14.4261118, 120.9388437 14.4260334, 120.9391947 14.4256698)",9.75
1197665015,2,General E. Topacio Street,secondary,40,False,False,80.263,,"LINESTRING (120.9372411 14.4276873, 120.9372532 14.4276976, 120.9372945 14.4277306, 120.9376004 14.4279755, 120.9378153 14.4281475)",
169819495,2,General Flaviano Yengco Street,secondary,40,False,False,88.79,,"LINESTRING (120.9322743 14.4292556, 120.9323736 14.4290867, 120.9324467 14.4289622, 120.9325062 14.4288611, 120.9325534 14.4287766, 120.9325689 14.4287488, 120.9326754 14.428558)",
984865296,,,residential,,False,False,49.861000000000004,,"LINESTRING (120.9322743 14.4292556, 120.9324307 14.4293413, 120.9324795 14.4293612, 120.9325248 14.4293742, 120.9325701 14.4293839, 120.932705 14.4294055)",
29547036,,Captain l. Bella Street,residential,30,False,False,76.087,,"LINESTRING (120.9387011 14.42916, 120.938058 14.4288766)",
104118242,2,Sol P. Bella Street,residential,30,False,False,26.161,,"LINESTRING (120.9387011 14.42916, 120.9388336 14.4289628)",
696736343,,Sol P. Bella Street,residential,30,False,False,99.22999999999999,,"LINESTRING (120.9387011 14.42916, 120.9384602 14.4295758, 120.9382422 14.4299338)",
1197665017,2,Colonel J. Elises Street,residential,30,False,True,67.316,,"LINESTRING (120.9370575 14.4305726, 120.9373562 14.4300408)",
696736351,,F. Tirona Street,residential,30,False,False,75.6,,"LINESTRING (120.9370575 14.4305726, 120.9374631 14.4308004, 120.9376536 14.4309306)",
1061545650,,F. Tirona Street,residential,30,False,False,63.443999999999996,,"LINESTRING (120.9370575 14.4305726, 120.9366151 14.4302723, 120.936573 14.4302482)",
1061545655,,Colonel J. Elises Street,residential,30,False,False,242.24499999999998,,"LINESTRING (120.9370575 14.4305726, 120.9367885 14.4310636, 120.9367306 14.4311722, 120.9366749 14.4312767, 120.9365419 14.431525, 120.9364546 14.4316905, 120.936238 14.4321233, 120.9360507 14.4325202)",
1061545654,,Juan Munti Villanueva,tertiary,30,False,False,29.065,,"LINESTRING (120.9360507 14.4325202, 120.9357973 14.4324302)",
29992547,,Colonel J. Elises Street,residential,30,False,False,119.687,,"LINESTRING (120.9360507 14.4325202, 120.936001 14.4326113, 120.9358867 14.4327976, 120.9357646 14.4329817, 120.9356636 14.4331339, 120.9356351 14.4331753, 120.9355363 14.4333305, 120.9354666 14.4334355)",
1061545655,,Colonel J. Elises Street,residential,30,False,True,242.245,,"LINESTRING (120.9360507 14.4325202, 120.936238 14.4321233, 120.9364546 14.4316905, 120.9365419 14.431525, 120.9366749 14.4312767, 120.9367306 14.4311722, 120.9367885 14.4310636, 120.9370575 14.4305726)",
1197665011,,Juan Munti Villanueva,tertiary,30,False,True,60.687,,"LINESTRING (120.9360507 14.4325202, 120.936294 14.4326129, 120.9365757 14.4327186)",
29547047,2,Libertino Street,unclassified,,False,True,45.373,,"LINESTRING (120.9349516 14.4298462, 120.9353422 14.4299992)",
1061545652,2,Tahimik Street,unclassified,30,False,True,52.562,,"LINESTRING (120.9349516 14.4298462, 120.934774 14.4302865)",
1197665012,2,Tahimik Street,unclassified,30,False,False,134.189,,"LINESTRING (120.9349516 14.4298462, 120.9353643 14.428781, 120.9353914 14.4287171)",
29547047,2,Libertino Street,unclassified,,False,False,85.83699999999999,,"LINESTRING (120.9360829 14.4302844, 120.9360537 14.4302729, 120.9353422 14.4299992)",
"[634224106, 29992534]",1,"['Dr. Lorenzo B. Paredes Street', 'General Mascardo Street']",unclassified,"['20', '30']",False,False,48.177,,"LINESTRING (120.9360829 14.4302844, 120.9359449 14.4305858, 120.9359266 14.4305958, 120.9359127 14.4305974, 120.9358435 14.4305784)",
"[634224108, 634224109]",,"['Dr. Lorenzo B. Paredes Street', 'Doctor Lorenzo B. Paredes Street']",unclassified,30,False,True,73.41,,"LINESTRING (120.9360829 14.4302844, 120.9361817 14.4300858, 120.9361941 14.430072, 120.9362089 14.4300637, 120.9362267 14.4300592, 120.9362451 14.4300598, 120.936573 14.4302482)",
1197665016,,General J. Castañeda Street,tertiary,30,False,False,76.242,,"LINESTRING (120.9382422 14.4299338, 120.9375994 14.4296464)",
104080371,,Sol P. Bella Street,unclassified,30,False,True,59.327000000000005,,"LINESTRING (120.9382422 14.4299338, 120.9381884 14.4300244, 120.9379661 14.4303955)",
696736342,,General J. Castañeda Street,tertiary,30,False,False,135.373,,"LINESTRING (120.9382422 14.4299338, 120.9383619 14.4299853, 120.9385372 14.430055, 120.9388537 14.4301857, 120.9393952 14.4304187)",
696736343,,Sol P. Bella Street,residential,30,False,True,99.22999999999999,,"LINESTRING (120.9382422 14.4299338, 120.9384602 14.4295758, 120.9387011 14.42916)",
696736350,2,Colonel J. Elises Street,residential,30,False,False,46.264,,"LINESTRING (120.9382839 14.4285227, 120.938058 14.4288766)",
177665456,2,General E. Topacio Street,secondary,40,False,False,76.805,,"LINESTRING (120.9382839 14.4285227, 120.9385277 14.4287179, 120.9388336 14.4289628)",
1197665015,2,General E. Topacio Street,secondary,40,False,True,65.476,,"LINESTRING (120.9382839 14.4285227, 120.9381844 14.4284431, 120.9378153 14.4281475)",
104080374,2,General Satorre Street,tertiary,,False,False,87.814,,"LINESTRING (120.9393952 14.4304187, 120.939635 14.4301022, 120.9398548 14.4297669)",
160587923,,General Satorre Street,tertiary,30,False,True,76.797,,"LINESTRING (120.9393952 14.4304187, 120.9390242 14.4308865, 120.9389624 14.4309676)",
696736342,,General J. Castañeda Street,tertiary,30,False,True,135.373,,"LINESTRING (120.9393952 14.4304187, 120.9388537 14.4301857, 120.9385372 14.430055, 120.9383619 14.4299853, 120.9382422 14.4299338)",
996016015,4,Nueno Avenue,secondary,40,False,True,43.237,,"LINESTRING (120.9402739 14.4245483, 120.9400011 14.4248336)",9.75
784669708,2,General Flaviano Yengco Street,secondary,40,False,False,134.848,,"LINESTRING (120.9337536 14.4268627, 120.9337879 14.426805, 120.9338041 14.4267793, 120.9338799 14.4266596, 120.9339081 14.4266154, 120.9343402 14.4259341, 120.9343857 14.4259055, 120.9344228 14.4258436)",
784669708,2,General Flaviano Yengco Street,secondary,40,False,True,122.39999999999999,,"LINESTRING (120.9337536 14.4268627, 120.9336965 14.4269418, 120.9336319 14.427038, 120.9335461 14.4271723, 120.9334676 14.4273028, 120.9332638 14.4276469, 120.9332384 14.4276899, 120.9332115 14.4277366, 120.9331851 14.4277768, 120.9331667 14.4278048)",
177665456,2,General E. Topacio Street,secondary,40,False,False,78.626,,"LINESTRING (120.9392855 14.4293246, 120.9396041 14.4295797, 120.9397228 14.4296747, 120.9398548 14.4297669)",
177665456,2,General E. Topacio Street,secondary,40,False,True,63.157000000000004,,"LINESTRING (120.9392855 14.4293246, 120.9390003 14.4291046, 120.9388336 14.4289628)",
"[1197649281, 713391979]",2,Captain B. Paredes Street,residential,30,False,False,266.66099999999994,,"LINESTRING (120.9392855 14.4293246, 120.9395251 14.4289712, 120.9401157 14.4280788, 120.9402575 14.4278645, 120.9402745 14.4278388, 120.9403533 14.4277982, 120.9404404 14.427805, 120.940726 14.4279183, 120.9408792 14.4279792)",
29991737,1,Captain B. Paredes Street,residential,,False,False,54.075,,"LINESTRING (120.9408792 14.4279792, 120.9409748 14.42779, 120.9411128 14.4275489)",4
186132564,,,residential,,False,True,58.30800000000001,,"LINESTRING (120.9408792 14.4279792, 120.9408663 14.4280116, 120.9408427 14.4280756, 120.9408142 14.4281603, 120.9407867 14.4282411, 120.9407083 14.4284767)",
"[1197649281, 713391979]",2,Captain B. Paredes Street,residential,30,False,True,266.661,,"LINESTRING (120.9408792 14.4279792, 120.940726 14.4279183, 120.9404404 14.427805, 120.9403533 14.4277982, 120.9402745 14.4278388, 120.9402575 14.4278645, 120.9401157 14.4280788, 120.9395251 14.4289712, 120.9392855 14.4293246)",
29992516,,,residential,,False,False,40.687,,"LINESTRING (120.9320356 14.4316952, 120.9320385 14.4313293)",
29992516,,,residential,,False,True,50.967,,"LINESTRING (120.9320356 14.4316952, 120.932043 14.4321535)",
"[29992512, 29992513, 836468507]",,,residential,,False,True,151.592,,"LINESTRING (120.9320356 14.4316952, 120.9325206 14.4317636, 120.9325473 14.4317729, 120.9325641 14.4317976, 120.9326038 14.432075, 120.9323659 14.4321342, 120.9323057 14.4321436, 120.932043 14.4321535)",
29992516,,,residential,,False,False,50.967,,"LINESTRING (120.932043 14.4321535, 120.9320356 14.4316952)",
"[29992512, 29992513, 836468507]",,,residential,,False,False,151.592,,"LINESTRING (120.932043 14.4321535, 120.9323057 14.4321436, 120.9323659 14.4321342, 120.9326038 14.432075, 120.9325641 14.4317976, 120.9325473 14.4317729, 120.9325206 14.4317636, 120.9320356 14.4316952)",
24267811,2,Juan Munti Villanueva,tertiary,30,False,False,17.389,,"LINESTRING (120.9320385 14.4313293, 120.9321993 14.4313436)",
29992516,,,residential,,False,True,40.687,,"LINESTRING (120.9320385 14.4313293, 120.9320356 14.4316952)",
1061545652,2,Tahimik Street,unclassified,30,False,False,52.562,,"LINESTRING (120.934774 14.4302865, 120.9349516 14.4298462)",
1061545652,2,Tahimik Street,unclassified,30,False,True,185.513,,"LINESTRING (120.934774 14.4302865, 120.9346907 14.430505, 120.9342017 14.4316788, 120.9341388 14.4318372)",
1197665013,1,General Mascardo Street,unclassified,20,False,True,57.939,,"LINESTRING (120.934774 14.4302865, 120.9350206 14.4303534, 120.9352921 14.430427)",
29547036,,Captain l. Bella Street,residential,30,False,False,143.78,,"LINESTRING (120.938058 14.4288766, 120.9368614 14.428303)",
29547036,,Captain l. Bella Street,residential,30,False,True,76.087,,"LINESTRING (120.938058 14.4288766, 120.9387011 14.42916)",
696736350,2,Colonel J. Elises Street,residential,30,False,False,98.823,,"LINESTRING (120.938058 14.4288766, 120.9375994 14.4296464)",
696736350,2,Colonel J. Elises Street,residential,30,False,True,46.264,,"LINESTRING (120.938058 14.4288766, 120.9382839 14.4285227)",
696736350,2,Colonel J. Elises Street,residential,30,False,True,98.823,,"LINESTRING (120.9375994 14.4296464, 120.938058 14.4288766)",
1197665016,,General J. Castañeda Street,tertiary,30,False,True,76.242,,"LINESTRING (120.9375994 14.4296464, 120.9382422 14.4299338)",
1197665017,2,Colonel J. Elises Street,residential,30,False,False,51.08,,"LINESTRING (120.9375994 14.4296464, 120.9373562 14.4300408)",
"[158333848, 1197665000]",,General J. Castañeda Street,tertiary,30,False,False,76.23599999999999,,"LINESTRING (120.9375994 14.4296464, 120.9370228 14.4293983, 120.9369473 14.4293837)",
104080371,,Sol P. Bella Street,unclassified,30,False,False,68.358,,"LINESTRING (120.9376536 14.4309306, 120.9379661 14.4303955)",
170998855,,F. Tirona Street,residential,30,True,False,114.794,,"LINESTRING (120.9376536 14.4309306, 120.9385468 14.4314941)",
696736351,,F. Tirona Street,residential,30,False,True,75.6,,"LINESTRING (120.9376536 14.4309306, 120.9374631 14.4308004, 120.9370575 14.4305726)",
1197665009,,Sol P. Bella Street,unclassified,30,False,True,230.31,,"LINESTRING (120.9376536 14.4309306, 120.937641 14.4309507, 120.9372971 14.4314882, 120.9370754 14.4318443, 120.9369821 14.4319984, 120.9368993 14.43213, 120.9366665 14.4325521, 120.9365757 14.4327186)",
1197665010,,Juan Munti Villanueva,tertiary,30,False,True,91.078,,"LINESTRING (120.9365757 14.4327186, 120.9373729 14.4329922)",
1197665009,,Sol P. Bella Street,unclassified,30,False,False,230.31,,"LINESTRING (120.9365757 14.4327186, 120.9366665 14.4325521, 120.9368993 14.43213, 120.9369821 14.4319984, 120.9370754 14.4318443, 120.9372971 14.4314882, 120.937641 14.4309507, 120.9376536 14.4309306)",
1197665011,,Juan Munti Villanueva,tertiary,30,False,False,60.687,,"LINESTRING (120.9365757 14.4327186, 120.936294 14.4326129, 120.9360507 14.4325202)",
92001784,,,residential,,False,False,17.667,,"LINESTRING (120.9411403 14.4330876, 120.9409818 14.4330466)",
92001784,,,residential,,False,True,125.715,,"LINESTRING (120.9395033 14.4326935, 120.9406362 14.4329664)",
1060564285,,,residential,,False,True,7.321,,"LINESTRING (120.9395325 14.4322579, 120.9395281 14.4323236)",
27053893,2,,secondary,40,False,False,177.32999999999998,,"LINESTRING (120.9395325 14.4322579, 120.9393504 14.4323628, 120.9389116 14.4325545, 120.9386568 14.432698, 120.9385453 14.4328462, 120.9384887 14.4329262, 120.9383356 14.4332516)",
27053893,2,,secondary,40,False,True,79.38299999999998,,"LINESTRING (120.9395325 14.4322579, 120.9396468 14.4321425, 120.9397215 14.4320632, 120.9397849 14.4319781, 120.9399059 14.4318236, 120.9399562 14.431771, 120.9400126 14.431718)",
1061538894,2,Captain l. Bella Street,residential,30,True,False,108.613,,"LINESTRING (120.934663 14.4272851, 120.9337536 14.4268627)",
24269382,2,Colonel M. Topacio Street,residential,30,False,False,157.257,,"LINESTRING (120.934663 14.4272851, 120.9348234 14.4267446, 120.9350668 14.425926)",
24269382,2,Colonel M. Topacio Street,residential,30,False,True,116.40700000000001,,"LINESTRING (120.934663 14.4272851, 120.9345194 14.4277758, 120.9343719 14.4282933)",
93292890,,General G. Bautista Street,residential,30,False,True,66.737,,"LINESTRING (120.9368165 14.4297458, 120.9373562 14.4300408)",
634224111,,F. Tirona Street,unclassified,30,False,False,61.712,,"LINESTRING (120.9368165 14.4297458, 120.936573 14.4302482)",
"[1197665002, 634224111]",,F. Tirona Street,unclassified,30,False,True,43.112,,"LINESTRING (120.9368165 14.4297458, 120.9369463 14.4294501, 120.9369473 14.4293837)",
93292874,1,,residential,20,False,True,190.419,,"LINESTRING (120.9347477 14.4320563, 120.9352921 14.430427)",
1061545654,,Juan Munti Villanueva,tertiary,30,False,True,19.438,,"LINESTRING (120.9347477 14.4320563, 120.9349172 14.4321164)",
1197665014,,Juan Munti Villanueva,tertiary,30,False,False,69.95,,"LINESTRING (120.9347477 14.4320563, 120.9341388 14.4318372)",
29992534,1,General Mascardo Street,unclassified,20,False,True,61.719,,"LINESTRING (120.9352921 14.430427, 120.9358435 14.4305784)",
93292874,1,,residential,20,False,False,190.419,,"LINESTRING (120.9352921 14.430427, 120.9347477 14.4320563)",
1197665013,1,General Mascardo Street,unclassified,20,False,False,57.939,,"LINESTRING (120.9352921 14.430427, 120.9350206 14.4303534, 120.934774 14.4302865)",
93292890,,General G. Bautista Street,residential,30,False,False,66.737,,"LINESTRING (120.9373562 14.4300408, 120.9368165 14.4297458)",
93292890,,General G. Bautista Street,residential,30,False,True,76.611,,"LINESTRING (120.9373562 14.4300408, 120.9379661 14.4303955)",
1197665017,2,Colonel J. Elises Street,residential,30,False,False,67.316,,"LINESTRING (120.9373562 14.4300408, 120.9370575 14.4305726)",
1197665017,2,Colonel J. Elises Street,residential,30,False,True,51.08,,"LINESTRING (120.9373562 14.4300408, 120.9375994 14.4296464)",
93292890,,General G. Bautista Street,residential,30,False,False,124.73,,"LINESTRING (120.9389624 14.4309676, 120.9379661 14.4303955)",
160587923,,General Satorre Street,tertiary,30,False,True,73.691,,"LINESTRING (120.9389624 14.4309676, 120.9385468 14.4314941)",
160587923,,General Satorre Street,tertiary,30,False,False,76.797,,"LINESTRING (120.9389624 14.4309676, 120.9390242 14.4308865, 120.9393952 14.4304187)",
29547036,,Captain l. Bella Street,residential,30,False,True,143.78,,"LINESTRING (120.9368614 14.428303, 120.938058 14.4288766)",
671307959,,Captain l. Bella Street,residential,,True,False,45.278,,"LINESTRING (120.9368614 14.428303, 120.9364835 14.4281245)",
1061538901,2,Colonel M. Sapinoso Street,secondary,30,True,False,65.339,,"LINESTRING (120.9368614 14.428303, 120.9365818 14.4288245)",
93292890,,General G. Bautista Street,residential,30,False,False,76.611,,"LINESTRING (120.9379661 14.4303955, 120.9373562 14.4300408)",
