osmid,oneway,highway,reversed,length,ref,name,bridge,geometry,lanes
298284956,True,unclassified,False,109.168,,Nonato,,"LINESTRING (122.236408 10.6393205, 122.2370607 10.6397768, 122.2372203 10.6398919)",
186076060,False,residential,False,49.563,,Hinolan,,"LINESTRING (122.2359727 10.638997, 122.2362504 10.6386446)",
186076061,False,residential,False,59.64,,Nonato,,"LINESTRING (122.2359727 10.638997, 122.236408 10.6393205)",
186076060,False,residential,True,91.331,,Hinolan,,"LINESTRING (122.2359727 10.638997, 122.2356789 10.6394075, 122.2354913 10.6396684)",
186076061,False,residential,True,122.76,,Nonato,,"LINESTRING (122.2359727 10.638997, 122.2359037 10.63894, 122.2357934 10.6388741, 122.235716 10.6388082, 122.2356512 10.6387396, 122.2356196 10.6386825, 122.2355764 10.638603, 122.2355415 10.6385056, 122.2354708 10.6383101, 122.2354116 10.6380892)",
298345688,True,unclassified,False,95.9,,Orbe,,"LINESTRING (122.2374166 10.6412531, 122.2366541 10.64168)",
186076060,False,residential,False,79.485,,Hinolan,,"LINESTRING (122.2350879 10.6402632, 122.2354913 10.6396684)",
186076060,False,residential,True,126.26500000000001,,Hinolan,,"LINESTRING (122.2350879 10.6402632, 122.2347718 10.6406706, 122.2345166 10.6410269, 122.2344761 10.6412101)",
187763972,False,residential,False,81.993,,Peñaranda,,"LINESTRING (122.2350879 10.6402632, 122.2353077 10.6404867, 122.2356088 10.6407939)",
298284958,False,residential,False,73.72399999999999,,Orbe,,"LINESTRING (122.2388655 10.640648, 122.2388357 10.6406666, 122.2387362 10.6407057, 122.2385997 10.6407398, 122.23835 10.640836, 122.238232 10.6408705)",
"[186076788, 298284958]",False,residential,True,267.45500000000004,,Orbe,,"LINESTRING (122.2388655 10.640648, 122.2389015 10.6406255, 122.2389443 10.640572, 122.2389957 10.6405111, 122.2395888 10.6397571, 122.2390401 10.6391558, 122.2387413 10.6388077)",
186076060,False,residential,True,49.563,,Hinolan,,"LINESTRING (122.2362504 10.6386446, 122.2359727 10.638997)",
186076791,False,residential,True,104.146,,Nonato Extension,,"LINESTRING (122.2380713 10.6409291, 122.238459 10.6417847)",
298345688,True,unclassified,False,80.127,,Orbe,,"LINESTRING (122.2380713 10.6409291, 122.2380075 10.6409553, 122.2374166 10.6412531)",
274834740,True,primary,False,142.726,501,Zulueta Avenue,,"LINESTRING (122.2362695 10.6420477, 122.2361176 10.6419284, 122.2357667 10.641653, 122.2356822 10.6415867, 122.2354861 10.6414318, 122.2354157 10.6413823, 122.2353296 10.6413217, 122.2352267 10.6412825)",
274834742,False,tertiary,True,70.35799999999999,,Orbe,,"LINESTRING (122.2362695 10.6420477, 122.2362603 10.6420657, 122.2362545 10.6420779, 122.2362405 10.6421044, 122.2361256 10.6422751, 122.2360245 10.6424037, 122.235927 10.6425172, 122.2358885 10.6425551)",
186076062,True,unclassified,False,81.51899999999999,,Rizal,,"LINESTRING (122.2356088 10.6407939, 122.2358983 10.6410481, 122.2361079 10.6412462, 122.23616 10.6412875)",
187763972,False,residential,True,81.993,,Peñaranda,,"LINESTRING (122.2356088 10.6407939, 122.2353077 10.6404867, 122.2350879 10.6402632)",
298284957,False,unclassified,True,63.556999999999995,,Mueda,,"LINESTRING (122.2356088 10.6407939, 122.2355185 10.6409139, 122.2354409 10.6410252, 122.2353434 10.6411439, 122.2352931 10.6411934, 122.2352504 10.6412429)",
298345689,True,unclassified,False,98.529,,Mueda,,"LINESTRING (122.2356088 10.6407939, 122.235685 10.6406211, 122.2357575 10.6404985, 122.2358943 10.6402428, 122.2360217 10.6400069)",
298345688,True,unclassified,False,53.204,,Orbe,,"LINESTRING (122.2366541 10.64168, 122.2365509 10.6417685, 122.2364471 10.6418539, 122.2363565 10.6419329, 122.236321 10.6419629, 122.2362946 10.6420006)",
186076789,False,residential,True,63.544,,,,"LINESTRING (122.2342273 10.644495, 122.233735 10.6441909)",
245824781,False,tertiary,False,204.12599999999998,,Quezon,,"LINESTRING (122.2342273 10.644495, 122.2349274 10.6433712, 122.2350731 10.6431305, 122.2351938 10.6429242)",
186076807,False,residential,True,105.92599999999999,,Legaspi,,"LINESTRING (122.23684 10.6405174, 122.2368033 10.6404967, 122.2366507 10.6404024, 122.2360217 10.6400069)",
186077359,True,unclassified,False,81.026,,Octaviano,,"LINESTRING (122.23684 10.6405174, 122.2369413 10.6403559, 122.2372203 10.6398919)",
186076791,False,residential,False,104.146,,Nonato Extension,,"LINESTRING (122.238459 10.6417847, 122.2380713 10.6409291)",
186076791,False,residential,True,60.451,,Nonato Extension,,"LINESTRING (122.238459 10.6417847, 122.2386356 10.6422999)",
187763979,False,residential,True,74.088,,,,"LINESTRING (122.238459 10.6417847, 122.2391194 10.6416341)",
298282274,False,tertiary,True,12.077,,,,"LINESTRING (122.2355159 10.6424483, 122.235429 10.6423812)",
904954436,False,tertiary,False,11.197,,,,"LINESTRING (122.2355159 10.6424483, 122.2354343 10.6425092)",
186076797,False,tertiary,True,25.95,,,,"LINESTRING (122.2355159 10.6424483, 122.2356197 10.6425237, 122.235711 10.6425811)",
186076802,False,tertiary_link,True,29.371000000000002,,,,"LINESTRING (122.2358657 10.6427939, 122.2358367 10.6427267, 122.2357936 10.6426703, 122.235711 10.6425811)",
308075724,False,tertiary,False,27.035000000000004,,Noble,,"LINESTRING (122.2358657 10.6427939, 122.2358777 10.6427463, 122.2358961 10.6426773, 122.235897 10.6426181, 122.2358885 10.6425551)",
308075724,False,tertiary,True,302.446,,Noble,,"LINESTRING (122.2358657 10.6427939, 122.235857 10.6428611, 122.2357463 10.6431988, 122.2356722 10.6434392, 122.235641 10.6435792, 122.2356494 10.6436948, 122.2356871 10.643818, 122.2357462 10.643947, 122.2359064 10.6441377, 122.2359375 10.6441749, 122.2362022 10.644492, 122.2366875 10.6451483)",
186076808,False,residential,False,17.172,,,,"LINESTRING (122.238099 10.6425036, 122.2382456 10.642448)",
"[186076786, 187763979]",False,residential,False,31.262999999999998,,,,"LINESTRING (122.2392336 10.641847, 122.2392194 10.6417618, 122.2391722 10.6416271, 122.2391194 10.6416341)",
186076786,False,residential,True,39.464,,,,"LINESTRING (122.2392336 10.641847, 122.2392478 10.6419636, 122.2392619 10.6420923, 122.239269 10.6422001)",
186076799,False,residential,False,77.452,,Fagarita Street,,"LINESTRING (122.2345833 10.6425704, 122.2351938 10.6429242)",
186076804,False,residential,False,87.68599999999999,,Tajanlangit Street,,"LINESTRING (122.2345833 10.6425704, 122.2346898 10.6423208, 122.2348376 10.6419267, 122.2348704 10.6418838, 122.234911 10.6418647)",
186076804,False,residential,True,203.216,,Tajanlangit Street,,"LINESTRING (122.2345833 10.6425704, 122.2343826 10.6430465, 122.2342198 10.6434083, 122.2341066 10.64361, 122.2339756 10.6438257, 122.233735 10.6441909)",
186077359,True,unclassified,False,17.719,,Octaviano,,"LINESTRING (122.2367537 10.6406523, 122.23684 10.6405174)",
186076794,True,unclassified,False,98.577,,Legaspi,,"LINESTRING (122.2367537 10.6406523, 122.237057 10.6409119, 122.2374166 10.6412531)",
186076809,False,residential,False,68.15700000000001,,,,"LINESTRING (122.2384241 10.6384424, 122.2381694 10.6385128, 122.2378237 10.6386083)",
"[186076816, 308075725]",False,residential,True,134.846,,"['Tejedoras', 'Monteclaro']",,"LINESTRING (122.2376595 10.6453804, 122.2375504 10.6452969, 122.2374603 10.6452395, 122.2372809 10.645091, 122.2370804 10.6448979, 122.2370025 10.6449188, 122.2368822 10.6450127, 122.2366875 10.6451483)",
186076789,False,residential,False,63.544,,,,"LINESTRING (122.233735 10.6441909, 122.2342273 10.644495)",
186076804,False,residential,False,203.216,,Tajanlangit Street,,"LINESTRING (122.233735 10.6441909, 122.2339756 10.6438257, 122.2341066 10.64361, 122.2342198 10.6434083, 122.2343826 10.6430465, 122.2345833 10.6425704)",
186076804,False,residential,True,176.2,,Tajanlangit Street,,"LINESTRING (122.233735 10.6441909, 122.2335757 10.6443996, 122.2333032 10.6448274, 122.232875 10.64553)",
186076791,False,residential,False,60.451,,Nonato Extension,,"LINESTRING (122.2386356 10.6422999, 122.238459 10.6417847)",
186076791,False,residential,True,39.099,,Nonato Extension,,"LINESTRING (122.2386356 10.6422999, 122.2386397 10.6426515)",
186076808,False,residential,True,45.691,,,,"LINESTRING (122.2386356 10.6422999, 122.2382456 10.642448)",
186076793,False,unclassified,False,112.217,,Nonato Extension,,"LINESTRING (122.2397631 10.6433083, 122.239664 10.643604, 122.2395826 10.6437744, 122.2395154 10.6439274, 122.2394906 10.6440527, 122.2394778 10.6441539, 122.2393997 10.6442373)",
186076793,False,unclassified,True,41.718,,Nonato Extension,,"LINESTRING (122.2397631 10.6433083, 122.2398445 10.6431413, 122.2399224 10.6429674)",
186076805,False,residential,False,143.18600000000004,,Nonato Extension,,"LINESTRING (122.2397631 10.6433083, 122.2395366 10.643204, 122.2393529 10.6431154, 122.2391112 10.642963, 122.2388054 10.6427574, 122.2387224 10.6426997, 122.2386397 10.6426515)",
186076791,False,residential,False,39.099,,Nonato Extension,,"LINESTRING (122.2386397 10.6426515, 122.2386356 10.6422999)",
186076786,False,residential,False,57.216,,,,"LINESTRING (122.2386397 10.6426515, 122.2388643 10.6425989, 122.239151 10.6425411)",
186076791,False,residential,True,31.095,,Nonato Extension,,"LINESTRING (122.2386397 10.6426515, 122.2386425 10.6427948, 122.2385584 10.6429032)",
186076805,False,residential,True,143.186,,Nonato Extension,,"LINESTRING (122.2386397 10.6426515, 122.2387224 10.6426997, 122.2388054 10.6427574, 122.2391112 10.642963, 122.2393529 10.6431154, 122.2395366 10.643204, 122.2397631 10.6433083)",
186076800,False,residential,False,157.748,,Octaviano,,"LINESTRING (122.2378237 10.6386083, 122.2378041 10.6386384, 122.2377856 10.6387164, 122.2376501 10.6390687, 122.2374806 10.6394252, 122.2373676 10.6396516, 122.2372203 10.6398919)",
"[186076800, 298742858, 186076059]",False,residential,"[False, True]",386.498,,"['Mueda', 'Octaviano']",,"LINESTRING (122.2378237 10.6386083, 122.2378167 10.6385711, 122.237797 10.638463, 122.2377658 10.6383307, 122.2375306 10.6375553, 122.2374547 10.6375791, 122.237214 10.6376383, 122.2370052 10.6377009, 122.2368185 10.6377622, 122.2368469 10.6379675, 122.2368433 10.6381205, 122.236815 10.6383118, 122.2367761 10.6385553, 122.2367127 10.638777, 122.2366193 10.6389969, 122.236408 10.6393205)",
186076809,False,residential,True,68.15700000000001,,,,"LINESTRING (122.2378237 10.6386083, 122.2381694 10.6385128, 122.2384241 10.6384424)",
186076062,True,unclassified,False,69.58600000000001,,Rizal,,"LINESTRING (122.23616 10.6412875, 122.2362264 10.641344, 122.2363426 10.6414432, 122.2364433 10.6415267, 122.2365441 10.6416142, 122.2366541 10.64168)",
186077359,True,unclassified,False,96.13300000000001,,Octaviano,,"LINESTRING (122.23616 10.6412875, 122.2363007 10.6411483, 122.2364409 10.6410186, 122.2364818 10.640979, 122.2365711 10.6408881, 122.2366676 10.6407642, 122.2367537 10.6406523)",
186076060,False,residential,True,79.485,,Hinolan,,"LINESTRING (122.2354913 10.6396684, 122.2350879 10.6402632)",
186076060,False,residential,False,91.331,,Hinolan,,"LINESTRING (122.2354913 10.6396684, 122.2356789 10.6394075, 122.2359727 10.638997)",
186076807,False,residential,False,69.113,,Legaspi,,"LINESTRING (122.2354913 10.6396684, 122.235724 10.6398179, 122.2360217 10.6400069)",
186076791,False,residential,True,21.987,,Nonato Extension,,"LINESTRING (122.2385584 10.6429032, 122.2383594 10.6429323)",
186076791,False,residential,False,31.095,,Nonato Extension,,"LINESTRING (122.2385584 10.6429032, 122.2386425 10.6427948, 122.2386397 10.6426515)",
299960480,False,residential,False,39.896,,,,"LINESTRING (122.2385584 10.6429032, 122.238556 10.642979, 122.2386622 10.6430521, 122.2386338 10.6432051)",
187763981,False,residential,False,96.714,,,,"LINESTRING (122.239151 10.6425411, 122.2399224 10.6429674)",
186076786,False,residential,False,41.826,,,,"LINESTRING (122.239151 10.6425411, 122.2391951 10.6425125, 122.239228 10.6424566, 122.239269 10.6422001)",
186076786,False,residential,True,57.216,,,,"LINESTRING (122.239151 10.6425411, 122.2388643 10.6425989, 122.2386397 10.6426515)",
186076798,False,residential,False,328.9340000000001,,Santillan,,"LINESTRING (122.2332628 10.6382608, 122.2332622 10.6383704, 122.2332694 10.6385094, 122.2332403 10.6385852, 122.2332383 10.6386562, 122.2332586 10.63874, 122.2333311 10.6388323, 122.2333772 10.6389137, 122.2333998 10.6390065, 122.2333839 10.6391196, 122.2333726 10.6392029, 122.2333674 10.6392407, 122.2333708 10.6393561, 122.2334027 10.639473, 122.2334135 10.6396036, 122.2334158 10.6398146, 122.2334062 10.6400175, 122.2333813 10.6401493, 122.2333685 10.6402705, 122.2333636 10.6403962, 122.2333966 10.6405666, 122.2334397 10.6407267, 122.2334923 10.6409332, 122.2335447 10.6411413)",
187763981,False,residential,True,96.714,,,,"LINESTRING (122.2399224 10.6429674, 122.239151 10.6425411)",
186076793,False,unclassified,False,41.718,,Nonato Extension,,"LINESTRING (122.2399224 10.6429674, 122.2398445 10.6431413, 122.2397631 10.6433083)",
186076786,False,residential,False,39.464,,,,"LINESTRING (122.239269 10.6422001, 122.2392619 10.6420923, 122.2392478 10.6419636, 122.2392336 10.641847)",
186076786,False,residential,True,41.826,,,,"LINESTRING (122.239269 10.6422001, 122.239228 10.6424566, 122.2391951 10.6425125, 122.239151 10.6425411)",
298284956,True,unclassified,False,153.412,,Nonato,,"LINESTRING (122.2372203 10.6398919, 122.2381973 10.6408826)",
186076800,False,residential,True,157.748,,Octaviano,,"LINESTRING (122.2372203 10.6398919, 122.2373676 10.6396516, 122.2374806 10.6394252, 122.2376501 10.6390687, 122.2377856 10.6387164, 122.2378041 10.6386384, 122.2378237 10.6386083)",
308075724,False,tertiary,False,302.446,,Noble,,"LINESTRING (122.2366875 10.6451483, 122.2362022 10.644492, 122.2359375 10.6441749, 122.2359064 10.6441377, 122.2357462 10.643947, 122.2356871 10.643818, 122.2356494 10.6436948, 122.235641 10.6435792, 122.2356722 10.6434392, 122.2357463 10.6431988, 122.235857 10.6428611, 122.2358657 10.6427939)",
"[186076816, 308075725]",False,residential,False,134.846,,"['Tejedoras', 'Monteclaro']",,"LINESTRING (122.2366875 10.6451483, 122.2368822 10.6450127, 122.2370025 10.6449188, 122.2370804 10.6448979, 122.2372809 10.645091, 122.2374603 10.6452395, 122.2375504 10.6452969, 122.2376595 10.6453804)",
"[186076788, 298284958]",False,residential,False,267.455,,Orbe,,"LINESTRING (122.2387413 10.6388077, 122.2390401 10.6391558, 122.2395888 10.6397571, 122.2389957 10.6405111, 122.2389443 10.640572, 122.2389015 10.6406255, 122.2388655 10.640648)",
186076804,False,residential,True,5.031,,Tajanlangit Street,,"LINESTRING (122.232875 10.64553, 122.2328531 10.6455698)",
186076804,False,residential,False,176.2,,Tajanlangit Street,,"LINESTRING (122.232875 10.64553, 122.2333032 10.6448274, 122.2335757 10.6443996, 122.233735 10.6441909)",
274834740,True,primary,False,12.178,501,Zulueta Avenue,,"LINESTRING (122.2363725 10.6420895, 122.2362695 10.6420477)",
308075541,False,primary,False,408.03700000000003,501,Zulueta Avenue,,"LINESTRING (122.2363725 10.6420895, 122.2367808 10.6423858, 122.2372216 10.6427026, 122.237747 10.6430715, 122.2381407 10.6433494, 122.2386671 10.6437265, 122.2390316 10.6439885, 122.2393997 10.6442373)",2
186076797,False,tertiary,False,21.253,,,,"LINESTRING (122.2358885 10.6425551, 122.2358514 10.6425863, 122.2358213 10.6425988, 122.2357918 10.6425991, 122.2357564 10.6425963, 122.235711 10.6425811)",
274834742,False,tertiary,False,70.35799999999999,,Orbe,,"LINESTRING (122.2358885 10.6425551, 122.235927 10.6425172, 122.2360245 10.6424037, 122.2361256 10.6422751, 122.2362405 10.6421044, 122.2362545 10.6420779, 122.2362603 10.6420657, 122.2362695 10.6420477)",
308075724,False,tertiary,True,27.035,,Noble,,"LINESTRING (122.2358885 10.6425551, 122.235897 10.6426181, 122.2358961 10.6426773, 122.2358777 10.6427463, 122.2358657 10.6427939)",
186076797,False,tertiary,False,25.95,,,,"LINESTRING (122.235711 10.6425811, 122.2356197 10.6425237, 122.2355159 10.6424483)",
186076797,False,tertiary,True,21.253,,,,"LINESTRING (122.235711 10.6425811, 122.2357564 10.6425963, 122.2357918 10.6425991, 122.2358213 10.6425988, 122.2358514 10.6425863, 122.2358885 10.6425551)",
186076802,False,tertiary_link,False,29.371,,,,"LINESTRING (122.235711 10.6425811, 122.2357936 10.6426703, 122.2358367 10.6427267, 122.2358657 10.6427939)",
298282274,False,tertiary,False,12.077,,,,"LINESTRING (122.235429 10.6423812, 122.2355159 10.6424483)",
298282274,False,tertiary,True,14.245,,,,"LINESTRING (122.235429 10.6423812, 122.2354343 10.6425092)",
"[298282273, 274834743]",True,tertiary,False,81.403,,Osmeña,,"LINESTRING (122.235429 10.6423812, 122.2351639 10.6421391, 122.2350432 10.6420304, 122.2349492 10.6419346, 122.2349186 10.6419021, 122.234911 10.6418647)",
298282274,False,tertiary,False,14.245,,,,"LINESTRING (122.2354343 10.6425092, 122.235429 10.6423812)",
904954436,False,tertiary,True,11.197,,,,"LINESTRING (122.2354343 10.6425092, 122.2355159 10.6424483)",
245824781,False,tertiary,True,53.217,,Quezon,,"LINESTRING (122.2354343 10.6425092, 122.235372 10.6425962, 122.2353157 10.6427168, 122.2351938 10.6429242)",
186076799,False,residential,True,77.452,,Fagarita Street,,"LINESTRING (122.2351938 10.6429242, 122.2345833 10.6425704)",
245824781,False,tertiary,False,53.217,,Quezon,,"LINESTRING (122.2351938 10.6429242, 122.2353157 10.6427168, 122.235372 10.6425962, 122.2354343 10.6425092)",
245824781,False,tertiary,True,204.12599999999998,,Quezon,,"LINESTRING (122.2351938 10.6429242, 122.2350731 10.6431305, 122.2349274 10.6433712, 122.2342273 10.644495)",
186076804,False,residential,False,5.031,,Tajanlangit Street,,"LINESTRING (122.2328531 10.6455698, 122.232875 10.64553)",
298472172,False,residential,False,121.82300000000001,,,,"LINESTRING (122.2328531 10.6455698, 122.2326887 10.6455311, 122.232128 10.6454035, 122.2319371 10.6450918)",
298472172,False,residential,True,121.82300000000001,,,,"LINESTRING (122.2319371 10.6450918, 122.232128 10.6454035, 122.2326887 10.6455311, 122.2328531 10.6455698)",
186076791,False,residential,False,21.987,,Nonato Extension,,"LINESTRING (122.2383594 10.6429323, 122.2385584 10.6429032)",
187763979,False,residential,False,74.088,,,,"LINESTRING (122.2391194 10.6416341, 122.238459 10.6417847)",
"[186076786, 187763979]",False,residential,True,31.262999999999998,,,,"LINESTRING (122.2391194 10.6416341, 122.2391722 10.6416271, 122.2392194 10.6417618, 122.2392336 10.641847)",
186076793,False,unclassified,True,112.21700000000001,,Nonato Extension,,"LINESTRING (122.2393997 10.6442373, 122.2394778 10.6441539, 122.2394906 10.6440527, 122.2395154 10.6439274, 122.2395826 10.6437744, 122.239664 10.643604, 122.2397631 10.6433083)",
308075541,False,primary,True,408.03700000000003,501,Zulueta Avenue,,"LINESTRING (122.2393997 10.6442373, 122.2390316 10.6439885, 122.2386671 10.6437265, 122.2381407 10.6433494, 122.237747 10.6430715, 122.2372216 10.6427026, 122.2367808 10.6423858, 122.2363725 10.6420895)",2
186076061,False,residential,False,122.75999999999999,,Nonato,,"LINESTRING (122.2354116 10.6380892, 122.2354708 10.6383101, 122.2355415 10.6385056, 122.2355764 10.638603, 122.2356196 10.6386825, 122.2356512 10.6387396, 122.235716 10.6388082, 122.2357934 10.6388741, 122.2359037 10.63894, 122.2359727 10.638997)",
299960480,False,residential,True,39.896,,,,"LINESTRING (122.2386338 10.6432051, 122.2386622 10.6430521, 122.238556 10.642979, 122.2385584 10.6429032)",
903385268,False,tertiary,True,5.109,,Mueda,,"LINESTRING (122.2352504 10.6412429, 122.2352267 10.6412825)",
298284957,False,unclassified,False,63.557,,Mueda,,"LINESTRING (122.2352504 10.6412429, 122.2352931 10.6411934, 122.2353434 10.6411439, 122.2354409 10.6410252, 122.2355185 10.6409139, 122.2356088 10.6407939)",
308075543,True,primary,False,142.23,501,Zulueta Avenue,,"LINESTRING (122.2352504 10.6412429, 122.2353437 10.6412815, 122.2354405 10.6413473, 122.2355328 10.64141, 122.2356916 10.6415328, 122.2357985 10.6416172, 122.2359764 10.6417577, 122.2361434 10.6418816, 122.2361502 10.6418869, 122.2362946 10.6420006)",
308075543,True,primary,False,13.046,501,Zulueta Avenue,,"LINESTRING (122.2362946 10.6420006, 122.2363725 10.6420895)",
903367745,True,tertiary,False,5.912,,Orbe,,"LINESTRING (122.2362946 10.6420006, 122.2362695 10.6420477)",
274834740,True,primary,False,8.309,501,Zulueta Avenue,,"LINESTRING (122.2352267 10.6412825, 122.2351568 10.6412531)",
903385268,False,tertiary,False,5.109,,Mueda,,"LINESTRING (122.2352267 10.6412825, 122.2352504 10.6412429)",
186076804,False,residential,True,87.686,,Tajanlangit Street,,"LINESTRING (122.234911 10.6418647, 122.2348704 10.6418838, 122.2348376 10.6419267, 122.2346898 10.6423208, 122.2345833 10.6425704)",
"[903367743, 274834743]",True,tertiary,False,74.594,,"['Osmeña', 'Mueda']",,"LINESTRING (122.234911 10.6418647, 122.234912 10.6418327, 122.2349528 10.6416756, 122.2350614 10.6415101, 122.235164 10.6413734, 122.2352101 10.6413036, 122.2352267 10.6412825)",
903367744,True,residential,False,4.024,,Orbe,,"LINESTRING (122.238232 10.6408705, 122.2381973 10.6408826)",
298284958,False,residential,True,73.724,,Orbe,,"LINESTRING (122.238232 10.6408705, 122.23835 10.640836, 122.2385997 10.6407398, 122.2387362 10.6407057, 122.2388357 10.6406666, 122.2388655 10.640648)",
298345688,True,unclassified,False,14.713,,Orbe,,"LINESTRING (122.2381973 10.6408826, 122.2381135 10.6409118, 122.2380713 10.6409291)",
186076808,False,residential,False,45.691,,,,"LINESTRING (122.2382456 10.642448, 122.2386356 10.6422999)",
186076808,False,residential,True,17.172,,,,"LINESTRING (122.2382456 10.642448, 122.238099 10.6425036)",
903381480,False,residential,True,113.49,,,,"LINESTRING (122.2382456 10.642448, 122.2378899 10.6414891)",
903381480,False,residential,False,113.49,,,,"LINESTRING (122.2378899 10.6414891, 122.2382456 10.642448)",
