osmid,highway,oneway,reversed,length,geometry,bridge,lanes,ref,name,maxspeed
161542834,residential,False,True,125.26400000000001,"LINESTRING (126.1234787 8.5339215, 126.1236146 8.5337035, 126.1237293 8.5334828, 126.1238788 8.5331782, 126.1239059 8.5331231, 126.1239215 8.5330557, 126.1239615 8.5329076)",,,,,
853184884,tertiary,False,False,40.495999999999995,"LINESTRING (126.1234787 8.5339215, 126.1234123 8.5339129, 126.1231112 8.5339022)",,,,,
161542807,residential,False,False,194.87,"LINESTRING (126.1231112 8.5339022, 126.1231756 8.5337166, 126.1232105 8.533584, 126.1232199 8.5335296, 126.1232314 8.5334569, 126.1232329 8.5333854, 126.1232588 8.5327511, 126.1232534 8.5325229, 126.1232722 8.5321675)",,,,,
853184884,tertiary,False,False,128.16,"LINESTRING (126.1231112 8.5339022, 126.1230201 8.5339115, 126.1229154 8.5339334, 126.1228149 8.5339599, 126.1223354 8.5341814, 126.1222449 8.5342126, 126.1221631 8.5342252, 126.1220081 8.5342236)",,,,,
853184884,tertiary,False,True,40.495999999999995,"LINESTRING (126.1231112 8.5339022, 126.1234123 8.5339129, 126.1234787 8.5339215)",,,,,
109699893,residential,False,False,51.728,"LINESTRING (126.1213159 8.5371687, 126.1213768 8.5371248, 126.1214787 8.5370632, 126.1215466 8.5370192, 126.1216055 8.5369854, 126.1217111 8.5369168)",,,,,
109699893,residential,False,True,54.44199999999999,"LINESTRING (126.1213159 8.5371687, 126.121271 8.5371137, 126.1212247 8.5370416, 126.1211765 8.5369773, 126.1211271 8.5369314, 126.1210737 8.5369083, 126.1209938 8.5368993, 126.120944 8.5368976)",,,,,
161542818,residential,False,False,23.418999999999997,"LINESTRING (126.1213159 8.5371687, 126.121246 8.5372497, 126.1211819 8.5373323)",,,,,
"[109696056, 853181752, 109696059]",residential,False,True,83.773,"LINESTRING (126.1216072 8.5375594, 126.1215992 8.5375123, 126.1215951 8.5374652, 126.1215971 8.5374188, 126.1216152 8.5373651, 126.1216468 8.5373286, 126.1216836 8.5372915, 126.1217165 8.537265, 126.1217413 8.5372457, 126.1217705 8.5372212, 126.1217923 8.5372, 126.1218189 8.5371653, 126.1217514 8.5370169, 126.1217111 8.5369168)",yes,,,,
337812620,trunk,False,True,72.236,"LINESTRING (126.120944 8.5368976, 126.1208569 8.5375415)",,2,902,Surigao-Davao Coastal Road,
109699893,residential,False,False,54.442,"LINESTRING (126.120944 8.5368976, 126.1209938 8.5368993, 126.1210737 8.5369083, 126.1211271 8.5369314, 126.1211765 8.5369773, 126.1212247 8.5370416, 126.121271 8.5371137, 126.1213159 8.5371687)",,,,,
337813059,trunk,False,True,42.4,"LINESTRING (126.120944 8.5368976, 126.1209848 8.5366479, 126.120999 8.5365203)",,2,902,Surigao-Davao Coastal Road,
868448955,tertiary,False,False,79.109,"LINESTRING (126.120944 8.5368976, 126.12036 8.5370342, 126.1202433 8.5370587)",,2,905,San Francisco-Bahi-Barobo Road,40
337813059,trunk,False,False,61.152,"LINESTRING (126.1212451 8.5341914, 126.1211948 8.5347391)",,2,902,Surigao-Davao Coastal Road,
337813059,trunk,False,True,42.739,"LINESTRING (126.1212451 8.5341914, 126.1212619 8.5338074)",,2,902,Surigao-Davao Coastal Road,
853184884,tertiary,False,True,43.005,"LINESTRING (126.1212451 8.5341914, 126.121636 8.5342033)",,,,,
161542815,residential,False,True,33.694,"LINESTRING (126.1250679 8.5320561, 126.1248115 8.532222)",,,,,
161542830,residential,False,True,8.329,"LINESTRING (126.1233456 8.532149, 126.1232722 8.5321675)",,,,,
161542834,residential,False,False,109.31800000000001,"LINESTRING (126.1233456 8.532149, 126.1235833 8.5323797, 126.1237201 8.5325176, 126.1237818 8.5325813, 126.1238703 8.5327166, 126.1239615 8.5329076)",,,,,
161542830,residential,False,False,8.329,"LINESTRING (126.1232722 8.5321675, 126.1233456 8.532149)",,,,,
