osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,bridge,width
77181727,San Jose Street,residential,False,False,147.631,,,"LINESTRING (120.7979591 14.181866, 120.7973023 14.183031)",,
79082382,Santo Niño Street,residential,False,False,35.047,,,"LINESTRING (120.7979591 14.181866, 120.7976557 14.1817528)",,
79082382,Santo Niño Street,residential,False,True,34.888,,,"LINESTRING (120.7979591 14.181866, 120.7982582 14.1819858)",,
79082375,Real Street,secondary,False,False,117.225,2,40,"LINESTRING (120.7964502 14.183773, 120.7969769 14.1828507)",,
79082375,Real Street,secondary,False,True,92.739,2,40,"LINESTRING (120.7964502 14.183773, 120.7960237 14.1844973)",,
79082386,13 Martirez Street,residential,False,False,44.328,,,"LINESTRING (120.7964502 14.183773, 120.7960675 14.1836272)",,
79082386,13 Martirez Street,residential,False,True,40.292,,,"LINESTRING (120.7964502 14.183773, 120.7967941 14.1839149)",,
77181727,San Jose Street,residential,False,False,112.524,,,"LINESTRING (120.7973023 14.183031, 120.7967941 14.1839149)",,
77181727,San Jose Street,residential,False,True,147.631,,,"LINESTRING (120.7973023 14.183031, 120.7979591 14.181866)",,
79082374,Lopez Jaena Street,residential,False,False,40.877,,,"LINESTRING (120.7973023 14.183031, 120.7976404 14.1831974)",,
79082374,Lopez Jaena Street,residential,False,True,40.405,,,"LINESTRING (120.7973023 14.183031, 120.7969769 14.1828507)",,
79082375,Real Street,secondary,False,True,142.334,2,40,"LINESTRING (120.7976557 14.1817528, 120.7969769 14.1828507)",,
79082382,Santo Niño Street,residential,False,True,35.047,,,"LINESTRING (120.7976557 14.1817528, 120.7979591 14.181866)",,
152429804,Santo Niño Street,residential,False,True,57.67100000000001,,,"LINESTRING (120.7976557 14.1817528, 120.7972355 14.1816035, 120.797152 14.1815784)",,
79082374,Lopez Jaena Street,residential,False,False,40.405,,,"LINESTRING (120.7969769 14.1828507, 120.7973023 14.183031)",,
79082374,Lopez Jaena Street,residential,False,True,41.814,,,"LINESTRING (120.7969769 14.1828507, 120.7966372 14.1826692)",,
79082375,Real Street,secondary,False,False,142.334,2,40,"LINESTRING (120.7969769 14.1828507, 120.7976557 14.1817528)",,
79082375,Real Street,secondary,False,True,117.225,2,40,"LINESTRING (120.7969769 14.1828507, 120.7964502 14.183773)",,
79082381,Magallanes Street,tertiary,False,False,41.205,2,40,"LINESTRING (120.7972606 14.1849513, 120.7976274 14.1850555)",,
79082381,Magallanes Street,tertiary,False,True,57.608,2,40,"LINESTRING (120.7972606 14.1849513, 120.7967536 14.1847876)",,
"[79082376, 79082386]","['P. Zamora Street', '13 Martirez Street']",residential,False,False,119.73500000000001,,,"LINESTRING (120.7972606 14.1849513, 120.797442 14.1842789, 120.7974478 14.1842492, 120.7974451 14.1842213, 120.7974317 14.1841998, 120.7974053 14.1841816, 120.7971544 14.1840715)",,
1134739991,P. Zamora Street,residential,False,False,116.765,,,"LINESTRING (120.7972606 14.1849513, 120.7971549 14.1852919, 120.79692 14.1859479)",,
77181727,San Jose Street,residential,False,True,112.524,,,"LINESTRING (120.7967941 14.1839149, 120.7973023 14.183031)",,
79082386,13 Martirez Street,residential,False,False,40.292,,,"LINESTRING (120.7967941 14.1839149, 120.7964502 14.183773)",,
79082386,13 Martirez Street,residential,False,True,42.567,,,"LINESTRING (120.7967941 14.1839149, 120.7971544 14.1840715)",,
"[79082385, 77181727]",San Jose Street,residential,False,False,93.39399999999999,,,"LINESTRING (120.7967941 14.1839149, 120.7965221 14.1844063, 120.7965298 14.1844534, 120.7965305 14.1844956, 120.796515 14.1845437, 120.7964553 14.1846733)",,
77181724,,residential,False,False,110.418,,,"LINESTRING (120.7971544 14.1840715, 120.7976404 14.1831974)",,
79082386,13 Martirez Street,residential,False,False,42.567,,,"LINESTRING (120.7971544 14.1840715, 120.7967941 14.1839149)",,
"[79082376, 79082386]","['P. Zamora Street', '13 Martirez Street']",residential,False,True,119.735,,,"LINESTRING (120.7971544 14.1840715, 120.7974053 14.1841816, 120.7974317 14.1841998, 120.7974451 14.1842213, 120.7974478 14.1842492, 120.797442 14.1842789, 120.7972606 14.1849513)",,
77181725,Juan Luna Street,residential,False,True,56.413,,,"LINESTRING (120.7963845 14.1856934, 120.7959098 14.1854799)",,
79082373,Belostrino Street,tertiary,False,False,108.296,,,"LINESTRING (120.7963845 14.1856934, 120.7967536 14.1847876)",,
152429802,Juan Luna Street,residential,False,False,64.292,,,"LINESTRING (120.7963845 14.1856934, 120.79692 14.1859479)",,
152429807,,tertiary,False,True,136.67,,,"LINESTRING (120.7963845 14.1856934, 120.7958829 14.1868222)",,
77181724,,residential,False,True,150.288,,,"LINESTRING (120.7982582 14.1819858, 120.7976404 14.1831974)",,
79082382,Santo Niño Street,residential,False,False,34.888,,,"LINESTRING (120.7982582 14.1819858, 120.7979591 14.181866)",,
79082382,Santo Niño Street,residential,False,True,112.127,,,"LINESTRING (120.7982582 14.1819858, 120.7991539 14.1822685, 120.7992492 14.1822911)",,
77181724,,residential,False,False,150.288,,,"LINESTRING (120.7976404 14.1831974, 120.7982582 14.1819858)",,
77181724,,residential,False,True,110.418,,,"LINESTRING (120.7976404 14.1831974, 120.7971544 14.1840715)",,
79082374,Lopez Jaena Street,residential,False,True,40.877,,,"LINESTRING (120.7976404 14.1831974, 120.7973023 14.183031)",,
"[1134739988, 79082374]",Lopez Jaena Street,residential,False,False,188.378,,,"LINESTRING (120.7976404 14.1831974, 120.7981934 14.1834561, 120.7980604 14.1840169, 120.798015 14.1842727, 120.7979688 14.1845327)",,
79082373,Belostrino Street,tertiary,False,True,108.296,,,"LINESTRING (120.7967536 14.1847876, 120.7963845 14.1856934)",,
79082381,Magallanes Street,tertiary,False,False,57.608,2,40,"LINESTRING (120.7967536 14.1847876, 120.7972606 14.1849513)",,
79082381,Magallanes Street,tertiary,False,True,34.579,2,40,"LINESTRING (120.7967536 14.1847876, 120.7964553 14.1846733)",,
79082374,Lopez Jaena Street,residential,False,False,53.620999999999995,,,"LINESTRING (120.7961846 14.1824694, 120.7963299 14.1825294, 120.7966372 14.1826692)",,
"[152429812, 79082374]","['Lopez Jaena Street', 'Balagtas Street']",residential,False,True,108.963,,,"LINESTRING (120.7961846 14.1824694, 120.7961208 14.1824562, 120.7960596 14.1824481, 120.7955505 14.182421, 120.7954985 14.1824237, 120.7954574 14.1824421, 120.7954287 14.182484, 120.7953405 14.1826843)",,
79082378,Mabini Street,residential,False,True,124.643,,,"LINESTRING (120.7961846 14.1824694, 120.79615 14.1825485, 120.7956621 14.1834691)",,
1134736086,Real Street,secondary,False,False,142.456,2,,"LINESTRING (120.794233 14.187627, 120.7948757 14.1865076)",,
1134736086,Real Street,secondary,False,True,114.663,2,,"LINESTRING (120.794233 14.187627, 120.794209 14.1876584, 120.7941695 14.1876915, 120.7941246 14.1877187, 120.7933041 14.1881182)",,
"[79082377, 1134739989]",Rizal Street,residential,False,False,188.154,,,"LINESTRING (120.794233 14.187627, 120.7938513 14.1874612, 120.7945803 14.1863861)",,
"[152429818, 1134739990]",San Jose Street,residential,False,True,183.23399999999998,,,"LINESTRING (120.794233 14.187627, 120.7945903 14.1877607, 120.7952162 14.1866376)",,
79082374,Lopez Jaena Street,residential,False,False,41.814,,,"LINESTRING (120.7966372 14.1826692, 120.7969769 14.1828507)",,
79082377,Rizal Street,residential,False,True,122.962,,,"LINESTRING (120.7966372 14.1826692, 120.7960675 14.1836272)",,
79082374,Lopez Jaena Street,residential,False,True,53.620999999999995,,,"LINESTRING (120.7966372 14.1826692, 120.7963299 14.1825294, 120.7961846 14.1824694)",,
79082377,Rizal Street,residential,False,False,133.477,,,"LINESTRING (120.7966372 14.1826692, 120.7969975 14.1819562, 120.797152 14.1815784)",,
79082386,13 Martirez Street,residential,False,False,66.393,,,"LINESTRING (120.7956621 14.1834691, 120.7950945 14.1832374)",,
79082386,13 Martirez Street,residential,False,True,47.108,,,"LINESTRING (120.7956621 14.1834691, 120.7960675 14.1836272)",,
152429809,,residential,False,True,91.132,,,"LINESTRING (120.7956621 14.1834691, 120.795285 14.1842026)",,
79082378,Mabini Street,residential,False,False,124.643,,,"LINESTRING (120.7956621 14.1834691, 120.79615 14.1825485, 120.7961846 14.1824694)",,
79082375,Real Street,secondary,False,False,92.739,2,40,"LINESTRING (120.7960237 14.1844973, 120.7964502 14.183773)",,
79082381,Magallanes Street,tertiary,False,False,42.219,2,40,"LINESTRING (120.7960237 14.1844973, 120.7963847 14.1846445)",,
