osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,maxspeed
163568223,residential,False,True,31.699,,,,"LINESTRING (123.680162 13.4546463, 123.6798856 13.4545514)",
163576766,primary,False,False,84.773,4,630,Tiwi-Tabaco National Road,"LINESTRING (123.680162 13.4546463, 123.6802478 13.4543698, 123.6803618 13.4539094)",
163576766,primary,False,True,76.69300000000001,4,630,Tiwi-Tabaco National Road,"LINESTRING (123.680162 13.4546463, 123.6801311 13.4547467, 123.6799434 13.4553024)",
163568223,residential,False,False,31.699,,,,"LINESTRING (123.6798856 13.4545514, 123.680162 13.4546463)",
163568252,residential,False,False,99.206,,,,"LINESTRING (123.6790637 13.4550494, 123.6799434 13.4553024)",
163568252,residential,False,True,99.206,,,,"LINESTRING (123.6799434 13.4553024, 123.6790637 13.4550494)",
163576766,primary,False,True,80.179,4,630,Tiwi-Tabaco National Road,"LINESTRING (123.6799434 13.4553024, 123.6796953 13.4559819)",
163576766,primary,False,False,76.69300000000001,4,630,Tiwi-Tabaco National Road,"LINESTRING (123.6799434 13.4553024, 123.6801311 13.4547467, 123.680162 13.4546463)",
163568473,unclassified,False,False,104.768,,,,"LINESTRING (123.6785514 13.4565075, 123.6793834 13.4569902)",
1038206229,residential,False,False,34.581,,,,"LINESTRING (123.6785514 13.4565075, 123.6783904 13.4567762)",
"[163568473, 912664493]",unclassified,False,True,176.83499999999998,,,,"LINESTRING (123.6785514 13.4565075, 123.6774911 13.4558412, 123.6772478 13.4556884, 123.67717 13.4556597)",
1038206229,residential,False,False,42.293,,,,"LINESTRING (123.6783904 13.4567762, 123.6782081 13.4571127)",
1038206229,residential,False,True,34.581,,,,"LINESTRING (123.6783904 13.4567762, 123.6785514 13.4565075)",
163571303,unclassified,False,False,105.31,,,,"LINESTRING (123.6783904 13.4567762, 123.6787897 13.4570295, 123.6792206 13.4572705)",
163571303,unclassified,False,True,169.375,,,,"LINESTRING (123.6783904 13.4567762, 123.678113 13.456651, 123.6779708 13.4565988, 123.6772881 13.4564553, 123.6768884 13.4563667)",
1038206229,residential,False,True,42.293,,,,"LINESTRING (123.6782081 13.4571127, 123.6783904 13.4567762)",
259311700,residential,False,False,104.52799999999999,,,,"LINESTRING (123.6782081 13.4571127, 123.6782289 13.4571269, 123.6785702 13.4573605, 123.6790118 13.4576345)",
259311700,residential,False,True,161.011,,,,"LINESTRING (123.6782081 13.4571127, 123.6778322 13.456951, 123.677462 13.4568831, 123.6771938 13.4568414, 123.6771752 13.4568367, 123.6770736 13.4568092, 123.6767884 13.4567045)",
163568473,unclassified,False,True,104.768,,,,"LINESTRING (123.6793834 13.4569902, 123.6785514 13.4565075)",
163576766,primary,False,True,35.797,4,630,Tiwi-Tabaco National Road,"LINESTRING (123.6793834 13.4569902, 123.6792206 13.4572705)",
