osmid,oneway,name,highway,reversed,length,lanes,bridge,geometry,ref,maxspeed
153545262,False,Senator Tomas Gomez Street,secondary,True,42.581,,,"LINESTRING (124.5936529 12.0691359, 124.5938161 12.069484)",,
337410417,False,Senator Tomas Gomez Street,secondary,False,38.098,,,"LINESTRING (124.5936529 12.0691359, 124.5935061 12.0688248)",,
153370081,True,Umbria Street,residential,False,50.82,,,"LINESTRING (124.5937316 12.0671801, 124.5939588 12.0675795)",,
264024338,False,Jose D. Avelino Street,primary,False,67.76,2,,"LINESTRING (124.5937316 12.0671801, 124.594279 12.0668889)",1,40
264024338,False,Jose D. Avelino Street,primary,True,107.59,2,,"LINESTRING (124.5937316 12.0671801, 124.5936775 12.0672066, 124.5934582 12.067314, 124.5931993 12.0674412, 124.5929525 12.0675611, 124.5929304 12.0675723, 124.5928474 12.0676143)",1,40
148694421,False,Capoocan Old Road,tertiary,False,96.314,,,"LINESTRING (124.5907702 12.0677953, 124.5907069 12.0676262, 124.5902511 12.0671046)",,
148694421,False,Capoocan Old Road,tertiary,True,37.358,,,"LINESTRING (124.5907702 12.0677953, 124.5907911 12.0679236, 124.5907959 12.0681296)",,
148695632,False,,residential,True,109.864,,,"LINESTRING (124.5907702 12.0677953, 124.5909616 12.067685, 124.5910095 12.0676573, 124.5917336 12.0677658)",,
148694421,False,Capoocan Old Road,tertiary,True,96.314,,,"LINESTRING (124.5902511 12.0671046, 124.5907069 12.0676262, 124.5907702 12.0677953)",,
318666950,False,,residential,False,117.026,,,"LINESTRING (124.5902511 12.0671046, 124.5904218 12.0669324, 124.5905547 12.066798, 124.5906025 12.0667668, 124.590753 12.0667574, 124.5911845 12.0667608)",,
148694421,False,Capoocan Old Road,tertiary,False,35.231,,,"LINESTRING (124.5907905 12.0684464, 124.5907959 12.0681296)",,
155021772,False,Navarro Street,tertiary,True,49.215999999999994,2,,"LINESTRING (124.5907905 12.0684464, 124.5907926 12.0687534, 124.5907935 12.068889)",,
264024337,False,Jose D. Avelino Street,primary,False,49.22,,,"LINESTRING (124.5907905 12.0684464, 124.5909244 12.0684419, 124.5910081 12.068439, 124.5910557 12.0684343, 124.5910946 12.0684301, 124.5911325 12.0684274, 124.5912421 12.068419)",1,20
1039223364,False,Jose D. Avelino Street,primary,True,36.928,,,"LINESTRING (124.5907905 12.0684464, 124.5906608 12.0684443, 124.590454 12.0684092)",1,20
148695632,False,,residential,False,109.864,,,"LINESTRING (124.5917336 12.0677658, 124.5910095 12.0676573, 124.5909616 12.067685, 124.5907702 12.0677953)",,
155021772,False,Navarro Street,tertiary,False,51.928,2,,"LINESTRING (124.5911216 12.0701076, 124.5910624 12.0700381, 124.5910009 12.0699296, 124.5908946 12.0696995)",,
"[1039223354, 149140523, 155021772, 155021773]",False,Navarro Street,tertiary,"[False, True]",214.604,2,cantilever,"LINESTRING (124.5911216 12.0701076, 124.5911935 12.0701604, 124.5912757 12.0701843, 124.5913897 12.0701808, 124.5914806 12.0701518, 124.5915624 12.0701164, 124.5918454 12.0699819, 124.5921808 12.069825, 124.5923296 12.0697553, 124.5929127 12.0694803)",,
327081329,False,,residential,True,80.148,,,"LINESTRING (124.5911216 12.0701076, 124.5909957 12.0702028, 124.5908897 12.0702656, 124.590496 12.0704867)",,
149140525,False,Orquin Street,residential,False,73.669,,,"LINESTRING (124.5934443 12.0704953, 124.5931202 12.0699135)",,
155021770,False,Cajurao Street,tertiary,False,88.928,,,"LINESTRING (124.5934443 12.0704953, 124.5941226 12.0700485)",,
"[155021770, 155021771, 254486309]",False,"['Cajuao Street', 'Cajurao Street']",tertiary,True,91.89699999999999,,yes,"LINESTRING (124.5934443 12.0704953, 124.5934137 12.0705171, 124.5930076 12.0707793, 124.592746 12.0709606)",,
264539136,False,Senator Tomas Gomez Street,secondary,True,53.437,,,"LINESTRING (124.5928474 12.0676143, 124.5930829 12.0680361)",,
264024338,False,Jose D. Avelino Street,primary,False,107.59,2,,"LINESTRING (124.5928474 12.0676143, 124.5929304 12.0675723, 124.5929525 12.0675611, 124.5931993 12.0674412, 124.5934582 12.067314, 124.5936775 12.0672066, 124.5937316 12.0671801)",1,40
"[155012672, 264024337, 264024338, 1039223363]",False,Jose D. Avelino Street,primary,True,196.308,2,cantilever,"LINESTRING (124.5928474 12.0676143, 124.5927196 12.0676839, 124.592363 12.0678608, 124.5922323 12.0679308, 124.5920433 12.0680369, 124.5919065 12.0681042, 124.5917623 12.0681789, 124.5915323 12.0682963, 124.5913561 12.0683781, 124.5912421 12.068419)",1,"['15', '40', '20']"
377571986,False,Senator Tomas Gomez Street,secondary,False,291.586,,,"LINESTRING (124.5928474 12.0676143, 124.5926267 12.0671803, 124.592212 12.0661281, 124.5921437 12.0659549, 124.5920991 12.0658284, 124.591847 12.0651834)",,
109378817,False,Bugallon,residential,True,107.931,,,"LINESTRING (124.5930829 12.0680361, 124.5939588 12.0675795)",,
264539136,False,Senator Tomas Gomez Street,secondary,False,53.437,,,"LINESTRING (124.5930829 12.0680361, 124.5928474 12.0676143)",,
264539136,False,Senator Tomas Gomez Street,secondary,True,42.097,,,"LINESTRING (124.5930829 12.0680361, 124.5932739 12.0683654)",,
149142186,False,Nijaga,residential,False,111.844,,,"LINESTRING (124.5935061 12.0688248, 124.5944173 12.0683582)",,
149142186,False,Nijaga,residential,True,88.171,,,"LINESTRING (124.5935061 12.0688248, 124.5927815 12.0691807)",,
337410417,False,Senator Tomas Gomez Street,secondary,False,39.48,,,"LINESTRING (124.5935061 12.0688248, 124.5933529 12.0685029)",,
337410417,False,Senator Tomas Gomez Street,secondary,True,38.098,,,"LINESTRING (124.5935061 12.0688248, 124.5936529 12.0691359)",,
149140525,False,Orquin Street,residential,True,36.24,,,"LINESTRING (124.5927815 12.0691807, 124.5929127 12.0694803)",,
149142186,False,Nijaga,residential,False,88.171,,,"LINESTRING (124.5927815 12.0691807, 124.5935061 12.0688248)",,
"[425085189, 149140525]",False,"['Gelera', 'Orquin Street']",residential,False,128.585,,,"LINESTRING (124.5927815 12.0691807, 124.5926113 12.0688916, 124.5933529 12.0685029)",,
149557784,False,,tertiary,True,56.392,,,"LINESTRING (124.5950257 12.0694537, 124.5954583 12.069174)",,
184717494,False,Umbria Street,unclassified,True,46.303,,,"LINESTRING (124.5950257 12.0694537, 124.5948165 12.069091)",,
1117758701,False,Umbria Street,residential,False,75.693,,,"LINESTRING (124.5950257 12.0694537, 124.595425 12.0700113)",,
155021770,False,Cajurao Street,tertiary,True,118.40100000000001,,,"LINESTRING (124.5950257 12.0694537, 124.5944674 12.0698156, 124.5941226 12.0700485)",,
149140525,False,Orquin Street,residential,False,44.706,,,"LINESTRING (124.5930833 12.0698461, 124.5929127 12.0694803)",,
264030344,True,Magsaysay Boulevard,tertiary,False,89.277,2,,"LINESTRING (124.5930833 12.0698461, 124.5938161 12.069484)",,
149140525,False,Orquin Street,residential,True,8.533000000000001,,,"LINESTRING (124.5930833 12.0698461, 124.5931034 12.0698758, 124.5931202 12.0699135)",,
184717494,False,Umbria Street,unclassified,False,8.021,,,"LINESTRING (124.5947788 12.069029, 124.5948165 12.069091)",,
264030344,True,Magsaysay Boulevard,tertiary,False,56.583,2,,"LINESTRING (124.5947788 12.069029, 124.5952404 12.0687941)",,
153370079,True,Magsaysay Boulevard,tertiary,False,116.478,2,,"LINESTRING (124.5948165 12.069091, 124.5938576 12.0695579)",,
184717494,False,Umbria Street,unclassified,False,46.303,,,"LINESTRING (124.5948165 12.069091, 124.5950257 12.0694537)",,
184717494,False,Umbria Street,unclassified,True,8.021,,,"LINESTRING (124.5948165 12.069091, 124.5947788 12.069029)",,
149142186,False,Nijaga,residential,False,59.252,,,"LINESTRING (124.5944173 12.0683582, 124.5949056 12.0681217)",,
149142186,False,Nijaga,residential,True,111.844,,,"LINESTRING (124.5944173 12.0683582, 124.5935061 12.0688248)",,
184717495,True,Umbria Street,unclassified,False,40.124,,,"LINESTRING (124.5944173 12.0683582, 124.5945818 12.0686812)",,
149144494,True,Rosales Boulevard,unclassified,False,61.804,,,"LINESTRING (124.5941526 12.0679106, 124.5946592 12.0676586)",,
184717485,False,Umbria Street,unclassified,False,9.651,,,"LINESTRING (124.5941526 12.0679106, 124.5941978 12.0679853)",,
149144494,True,Rosales Boulevard,unclassified,False,108.106,,,"LINESTRING (124.5932739 12.0683654, 124.5941526 12.0679106)",,
264539136,False,Senator Tomas Gomez Street,secondary,False,42.097,,,"LINESTRING (124.5932739 12.0683654, 124.5930829 12.0680361)",,
264539136,False,Senator Tomas Gomez Street,secondary,True,9.902,,,"LINESTRING (124.5932739 12.0683654, 124.5933212 12.0684415)",,
149399604,False,Burgos Street,unclassified,False,44.771,,,"LINESTRING (124.5973574 12.0653597, 124.5975476 12.0657168)",,
264024338,False,Jose D. Avelino Street,primary,True,77.837,2,,"LINESTRING (124.5973574 12.0653597, 124.596696 12.0656274)",1,40
264024338,False,Jose D. Avelino Street,primary,False,76.413,2,,"LINESTRING (124.5973574 12.0653597, 124.5979712 12.0651112, 124.5980064 12.0650962)",1,40
149399606,False,Pido Street,tertiary,True,34.408,,,"LINESTRING (124.5985776 12.0648564, 124.598726 12.0651297)",,
264024338,False,Jose D. Avelino Street,primary,True,67.593,2,,"LINESTRING (124.5985776 12.0648564, 124.5980064 12.0650962)",1,40
149144494,True,Rosales Boulevard,unclassified,False,73.785,,,"LINESTRING (124.5977493 12.0661154, 124.5983514 12.0658094)",,
149399604,False,Burgos Street,unclassified,True,49.452,,,"LINESTRING (124.5977493 12.0661154, 124.5975476 12.0657168)",,
184717487,False,Burgos Street,unclassified,False,10.297,,,"LINESTRING (124.5977493 12.0661154, 124.5977913 12.0661984)",,
149144495,True,Rosales Boulevard,unclassified,False,75.327,,,"LINESTRING (124.5977913 12.0661984, 124.597181 12.0665189)",,
184717462,False,Burgos Street,unclassified,False,40.392,,,"LINESTRING (124.5977913 12.0661984, 124.597956 12.066524)",,
184717487,False,Burgos Street,unclassified,True,10.297,,,"LINESTRING (124.5977913 12.0661984, 124.5977493 12.0661154)",,
149399606,False,Pido Street,tertiary,False,49.236,,,"LINESTRING (124.598935 12.0655225, 124.598726 12.0651297)",,
149399606,False,Pido Street,tertiary,True,10.609,,,"LINESTRING (124.598935 12.0655225, 124.5989801 12.0656071)",,
184717462,False,Burgos Street,unclassified,True,96.986,,,"LINESTRING (124.5983652 12.067299, 124.597956 12.066524)",,
184717472,False,Burgos Street,unclassified,False,9.189,,,"LINESTRING (124.5983652 12.067299, 124.5984048 12.067372)",,
264030344,True,Magsaysay Boulevard,tertiary,False,89.771,2,,"LINESTRING (124.5983652 12.067299, 124.5991259 12.0669853)",,
149144495,True,Rosales Boulevard,unclassified,False,71.493,,,"LINESTRING (124.5989801 12.0656071, 124.5983876 12.0658858)",,
149399606,False,Pido Street,tertiary,False,10.609,,,"LINESTRING (124.5989801 12.0656071, 124.598935 12.0655225)",,
149399606,False,Pido Street,tertiary,True,36.686,,,"LINESTRING (124.5989801 12.0656071, 124.5991344 12.0659005)",,
153370079,True,Magsaysay Boulevard,tertiary,False,57.857,2,,"LINESTRING (124.5984048 12.067372, 124.5979221 12.0675909)",,
184717472,False,Burgos Street,unclassified,True,9.189,,,"LINESTRING (124.5984048 12.067372, 124.5983652 12.067299)",,
"[202384210, 897500131, 325791303]",False,Burgos Street,residential,"[False, True]",139.365,,,"LINESTRING (124.5984048 12.067372, 124.59877 12.0681102, 124.5986791 12.0682784, 124.5985894 12.0684594, 124.5985862 12.0685012)",,
149144494,True,Rosales Boulevard,unclassified,False,103.291,,,"LINESTRING (124.5952102 12.0673905, 124.5960607 12.0669768)",,
184717486,False,Rueda Street,tertiary,True,9.605,,,"LINESTRING (124.5952102 12.0673905, 124.5952466 12.0674692)",,
184717492,False,Rueda Street,tertiary,False,45.255,,,"LINESTRING (124.5952102 12.0673905, 124.5950391 12.0670195)",,
264030344,True,Magsaysay Boulevard,tertiary,False,111.486,2,,"LINESTRING (124.5957547 12.0685606, 124.5966731 12.0681149)",,
1263703269,True,Rueda Street,tertiary,False,7.289,,,"LINESTRING (124.5957547 12.0685606, 124.5957837 12.0686197)",,
149144495,True,Rosales Boulevard,unclassified,False,67.285,,,"LINESTRING (124.5952466 12.0674692, 124.5946963 12.0677459)",,
184717486,False,Rueda Street,tertiary,False,9.605,,,"LINESTRING (124.5952466 12.0674692, 124.5952102 12.0673905)",,
337410413,False,Rueda Street,tertiary,True,45.423,,,"LINESTRING (124.5952466 12.0674692, 124.5954183 12.0678416)",,
153370079,True,Magsaysay Boulevard,tertiary,False,61.101,2,,"LINESTRING (124.5957837 12.0686197, 124.5952815 12.0688662)",,
1263703269,True,Rueda Street,tertiary,False,33.922,,,"LINESTRING (124.5957837 12.0686197, 124.5959198 12.0688942)",,
149402408,False,Asis Street,unclassified,False,55.298,,,"LINESTRING (124.5956265 12.0661697, 124.5958633 12.0666098)",,
264024338,False,Jose D. Avelino Street,primary,False,57.897,2,,"LINESTRING (124.5956265 12.0661697, 124.5960926 12.065918)",1,40
264024338,False,Jose D. Avelino Street,primary,True,97.35,2,,"LINESTRING (124.5956265 12.0661697, 124.5948407 12.0665892)",1,40
149144495,True,Rosales Boulevard,unclassified,False,103.847,,,"LINESTRING (124.5960981 12.0670463, 124.5952466 12.0674692)",,
184717459,False,Asis Street,unclassified,False,43.085,,,"LINESTRING (124.5960981 12.0670463, 124.5962826 12.0673892)",,
184717488,False,Asis Street,unclassified,True,8.733,,,"LINESTRING (124.5960981 12.0670463, 124.5960607 12.0669768)",,
184717492,False,Rueda Street,tertiary,True,52.486,,,"LINESTRING (124.5948407 12.0665892, 124.5950391 12.0670195)",,
264024338,False,Jose D. Avelino Street,primary,False,97.35,2,,"LINESTRING (124.5948407 12.0665892, 124.5956265 12.0661697)",1,40
264024338,False,Jose D. Avelino Street,primary,True,69.577,2,,"LINESTRING (124.5948407 12.0665892, 124.5947814 12.0666208, 124.5946882 12.0666705, 124.5944464 12.0667996, 124.5944005 12.0668241, 124.594279 12.0668889)",1,40
184717480,False,,unclassified,False,8.619,,,"LINESTRING (124.5966731 12.0681149, 124.59671 12.0681835)",,
264030344,True,Magsaysay Boulevard,tertiary,False,69.319,2,,"LINESTRING (124.5966731 12.0681149, 124.5972408 12.0678313)",,
184717459,False,Asis Street,unclassified,True,43.599000000000004,,,"LINESTRING (124.5966731 12.0681149, 124.5965969 12.0679733, 124.5964864 12.0677679)",,
149144494,True,Rosales Boulevard,unclassified,False,62.664,,,"LINESTRING (124.5960607 12.0669768, 124.5965722 12.0667172)",,
149402408,False,Asis Street,unclassified,True,46.109,,,"LINESTRING (124.5960607 12.0669768, 124.5958633 12.0666098)",,
184717488,False,Asis Street,unclassified,False,8.733,,,"LINESTRING (124.5960607 12.0669768, 124.5960981 12.0670463)",,
149144495,True,Rosales Boulevard,unclassified,False,68.484,,,"LINESTRING (124.597181 12.0665189, 124.5966137 12.0667864)",,
184717483,False,Rama Street,unclassified,False,38.424,,,"LINESTRING (124.597181 12.0665189, 124.5973469 12.066824)",,
184717489,False,Rama Street,unclassified,True,11.273,,,"LINESTRING (124.597181 12.0665189, 124.5971323 12.0664294)",,
149144494,True,Rosales Boulevard,unclassified,False,75.633,,,"LINESTRING (124.5971323 12.0664294, 124.5977493 12.0661154)",,
149403496,False,Rama Street,unclassified,True,49.613,,,"LINESTRING (124.5971323 12.0664294, 124.596918 12.0660355)",,
184717489,False,Rama Street,unclassified,False,11.273,,,"LINESTRING (124.5971323 12.0664294, 124.597181 12.0665189)",,
149403496,False,Rama Street,unclassified,False,51.4,,,"LINESTRING (124.596696 12.0656274, 124.596918 12.0660355)",,
264024338,False,Jose D. Avelino Street,primary,False,77.837,2,,"LINESTRING (124.596696 12.0656274, 124.5973574 12.0653597)",1,40
264024338,False,Jose D. Avelino Street,primary,True,73.138,2,,"LINESTRING (124.596696 12.0656274, 124.5960926 12.065918)",1,40
184717476,False,,tertiary_link,False,8.797,,,"LINESTRING (124.5978224 12.0675516, 124.5978585 12.0676224)",,
264030344,True,Magsaysay Boulevard,tertiary,False,65.369,2,,"LINESTRING (124.5978224 12.0675516, 124.5978786 12.0675234, 124.5983652 12.067299)",,
153370079,True,Magsaysay Boulevard,tertiary,False,69.813,2,,"LINESTRING (124.5978585 12.0676224, 124.5972858 12.0679062)",,
184717476,False,,tertiary_link,True,8.797,,,"LINESTRING (124.5978585 12.0676224, 124.5978224 12.0675516)",,
149557789,False,Pajarito Street,residential,True,55.021,,,"LINESTRING (124.5957326 12.0695898, 124.5954583 12.069174)",,
149557784,False,,tertiary,False,56.392,,,"LINESTRING (124.5954583 12.069174, 124.5950257 12.0694537)",,
149557784,False,,tertiary,True,59.044,,,"LINESTRING (124.5954583 12.069174, 124.5959198 12.0688942)",,
149557789,False,Pajarito Street,residential,False,55.021,,,"LINESTRING (124.5954583 12.069174, 124.5957326 12.0695898)",,
184717481,False,Pajarito Street,unclassified,True,39.256,,,"LINESTRING (124.5954583 12.069174, 124.5952815 12.0688662)",,
184717479,False,Pajarito Street,unclassified,False,9.179,,,"LINESTRING (124.5952404 12.0687941, 124.5952815 12.0688662)",,
184717482,False,Pajarito Street,unclassified,True,42.703,,,"LINESTRING (124.5952404 12.0687941, 124.5950715 12.0684474)",,
264030344,True,Magsaysay Boulevard,tertiary,False,61.657,2,,"LINESTRING (124.5952404 12.0687941, 124.5957547 12.0685606)",,
153370079,True,Magsaysay Boulevard,tertiary,False,56.404,2,,"LINESTRING (124.5952815 12.0688662, 124.5948165 12.069091)",,
184717479,False,Pajarito Street,unclassified,True,9.179,,,"LINESTRING (124.5952815 12.0688662, 124.5952404 12.0687941)",,
184717481,False,Pajarito Street,unclassified,False,39.256,,,"LINESTRING (124.5952815 12.0688662, 124.5954583 12.069174)",,
149144494,True,Rosales Boulevard,unclassified,False,66.921,,,"LINESTRING (124.5946592 12.0676586, 124.5952102 12.0673905)",,
149558224,False,Pajarito Street,residential,True,43.206,,,"LINESTRING (124.5946592 12.0676586, 124.5944979 12.0673035)",,
184717490,False,Pajarito Street,unclassified,False,10.512,,,"LINESTRING (124.5946592 12.0676586, 124.5946963 12.0677459)",,
149144495,True,Rosales Boulevard,unclassified,False,60.39,,,"LINESTRING (124.5946963 12.0677459, 124.5941978 12.0679853)",,
184717482,False,Pajarito Street,unclassified,False,47.583,,,"LINESTRING (124.5946963 12.0677459, 124.5949056 12.0681217)",,
184717490,False,Pajarito Street,unclassified,True,10.512,,,"LINESTRING (124.5946963 12.0677459, 124.5946592 12.0676586)",,
149558224,False,Pajarito Street,residential,False,51.884,,,"LINESTRING (124.594279 12.0668889, 124.5944979 12.0673035)",,
264024338,False,Jose D. Avelino Street,primary,True,67.76,2,,"LINESTRING (124.594279 12.0668889, 124.5937316 12.0671801)",1,40
264024338,False,Jose D. Avelino Street,primary,False,69.577,2,,"LINESTRING (124.594279 12.0668889, 124.5944005 12.0668241, 124.5944464 12.0667996, 124.5946882 12.0666705, 124.5947814 12.0666208, 124.5948407 12.0665892)",1,40
149559327,False,Licenciado Street,residential,True,9.66,,,"LINESTRING (124.5972408 12.0678313, 124.5972858 12.0679062)",,
184717468,False,Licenciado Street,residential,False,44.389,2,,"LINESTRING (124.5972408 12.0678313, 124.5970342 12.067487)",,
264030344,True,Magsaysay Boulevard,tertiary,False,62.827,2,,"LINESTRING (124.5972408 12.0678313, 124.5977597 12.0675828)",,
149144495,True,Rosales Boulevard,unclassified,False,63.075,,,"LINESTRING (124.5966137 12.0667864, 124.5960981 12.0670463)",,
184717468,False,Licenciado Street,residential,True,42.025,2,,"LINESTRING (124.5966137 12.0667864, 124.5968094 12.0671123)",,
184717484,False,Licenciado Street,residential,False,8.92,,,"LINESTRING (124.5966137 12.0667864, 124.5965722 12.0667172)",,
149559327,False,Licenciado Street,residential,False,9.66,,,"LINESTRING (124.5972858 12.0679062, 124.5972408 12.0678313)",,
153370079,True,Magsaysay Boulevard,tertiary,False,69.795,2,,"LINESTRING (124.5972858 12.0679062, 124.5971736 12.0679629, 124.5967394 12.0681697, 124.59671 12.0681835)",,
149575121,False,,residential,True,54.564,,,"LINESTRING (124.5960926 12.065918, 124.5958529 12.0654869)",,
264024338,False,Jose D. Avelino Street,primary,False,73.138,2,,"LINESTRING (124.5960926 12.065918, 124.596696 12.0656274)",1,40
264024338,False,Jose D. Avelino Street,primary,True,57.897,2,,"LINESTRING (124.5960926 12.065918, 124.5956265 12.0661697)",1,40
149142186,False,Nijaga,residential,False,71.991,,,"LINESTRING (124.5985548 12.0662134, 124.5991344 12.0659005)",,
149142186,False,Nijaga,residential,True,73.705,,,"LINESTRING (124.5985548 12.0662134, 124.597956 12.066524)",,
184717499,False,,residential,True,40.713,,,"LINESTRING (124.5985548 12.0662134, 124.5983876 12.0658858)",,
149144495,True,Rosales Boulevard,unclassified,False,73.57,,,"LINESTRING (124.5983876 12.0658858, 124.5977913 12.0661984)",,
184717491,False,,residential,True,9.363,,,"LINESTRING (124.5983876 12.0658858, 124.5983514 12.0658094)",,
184717499,False,,residential,False,40.713,,,"LINESTRING (124.5983876 12.0658858, 124.5985548 12.0662134)",,
149559760,False,,residential,False,38.457,,,"LINESTRING (124.5980064 12.0650962, 124.5981464 12.0654138)",,
264024338,False,Jose D. Avelino Street,primary,False,67.593,2,,"LINESTRING (124.5980064 12.0650962, 124.5985776 12.0648564)",1,40
264024338,False,Jose D. Avelino Street,primary,True,76.413,2,,"LINESTRING (124.5980064 12.0650962, 124.5979712 12.0651112, 124.5973574 12.0653597)",1,40
149144494,True,Rosales Boulevard,unclassified,False,71.027,,,"LINESTRING (124.5983514 12.0658094, 124.598935 12.0655225)",,
149559760,False,,residential,True,49.315,,,"LINESTRING (124.5983514 12.0658094, 124.5981464 12.0654138)",,
184717491,False,,residential,False,9.363,,,"LINESTRING (124.5983514 12.0658094, 124.5983876 12.0658858)",,
149142186,False,Nijaga,residential,False,106.598,,,"LINESTRING (124.5954183 12.0678416, 124.5962826 12.0673892)",,
149142186,False,Nijaga,residential,True,63.86,,,"LINESTRING (124.5954183 12.0678416, 124.5949056 12.0681217)",,
337410413,False,Rueda Street,tertiary,False,45.423,,,"LINESTRING (124.5954183 12.0678416, 124.5952466 12.0674692)",,
337410413,False,Rueda Street,tertiary,True,44.053,,,"LINESTRING (124.5954183 12.0678416, 124.5955861 12.0682022)",,
149142186,False,Nijaga,residential,False,65.034,,,"LINESTRING (124.5962826 12.0673892, 124.5968094 12.0671123)",,
149142186,False,Nijaga,residential,True,106.598,,,"LINESTRING (124.5962826 12.0673892, 124.5954183 12.0678416)",,
184717459,False,Asis Street,unclassified,False,47.585,,,"LINESTRING (124.5962826 12.0673892, 124.5964864 12.0677679)",,
184717459,False,Asis Street,unclassified,True,43.085,,,"LINESTRING (124.5962826 12.0673892, 124.5960981 12.0670463)",,
149142186,False,Nijaga,residential,False,63.86,,,"LINESTRING (124.5949056 12.0681217, 124.5954183 12.0678416)",,
149142186,False,Nijaga,residential,True,59.252,,,"LINESTRING (124.5949056 12.0681217, 124.5944173 12.0683582)",,
184717482,False,Pajarito Street,unclassified,False,40.46,,,"LINESTRING (124.5949056 12.0681217, 124.5950715 12.0684474)",,
184717482,False,Pajarito Street,unclassified,True,47.583,,,"LINESTRING (124.5949056 12.0681217, 124.5946963 12.0677459)",,
149142186,False,Nijaga,residential,False,66.661,,,"LINESTRING (124.5968094 12.0671123, 124.5973469 12.066824)",,
149142186,False,Nijaga,residential,True,65.034,,,"LINESTRING (124.5968094 12.0671123, 124.5962826 12.0673892)",,
184717468,False,Licenciado Street,residential,False,42.025,2,,"LINESTRING (124.5968094 12.0671123, 124.5966137 12.0667864)",,
184717468,False,Licenciado Street,residential,True,48.306,2,,"LINESTRING (124.5968094 12.0671123, 124.5970342 12.067487)",,
149142186,False,Nijaga,residential,True,71.991,,,"LINESTRING (124.5991344 12.0659005, 124.5985548 12.0662134)",,
149399606,False,Pido Street,tertiary,False,36.686,,,"LINESTRING (124.5991344 12.0659005, 124.5989801 12.0656071)",,
149142186,False,Nijaga,residential,False,73.705,,,"LINESTRING (124.597956 12.066524, 124.5985548 12.0662134)",,
149142186,False,Nijaga,residential,True,74.159,,,"LINESTRING (124.597956 12.066524, 124.5973469 12.066824)",,
184717462,False,Burgos Street,unclassified,False,96.986,,,"LINESTRING (124.597956 12.066524, 124.5983652 12.067299)",,
184717462,False,Burgos Street,unclassified,True,40.392,,,"LINESTRING (124.597956 12.066524, 124.5977913 12.0661984)",,
149142186,False,Nijaga,residential,False,74.159,,,"LINESTRING (124.5973469 12.066824, 124.597956 12.066524)",,
149142186,False,Nijaga,residential,True,66.661,,,"LINESTRING (124.5973469 12.066824, 124.5968094 12.0671123)",,
184717483,False,Rama Street,unclassified,False,48.553,,,"LINESTRING (124.5973469 12.066824, 124.5975566 12.0672095)",,
184717483,False,Rama Street,unclassified,True,38.424,,,"LINESTRING (124.5973469 12.066824, 124.597181 12.0665189)",,
184717483,False,Rama Street,unclassified,False,47.019,,,"LINESTRING (124.5975566 12.0672095, 124.5977597 12.0675828)",,
184717483,False,Rama Street,unclassified,True,48.553,,,"LINESTRING (124.5975566 12.0672095, 124.5973469 12.066824)",,
337410404,False,Navarro,residential,True,64.644,,,"LINESTRING (124.5975566 12.0672095, 124.5970342 12.067487)",,
