osmid,highway,oneway,reversed,length,lanes,bridge,geometry
166084198,residential,False,False,41.978,,,"LINESTRING (123.6945597 13.8811855, 123.6944872 13.8815564)"
166084198,residential,False,True,119.079,,,"LINESTRING (123.6945597 13.8811855, 123.6947929 13.8801388)"
427145418,residential,False,False,209.699,,,"LINESTRING (123.6945597 13.8811855, 123.6964181 13.8817347)"
166084196,residential,False,False,53.507,,,"LINESTRING (123.6964181 13.8817347, 123.6962351 13.8821819)"
166084196,residential,False,True,107.982,,,"LINESTRING (123.6964181 13.8817347, 123.6968109 13.8808416)"
427145418,residential,False,False,209.745,,,"LINESTRING (123.6964181 13.8817347, 123.6982025 13.8824812)"
427145418,residential,False,True,209.699,,,"LINESTRING (123.6964181 13.8817347, 123.6945597 13.8811855)"
150145580,residential,False,False,67.684,,,"LINESTRING (123.7006028 13.8832249, 123.7009604 13.8837249)"
"[555018779, 427145412, 427145415]",tertiary,False,True,281.09299999999996,2,yes,"LINESTRING (123.7006028 13.8832249, 123.6996338 13.8825457, 123.6995364 13.8824808, 123.6984692 13.8817761)"
"[915387792, 427145418, 427145413, 908612071]",residential,False,"[False, True]",141.245,,yes,"LINESTRING (123.7006028 13.8832249, 123.7004756 13.8833977, 123.7002977 13.8836408, 123.7002423 13.883709, 123.7002102 13.8837533, 123.7000499 13.8836521, 123.6999962 13.8836152, 123.6996904 13.8833958)"
150145580,residential,False,False,18.407,,,"LINESTRING (123.7009604 13.8837249, 123.7010514 13.8838649)"
150145580,residential,False,True,67.684,,,"LINESTRING (123.7009604 13.8837249, 123.7006028 13.8832249)"
1060238196,residential,False,True,16.713,,,"LINESTRING (123.7009604 13.8837249, 123.7009079 13.8838663)"
150145580,residential,False,True,29.573,,,"LINESTRING (123.7011978 13.8840897, 123.7010514 13.8838649)"
150145580,residential,False,False,84.09,,,"LINESTRING (123.7011978 13.8840897, 123.701334 13.88416, 123.7014101 13.8841801, 123.7019369 13.884319)"
427145416,residential,False,False,99.958,,,"LINESTRING (123.7011978 13.8840897, 123.7010751 13.8843008, 123.7006408 13.8848041)"
150145580,residential,False,True,46.607,,,"LINESTRING (123.7022207 13.8846302, 123.7020112 13.8843675, 123.7019369 13.884319)"
166084198,residential,False,False,119.079,,,"LINESTRING (123.6947929 13.8801388, 123.6945597 13.8811855)"
555018779,tertiary,False,False,231.476,2,,"LINESTRING (123.6947929 13.8801388, 123.6954404 13.8803445, 123.6968109 13.8808416)"
166084196,residential,False,False,107.982,,,"LINESTRING (123.6968109 13.8808416, 123.6964181 13.8817347)"
555018779,tertiary,False,False,208.74,2,,"LINESTRING (123.6968109 13.8808416, 123.6972635 13.8809951, 123.697728 13.8812296, 123.6984692 13.8817761)"
555018779,tertiary,False,True,231.476,2,,"LINESTRING (123.6968109 13.8808416, 123.6954404 13.8803445, 123.6947929 13.8801388)"
166084198,residential,False,True,41.978,,,"LINESTRING (123.6944872 13.8815564, 123.6945597 13.8811855)"
166084197,residential,False,False,83.522,,,"LINESTRING (123.6984692 13.8817761, 123.6982025 13.8824812)"
"[555018779, 427145412, 427145415]",tertiary,False,False,281.09299999999996,2,yes,"LINESTRING (123.6984692 13.8817761, 123.6995364 13.8824808, 123.6996338 13.8825457, 123.7006028 13.8832249)"
555018779,tertiary,False,True,208.74,2,,"LINESTRING (123.6984692 13.8817761, 123.697728 13.8812296, 123.6972635 13.8809951, 123.6968109 13.8808416)"
166084197,residential,False,False,55.874,,,"LINESTRING (123.6982025 13.8824812, 123.6979691 13.8829297)"
166084197,residential,False,True,83.522,,,"LINESTRING (123.6982025 13.8824812, 123.6984692 13.8817761)"
427145418,residential,False,True,209.745,,,"LINESTRING (123.6982025 13.8824812, 123.6964181 13.8817347)"
427145418,residential,False,False,190.346,,,"LINESTRING (123.6982025 13.8824812, 123.699226 13.8830625, 123.6996904 13.8833958)"
166084197,residential,False,True,55.874,,,"LINESTRING (123.6979691 13.8829297, 123.6982025 13.8824812)"
150145580,residential,False,False,46.607,,,"LINESTRING (123.7019369 13.884319, 123.7020112 13.8843675, 123.7022207 13.8846302)"
150145580,residential,False,True,84.09,,,"LINESTRING (123.7019369 13.884319, 123.7014101 13.8841801, 123.701334 13.88416, 123.7011978 13.8840897)"
166084201,residential,False,False,95.162,,,"LINESTRING (123.7019369 13.884319, 123.7018951 13.8844934, 123.7017648 13.8846973, 123.7016325 13.8848707, 123.7015757 13.8850176, 123.701556 13.8850788)"
166084201,residential,False,False,91.545,,,"LINESTRING (123.7015253 13.885503, 123.7023121 13.8853593, 123.7023401 13.8853221)"
166084201,residential,False,True,47.547,,,"LINESTRING (123.7015253 13.885503, 123.7015337 13.8851481, 123.701556 13.8850788)"
912620452,residential,False,False,60.053,,,"LINESTRING (123.7015253 13.885503, 123.7015687 13.8856541, 123.7017095 13.8860121)"
150145580,residential,False,False,29.573,,,"LINESTRING (123.7010514 13.8838649, 123.7011978 13.8840897)"
150145580,residential,False,True,18.407,,,"LINESTRING (123.7010514 13.8838649, 123.7009604 13.8837249)"
1060238197,residential,False,False,15.491,,,"LINESTRING (123.7010514 13.8838649, 123.7009079 13.8838663)"
427145416,residential,False,True,99.958,,,"LINESTRING (123.7006408 13.8848041, 123.7010751 13.8843008, 123.7011978 13.8840897)"
166084196,residential,False,True,53.507,,,"LINESTRING (123.6962351 13.8821819, 123.6964181 13.8817347)"
912620451,residential,False,True,62.011,,,"LINESTRING (123.6996904 13.8833958, 123.6993317 13.8838314)"
"[915387792, 427145418, 427145413, 908612071]",residential,False,"[False, True]",141.245,,yes,"LINESTRING (123.6996904 13.8833958, 123.6999962 13.8836152, 123.7000499 13.8836521, 123.7002102 13.8837533, 123.7002423 13.883709, 123.7002977 13.8836408, 123.7004756 13.8833977, 123.7006028 13.8832249)"
427145418,residential,False,True,190.346,,,"LINESTRING (123.6996904 13.8833958, 123.699226 13.8830625, 123.6982025 13.8824812)"
166084201,residential,False,True,91.545,,,"LINESTRING (123.7023401 13.8853221, 123.7023121 13.8853593, 123.7015253 13.885503)"
912620451,residential,False,False,62.011,,,"LINESTRING (123.6993317 13.8838314, 123.6996904 13.8833958)"
912620452,residential,False,True,60.053,,,"LINESTRING (123.7017095 13.8860121, 123.7015687 13.8856541, 123.7015253 13.885503)"
150145585,residential,False,True,216.06,,,"LINESTRING (123.7005412 13.8854022, 123.7004113 13.8852214, 123.7001916 13.8849688, 123.7001578 13.8849211, 123.7001472 13.8848569, 123.7001433 13.8847805, 123.7002289 13.8845774, 123.7003236 13.8844325, 123.7004953 13.8842568, 123.7009079 13.8838663)"
912638060,residential,False,False,136.74099999999999,,,"LINESTRING (123.7005412 13.8854022, 123.700878 13.8851229, 123.7010282 13.8849211, 123.7010805 13.884899, 123.701556 13.8850788)"
166084201,residential,False,False,47.547,,,"LINESTRING (123.701556 13.8850788, 123.7015337 13.8851481, 123.7015253 13.885503)"
166084201,residential,False,True,95.16199999999999,,,"LINESTRING (123.701556 13.8850788, 123.7015757 13.8850176, 123.7016325 13.8848707, 123.7017648 13.8846973, 123.7018951 13.8844934, 123.7019369 13.884319)"
912638060,residential,False,True,136.74099999999999,,,"LINESTRING (123.701556 13.8850788, 123.7010805 13.884899, 123.7010282 13.8849211, 123.700878 13.8851229, 123.7005412 13.8854022)"
1060238196,residential,False,False,16.713,,,"LINESTRING (123.7009079 13.8838663, 123.7009604 13.8837249)"
1060238197,residential,False,True,15.491,,,"LINESTRING (123.7009079 13.8838663, 123.7010514 13.8838649)"
150145585,residential,False,False,216.05999999999997,,,"LINESTRING (123.7009079 13.8838663, 123.7004953 13.8842568, 123.7003236 13.8844325, 123.7002289 13.8845774, 123.7001433 13.8847805, 123.7001472 13.8848569, 123.7001578 13.8849211, 123.7001916 13.8849688, 123.7004113 13.8852214, 123.7005412 13.8854022)"
