osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,ref,width,name
258047260,residential,30,False,False,80.127,"LINESTRING (123.5218057 13.7317197, 123.5210641 13.7317366)",,,,
258047260,residential,30,False,True,130.263,"LINESTRING (123.5218057 13.7317197, 123.52301 13.7316585)",,,,
258047255,residential,30,False,False,166.963,"LINESTRING (123.5218057 13.7317197, 123.5218163 13.7323545, 123.5218217 13.7327078, 123.5218473 13.7332205)",,,,
258047254,residential,30,False,False,168.695,"LINESTRING (123.5210641 13.7317366, 123.5211083 13.7332531)",,,,
258047260,residential,30,False,True,80.127,"LINESTRING (123.5210641 13.7317366, 123.5218057 13.7317197)",,,,
1060234245,residential,30,False,False,76.658,"LINESTRING (123.5210641 13.7317366, 123.5203546 13.7317523)",,,,
836293662,primary,60,False,False,170.662,"LINESTRING (123.5203546 13.7317523, 123.5203801 13.7332869)",2,631,6.1,
1060234244,residential,30,False,False,96.965,"LINESTRING (123.5203546 13.7317523, 123.5194574 13.7317809)",,,,
1060234245,residential,30,False,True,76.658,"LINESTRING (123.5203546 13.7317523, 123.5210641 13.7317366)",,,,
258047257,residential,30,False,False,85.757,"LINESTRING (123.5194574 13.7317809, 123.5194767 13.7325519)",2,,,Nicolas Rivero Street
1060234244,residential,30,False,True,96.965,"LINESTRING (123.5194574 13.7317809, 123.5203546 13.7317523)",,,,
258047253,residential,30,False,True,165.393,"LINESTRING (123.5233775 13.7331671, 123.5218473 13.7332205)",,,,
258047260,residential,30,False,False,202.731,"LINESTRING (123.5233775 13.7331671, 123.5233346 13.7316598, 123.52301 13.7316585)",,,,
258047260,residential,30,False,True,219.065,"LINESTRING (123.5233775 13.7331671, 123.5234074 13.7340098, 123.5234291 13.7351365)",,,,
258047253,residential,30,False,False,165.393,"LINESTRING (123.5218473 13.7332205, 123.5233775 13.7331671)",,,,
258047253,residential,30,False,True,79.906,"LINESTRING (123.5218473 13.7332205, 123.5211083 13.7332531)",,,,
258047255,residential,30,False,False,214.994,"LINESTRING (123.5218473 13.7332205, 123.5218748 13.7351538)",,,,
258047255,residential,30,False,True,166.963,"LINESTRING (123.5218473 13.7332205, 123.5218217 13.7327078, 123.5218163 13.7323545, 123.5218057 13.7317197)",,,,
258047253,residential,30,False,False,79.906,"LINESTRING (123.5211083 13.7332531, 123.5218473 13.7332205)",,,,
258047253,residential,30,False,True,78.747,"LINESTRING (123.5211083 13.7332531, 123.5203801 13.7332869)",,,,
258047254,residential,30,False,True,168.695,"LINESTRING (123.5211083 13.7332531, 123.5210641 13.7317366)",,,,
258047254,residential,30,False,False,212.994,"LINESTRING (123.5211083 13.7332531, 123.5211345 13.7343693, 123.5211533 13.7351681)",,,,
258047253,residential,30,False,False,91.651,"LINESTRING (123.5195325 13.7333247, 123.5203801 13.7332869)",,,,
258047257,residential,30,False,True,63.34,"LINESTRING (123.5195325 13.7333247, 123.5194855 13.7327569)",2,,,Nicolas Rivero Street
258047257,residential,30,False,False,182.17399999999998,"LINESTRING (123.5195325 13.7333247, 123.5195722 13.7341105, 123.5196184 13.7349609)",2,,,Nicolas Rivero Street
