osmid,highway,oneway,reversed,length,lanes,name,maxspeed,access,geometry,ref
165032941,tertiary,False,False,62.604,2,Tizon Street,,,"LINESTRING (124.7217201 11.9635935, 124.7215916 11.9641423)",
"[165033461, 262571909]",residential,False,"[False, True]",130.581,1,"['Santo Nino Street', 'San Andres Street']",20,designated,"LINESTRING (124.7217201 11.9635935, 124.7223222 11.9635856, 124.7221796 11.964154)",
165033455,residential,False,False,62.919,1,Bonifacio Street,20,designated,"LINESTRING (124.7222323 11.9657649, 124.7223772 11.9652171)",
165033455,residential,False,True,31.48,1,Bonifacio Street,20,designated,"LINESTRING (124.7222323 11.9657649, 124.7221661 11.9660405)",
165033457,residential,False,True,43.285,1,San Roque Avenue,20,designated,"LINESTRING (124.7222323 11.9657649, 124.7218518 11.965651)",
165033463,residential,False,False,40.706,1,Santo Niño Street,20,designated,"LINESTRING (124.7215846 11.9665534, 124.7217029 11.9662061)",
165033463,residential,False,True,73.905,1,Santo Niño Street,20,designated,"LINESTRING (124.7215846 11.9665534, 124.7213213 11.9671661)",
165032937,unclassified,False,False,52.519,1,Marabut Street,20,designated,"LINESTRING (124.7215846 11.9665534, 124.7219172 11.9666111, 124.7220619 11.9666017)",
165032937,unclassified,False,True,60.174,1,Marabut Street,20,designated,"LINESTRING (124.7215846 11.9665534, 124.7212896 11.9665219, 124.7210332 11.9665182)",
262514428,residential,False,True,70.967,,Pagsanghan Riverside Walk,,,"LINESTRING (124.7194728 11.9650014, 124.7191663 11.964438)",
165033454,residential,False,False,81.33500000000001,1,Repol Street,20,designated,"LINESTRING (124.7194728 11.9650014, 124.7197929 11.9649723, 124.7202188 11.9649887)",
262514428,residential,False,False,56.094,,Pagsanghan Riverside Walk,,,"LINESTRING (124.7194728 11.9650014, 124.7194968 11.9650777, 124.7196185 11.9654853)",
165032946,residential,False,True,73.038,1,San Francisco Street,20,designated,"LINESTRING (124.7219865 11.9672554, 124.7213213 11.9671661)",
165033455,residential,False,False,73.15,1,Bonifacio Street,20,designated,"LINESTRING (124.7219865 11.9672554, 124.7220619 11.9666017)",
165032946,residential,False,False,69.91499999999999,1,San Francisco Street,20,designated,"LINESTRING (124.7219865 11.9672554, 124.7222917 11.9672963, 124.7223724 11.9672915, 124.7224741 11.9672259, 124.7226042 11.967204)",
165033452,residential,False,False,63.976,1,Boholano Street,20,designated,"LINESTRING (124.7221796 11.964154, 124.7215916 11.9641423)",Me and The Street Signage
262571909,residential,False,True,62.346,1,Santo Nino Street,20,designated,"LINESTRING (124.7221796 11.964154, 124.7220785 11.9647059)",
"[165033461, 262571909]",residential,False,"[False, True]",130.581,1,"['Santo Nino Street', 'San Andres Street']",20,designated,"LINESTRING (124.7221796 11.964154, 124.7223222 11.9635856, 124.7217201 11.9635935)",
165033454,residential,False,True,44.242,1,Repol Street,20,designated,"LINESTRING (124.7223772 11.9652171, 124.7219729 11.9651738)",
165033455,residential,False,True,62.919,1,Bonifacio Street,20,designated,"LINESTRING (124.7223772 11.9652171, 124.7222323 11.9657649)",
262514430,residential,False,False,82.193,,,,,"LINESTRING (124.7223772 11.9652171, 124.7228957 11.9652905, 124.7229807 11.9653358, 124.7230706 11.9654342)",
165032957,residential,False,False,81.295,,,,,"LINESTRING (124.7211762 11.9675374, 124.7219226 11.9675742)",
165032957,residential,False,True,37.042,,,,,"LINESTRING (124.7211762 11.9675374, 124.7208395 11.9674876)",
165033463,residential,False,False,44.201,1,Santo Niño Street,20,designated,"LINESTRING (124.7211762 11.9675374, 124.7213213 11.9671661)",
165032941,tertiary,False,False,50.014,2,Tizon Street,,,"LINESTRING (124.7213627 11.965097, 124.7212608 11.9655356)",
165032941,tertiary,False,True,50.302,2,Tizon Street,,,"LINESTRING (124.7213627 11.965097, 124.7214653 11.9646559)",
165033454,residential,False,False,66.924,1,Repol Street,20,designated,"LINESTRING (124.7213627 11.965097, 124.7219729 11.9651738)",
165033454,residential,False,True,125.11099999999999,1,Repol Street,20,designated,"LINESTRING (124.7213627 11.965097, 124.7210395 11.9650557, 124.7207397 11.9650158, 124.7202188 11.9649887)",
165033454,residential,False,False,44.242,1,Repol Street,20,designated,"LINESTRING (124.7219729 11.9651738, 124.7223772 11.9652171)",
165033454,residential,False,True,66.924,1,Repol Street,20,designated,"LINESTRING (124.7219729 11.9651738, 124.7213627 11.965097)",
262571909,residential,False,False,53.281,1,Santo Nino Street,20,designated,"LINESTRING (124.7219729 11.9651738, 124.7220785 11.9647059)",
262571909,residential,False,True,54.673,1,Santo Nino Street,20,designated,"LINESTRING (124.7219729 11.9651738, 124.7218518 11.965651)",
165032941,tertiary,False,True,50.014,2,Tizon Street,,,"LINESTRING (124.7212608 11.9655356, 124.7213627 11.965097)",
165033457,residential,False,False,65.557,1,San Roque Avenue,20,designated,"LINESTRING (124.7212608 11.9655356, 124.7218518 11.965651)",
165032941,tertiary,False,False,66.033,2,Tizon Street,,,"LINESTRING (124.7212608 11.9655356, 124.7211778 11.9658757, 124.7211247 11.9661143)",
165033457,residential,False,True,114.04899999999999,1,San Roque Avenue,20,designated,"LINESTRING (124.7212608 11.9655356, 124.720902 11.9654605, 124.7206284 11.965408, 124.7202267 11.9653801)",
165033457,residential,False,False,43.285,1,San Roque Avenue,20,designated,"LINESTRING (124.7218518 11.965651, 124.7222323 11.9657649)",
165033457,residential,False,True,65.557,1,San Roque Avenue,20,designated,"LINESTRING (124.7218518 11.965651, 124.7212608 11.9655356)",
262571909,residential,False,False,54.673,1,Santo Nino Street,20,designated,"LINESTRING (124.7218518 11.965651, 124.7219729 11.9651738)",
262571909,residential,False,True,36.524,1,Santo Nino Street,20,designated,"LINESTRING (124.7218518 11.965651, 124.7217681 11.9659691)",
165033452,residential,False,True,148.758,1,Boholano Street,20,designated,"LINESTRING (124.7202308 11.9640099, 124.7215916 11.9641423)",Me and The Street Signage
262579786,residential,False,False,50.927,1,Avelino Street,20,designated,"LINESTRING (124.7202308 11.9640099, 124.7202301 11.9635519)",
262579786,residential,False,True,59.819,1,Avelino Street,20,designated,"LINESTRING (124.7202308 11.9640099, 124.720208 11.9645474)",
165032946,residential,False,False,73.038,1,San Francisco Street,20,designated,"LINESTRING (124.7213213 11.9671661, 124.7219865 11.9672554)",
165032946,residential,False,True,46.048,1,San Francisco Street,20,designated,"LINESTRING (124.7213213 11.9671661, 124.7209019 11.9671099)",
165033463,residential,False,False,73.905,1,Santo Niño Street,20,designated,"LINESTRING (124.7213213 11.9671661, 124.7215846 11.9665534)",
165033463,residential,False,True,44.201,1,Santo Niño Street,20,designated,"LINESTRING (124.7213213 11.9671661, 124.7211762 11.9675374)",
165033455,residential,False,False,31.48,1,Bonifacio Street,20,designated,"LINESTRING (124.7221661 11.9660405, 124.7222323 11.9657649)",
262571908,residential,False,True,44.016,1,San Isidro Street,20,designated,"LINESTRING (124.7221661 11.9660405, 124.7217681 11.9659691)",
165033455,residential,False,True,63.42999999999999,1,Bonifacio Street,20,designated,"LINESTRING (124.7221661 11.9660405, 124.722113 11.9663487, 124.7220619 11.9666017)",
262579786,residential,False,False,49.084,1,Avelino Street,20,designated,"LINESTRING (124.7202188 11.9649887, 124.720208 11.9645474)",
262579786,residential,False,True,43.53,1,Avelino Street,20,designated,"LINESTRING (124.7202188 11.9649887, 124.7202267 11.9653801)",
165033454,residential,False,False,125.111,1,Repol Street,20,designated,"LINESTRING (124.7202188 11.9649887, 124.7207397 11.9650158, 124.7210395 11.9650557, 124.7213627 11.965097)",
165033454,residential,False,True,81.33500000000001,1,Repol Street,20,designated,"LINESTRING (124.7202188 11.9649887, 124.7197929 11.9649723, 124.7194728 11.9650014)",
165033455,residential,False,True,73.15,1,Bonifacio Street,20,designated,"LINESTRING (124.7220619 11.9666017, 124.7219865 11.9672554)",
165032937,unclassified,False,True,52.519,1,Marabut Street,20,designated,"LINESTRING (124.7220619 11.9666017, 124.7219172 11.9666111, 124.7215846 11.9665534)",
165033455,residential,False,False,63.42999999999999,1,Bonifacio Street,20,designated,"LINESTRING (124.7220619 11.9666017, 124.722113 11.9663487, 124.7221661 11.9660405)",
165033463,residential,False,True,27.291,1,Santo Niño Street,20,designated,"LINESTRING (124.7217681 11.9659691, 124.7217029 11.9662061)",
165033464,residential,False,True,45.751,1,San Isidro Street,20,designated,"LINESTRING (124.7217681 11.9659691, 124.7213521 11.9659085)",
262571908,residential,False,False,44.016,1,San Isidro Street,20,designated,"LINESTRING (124.7217681 11.9659691, 124.7221661 11.9660405)",
262571909,residential,False,False,36.524,1,Santo Nino Street,20,designated,"LINESTRING (124.7217681 11.9659691, 124.7218518 11.965651)",
262331381,residential,False,False,85.046,,,,,"LINESTRING (124.7191663 11.964438, 124.7187828 11.9637715)",
262514428,residential,False,False,70.967,,Pagsanghan Riverside Walk,,,"LINESTRING (124.7191663 11.964438, 124.7194728 11.9650014)",
262507825,residential,False,False,113.991,,Canlapwas Street,,,"LINESTRING (124.7191663 11.964438, 124.7192035 11.9644421, 124.7198467 11.9644994, 124.720208 11.9645474)",
165032943,residential,False,True,58.181,1,Avelino Mini Street,20,designated,"LINESTRING (124.7202585 11.9680718, 124.7202395 11.9685947)",
165032954,residential,False,True,50.05,,,,,"LINESTRING (124.7202585 11.9680718, 124.7207113 11.9681517)",
262579786,residential,False,False,73.007,1,Avelino Street,20,designated,"LINESTRING (124.7202585 11.9680718, 124.7202735 11.9674154)",
262514428,residential,False,False,54.727,,Pagsanghan Riverside Walk,,,"LINESTRING (124.7196185 11.9654853, 124.7198032 11.9659431)",
165033457,residential,False,False,67.23400000000001,1,San Roque Avenue,20,designated,"LINESTRING (124.7196185 11.9654853, 124.7201356 11.9653876, 124.7202267 11.9653801)",
262514428,residential,False,True,56.094,,Pagsanghan Riverside Walk,,,"LINESTRING (124.7196185 11.9654853, 124.7194968 11.9650777, 124.7194728 11.9650014)",
262507825,residential,False,True,66.935,,Canlapwas Street,,,"LINESTRING (124.7220785 11.9647059, 124.7214653 11.9646559)",
262571909,residential,False,False,62.346,1,Santo Nino Street,20,designated,"LINESTRING (124.7220785 11.9647059, 124.7221796 11.964154)",
262571909,residential,False,True,53.281,1,Santo Nino Street,20,designated,"LINESTRING (124.7220785 11.9647059, 124.7219729 11.9651738)",
262514428,residential,False,True,54.727,,Pagsanghan Riverside Walk,,,"LINESTRING (124.7198032 11.9659431, 124.7196185 11.9654853)",
262516138,residential,False,False,47.767,,Ceracas Street,,,"LINESTRING (124.7198032 11.9659431, 124.7202396 11.9659908)",
262514428,residential,False,False,62.001,,Pagsanghan Riverside Walk,,,"LINESTRING (124.7198032 11.9659431, 124.7198184 11.9659852, 124.7198305 11.9660154, 124.7198492 11.9660547, 124.7198707 11.9661177, 124.7199924 11.9664688)",
165033463,residential,False,False,27.291,1,Santo Niño Street,20,designated,"LINESTRING (124.7217029 11.9662061, 124.7217681 11.9659691)",
165033463,residential,False,True,40.706,1,Santo Niño Street,20,designated,"LINESTRING (124.7217029 11.9662061, 124.7215846 11.9665534)",
262516138,residential,False,True,63.733,,Ceracas Street,,,"LINESTRING (124.7217029 11.9662061, 124.7214887 11.9661661, 124.7213713 11.9661494, 124.7211247 11.9661143)",
262514430,residential,False,True,82.193,,,,,"LINESTRING (124.7230706 11.9654342, 124.7229807 11.9653358, 124.7228957 11.9652905, 124.7223772 11.9652171)",
262331381,residential,False,True,85.046,,,,,"LINESTRING (124.7187828 11.9637715, 124.7191663 11.964438)",
165032946,residential,False,True,69.91499999999999,1,San Francisco Street,20,designated,"LINESTRING (124.7226042 11.967204, 124.7224741 11.9672259, 124.7223724 11.9672915, 124.7222917 11.9672963, 124.7219865 11.9672554)",
908599986,residential,False,False,27.229,1,Marabut Street,20,designated,"LINESTRING (124.7199924 11.9664688, 124.7202414 11.9664437)",
262514428,residential,False,False,59.725,,Pagsanghan Riverside Walk,,,"LINESTRING (124.7199924 11.9664688, 124.7199729 11.9667677, 124.7199713 11.9670053)",
262514428,residential,False,True,62.00099999999999,,Pagsanghan Riverside Walk,,,"LINESTRING (124.7199924 11.9664688, 124.7198707 11.9661177, 124.7198492 11.9660547, 124.7198305 11.9660154, 124.7198184 11.9659852, 124.7198032 11.9659431)",
262564464,residential,False,True,26.655,,Tizon Extension,5,,"LINESTRING (124.7206098 11.9688226, 124.7206123 11.9685829)",
262507825,residential,False,False,137.3,,Canlapwas Street,,,"LINESTRING (124.720208 11.9645474, 124.7214653 11.9646559)",
262579786,residential,False,False,59.819,1,Avelino Street,20,designated,"LINESTRING (124.720208 11.9645474, 124.7202308 11.9640099)",
262579786,residential,False,True,49.084,1,Avelino Street,20,designated,"LINESTRING (124.720208 11.9645474, 124.7202188 11.9649887)",
262507825,residential,False,True,113.991,,Canlapwas Street,,,"LINESTRING (124.720208 11.9645474, 124.7198467 11.9644994, 124.7192035 11.9644421, 124.7191663 11.964438)",
165032941,tertiary,False,False,50.302,2,Tizon Street,,,"LINESTRING (124.7214653 11.9646559, 124.7213627 11.965097)",
165032941,tertiary,False,True,58.739,2,Tizon Street,,,"LINESTRING (124.7214653 11.9646559, 124.7215916 11.9641423)",
262507825,residential,False,False,66.935,,Canlapwas Street,,,"LINESTRING (124.7214653 11.9646559, 124.7220785 11.9647059)",
262507825,residential,False,True,137.3,,Canlapwas Street,,,"LINESTRING (124.7214653 11.9646559, 124.720208 11.9645474)",
262579786,residential,False,False,43.53,1,Avelino Street,20,designated,"LINESTRING (124.7202267 11.9653801, 124.7202188 11.9649887)",
262579786,residential,False,True,67.921,1,Avelino Street,20,designated,"LINESTRING (124.7202267 11.9653801, 124.7202396 11.9659908)",
165033457,residential,False,False,114.04899999999999,1,San Roque Avenue,20,designated,"LINESTRING (124.7202267 11.9653801, 124.7206284 11.965408, 124.720902 11.9654605, 124.7212608 11.9655356)",
165033457,residential,False,True,67.23400000000001,1,San Roque Avenue,20,designated,"LINESTRING (124.7202267 11.9653801, 124.7201356 11.9653876, 124.7196185 11.9654853)",
262516138,residential,False,True,47.767,,Ceracas Street,,,"LINESTRING (124.7202396 11.9659908, 124.7198032 11.9659431)",
262579786,residential,False,False,67.921,1,Avelino Street,20,designated,"LINESTRING (124.7202396 11.9659908, 124.7202267 11.9653801)",
262579786,residential,False,True,50.361,1,Avelino Street,20,designated,"LINESTRING (124.7202396 11.9659908, 124.7202414 11.9664437)",
262516138,residential,False,False,97.258,,Ceracas Street,,,"LINESTRING (124.7202396 11.9659908, 124.7203273 11.9660008, 124.7211247 11.9661143)",
165032941,tertiary,False,False,46.001,2,Tizon Street,,,"LINESTRING (124.7211247 11.9661143, 124.7210332 11.9665182)",
165032941,tertiary,False,True,66.033,2,Tizon Street,,,"LINESTRING (124.7211247 11.9661143, 124.7211778 11.9658757, 124.7212608 11.9655356)",
262516138,residential,False,False,63.733000000000004,,Ceracas Street,,,"LINESTRING (124.7211247 11.9661143, 124.7213713 11.9661494, 124.7214887 11.9661661, 124.7217029 11.9662061)",
262516138,residential,False,True,97.258,,Ceracas Street,,,"LINESTRING (124.7211247 11.9661143, 124.7203273 11.9660008, 124.7202396 11.9659908)",
908611304,residential,False,True,52.329,,,,,"LINESTRING (124.7201892 11.9690604, 124.7202341 11.968864, 124.7202395 11.9685947)",
165033464,residential,False,False,45.751,1,San Isidro Street,20,designated,"LINESTRING (124.7213521 11.9659085, 124.7217681 11.9659691)",
262514428,residential,False,True,59.725,,Pagsanghan Riverside Walk,,,"LINESTRING (124.7199713 11.9670053, 124.7199729 11.9667677, 124.7199924 11.9664688)",
