osmid,lanes,ref,name,highway,maxspeed,width,oneway,reversed,length,geometry,bridge
"[1007203480, 1007203479]",4,435,Batangas-Quezon Road,primary,"['60', '80']",14,False,False,381.504,"LINESTRING (121.2961855 13.8997579, 121.2959883 13.8995225, 121.2953377 13.8987459, 121.2950075 13.8983517, 121.294478 13.8977196, 121.2939221 13.8971239)",
1007203480,4,435,Batangas-Quezon Road,primary,60,14,False,True,118.728,"LINESTRING (121.2897237 13.8933096, 121.2905311 13.8940347)",
160442565,,,Lipa-San Antonio Road,tertiary,,,False,True,117.939,"LINESTRING (121.2897237 13.8933096, 121.2894997 13.8935046, 121.2891483 13.894067, 121.2891112 13.8941718)",
160442569,,,,unclassified,,,False,False,73.547,"LINESTRING (121.2897237 13.8933096, 121.2900214 13.8928503, 121.2900871 13.8927501)",
149996730,,,,residential,,,False,True,86.541,"LINESTRING (121.292319 13.8942558, 121.2916487 13.8938288)",
149996737,,,,residential,,,False,True,26.194,"LINESTRING (121.292319 13.8942558, 121.2921847 13.894452)",
682584829,,,,tertiary,,,False,True,79.288,"LINESTRING (121.2939221 13.8971239, 121.2945093 13.8966955)",
682584829,,,,tertiary,,,False,False,116.27300000000001,"LINESTRING (121.2939221 13.8971239, 121.2931771 13.8975557, 121.2930752 13.8975348, 121.2929983 13.8974649)",
1007203480,4,435,Batangas-Quezon Road,primary,60,14,False,False,329.377,"LINESTRING (121.2939221 13.8971239, 121.2933474 13.8965562, 121.2932517 13.8964603, 121.2931582 13.8963666, 121.2928846 13.8960951, 121.2925692 13.8957877, 121.2917421 13.8950526)",
"[1007203480, 1007203479]",4,435,Batangas-Quezon Road,primary,"['60', '80']",14,False,True,381.50399999999996,"LINESTRING (121.2939221 13.8971239, 121.294478 13.8977196, 121.2950075 13.8983517, 121.2953377 13.8987459, 121.2959883 13.8995225, 121.2961855 13.8997579)",
149996737,,,,residential,,,False,False,26.194,"LINESTRING (121.2921847 13.894452, 121.292319 13.8942558)",
149996737,,,,residential,,,False,True,82.113,"LINESTRING (121.2921847 13.894452, 121.2917421 13.8950526)",
"[369854229, 653324669]",,,,residential,,,False,True,196.90800000000002,"LINESTRING (121.2921847 13.894452, 121.2931439 13.8952765, 121.2932048 13.8953335, 121.2935145 13.8956616)",
149996737,,,,residential,,,False,False,82.113,"LINESTRING (121.2917421 13.8950526, 121.2921847 13.894452)",
149996737,,,,residential,,,False,True,105.816,"LINESTRING (121.2917421 13.8950526, 121.2912044 13.8958483)",
1007203480,4,435,Batangas-Quezon Road,primary,60,14,False,False,172.91,"LINESTRING (121.2917421 13.8950526, 121.2913957 13.8947623, 121.2905311 13.8940347)",
1007203480,4,435,Batangas-Quezon Road,primary,60,14,False,True,329.377,"LINESTRING (121.2917421 13.8950526, 121.2925692 13.8957877, 121.2928846 13.8960951, 121.2931582 13.8963666, 121.2932517 13.8964603, 121.2933474 13.8965562, 121.2939221 13.8971239)",
682584829,,,,tertiary,,,False,False,114.055,"LINESTRING (121.2899688 13.894771, 121.2891112 13.8941718)",
