osmid,oneway,name,highway,reversed,length,bridge,geometry,lanes,ref,maxspeed
24429497,True,Balagtas Street,unclassified,False,49.996,,"LINESTRING (121.6502313 14.7458784, 121.6497905 14.7460214)",,,
830006437,False,Bonifacio Street,residential,False,48.891,,"LINESTRING (121.6502313 14.7458784, 121.6500859 14.7454618)",,,
24429475,True,Paterno Street,tertiary,False,48.06,,"LINESTRING (121.650324 14.7475765, 121.6507454 14.7474325)",,,
"[1058772943, 614343252, 830006439]",False,J. P. Rizal Street,"['unclassified', 'tertiary']",True,103.591,yes,"LINESTRING (121.650324 14.7475765, 121.6505115 14.7481482, 121.6505259 14.7481923, 121.6506085 14.7484068, 121.6506258 14.748461)",,,
"[830006440, 830006431]",False,"['Paterno Street', 'Mabini Street']",tertiary,"[False, True]",92.38999999999999,,"LINESTRING (121.650324 14.7475765, 121.6500221 14.7476773, 121.6499926 14.7476806, 121.6499704 14.7476768, 121.6499551 14.7476585, 121.649947 14.7476352, 121.6498099 14.7472331)",,,
24429494,True,J. P. Rizal Street,tertiary,False,65.49,,"LINESTRING (121.6497905 14.7460214, 121.6499823 14.7465804)",,,
830006429,True,Balagtas Street,tertiary,False,40.632,,"LINESTRING (121.6497905 14.7460214, 121.649434 14.7461425)",,,
24429477,False,Niebres Street,residential,False,42.623,,"LINESTRING (121.6490222 14.7437595, 121.6486462 14.7438808)",,,
24429477,False,Niebres Street,residential,True,50.031,,"LINESTRING (121.6490222 14.7437595, 121.6494657 14.7436235)",,,
829962339,False,J. P. Rizal Street,residential,False,88.215,,"LINESTRING (121.6490222 14.7437595, 121.6487706 14.7430044)",,,
829962339,False,J. P. Rizal Street,residential,True,86.116,,"LINESTRING (121.6490222 14.7437595, 121.6492708 14.7444957)",,,
24429499,True,Plaridel Street,tertiary,False,43.24,,"LINESTRING (121.649108 14.7462531, 121.6489679 14.7458886)",2,,
830006436,False,Plaridel Street,unclassified,False,43.120999999999995,,"LINESTRING (121.649108 14.7462531, 121.6492331 14.7465602, 121.649255 14.7466139)",,,
24429477,False,Niebres Street,residential,True,49.52,,"LINESTRING (121.6482105 14.744025, 121.6486462 14.7438808)",,,
830006435,False,Plaridel Street,residential,True,86.712,,"LINESTRING (121.6482105 14.744025, 121.6485088 14.7447495)",,,
830006435,False,Plaridel Street,residential,False,80.406,,"LINESTRING (121.6482105 14.744025, 121.6479937 14.7434941, 121.6479198 14.7433596)",,,
24429472,False,V. Ruanto Street,tertiary,True,103.279,,"LINESTRING (121.6479198 14.7433596, 121.6470975 14.7438395)",2,,
24429472,False,V. Ruanto Street,tertiary,False,53.0,,"LINESTRING (121.6479198 14.7433596, 121.6482076 14.7432055, 121.6483584 14.7431434)",2,,
830006435,False,Plaridel Street,residential,True,80.406,,"LINESTRING (121.6479198 14.7433596, 121.6479937 14.7434941, 121.6482105 14.744025)",,,
24429477,False,Niebres Street,residential,False,49.52,,"LINESTRING (121.6486462 14.7438808, 121.6482105 14.744025)",,,
24429477,False,Niebres Street,residential,True,42.623,,"LINESTRING (121.6486462 14.7438808, 121.6490222 14.7437595)",,,
24429501,False,Mabini Street,residential,False,86.309,,"LINESTRING (121.6486462 14.7438808, 121.6489042 14.7446158)",,,
24429480,False,Mabini Street,residential,False,87.71,,"LINESTRING (121.6486462 14.7438808, 121.6484436 14.7433235, 121.6483584 14.7431434)",,,
276514383,False,20 de Julio Street,primary,False,79.665,,"LINESTRING (121.6485088 14.7447495, 121.647807 14.744979)",2,601,40
276514383,False,20 de Julio Street,primary,True,45.043,,"LINESTRING (121.6485088 14.7447495, 121.6489042 14.7446158)",2,601,40
830006435,False,Plaridel Street,residential,False,86.712,,"LINESTRING (121.6485088 14.7447495, 121.6482105 14.744025)",,,
24429472,False,V. Ruanto Street,tertiary,False,46.946,,"LINESTRING (121.6483584 14.7431434, 121.6485751 14.743068, 121.6487706 14.7430044)",2,,
24429472,False,V. Ruanto Street,tertiary,True,53.0,,"LINESTRING (121.6483584 14.7431434, 121.6482076 14.7432055, 121.6479198 14.7433596)",2,,
24429480,False,Mabini Street,residential,True,87.71,,"LINESTRING (121.6483584 14.7431434, 121.6484436 14.7433235, 121.6486462 14.7438808)",,,
"[24429487, 829962319]",False,"['General Luna Street', 'Dinahican Road']",primary,"[False, True]",241.081,,"LINESTRING (121.6534367 14.748141, 121.6525026 14.7479525, 121.6519599 14.7478517, 121.6518514 14.7478278, 121.6517569 14.7477975, 121.6517293 14.7477629, 121.6516744 14.7476579, 121.6515586 14.7473309)",,601,40
24429495,False,General Malvar Street,residential,True,40.283,,"LINESTRING (121.648799 14.7454536, 121.6491521 14.7453326)",,,
24429499,True,Plaridel Street,tertiary,False,84.282,,"LINESTRING (121.648799 14.7454536, 121.6485088 14.7447495)",2,,
24429495,False,General Malvar Street,residential,False,78.159,,"LINESTRING (121.648799 14.7454536, 121.64849 14.7455599, 121.6481134 14.745687)",,,
276514383,False,20 de Julio Street,primary,False,35.441,,"LINESTRING (121.65037 14.7441434, 121.6500573 14.7442441)",2,601,40
829976346,False,20 de Julio Street,tertiary,True,73.694,,"LINESTRING (121.65037 14.7441434, 121.6510212 14.7439369)",,,
829962342,False,General Luna Street,primary,True,80.185,,"LINESTRING (121.65037 14.7441434, 121.6505826 14.7446749, 121.6506389 14.744816)",,601,40
829976346,False,20 de Julio Street,tertiary,False,57.946,,"LINESTRING (121.6531721 14.7432364, 121.6526625 14.7434058)",,,
830006434,False,,tertiary,False,34.558,,"LINESTRING (121.649255 14.7466139, 121.6495547 14.7465017)",,,
830006436,False,Plaridel Street,unclassified,True,43.120999999999995,,"LINESTRING (121.649255 14.7466139, 121.6492331 14.7465602, 121.649108 14.7462531)",,,
24429472,False,V. Ruanto Street,tertiary,False,103.279,,"LINESTRING (121.6470975 14.7438395, 121.6479198 14.7433596)",2,,
276514380,False,Real - Infanta Road,primary,True,180.123,,"LINESTRING (121.6470975 14.7438395, 121.6462006 14.7424714)",2,601,40
829976327,False,Real - Infanta Road,primary,False,147.904,,"LINESTRING (121.6470975 14.7438395, 121.647807 14.744979)",2,601,40
24429501,False,Mabini Street,residential,False,84.044,,"LINESTRING (121.6489042 14.7446158, 121.6491521 14.7453326)",,,
24429501,False,Mabini Street,residential,True,86.309,,"LINESTRING (121.6489042 14.7446158, 121.6486462 14.7438808)",,,
276514383,False,20 de Julio Street,primary,False,45.043,,"LINESTRING (121.6489042 14.7446158, 121.6485088 14.7447495)",2,601,40
276514383,False,20 de Julio Street,primary,True,41.622,,"LINESTRING (121.6489042 14.7446158, 121.6492708 14.7444957)",2,601,40
276514378,False,,residential,False,85.343,,"LINESTRING (121.647807 14.744979, 121.6481134 14.745687)",,,
276514383,False,20 de Julio Street,primary,True,79.665,,"LINESTRING (121.647807 14.744979, 121.6485088 14.7447495)",2,601,40
829976327,False,Real - Infanta Road,primary,True,147.904,,"LINESTRING (121.647807 14.744979, 121.6470975 14.7438395)",2,601,40
24429495,False,General Malvar Street,residential,False,40.283,,"LINESTRING (121.6491521 14.7453326, 121.648799 14.7454536)",,,
24429495,False,General Malvar Street,residential,True,41.039,,"LINESTRING (121.6491521 14.7453326, 121.6495117 14.745209)",,,
24429501,False,Mabini Street,residential,False,50.305,,"LINESTRING (121.6491521 14.7453326, 121.6493 14.7457618)",,,
24429501,False,Mabini Street,residential,True,84.044,,"LINESTRING (121.6491521 14.7453326, 121.6489042 14.7446158)",,,
276514378,False,,residential,True,85.343,,"LINESTRING (121.6481134 14.745687, 121.647807 14.744979)",,,
24429495,False,General Malvar Street,residential,True,78.159,,"LINESTRING (121.6481134 14.745687, 121.64849 14.7455599, 121.648799 14.7454536)",,,
829976352,False,,residential,True,71.065,,"LINESTRING (121.6481134 14.745687, 121.6479434 14.7457203, 121.6477878 14.7457709, 121.6475156 14.7459395)",,,
24429501,False,Mabini Street,residential,True,44.717,,"LINESTRING (121.649434 14.7461425, 121.6493 14.7457618)",,,
830006432,False,Mabini Street,tertiary,False,41.997,,"LINESTRING (121.649434 14.7461425, 121.6495547 14.7465017)",,,
830006433,True,Balagtas Street,tertiary,False,37.15,,"LINESTRING (121.649434 14.7461425, 121.649108 14.7462531)",,,
829962324,False,Gomez Street,residential,False,86.687,,"LINESTRING (121.6514622 14.7480147, 121.6511917 14.7472803)",,,
24429485,False,Gomez Street,residential,False,50.921,,"LINESTRING (121.650619 14.7457504, 121.6504581 14.7453197)",,,
24429485,False,Gomez Street,residential,True,63.401,,"LINESTRING (121.650619 14.7457504, 121.6508166 14.7462876)",,,
24429497,True,Balagtas Street,unclassified,False,44.053,,"LINESTRING (121.650619 14.7457504, 121.6502313 14.7458784)",,,
24429485,False,Gomez Street,residential,False,81.251,,"LINESTRING (121.6503101 14.7449327, 121.6500573 14.7442441)",,,
24429485,False,Gomez Street,residential,True,45.881,,"LINESTRING (121.6503101 14.7449327, 121.6504581 14.7453197)",,,
24429495,False,General Malvar Street,residential,False,41.531,,"LINESTRING (121.6503101 14.7449327, 121.6499469 14.7450597)",,,
24429495,False,General Malvar Street,residential,True,37.663,,"LINESTRING (121.6503101 14.7449327, 121.6506389 14.744816)",,,
24429485,False,Gomez Street,residential,True,81.251,,"LINESTRING (121.6500573 14.7442441, 121.6503101 14.7449327)",,,
276514383,False,20 de Julio Street,primary,False,40.704,,"LINESTRING (121.6500573 14.7442441, 121.6496965 14.7443548)",2,601,40
276514383,False,20 de Julio Street,primary,True,35.441,,"LINESTRING (121.6500573 14.7442441, 121.65037 14.7441434)",2,601,40
24429497,True,Balagtas Street,unclassified,False,38.852,,"LINESTRING (121.6509622 14.7456412, 121.650619 14.7457504)",,,
829962327,False,Balagtas Street,residential,True,59.178,,"LINESTRING (121.6509622 14.7456412, 121.651487 14.745481)",,,
829962342,False,General Luna Street,primary,False,53.171,,"LINESTRING (121.6509622 14.7456412, 121.6507896 14.7451931)",,601,40
24429487,False,General Luna Street,primary,True,62.231,,"LINESTRING (121.6509622 14.7456412, 121.6510144 14.745788, 121.6510692 14.7459426, 121.6511502 14.7461705)",,601,40
24429491,True,Don Diego Mangilaya,unclassified,False,41.034,,"LINESTRING (121.6496236 14.7467063, 121.6499823 14.7465804)",,,
830006428,False,Mabini Street,tertiary,True,23.927,,"LINESTRING (121.6496236 14.7467063, 121.6495547 14.7465017)",,,
830006431,False,Mabini Street,tertiary,False,61.909,,"LINESTRING (121.6496236 14.7467063, 121.6498099 14.7472331)",,,
276514383,False,20 de Julio Street,primary,False,48.384,,"LINESTRING (121.6496965 14.7443548, 121.6492708 14.7444957)",2,601,40
276514383,False,20 de Julio Street,primary,True,40.704,,"LINESTRING (121.6496965 14.7443548, 121.6500573 14.7442441)",2,601,40
829962335,False,Bonifacio Street,tertiary,False,85.02,,"LINESTRING (121.6496965 14.7443548, 121.6494657 14.7436235)",,,
829962340,False,Bonifacio Street,residential,True,82.877,,"LINESTRING (121.6496965 14.7443548, 121.6499469 14.7450597)",,,
24429491,True,Don Diego Mangilaya,unclassified,False,49.203,,"LINESTRING (121.6499823 14.7465804, 121.6504124 14.7464294)",,,
24429494,True,J. P. Rizal Street,tertiary,False,62.466,,"LINESTRING (121.6499823 14.7465804, 121.6501652 14.7471136)",,,
24429491,True,Don Diego Mangilaya,unclassified,False,46.236,,"LINESTRING (121.6504124 14.7464294, 121.6508166 14.7462876)",,,
829962341,True,Bonifacio Street,unclassified,False,64.289,,"LINESTRING (121.6504124 14.7464294, 121.6502313 14.7458784)",,,
24429485,False,Gomez Street,residential,False,63.401,,"LINESTRING (121.6508166 14.7462876, 121.650619 14.7457504)",,,
24429491,True,Don Diego Mangilaya,unclassified,False,38.163,,"LINESTRING (121.6508166 14.7462876, 121.6511502 14.7461705)",,,
829962324,False,Gomez Street,residential,True,63.653,,"LINESTRING (121.6508166 14.7462876, 121.6510236 14.7468239)",,,
24429487,False,General Luna Street,primary,True,64.228,,"LINESTRING (121.6511502 14.7461705, 121.6513387 14.7467186)",,601,40
