osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,access,bridge
203990311,E. Vasquez Street,residential,False,True,42.619,,,"LINESTRING (120.7282778 13.4436919, 120.7286313 13.4435225)",,
413678629,Mindoro West Coastal Road,primary,False,True,118.701,2,450,"LINESTRING (120.7282778 13.4436919, 120.727822 13.4427208)",,
446550828,E. Vasquez Street,residential,False,False,40.839,,,"LINESTRING (120.7282778 13.4436919, 120.7279391 13.4438543)",,
413678629,Mindoro West Coastal Road,primary,False,False,75.797,2,450,"LINESTRING (120.7282778 13.4436919, 120.7284964 13.4441565, 120.7285757 13.4443088)",,
314735680,Major Philip Street,residential,False,False,200.78500000000003,2,,"LINESTRING (120.7287429 13.4445597, 120.7284452 13.4447713, 120.7280077 13.445043, 120.7271346 13.4454513)",yes,
413678629,Mindoro West Coastal Road,primary,False,False,85.095,2,450,"LINESTRING (120.7287429 13.4445597, 120.7288203 13.4446337, 120.7288807 13.4446781, 120.7289347 13.4447197, 120.7290064 13.4447625, 120.7290646 13.4447948, 120.7294171 13.4449394)",,
413678629,Mindoro West Coastal Road,primary,False,True,33.424,2,450,"LINESTRING (120.7287429 13.4445597, 120.7286749 13.4444814, 120.7286403 13.4444323, 120.7285757 13.4443088)",,
203990317,San Jose Street,residential,False,False,50.955,,,"LINESTRING (120.7291226 13.4427776, 120.7293405 13.4431839)",,
203990317,San Jose Street,residential,False,True,67.492,,,"LINESTRING (120.7291226 13.4427776, 120.7288203 13.4422466)",,
203990310,,residential,False,False,98.91699999999999,,,"LINESTRING (120.7291226 13.4427776, 120.7294156 13.4426361, 120.7296168 13.4425596, 120.7298849 13.4424756, 120.7299615 13.44243)",,
203990311,E. Vasquez Street,residential,False,False,42.205,,,"LINESTRING (120.7293405 13.4431839, 120.7289899 13.4433506)",,
203990317,San Jose Street,residential,False,False,71.513,,,"LINESTRING (120.7293405 13.4431839, 120.7296543 13.44375)",,
203990317,San Jose Street,residential,False,True,50.955,,,"LINESTRING (120.7293405 13.4431839, 120.7291226 13.4427776)",,
203990311,E. Vasquez Street,residential,False,False,43.237,,,"LINESTRING (120.7289899 13.4433506, 120.7286313 13.4435225)",,
203990311,E. Vasquez Street,residential,False,True,42.205,,,"LINESTRING (120.7289899 13.4433506, 120.7293405 13.4431839)",,
203990323,San Isidro Street,residential,False,False,72.841,,,"LINESTRING (120.7289899 13.4433506, 120.7292802 13.4439417)",,
203990323,San Isidro Street,residential,False,True,118.179,,,"LINESTRING (120.7289899 13.4433506, 120.7285245 13.442389)",,
203990313,San Rafael Street,residential,False,False,132.015,,,"LINESTRING (120.7282051 13.4425427, 120.7276541 13.4414833)",,
