osmid,lanes,highway,oneway,reversed,length,ref,name,geometry,maxspeed,bridge
79887294,2,residential,False,False,109.013,,,"LINESTRING (123.7160137 10.5027639, 123.7150213 10.502669)",,
217825688,2,trunk,False,True,74.771,820,Antonio y De Pio Highway,"LINESTRING (123.7160137 10.5027639, 123.716 10.5020916)",,
217610684,2,trunk,False,True,177.35,820,Antonio y De Pio Highway,"LINESTRING (123.7160137 10.5027639, 123.7159415 10.503601, 123.7158125 10.5043451)",,
"[897921304, 65423533, 897921303]",2,primary,False,False,158.305,815,Cebu-Balamban Transcentral Highway,"LINESTRING (123.7160137 10.5027639, 123.7170477 10.5028658, 123.7171429 10.5028757, 123.7174548 10.5029017)",40,yes
217610684,2,trunk,False,True,26.861,820,Antonio y De Pio Highway,"LINESTRING (123.7150228 10.5078737, 123.7149907 10.5081132)",,
661214316,,residential,False,True,63.021,,,"LINESTRING (123.7150228 10.5078737, 123.7144768 10.507692)",,
217610684,2,trunk,False,False,145.37400000000002,820,Antonio y De Pio Highway,"LINESTRING (123.7150228 10.5078737, 123.7151383 10.5072081, 123.7152845 10.5065925)",,
217610684,2,trunk,False,True,57.718,820,Antonio y De Pio Highway,"LINESTRING (123.7158125 10.5043451, 123.7157007 10.5048524)",,
217922655,,unclassified,False,False,126.046,,,"LINESTRING (123.7158125 10.5043451, 123.7169062 10.5047036)",,
661217830,,tertiary,False,True,122.665,,,"LINESTRING (123.7158125 10.5043451, 123.7147654 10.5039489)",,
217610684,2,trunk,False,False,177.35,820,Antonio y De Pio Highway,"LINESTRING (123.7158125 10.5043451, 123.7159415 10.503601, 123.7160137 10.5027639)",,
217825688,2,trunk,False,False,51.787,820,Antonio y De Pio Highway,"LINESTRING (123.7156573 10.5005775, 123.7157673 10.5010305)",,
217922688,,tertiary,False,True,54.454,,,"LINESTRING (123.7156573 10.5005775, 123.7151609 10.5006174)",,
217825688,2,trunk,False,False,74.771,820,Antonio y De Pio Highway,"LINESTRING (123.716 10.5020916, 123.7160137 10.5027639)",,
217825688,2,trunk,False,True,70.226,820,Antonio y De Pio Highway,"LINESTRING (123.716 10.5020916, 123.7158761 10.5014719)",,
217922690,,residential,False,False,78.088,,,"LINESTRING (123.716 10.5020916, 123.716714 10.5020741)",,
217922690,,residential,False,True,102.595,,,"LINESTRING (123.716 10.5020916, 123.7150618 10.5020736)",,
79887294,2,residential,False,True,109.013,,,"LINESTRING (123.7150213 10.502669, 123.7160137 10.5027639)",,
217922653,,tertiary,False,False,59.933,,Aliwanay,"LINESTRING (123.7150213 10.502669, 123.7149515 10.5032036)",,
217922686,,tertiary,False,False,66.353,,,"LINESTRING (123.7150213 10.502669, 123.7150618 10.5020736)",,
217922653,,tertiary,False,False,3.426,,Aliwanay,"LINESTRING (123.7147654 10.5039489, 123.7147505 10.503976)",,
661217830,,tertiary,False,False,122.665,,,"LINESTRING (123.7147654 10.5039489, 123.7158125 10.5043451)",,
217922653,,tertiary,False,True,85.61099999999999,,Aliwanay,"LINESTRING (123.7147654 10.5039489, 123.714918 10.5034601, 123.7149515 10.5032036)",,
217922653,,tertiary,False,False,93.579,,Aliwanay,"LINESTRING (123.7140758 10.5051557, 123.7136379 10.5058788)",,
