osmid,lanes,name,highway,maxspeed,oneway,reversed,length,tunnel,geometry,ref
1266717149,,,residential,,False,False,98.087,,"LINESTRING (124.8204374 7.1057861, 124.8206533 7.1066418)",
1266717149,,,residential,,False,True,98.777,,"LINESTRING (124.8204374 7.1057861, 124.8202175 7.104925)",
166210297,,,residential,,False,True,97.928,,"LINESTRING (124.823256 7.1059429, 124.8234826 7.1067944)",
166210323,,,residential,,False,False,97.812,,"LINESTRING (124.823256 7.1059429, 124.8241067 7.1056956)",
166210323,,,residential,,False,True,97.838,,"LINESTRING (124.823256 7.1059429, 124.8223981 7.1061653)",
166210310,,,residential,,False,False,98.348,,"LINESTRING (124.8223981 7.1061653, 124.8226181 7.1070224)",
166210310,,,residential,,False,True,98.3,,"LINESTRING (124.8223981 7.1061653, 124.8221406 7.105319)",
166210323,,,residential,,False,False,97.838,,"LINESTRING (124.8223981 7.1061653, 124.823256 7.1059429)",
166210323,,,residential,,False,True,100.17,,"LINESTRING (124.8223981 7.1061653, 124.8215237 7.1064075)",
166210302,,,residential,,False,False,98.499,,"LINESTRING (124.8215237 7.1064075, 124.8217276 7.1072699)",
166210302,,,residential,,False,True,98.706,,"LINESTRING (124.8215237 7.1064075, 124.8212716 7.1055558)",
166210323,,,residential,,False,False,100.17,,"LINESTRING (124.8215237 7.1064075, 124.8223981 7.1061653)",
166210323,,,residential,,False,True,99.512,,"LINESTRING (124.8215237 7.1064075, 124.8206533 7.1066418)",
166210280,,,residential,,False,False,98.958,,"LINESTRING (124.8243638 7.1065482, 124.8241067 7.1056956)",
166210280,,,residential,,False,True,126.972,,"LINESTRING (124.8243638 7.1065482, 124.8246539 7.1076532)",
166210246,,,residential,,False,False,101.013,,"LINESTRING (124.8243638 7.1065482, 124.8237853 7.1067098, 124.8234826 7.1067944)",
166210246,,,residential,,False,True,98.18299999999999,,"LINESTRING (124.8243638 7.1065482, 124.8250701 7.1063659, 124.8252259 7.1063297)",
166210323,,,residential,,False,False,99.512,,"LINESTRING (124.8206533 7.1066418, 124.8215237 7.1064075)",
1266717149,,,residential,,False,False,98.664,,"LINESTRING (124.8206533 7.1066418, 124.8208746 7.1075015)",
1266717149,,,residential,,False,True,98.087,,"LINESTRING (124.8206533 7.1066418, 124.8204374 7.1057861)",
166210236,,,residential,,False,False,122.85,,"LINESTRING (124.828138 7.1067535, 124.8283932 7.1078289)",
166210236,,,residential,,False,True,122.798,,"LINESTRING (124.828138 7.1067535, 124.8278634 7.1056833)",
170088925,4,Rizal Avenue,trunk,,False,True,98.37,,"LINESTRING (124.828138 7.1067535, 124.8289977 7.1065193)",75
170088925,4,Rizal Avenue,trunk,,False,False,199.385,,"LINESTRING (124.828138 7.1067535, 124.8275136 7.1069047, 124.8272935 7.1069579, 124.8263879 7.1071994)",75
166210246,,,residential,,False,False,98.701,,"LINESTRING (124.8234826 7.1067944, 124.8226181 7.1070224)",
166210297,,,residential,,False,False,97.928,,"LINESTRING (124.8234826 7.1067944, 124.823256 7.1059429)",
166210297,,,residential,,False,True,127.01,,"LINESTRING (124.8234826 7.1067944, 124.8237794 7.107898)",
166210246,,,residential,,False,True,101.013,,"LINESTRING (124.8234826 7.1067944, 124.8237853 7.1067098, 124.8243638 7.1065482)",
166210246,,,residential,,False,False,102.04,,"LINESTRING (124.8226181 7.1070224, 124.8217276 7.1072699)",
166210246,,,residential,,False,True,98.701,,"LINESTRING (124.8226181 7.1070224, 124.8234826 7.1067944)",
166210310,,,residential,,False,False,126.217,,"LINESTRING (124.8226181 7.1070224, 124.8228763 7.1081282)",
166210310,,,residential,,False,True,98.348,,"LINESTRING (124.8226181 7.1070224, 124.8223981 7.1061653)",
166210246,,,residential,,False,False,97.58,,"LINESTRING (124.8217276 7.1072699, 124.8208746 7.1075015)",
166210246,,,residential,,False,True,102.04,,"LINESTRING (124.8217276 7.1072699, 124.8226181 7.1070224)",
166210302,,,residential,,False,False,124.02,,"LINESTRING (124.8217276 7.1072699, 124.8219736 7.1083582)",
166210302,,,residential,,False,True,98.499,,"LINESTRING (124.8217276 7.1072699, 124.8215237 7.1064075)",
166210246,,,residential,,False,False,102.105,,"LINESTRING (124.8208746 7.1075015, 124.8199807 7.1077389)",
166210246,,,residential,,False,True,97.58,,"LINESTRING (124.8208746 7.1075015, 124.8217276 7.1072699)",
1266717149,,,residential,,False,False,122.436,,"LINESTRING (124.8208746 7.1075015, 124.8211529 7.1085674)",
1266717149,,,residential,,False,True,98.664,,"LINESTRING (124.8208746 7.1075015, 124.8206533 7.1066418)",
166210246,,,residential,,False,True,102.105,,"LINESTRING (124.8199807 7.1077389, 124.8208746 7.1075015)",
166210235,2,Roxas Street,tertiary,,False,True,123.588,,"LINESTRING (124.8199807 7.1077389, 124.8200068 7.107847, 124.8202711 7.1088123)",
166210297,,,residential,,False,False,127.01,,"LINESTRING (124.8237794 7.107898, 124.8234826 7.1067944)",
166210297,,,residential,,False,True,152.622,,"LINESTRING (124.8237794 7.107898, 124.8241282 7.1092262)",
170088925,4,Rizal Avenue,trunk,,False,False,102.884,,"LINESTRING (124.8237794 7.107898, 124.8234965 7.1079701, 124.8230606 7.1080812, 124.8228763 7.1081282)",75
170088925,4,Rizal Avenue,trunk,,False,True,100.25800000000001,,"LINESTRING (124.8237794 7.107898, 124.8242016 7.1077798, 124.8246539 7.1076532)",75
166210310,,,residential,,False,True,126.217,,"LINESTRING (124.8228763 7.1081282, 124.8226181 7.1070224)",
170088925,4,Rizal Avenue,trunk,,False,False,76.168,,"LINESTRING (124.8228763 7.1081282, 124.8228227 7.1081418, 124.8222077 7.1082986)",75
170088925,4,Rizal Avenue,trunk,,False,True,102.88400000000001,,"LINESTRING (124.8228763 7.1081282, 124.8230606 7.1080812, 124.8234965 7.1079701, 124.8237794 7.107898)",75
166210302,,,residential,,False,True,124.02,,"LINESTRING (124.8219736 7.1083582, 124.8217276 7.1072699)",
170088925,4,Rizal Avenue,trunk,,False,False,93.496,,"LINESTRING (124.8219736 7.1083582, 124.8211529 7.1085674)",75
170088925,4,Rizal Avenue,trunk,,False,True,26.667,,"LINESTRING (124.8219736 7.1083582, 124.8222077 7.1082986)",75
170088925,4,Rizal Avenue,trunk,,False,False,101.037,,"LINESTRING (124.8211529 7.1085674, 124.8202711 7.1088123)",75
170088925,4,Rizal Avenue,trunk,,False,True,93.496,,"LINESTRING (124.8211529 7.1085674, 124.8219736 7.1083582)",75
1266717148,2,,residential,,False,False,127.213,,"LINESTRING (124.8211529 7.1085674, 124.8214272 7.1096786)",
1266717149,,,residential,,False,True,122.436,,"LINESTRING (124.8211529 7.1085674, 124.8208746 7.1075015)",
166210236,,,residential,,False,False,120.631,,"LINESTRING (124.8286595 7.1086784, 124.8289469 7.1097251)",
166210236,,,residential,,False,True,98.925,,"LINESTRING (124.8286595 7.1086784, 124.8283932 7.1078289)",
166210289,2,Matalam Street,unclassified,40,False,False,135.37,,"LINESTRING (124.8286595 7.1086784, 124.8274715 7.1089823)",
4302968,2,Rio Grande Street,unclassified,40,False,True,221.822,,"LINESTRING (124.8268824 7.109133, 124.8263879 7.1071994)",
166210289,2,Matalam Street,unclassified,40,False,False,131.768,,"LINESTRING (124.8268824 7.109133, 124.8257259 7.1094284)",
166210289,2,Matalam Street,unclassified,40,False,True,67.127,,"LINESTRING (124.8268824 7.109133, 124.8274715 7.1089823)",
4302968,2,Rio Grande Street,unclassified,40,False,False,347.385,,"LINESTRING (124.8268824 7.109133, 124.8271805 7.1103387, 124.8272502 7.1105969, 124.8273334 7.1107992, 124.827438 7.1109748, 124.8278242 7.1114885, 124.828147 7.111938)",
166210308,,,residential,,False,False,21.828,,"LINESTRING (124.8231119 7.1091951, 124.8229281 7.1092677)",
166210258,,,residential,,False,True,97.385,,"LINESTRING (124.8229281 7.1092677, 124.8232698 7.1100752)",
166210308,,,residential,,False,False,48.362,,"LINESTRING (124.8229281 7.1092677, 124.8225041 7.1093779)",
166210308,,,residential,,False,True,21.828,,"LINESTRING (124.8229281 7.1092677, 124.8231119 7.1091951)",
166210308,,,residential,,False,True,6.57,,"LINESTRING (124.8224464 7.1093925, 124.8225041 7.1093779)",
503973314,,,residential,,False,False,124.455,,"LINESTRING (124.8224464 7.1093925, 124.8222077 7.1082986)",
166210308,,,residential,,False,False,70.47699999999999,,"LINESTRING (124.8224464 7.1093925, 124.8223941 7.1094032, 124.8218349 7.1095748)",
166210254,,,residential,,False,True,207.95,,"LINESTRING (124.8218349 7.1095748, 124.8225497 7.1113052)",
166210308,,,residential,,False,False,46.443,,"LINESTRING (124.8218349 7.1095748, 124.8214272 7.1096786)",
166210308,,,residential,,False,True,70.47699999999999,,"LINESTRING (124.8218349 7.1095748, 124.8223941 7.1094032, 124.8224464 7.1093925)",
4302985,2,Abellera Street,unclassified,40,False,False,95.102,,"LINESTRING (124.8251366 7.1095789, 124.8253486 7.1104079)",
4302985,2,Abellera Street,unclassified,40,False,True,220.653,,"LINESTRING (124.8251366 7.1095789, 124.8246539 7.1076532)",
166210249,,,residential,,False,True,213.247,,"LINESTRING (124.8251366 7.1095789, 124.8232698 7.1100752)",
166210289,2,Matalam Street,unclassified,40,False,True,67.142,,"LINESTRING (124.8251366 7.1095789, 124.8257259 7.1094284)",
166210308,,,residential,,False,False,98.587,,"LINESTRING (124.8214272 7.1096786, 124.8205662 7.1099155)",
166210308,,,residential,,False,True,46.443,,"LINESTRING (124.8214272 7.1096786, 124.8218349 7.1095748)",
1266717148,2,,residential,,False,True,127.213,,"LINESTRING (124.8214272 7.1096786, 124.8211529 7.1085674)",
1266717148,2,,residential,,False,False,346.628,,"LINESTRING (124.8214272 7.1096786, 124.8218992 7.111422, 124.8222199 7.1126949)",
166210236,,,residential,,False,True,120.631,,"LINESTRING (124.8289469 7.1097251, 124.8286595 7.1086784)",
166210308,,,residential,,False,True,98.587,,"LINESTRING (124.8205662 7.1099155, 124.8214272 7.1096786)",
503973328,2,Mercado Street,tertiary,40,False,False,36.425,,"LINESTRING (124.8205662 7.1099155, 124.820483 7.1095985)",
503973328,2,Mercado Street,tertiary,40,False,True,179.102,,"LINESTRING (124.8205662 7.1099155, 124.8209753 7.1114742)",
166210249,,,residential,,False,False,213.247,,"LINESTRING (124.8232698 7.1100752, 124.8251366 7.1095789)",
166210258,,,residential,,False,False,97.385,,"LINESTRING (124.8232698 7.1100752, 124.8229281 7.1092677)",
166210258,,,residential,,False,True,216.925,,"LINESTRING (124.8232698 7.1100752, 124.8238814 7.1114859, 124.8240494 7.1118661)",
166210254,,,residential,,False,False,207.95,,"LINESTRING (124.8225497 7.1113052, 124.8218349 7.1095748)",
166210265,,,residential,,False,True,68.458,,"LINESTRING (124.8269462 7.1112305, 124.8273041 7.1117334)",
166210283,,,residential,,False,True,163.342,,"LINESTRING (124.8269462 7.1112305, 124.8257428 7.112086)",
866516054,,,residential,,False,False,58.924,,"LINESTRING (124.8269462 7.1112305, 124.826644 7.1107936)",
166210253,,,residential,,False,False,183.887,,"LINESTRING (124.8273041 7.1117334, 124.8258971 7.1126197)",
166210265,,,residential,,False,False,68.458,,"LINESTRING (124.8273041 7.1117334, 124.8269462 7.1112305)",
166210265,,,residential,,False,True,68.336,,"LINESTRING (124.8273041 7.1117334, 124.8276767 7.1122243)",
4302968,2,Rio Grande Street,unclassified,40,False,False,124.722,,"LINESTRING (124.828147 7.111938, 124.8288012 7.1128527)",
166210271,,,residential,,False,True,60.88,,"LINESTRING (124.828147 7.111938, 124.8276767 7.1122243)",
4302968,2,Rio Grande Street,unclassified,40,False,True,347.385,,"LINESTRING (124.828147 7.111938, 124.8278242 7.1114885, 124.827438 7.1109748, 124.8273334 7.1107992, 124.8272502 7.1105969, 124.8271805 7.1103387, 124.8268824 7.109133)",
4302985,2,Abellera Street,unclassified,40,False,False,61.739,,"LINESTRING (124.8257428 7.112086, 124.8258971 7.1126197)",
4302985,2,Abellera Street,unclassified,40,False,True,64.337,,"LINESTRING (124.8257428 7.112086, 124.8256118 7.1115222)",
166210283,,,residential,,False,False,163.342,,"LINESTRING (124.8257428 7.112086, 124.8269462 7.1112305)",
166210283,,,residential,,False,True,162.769,,"LINESTRING (124.8257428 7.112086, 124.8245144 7.1128965)",
166210265,,,residential,,False,False,68.336,,"LINESTRING (124.8276767 7.1122243, 124.8273041 7.1117334)",
166210271,,,residential,,False,False,60.88,,"LINESTRING (124.8276767 7.1122243, 124.828147 7.111938)",
166210271,,,residential,,False,True,209.505,,"LINESTRING (124.8276767 7.1122243, 124.8270395 7.1126337, 124.8267889 7.1127794, 124.8265126 7.1129098, 124.8263624 7.112963, 124.8261317 7.1129924, 124.8259806 7.1129964)",
4302985,2,Abellera Street,unclassified,40,False,False,42.888,,"LINESTRING (124.8258971 7.1126197, 124.8259806 7.1129964)",
4302985,2,Abellera Street,unclassified,40,False,True,61.739,,"LINESTRING (124.8258971 7.1126197, 124.8257428 7.112086)",
166210253,,,residential,,False,True,183.887,,"LINESTRING (124.8258971 7.1126197, 124.8273041 7.1117334)",
166210283,,,residential,,False,False,40.867,,"LINESTRING (124.8241992 7.1130895, 124.8245144 7.1128965)",
166210273,,,residential,,False,True,456.10400000000004,,"LINESTRING (124.8241992 7.1130895, 124.8237821 7.11213, 124.823125 7.1106129, 124.8230832 7.1105077, 124.8230217 7.1103707, 124.8229909 7.1103134, 124.8229587 7.1102722, 124.8229131 7.1102389, 124.8228474 7.110191, 124.8228112 7.1101604, 124.8227763 7.1101058, 124.8227267 7.1099714, 124.8226301 7.1097305, 124.8225041 7.1093779)",
4302985,2,Abellera Street,unclassified,40,False,False,43.832,,"LINESTRING (124.8254894 7.1109855, 124.8255765 7.1113701)",
4302985,2,Abellera Street,unclassified,40,False,True,66.079,,"LINESTRING (124.8254894 7.1109855, 124.8253486 7.1104079)",
501132221,,,residential,,False,True,186.651,,"LINESTRING (124.8254894 7.1109855, 124.824336 7.1117001, 124.8240494 7.1118661)",
4302985,2,Abellera Street,unclassified,40,False,False,17.355,,"LINESTRING (124.8255765 7.1113701, 124.8256118 7.1115222)",
4302985,2,Abellera Street,unclassified,40,False,True,43.832,,"LINESTRING (124.8255765 7.1113701, 124.8254894 7.1109855)",
501132222,,,residential,,False,True,177.884,,"LINESTRING (124.8255765 7.1113701, 124.8251259 7.1116828, 124.8242462 7.1122737)",
166210258,,,residential,,False,False,75.31,,"LINESTRING (124.8245144 7.1128965, 124.8242462 7.1122737)",
166210283,,,residential,,False,False,162.769,,"LINESTRING (124.8245144 7.1128965, 124.8257428 7.112086)",
166210283,,,residential,,False,True,40.867,,"LINESTRING (124.8245144 7.1128965, 124.8241992 7.1130895)",
166210258,,,residential,,False,False,50.257,,"LINESTRING (124.8242462 7.1122737, 124.8240494 7.1118661)",
166210258,,,residential,,False,True,75.31,,"LINESTRING (124.8242462 7.1122737, 124.8245144 7.1128965)",
501132222,,,residential,,False,False,177.884,,"LINESTRING (124.8242462 7.1122737, 124.8251259 7.1116828, 124.8255765 7.1113701)",
170088925,4,Rizal Avenue,trunk,,False,False,96.642,,"LINESTRING (124.8254988 7.1074242, 124.8246539 7.1076532)",75
170088925,4,Rizal Avenue,trunk,,False,True,101.238,,"LINESTRING (124.8254988 7.1074242, 124.8260588 7.1072826, 124.8263879 7.1071994)",75
503973294,,,residential,,False,True,125.37299999999999,,"LINESTRING (124.8254988 7.1074242, 124.825343 7.1067995, 124.8252259 7.1063297)",
166210246,,,residential,,False,True,42.227,,"LINESTRING (124.8252259 7.1063297, 124.8255983 7.1062422)",
166210246,,,residential,,False,False,98.18299999999999,,"LINESTRING (124.8252259 7.1063297, 124.8250701 7.1063659, 124.8243638 7.1065482)",
503973294,,,residential,,False,False,125.37299999999999,,"LINESTRING (124.8252259 7.1063297, 124.825343 7.1067995, 124.8254988 7.1074242)",
170088925,4,Rizal Avenue,trunk,,False,False,26.667,,"LINESTRING (124.8222077 7.1082986, 124.8219736 7.1083582)",75
503973314,,,residential,,False,True,124.455,,"LINESTRING (124.8222077 7.1082986, 124.8224464 7.1093925)",
170088925,4,Rizal Avenue,trunk,,False,True,76.168,,"LINESTRING (124.8222077 7.1082986, 124.8228227 7.1081418, 124.8228763 7.1081282)",75
166210289,2,Matalam Street,unclassified,40,False,False,67.127,,"LINESTRING (124.8274715 7.1089823, 124.8268824 7.109133)",
166210289,2,Matalam Street,unclassified,40,False,True,135.37,,"LINESTRING (124.8274715 7.1089823, 124.8286595 7.1086784)",
503973326,,,residential,,False,False,49.513,,"LINESTRING (124.8274715 7.1089823, 124.8277265 7.1093487)",
503973326,,,residential,,False,True,156.868,,"LINESTRING (124.8284948 7.1105357, 124.8277265 7.1093487)",
166210236,,,residential,,False,False,98.925,,"LINESTRING (124.8283932 7.1078289, 124.8286595 7.1086784)",
166210236,,,residential,,False,True,122.85,,"LINESTRING (124.8283932 7.1078289, 124.828138 7.1067535)",
166210297,,,residential,,False,False,152.622,,"LINESTRING (124.8241282 7.1092262, 124.8237794 7.107898)",
4302985,2,Abellera Street,unclassified,40,False,False,66.079,,"LINESTRING (124.8253486 7.1104079, 124.8254894 7.1109855)",
4302985,2,Abellera Street,unclassified,40,False,True,95.102,,"LINESTRING (124.8253486 7.1104079, 124.8251366 7.1095789)",
866516053,,,residential,,False,False,93.805,,"LINESTRING (124.8253486 7.1104079, 124.8260522 7.1099344)",
4302985,2,Abellera Street,unclassified,40,False,True,42.888,,"LINESTRING (124.8259806 7.1129964, 124.8258971 7.1126197)",
166210271,,,residential,,False,False,209.505,,"LINESTRING (124.8259806 7.1129964, 124.8261317 7.1129924, 124.8263624 7.112963, 124.8265126 7.1129098, 124.8267889 7.1127794, 124.8270395 7.1126337, 124.8276767 7.1122243)",
166210308,,,residential,,False,False,6.57,,"LINESTRING (124.8225041 7.1093779, 124.8224464 7.1093925)",
166210308,,,residential,,False,True,48.362,,"LINESTRING (124.8225041 7.1093779, 124.8229281 7.1092677)",
166210273,,,residential,,False,False,456.104,,"LINESTRING (124.8225041 7.1093779, 124.8226301 7.1097305, 124.8227267 7.1099714, 124.8227763 7.1101058, 124.8228112 7.1101604, 124.8228474 7.110191, 124.8229131 7.1102389, 124.8229587 7.1102722, 124.8229909 7.1103134, 124.8230217 7.1103707, 124.8230832 7.1105077, 124.823125 7.1106129, 124.8237821 7.11213, 124.8241992 7.1130895)",
166210258,,,residential,,False,True,50.257,,"LINESTRING (124.8240494 7.1118661, 124.8242462 7.1122737)",
166210258,,,residential,,False,False,216.925,,"LINESTRING (124.8240494 7.1118661, 124.8238814 7.1114859, 124.8232698 7.1100752)",
501132221,,,residential,,False,False,186.651,,"LINESTRING (124.8240494 7.1118661, 124.824336 7.1117001, 124.8254894 7.1109855)",
166210246,,,residential,,False,False,42.227,,"LINESTRING (124.8255983 7.1062422, 124.8252259 7.1063297)",
166210246,,,residential,,False,True,58.209,,"LINESTRING (124.8255983 7.1062422, 124.8261127 7.1061261)",
866514663,,,residential,,False,False,103.554,,"LINESTRING (124.8255983 7.1062422, 124.8253807 7.1053363)",
866514663,,,residential,,False,True,103.554,,"LINESTRING (124.8253807 7.1053363, 124.8255983 7.1062422)",
866514664,,,residential,,False,False,56.162,,"LINESTRING (124.8253807 7.1053363, 124.8257426 7.1052433, 124.8258747 7.105215)",
866516052,,,residential,,False,True,139.769,,"LINESTRING (124.826644 7.1107936, 124.8256118 7.1115222)",
866516054,,,residential,,False,True,58.924,,"LINESTRING (124.826644 7.1107936, 124.8269462 7.1112305)",
866516054,,,residential,,False,False,115.72200000000001,,"LINESTRING (124.826644 7.1107936, 124.8266092 7.1107433, 124.8260522 7.1099344)",
4302985,2,Abellera Street,unclassified,40,False,False,64.337,,"LINESTRING (124.8256118 7.1115222, 124.8257428 7.112086)",
4302985,2,Abellera Street,unclassified,40,False,True,17.355,,"LINESTRING (124.8256118 7.1115222, 124.8255765 7.1113701)",
866516052,,,residential,,False,False,139.769,,"LINESTRING (124.8256118 7.1115222, 124.826644 7.1107936)",
866516053,,,residential,,False,True,93.805,,"LINESTRING (124.8260522 7.1099344, 124.8253486 7.1104079)",
866516054,,,residential,,False,False,66.806,,"LINESTRING (124.8260522 7.1099344, 124.8259842 7.1098357, 124.8257259 7.1094284)",
866516054,,,residential,,False,True,115.72200000000001,,"LINESTRING (124.8260522 7.1099344, 124.8266092 7.1107433, 124.826644 7.1107936)",
166210289,2,Matalam Street,unclassified,40,False,False,67.142,,"LINESTRING (124.8257259 7.1094284, 124.8251366 7.1095789)",
166210289,2,Matalam Street,unclassified,40,False,True,131.768,,"LINESTRING (124.8257259 7.1094284, 124.8268824 7.109133)",
866516054,,,residential,,False,True,66.806,,"LINESTRING (124.8257259 7.1094284, 124.8259842 7.1098357, 124.8260522 7.1099344)",
503973326,,,residential,,False,False,156.868,,"LINESTRING (124.8277265 7.1093487, 124.8284948 7.1105357)",
503973326,,,residential,,False,True,49.513,,"LINESTRING (124.8277265 7.1093487, 124.8274715 7.1089823)",
166210302,,,residential,,False,False,47.592,,"LINESTRING (124.8211657 7.1051409, 124.8212716 7.1055558)",
866552595,,,residential,,False,True,98.733,,"LINESTRING (124.8211657 7.1051409, 124.8220295 7.1049092)",
166210310,,,residential,,False,False,47.188,,"LINESTRING (124.8220295 7.1049092, 124.8221406 7.105319)",
866552595,,,residential,,False,False,98.733,,"LINESTRING (124.8220295 7.1049092, 124.8211657 7.1051409)",
866559332,,,residential,,False,True,157.38,,"LINESTRING (124.8201317 7.11036, 124.8205903 7.1110653, 124.8207056 7.1112463, 124.8207754 7.1113475, 124.8208532 7.111422, 124.8209753 7.1114742)",
503973328,2,Mercado Street,tertiary,40,False,False,179.102,,"LINESTRING (124.8209753 7.1114742, 124.8205662 7.1099155)",
866559332,,,residential,,False,False,157.38,,"LINESTRING (124.8209753 7.1114742, 124.8208532 7.111422, 124.8207754 7.1113475, 124.8207056 7.1112463, 124.8205903 7.1110653, 124.8201317 7.11036)",
"[866559331, 867603631]",,,residential,,False,"[False, True]",129.055,,"LINESTRING (124.8222199 7.1126949, 124.8229074 7.1125022, 124.822973 7.1127989, 124.8229927 7.1128634, 124.8230241 7.1129377)",
"[1266717147, 1266717148]",2,,residential,,False,False,78.88,,"LINESTRING (124.8222199 7.1126949, 124.8223337 7.1131467, 124.8225689 7.1130766)",
1266717148,2,,residential,,False,True,346.628,,"LINESTRING (124.8222199 7.1126949, 124.8218992 7.111422, 124.8214272 7.1096786)",
503973328,2,Mercado Street,tertiary,40,False,False,90.494,,"LINESTRING (124.820483 7.1095985, 124.8202711 7.1088123)",
503973328,2,Mercado Street,tertiary,40,False,True,36.425,,"LINESTRING (124.820483 7.1095985, 124.8205662 7.1099155)",
1266717146,,,residential,,False,False,52.548,,"LINESTRING (124.8230241 7.1129377, 124.8225689 7.1130766)",
