osmid,highway,oneway,reversed,length,lanes,ref,name,geometry,junction
157200697,residential,False,True,64.028,,,,"LINESTRING (123.4386551 10.0563787, 123.4384784 10.0558298)",
38577369,trunk,False,False,94.22299999999998,2,830,Samboan-Barili Road,"LINESTRING (123.4386551 10.0563787, 123.4381824 10.0564591, 123.4379639 10.0565132, 123.4378236 10.0565794)",
38577369,trunk,False,True,62.528999999999996,2,830,Samboan-Barili Road,"LINESTRING (123.4386551 10.0563787, 123.4388998 10.0563547, 123.4392248 10.0563436)",
157200696,residential,False,True,60.893,,,,"LINESTRING (123.4378236 10.0565794, 123.4376092 10.0560741)",
38577369,trunk,False,False,125.495,2,830,Samboan-Barili Road,"LINESTRING (123.4378236 10.0565794, 123.4372597 10.0569561, 123.4368782 10.0572175)",
38577369,trunk,False,True,94.223,2,830,Samboan-Barili Road,"LINESTRING (123.4378236 10.0565794, 123.4379639 10.0565132, 123.4381824 10.0564591, 123.4386551 10.0563787)",
157200678,unclassified,False,False,51.105,,,,"LINESTRING (123.4354316 10.0565887, 123.4358831 10.0564721)",
157200678,unclassified,False,True,118.713,,,,"LINESTRING (123.4354316 10.0565887, 123.4343833 10.0568614)",
667083327,trunk,False,False,102.197,2,830,Samboan-Barili Road,"LINESTRING (123.4354316 10.0565887, 123.4350438 10.0557527)",
667083327,trunk,False,True,131.785,2,830,Samboan-Barili Road,"LINESTRING (123.4354316 10.0565887, 123.4359547 10.0576561)",
157200671,residential,False,False,109.246,,,,"LINESTRING (123.4373967 10.0581774, 123.43644 10.0584565)",
157200647,residential,False,False,58.775999999999996,,,,"LINESTRING (123.4373967 10.0581774, 123.4372812 10.0578826, 123.4371794 10.0576951)",
662090760,residential,False,False,115.202,,,,"LINESTRING (123.4373967 10.0581774, 123.437469 10.0583289, 123.4375173 10.0584663, 123.43752 10.0586459, 123.4375119 10.0587859, 123.4375267 10.058968, 123.4376165 10.0589853, 123.437748 10.0589681)",
38577369,trunk,False,False,12.261,2,830,Samboan-Barili Road,"LINESTRING (123.4368782 10.0572175, 123.4367795 10.0572696)",
157200647,residential,False,True,62.513,,,,"LINESTRING (123.4368782 10.0572175, 123.4371794 10.0576951)",
38577369,trunk,False,True,125.495,2,830,Samboan-Barili Road,"LINESTRING (123.4368782 10.0572175, 123.4372597 10.0569561, 123.4378236 10.0565794)",
157200672,residential,False,True,106.215,,,,"LINESTRING (123.4335249 10.0560973, 123.433777 10.0570197)",
157200681,residential,False,False,62.46,,,,"LINESTRING (123.4335249 10.0560973, 123.4329701 10.0562281)",
