osmid,lanes,ref,highway,maxspeed,width,junction,oneway,reversed,length,name,geometry
700820568,2,436,primary,60,6.7,roundabout,True,False,4.166,,"LINESTRING (120.7284135 14.0217585, 120.7284249 14.0217227)"
801827055,4,,primary,60,13.4,,False,False,51.735,Tuy Diversion Road,"LINESTRING (120.7283024 14.0209093, 120.7280276 14.020528)"
764099051,,,residential,,,,False,True,73.37299999999999,,"LINESTRING (120.7283024 14.0209093, 120.7286405 14.0204849, 120.7286995 14.0203755)"
801827055,4,,primary,60,13.4,,False,True,46.703,Tuy Diversion Road,"LINESTRING (120.7283024 14.0209093, 120.7283949 14.0210934, 120.7284486 14.0213022)"
700820567,2,436,primary,60,6.7,roundabout,True,False,15.586,Palico - Balayan - Batangas Road,"LINESTRING (120.7284249 14.0217227, 120.7284493 14.0216936, 120.7284793 14.0216766, 120.7285134 14.0216704, 120.7285493 14.0216761)"
700820573,2,,primary,60,,,True,False,34.583,Tuy Diversion Road,"LINESTRING (120.7284249 14.0217227, 120.7284278 14.0215664, 120.7284539 14.0214138)"
456278566,2,,tertiary,30,6.7,,False,False,17.925,Luna Street,"LINESTRING (120.7308535 14.0200566, 120.7308404 14.0202173)"
456278566,2,,tertiary,30,6.7,,False,True,8.449,Luna Street,"LINESTRING (120.7308535 14.0200566, 120.730864 14.0199813)"
"[865193353, 865193291]",1,,residential,30,4,,False,False,100.207,V. Calingasan Street,"LINESTRING (120.7308535 14.0200566, 120.730509 14.0200257, 120.7302188 14.0199996, 120.7299286 14.0199736)"
206229659,2,436,primary,60,6.7,roundabout,True,False,19.379,Palico - Balayan Road,"LINESTRING (120.7285493 14.0216761, 120.7285802 14.0216933, 120.7286032 14.0217198, 120.7286153 14.0217523, 120.7286151 14.0217875, 120.7286021 14.0218205)"
700820571,1,436,secondary,40,4,,True,False,91.88100000000001,Rizal Street,"LINESTRING (120.7285493 14.0216761, 120.7286766 14.0216724, 120.7287487 14.0216297, 120.7291131 14.0212443, 120.729203 14.0212001)"
700820569,2,,primary,60,6.1,,True,False,30.93,Tuy Diversion Road,"LINESTRING (120.7284539 14.0214138, 120.7285016 14.0215423, 120.7285493 14.0216761)"
801827055,4,,primary,60,13.4,,False,False,12.424000000000001,Tuy Diversion Road,"LINESTRING (120.7284539 14.0214138, 120.728452 14.0213862, 120.7284486 14.0213022)"
255500968,2,,tertiary,30,6.1,,False,False,65.675,Gomez Street,"LINESTRING (120.7293436 14.0188813, 120.7299508 14.0189235)"
880966241,2,,residential,30,6.1,,False,True,74.364,Gomez Street,"LINESTRING (120.7293436 14.0188813, 120.7286552 14.0188472)"
865193359,2,436,secondary,40,6.7,,False,False,121.106,Rizal Street,"LINESTRING (120.7293436 14.0188813, 120.729409 14.0193221, 120.7295037 14.0199593)"
"[255500700, 865193359]","['2', '4']",436,secondary,40,6.7,,False,True,200.941,Rizal Street,"LINESTRING (120.7293436 14.0188813, 120.7292898 14.0185223, 120.7290843 14.0170918)"
315870847,1,,unclassified,30,4,,False,False,44.166,Basa Street,"LINESTRING (120.7311462 14.0161955, 120.7315509 14.0162554)"
456278566,2,,tertiary,30,6.7,,False,False,122.977,Luna Street,"LINESTRING (120.7311462 14.0161955, 120.7311014 14.0173006)"
865193285,,,residential,,,,False,False,135.367,,"LINESTRING (120.7311462 14.0161955, 120.731214 14.0149799)"
865193312,2,,tertiary,30,6.1,,False,True,129.50900000000001,Basa Street,"LINESTRING (120.7311462 14.0161955, 120.7307187 14.0161497, 120.729953 14.0160678)"
332895636,4,,primary,60,13.4,,False,True,154.404,Tuy Diversion Road,"LINESTRING (120.7271746 14.0157931, 120.7272126 14.0171812)"
865193312,2,,tertiary,30,6.1,,False,False,77.22,Basa Street,"LINESTRING (120.7271746 14.0157931, 120.7273362 14.0158159, 120.7278829 14.0158931)"
315870848,1,,residential,30,4,,False,True,125.106,Rillo Street,"LINESTRING (120.7283569 14.0159573, 120.7284694 14.0170771)"
865193312,2,,tertiary,30,6.1,,False,False,63.344,Basa Street,"LINESTRING (120.7283569 14.0159573, 120.7289426 14.0159973)"
865193312,2,,tertiary,30,6.1,,False,True,51.633,Basa Street,"LINESTRING (120.7283569 14.0159573, 120.7278829 14.0158931)"
255500700,4,436,secondary,40,6.7,,False,False,122.659,Rizal Street,"LINESTRING (120.7289426 14.0159973, 120.7290843 14.0170918)"
865193312,2,,tertiary,30,6.1,,False,False,109.288,Basa Street,"LINESTRING (120.7289426 14.0159973, 120.729953 14.0160678)"
865193312,2,,tertiary,30,6.1,,False,True,63.344,Basa Street,"LINESTRING (120.7289426 14.0159973, 120.7283569 14.0159573)"
315870845,2,,residential,30,6.1,,False,False,124.128,Burgos Street,"LINESTRING (120.729953 14.0160678, 120.7299498 14.0171841)"
865193312,2,,tertiary,30,6.1,,False,True,109.288,Basa Street,"LINESTRING (120.729953 14.0160678, 120.7289426 14.0159973)"
865193312,2,,tertiary,30,6.1,,False,False,129.50900000000001,Basa Street,"LINESTRING (120.729953 14.0160678, 120.7307187 14.0161497, 120.7311462 14.0161955)"
315870847,1,,unclassified,30,4,,False,False,46.498,Basa Street,"LINESTRING (120.7340228 14.0167683, 120.7344426 14.016863)"
315870847,1,,unclassified,30,4,,False,True,144.642,Basa Street,"LINESTRING (120.7340228 14.0167683, 120.7328587 14.0165057, 120.7327176 14.016471)"
315870845,2,,residential,30,6.1,,False,True,116.796,Burgos Street,"LINESTRING (120.7299286 14.0199736, 120.729943 14.0195433, 120.7299508 14.0189235)"
"[865193353, 865193290]",1,,residential,30,4,,False,False,45.867000000000004,V. Calingasan Street,"LINESTRING (120.7299286 14.0199736, 120.7297079 14.0199662, 120.7295037 14.0199593)"
"[865193353, 865193291]",1,,residential,30,4,,False,True,100.207,V. Calingasan Street,"LINESTRING (120.7299286 14.0199736, 120.7302188 14.0199996, 120.730509 14.0200257, 120.7308535 14.0200566)"
"[315870848, 865193290]",1,,residential,30,4,,False,False,130.248,"['V. Calingasan Street', 'Rillo Street']","LINESTRING (120.7295037 14.0199593, 120.7287531 14.0199401, 120.7287071 14.0194995)"
"[865193353, 865193290]",1,,residential,30,4,,False,True,45.867000000000004,V. Calingasan Street,"LINESTRING (120.7295037 14.0199593, 120.7297079 14.0199662, 120.7299286 14.0199736)"
"[865193357, 865193359]","['2', '4']",436,secondary,40,"['13.2', '6.7']",,False,False,153.27499999999998,Rizal Street,"LINESTRING (120.7295037 14.0199593, 120.7295415 14.0202163, 120.7295937 14.020666, 120.7295731 14.0207557, 120.7295323 14.0208341, 120.7295027 14.0208755, 120.7294088 14.02099, 120.729203 14.0212001)"
