osmid,highway,oneway,reversed,length,name,maxspeed,geometry
53728947,residential,False,True,95.402,,,"LINESTRING (123.9732836 9.755426, 123.9731436 9.7562728)"
662531013,secondary,False,False,36.986,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9732836 9.755426, 123.9736211 9.755426)"
662531013,secondary,False,True,59.184,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9732836 9.755426, 123.9727482 9.7553562)"
53729334,tertiary,False,False,54.552,,,"LINESTRING (123.9732836 9.755426, 123.9733328 9.7551748, 123.973406 9.7549514)"
33816877,secondary,False,False,29.204,Sevilla-Balilihan Provincial Road,,"LINESTRING (123.9736211 9.755426, 123.9737338 9.755188)"
662531013,secondary,False,True,36.986,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9736211 9.755426, 123.9732836 9.755426)"
662529971,secondary,False,False,183.46,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9736211 9.755426, 123.9737163 9.7554431, 123.9738867 9.7555502, 123.9740892 9.7557881, 123.9744697 9.7567633)"
662529971,secondary,False,True,29.097,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9745544 9.7570113, 123.9744697 9.7567633)"
53729403,residential,False,True,172.84,,,"LINESTRING (123.9745544 9.7570113, 123.9736707 9.7571785, 123.973534 9.75716, 123.9730096 9.7570356)"
662529971,secondary,False,False,374.23,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9745544 9.7570113, 123.9747312 9.7575767, 123.9749635 9.759142, 123.9750253 9.7597268, 123.9750681 9.7603293)"
33816877,secondary,False,True,29.204,Sevilla-Balilihan Provincial Road,,"LINESTRING (123.9737338 9.755188, 123.9736211 9.755426)"
903718881,residential,False,True,44.526,,,"LINESTRING (123.9737338 9.755188, 123.973406 9.7549514)"
33816877,secondary,False,False,133.17000000000002,Sevilla-Balilihan Provincial Road,,"LINESTRING (123.9737338 9.755188, 123.9741254 9.7546329, 123.9742595 9.7544215, 123.9743936 9.7541835)"
33816877,secondary,False,False,176.34300000000002,Sevilla-Balilihan Provincial Road,,"LINESTRING (123.9760405 9.7537077, 123.9761585 9.7536284, 123.9764374 9.7532583, 123.9767271 9.7528883, 123.9768934 9.7526768, 123.9770061 9.7525605, 123.9770858 9.75252)"
33816877,secondary,False,True,191.298,Sevilla-Balilihan Provincial Road,,"LINESTRING (123.9760405 9.7537077, 123.9759225 9.7537553, 123.9757776 9.753787, 123.9753592 9.753861, 123.9749877 9.7539351, 123.9746726 9.7540038, 123.9745009 9.7540672, 123.9743936 9.7541835)"
53728943,residential,False,True,761.238,,,"LINESTRING (123.9760405 9.7537077, 123.9762282 9.7539245, 123.9762363 9.7542923, 123.9765233 9.7545412, 123.976845 9.7551379, 123.977387 9.7557921, 123.977564 9.7559943, 123.977686 9.7562494, 123.9777209 9.756404, 123.9777035 9.7565309, 123.9775439 9.7567107, 123.9774795 9.756712, 123.9772756 9.7565679, 123.977049 9.7565111, 123.9760741 9.7564787, 123.9754269 9.7563122, 123.9753337 9.7563148, 123.9748802 9.7566087, 123.9744697 9.7567633)"
662531013,secondary,False,False,253.72099999999998,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9683424 9.7549998, 123.9692678 9.754899, 123.970242 9.754958, 123.9706447 9.7550236)"
53729336,residential,False,True,193.709,,,"LINESTRING (123.9705011 9.7529118, 123.9710221 9.7534691, 123.9710623 9.7537958, 123.9709979 9.7540487, 123.9708155 9.7543998)"
53729341,residential,False,False,570.98,,,"LINESTRING (123.9745025 9.7527986, 123.9739293 9.7525054, 123.9734735 9.7525067, 123.9733486 9.7526218, 123.9724588 9.7534111, 123.9724071 9.7542442, 123.9722492 9.7545214, 123.9718919 9.7547548, 123.9714886 9.7546714, 123.9711298 9.7544917, 123.9708155 9.7543998)"
53729344,tertiary,False,True,143.79,Balilihan-Sikatuna Provincial Road,,"LINESTRING (123.9745025 9.7527986, 123.9742783 9.7532742, 123.9739788 9.7538528, 123.9739264 9.7539602)"
53729336,residential,False,False,193.709,,,"LINESTRING (123.9708155 9.7543998, 123.9709979 9.7540487, 123.9710623 9.7537958, 123.9710221 9.7534691, 123.9705011 9.7529118)"
53729339,residential,False,True,71.909,,,"LINESTRING (123.9708155 9.7543998, 123.9707543 9.7545962, 123.9706992 9.7547732, 123.9706447 9.7550236)"
53729341,residential,False,True,570.98,,,"LINESTRING (123.9708155 9.7543998, 123.9711298 9.7544917, 123.9714886 9.7546714, 123.9718919 9.7547548, 123.9722492 9.7545214, 123.9724071 9.7542442, 123.9724588 9.7534111, 123.9733486 9.7526218, 123.9734735 9.7525067, 123.9739293 9.7525054, 123.9745025 9.7527986)"
53728937,residential,False,True,91.615,,,"LINESTRING (123.9705914 9.7557266, 123.97005 9.7563544)"
"[53729404, 53728948]",residential,False,True,170.43200000000002,,,"LINESTRING (123.9705914 9.7557266, 123.9706633 9.7557914, 123.9715511 9.7559619, 123.9720942 9.7560661)"
53729335,residential,False,False,78.201,,,"LINESTRING (123.9705914 9.7557266, 123.9706345 9.7553784, 123.9706902 9.7550302)"
53729410,secondary,False,True,88.169,,,"LINESTRING (123.9721819 9.7552779, 123.9720942 9.7560661)"
662531013,secondary,False,False,62.667,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9721819 9.7552779, 123.9727482 9.7553562)"
662531013,secondary,False,True,165.779,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9721819 9.7552779, 123.9716452 9.7551927, 123.9710727 9.7550953, 123.9706902 9.7550302)"
662531013,secondary,False,True,5.04,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9706902 9.7550302, 123.9706447 9.7550236)"
53729335,residential,False,True,78.201,,,"LINESTRING (123.9706902 9.7550302, 123.9706345 9.7553784, 123.9705914 9.7557266)"
662531013,secondary,False,False,165.779,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9706902 9.7550302, 123.9710727 9.7550953, 123.9716452 9.7551927, 123.9721819 9.7552779)"
53729347,unclassified,False,True,56.903,,,"LINESTRING (123.9739264 9.7539602, 123.9743936 9.7541835)"
53729337,tertiary,False,True,124.102,Balilihan-Sikatuna Provincial Road,,"LINESTRING (123.9739264 9.7539602, 123.9737975 9.7542151, 123.973406 9.7549514)"
53729344,tertiary,False,False,143.79000000000002,Balilihan-Sikatuna Provincial Road,,"LINESTRING (123.9739264 9.7539602, 123.9739788 9.7538528, 123.9742783 9.7532742, 123.9745025 9.7527986)"
53729347,unclassified,False,False,56.903,,,"LINESTRING (123.9743936 9.7541835, 123.9739264 9.7539602)"
33816877,secondary,False,False,191.298,Sevilla-Balilihan Provincial Road,,"LINESTRING (123.9743936 9.7541835, 123.9745009 9.7540672, 123.9746726 9.7540038, 123.9749877 9.7539351, 123.9753592 9.753861, 123.9757776 9.753787, 123.9759225 9.7537553, 123.9760405 9.7537077)"
33816877,secondary,False,True,133.17000000000002,Sevilla-Balilihan Provincial Road,,"LINESTRING (123.9743936 9.7541835, 123.9742595 9.7544215, 123.9741254 9.7546329, 123.9737338 9.755188)"
903718881,residential,False,False,44.526,,,"LINESTRING (123.973406 9.7549514, 123.9737338 9.755188)"
53729334,tertiary,False,True,54.552,,,"LINESTRING (123.973406 9.7549514, 123.9733328 9.7551748, 123.9732836 9.755426)"
53729337,tertiary,False,False,124.102,Balilihan-Sikatuna Provincial Road,,"LINESTRING (123.973406 9.7549514, 123.9737975 9.7542151, 123.9739264 9.7539602)"
"[53729345, 662531012]",residential,False,False,137.811,,,"LINESTRING (123.973406 9.7549514, 123.9729783 9.7546827, 123.9728162 9.7548595, 123.9727482 9.7553562)"
53728938,residential,False,True,92.214,,,"LINESTRING (123.9727482 9.7553562, 123.9726122 9.7561746)"
662531013,secondary,False,False,59.184,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9727482 9.7553562, 123.9732836 9.755426)"
662531013,secondary,False,True,62.667,Cortes - Balilihan - Catigbian - Macaas Road,60,"LINESTRING (123.9727482 9.7553562, 123.9721819 9.7552779)"
"[53729345, 662531012]",residential,False,True,137.811,,,"LINESTRING (123.9727482 9.7553562, 123.9728162 9.7548595, 123.9729783 9.7546827, 123.973406 9.7549514)"
33816877,secondary,False,True,176.343,Sevilla-Balilihan Provincial Road,,"LINESTRING (123.9770858 9.75252, 123.9770061 9.7525605, 123.9768934 9.7526768, 123.9767271 9.7528883, 123.9764374 9.7532583, 123.9761585 9.7536284, 123.9760405 9.7537077)"
53728937,residential,False,False,91.615,,,"LINESTRING (123.97005 9.7563544, 123.9705914 9.7557266)"
53729412,residential,False,True,181.41,,,"LINESTRING (123.97005 9.7563544, 123.9702469 9.7566842, 123.9710007 9.757688)"
53729402,residential,False,True,58.034,,,"LINESTRING (123.9720942 9.7560661, 123.9726122 9.7561746)"
53729410,secondary,False,False,88.169,,,"LINESTRING (123.9720942 9.7560661, 123.9721819 9.7552779)"
"[53728948, 53729404]",residential,False,False,170.432,,,"LINESTRING (123.9720942 9.7560661, 123.9715511 9.7559619, 123.9706633 9.7557914, 123.9705914 9.7557266)"
53729410,secondary,False,True,117.65299999999999,,,"LINESTRING (123.9720942 9.7560661, 123.9719662 9.7567741, 123.97189 9.7571046)"
53729410,secondary,False,True,117.072,,,"LINESTRING (123.97189 9.7571046, 123.9710007 9.757688)"
"[53729400, 53729399]",residential,False,"[False, True]",281.054,,,"LINESTRING (123.97189 9.7571046, 123.9718683 9.7577257, 123.9719387 9.7577685, 123.9727859 9.7579504, 123.9728321 9.7579427, 123.9729528 9.7572986, 123.9730096 9.7570356)"
