osmid,highway,oneway,reversed,length,lanes,name,geometry,bridge
999919247,residential,False,True,37.795,,,"LINESTRING (125.5154803 9.3446223, 125.5154814 9.3442824)",
999919248,residential,False,True,37.821,,,"LINESTRING (125.5154803 9.3446223, 125.5151356 9.3446249)",
999919258,secondary,False,True,44.362,2,Lake Mainit Circumferential Road,"LINESTRING (125.5154803 9.3446223, 125.5158846 9.3446183)",
741113800,secondary,False,False,84.023,2,Lake Mainit Circumferential Road,"LINESTRING (125.5154803 9.3446223, 125.5155547 9.3450643, 125.5155574 9.3452125, 125.5155708 9.3453713)",
350498336,residential,False,True,40.39,,,"LINESTRING (125.5162306 9.344613, 125.5165987 9.3446089)",
999919258,secondary,False,False,37.968,2,Lake Mainit Circumferential Road,"LINESTRING (125.5162306 9.344613, 125.5158846 9.3446183)",
999919259,secondary,False,True,37.679,2,Lake Mainit Circumferential Road,"LINESTRING (125.5162306 9.344613, 125.5162172 9.3442744)",
999919259,secondary,False,False,60.878,2,Lake Mainit Circumferential Road,"LINESTRING (125.5158122 9.3395143, 125.5158243 9.3396651, 125.515843 9.3397935, 125.5158618 9.3399033, 125.5158846 9.3400568)",
999919249,residential,False,False,81.928,,,"LINESTRING (125.5160576 9.3412465, 125.5168032 9.3412066)",
999919259,secondary,False,False,57.805,2,Lake Mainit Circumferential Road,"LINESTRING (125.5160576 9.3412465, 125.5160844 9.3415059, 125.5161107 9.3417637)",
999919259,secondary,False,True,63.519,2,Lake Mainit Circumferential Road,"LINESTRING (125.5160576 9.3412465, 125.5160201 9.3409792, 125.5159825 9.3406801)",
350498335,residential,False,False,39.758,,,"LINESTRING (125.517239 9.3428331, 125.5168767 9.3428396)",
350498335,residential,False,True,31.945,,,"LINESTRING (125.517239 9.3428331, 125.5175301 9.3428279)",
999919249,residential,False,False,39.185,,,"LINESTRING (125.517239 9.3428331, 125.517256 9.3431851)",
999919249,residential,False,True,75.474,,,"LINESTRING (125.517239 9.3428331, 125.5171956 9.3421557)",
350497895,residential,False,False,36.803,,,"LINESTRING (125.5162172 9.3442744, 125.5158818 9.3442784)",
350497895,residential,False,True,41.038,,,"LINESTRING (125.5162172 9.3442744, 125.5165912 9.3442699)",
999919259,secondary,False,False,37.679,2,Lake Mainit Circumferential Road,"LINESTRING (125.5162172 9.3442744, 125.5162306 9.344613)",
999919259,secondary,False,True,39.01,2,Lake Mainit Circumferential Road,"LINESTRING (125.5162172 9.3442744, 125.5162132 9.3439236)",
350497895,residential,False,False,39.151,,,"LINESTRING (125.516948 9.3442657, 125.5165912 9.3442699)",
350497895,residential,False,True,38.01,,,"LINESTRING (125.516948 9.3442657, 125.5172944 9.3442615)",
350497897,residential,False,False,37.201,,,"LINESTRING (125.516948 9.3442657, 125.5169583 9.3446001)",
350497897,residential,False,True,38.792,,,"LINESTRING (125.516948 9.3442657, 125.5169319 9.3439172)",
999919241,residential,False,True,57.991,,,"LINESTRING (125.5158846 9.3400568, 125.5153576 9.3400965)",
999919242,tertiary,False,False,89.801,2,,"LINESTRING (125.5158846 9.3400568, 125.5163258 9.3400423, 125.5167028 9.3400439)",
999919259,secondary,False,False,70.136,2,Lake Mainit Circumferential Road,"LINESTRING (125.5158846 9.3400568, 125.5159315 9.3403519, 125.5159825 9.3406801)",
999919259,secondary,False,True,60.878,2,Lake Mainit Circumferential Road,"LINESTRING (125.5158846 9.3400568, 125.5158618 9.3399033, 125.515843 9.3397935, 125.5158243 9.3396651, 125.5158122 9.3395143)",
350497895,residential,False,False,43.934,,,"LINESTRING (125.5158818 9.3442784, 125.5154814 9.3442824)",
350497895,residential,False,True,36.803,,,"LINESTRING (125.5158818 9.3442784, 125.5162172 9.3442744)",
350498333,residential,False,False,37.796,,,"LINESTRING (125.5158818 9.3442784, 125.5158846 9.3446183)",
350498333,residential,False,True,39.637,,,"LINESTRING (125.5158818 9.3442784, 125.5158751 9.343922)",
350497897,residential,False,False,39.347,,,"LINESTRING (125.5168767 9.3428396, 125.5168949 9.343193)",
350498335,residential,False,False,36.751,,,"LINESTRING (125.5168767 9.3428396, 125.5165418 9.3428455)",
350498335,residential,False,True,39.758,,,"LINESTRING (125.5168767 9.3428396, 125.517239 9.3428331)",
350497897,residential,False,True,75.412,,,"LINESTRING (125.5168767 9.3428396, 125.5168441 9.3422275, 125.5168415 9.3421623)",
350497897,residential,False,False,65.256,,,"LINESTRING (125.5168032 9.3412066, 125.5168267 9.341793)",
350497897,residential,False,True,67.978,,,"LINESTRING (125.5168032 9.3412066, 125.5167468 9.3405978)",
999919249,residential,False,True,81.928,,,"LINESTRING (125.5168032 9.3412066, 125.5160576 9.3412465)",
999919249,residential,False,False,99.632,,,"LINESTRING (125.5168032 9.3412066, 125.5170916 9.3411962, 125.5171157 9.3412068, 125.5171305 9.3412253, 125.5171379 9.3412518, 125.5171719 9.3417849)",
350497897,residential,False,False,61.78,,,"LINESTRING (125.5167028 9.3400439, 125.5167468 9.3405978)",
"[999919242, 999919243, 999919244, 999919245]",tertiary,False,"[False, True]",620.1049999999998,2,,"LINESTRING (125.5167028 9.3400439, 125.5174281 9.3400063, 125.5174644 9.3400099, 125.5174933 9.3400224, 125.5175127 9.3400469, 125.5175244 9.3400774, 125.5175851 9.3404499, 125.5176146 9.34061, 125.5176549 9.3407939, 125.5178654 9.341527, 125.517958 9.3417944, 125.5179982 9.3419677, 125.5180706 9.342411, 125.5181692 9.3430674, 125.5182627 9.3437265, 125.518272 9.3437924, 125.5182979 9.3439758, 125.5182952 9.3440658, 125.5182832 9.3441267, 125.5182631 9.3441783, 125.5182262 9.3442352, 125.5181652 9.3443007, 125.5181264 9.3443405, 125.5179667 9.3445045, 125.5178934 9.344577)",yes
999919242,tertiary,False,True,89.801,2,,"LINESTRING (125.5167028 9.3400439, 125.5163258 9.3400423, 125.5158846 9.3400568)",
350497896,residential,False,True,84.357,,,"LINESTRING (125.5159825 9.3406801, 125.5167468 9.3405978)",
999919259,secondary,False,False,63.519,2,Lake Mainit Circumferential Road,"LINESTRING (125.5159825 9.3406801, 125.5160201 9.3409792, 125.5160576 9.3412465)",
999919259,secondary,False,True,70.136,2,Lake Mainit Circumferential Road,"LINESTRING (125.5159825 9.3406801, 125.5159315 9.3403519, 125.5158846 9.3400568)",
350497896,residential,False,False,84.357,,,"LINESTRING (125.5167468 9.3405978, 125.5159825 9.3406801)",
350497897,residential,False,False,67.978,,,"LINESTRING (125.5167468 9.3405978, 125.5168032 9.3412066)",
350497897,residential,False,True,61.78,,,"LINESTRING (125.5167468 9.3405978, 125.5167028 9.3400439)",
350497895,residential,False,False,33.863,,,"LINESTRING (125.5154814 9.3442824, 125.5151728 9.3442868)",
350497895,residential,False,True,43.934,,,"LINESTRING (125.5154814 9.3442824, 125.5158818 9.3442784)",
999919247,residential,False,False,37.795,,,"LINESTRING (125.5154814 9.3442824, 125.5154803 9.3446223)",
"[350498334, 999919247]",residential,False,True,80.255,,,"LINESTRING (125.5154814 9.3442824, 125.5154803 9.3439772, 125.5154799 9.3439573, 125.515495 9.3439428, 125.5155701 9.3439345, 125.5155976 9.3439335, 125.5156975 9.3439262, 125.5158751 9.343922)",
350498335,residential,False,False,40.197,,,"LINESTRING (125.5165418 9.3428455, 125.5161755 9.3428521)",
350498335,residential,False,True,36.751,,,"LINESTRING (125.5165418 9.3428455, 125.5168767 9.3428396)",
999919240,residential,False,True,120.17500000000001,,,"LINESTRING (125.5165418 9.3428455, 125.5165672 9.3435266, 125.5165828 9.3439255)",
350498333,residential,False,False,64.985,,,"LINESTRING (125.5157143 9.3426664, 125.5157599 9.3427286, 125.5157787 9.3427643, 125.5157907 9.3428239, 125.5157961 9.3429509, 125.5158228 9.3432292)",
350498335,residential,False,True,40.197,,,"LINESTRING (125.5161755 9.3428521, 125.5165418 9.3428455)",
999919259,secondary,False,False,40.614,2,Lake Mainit Circumferential Road,"LINESTRING (125.5161755 9.3428521, 125.5161939 9.3432169)",
999919259,secondary,False,True,121.24,2,Lake Mainit Circumferential Road,"LINESTRING (125.5161755 9.3428521, 125.5161445 9.3422359, 125.5161107 9.3417637)",
350497897,residential,False,False,38.792,,,"LINESTRING (125.5169319 9.3439172, 125.516948 9.3442657)",
350497897,residential,False,True,80.63,,,"LINESTRING (125.5169319 9.3439172, 125.5168949 9.343193)",
350498334,residential,False,False,38.314,,,"LINESTRING (125.5169319 9.3439172, 125.5165828 9.3439255)",
350498334,residential,False,True,39.436,,,"LINESTRING (125.5169319 9.3439172, 125.5172913 9.3439132)",
350498336,residential,False,False,40.39,,,"LINESTRING (125.5165987 9.3446089, 125.5162306 9.344613)",
350498336,residential,False,True,39.467,,,"LINESTRING (125.5165987 9.3446089, 125.5169583 9.3446001)",
999919240,residential,False,False,37.704,,,"LINESTRING (125.5165987 9.3446089, 125.5165912 9.3442699)",
999919240,residential,False,True,120.777,,,"LINESTRING (125.5165987 9.3446089, 125.5166062 9.3447996, 125.5166772 9.3456134, 125.5166831 9.3456917)",
350498333,residential,False,False,82.781,,,"LINESTRING (125.5158846 9.3446183, 125.5159112 9.3453623)",
350498333,residential,False,True,37.796,,,"LINESTRING (125.5158846 9.3446183, 125.5158818 9.3442784)",
999919258,secondary,False,False,44.362,2,Lake Mainit Circumferential Road,"LINESTRING (125.5158846 9.3446183, 125.5154803 9.3446223)",
999919258,secondary,False,True,37.968,2,Lake Mainit Circumferential Road,"LINESTRING (125.5158846 9.3446183, 125.5162306 9.344613)",
350498333,residential,False,False,39.637,,,"LINESTRING (125.5158751 9.343922, 125.5158818 9.3442784)",
350498334,residential,False,True,37.097,,,"LINESTRING (125.5158751 9.343922, 125.5162132 9.3439236)",
350498333,residential,False,True,40.748,,,"LINESTRING (125.5158751 9.343922, 125.5158645 9.3436735, 125.5158615 9.3435558)",
