osmid,name,highway,oneway,reversed,length,lanes,ref,geometry,bridge,width
182016347,Highland,residential,False,True,48.537,,,"LINESTRING (120.5441234 15.0767437, 120.5437202 15.0769411)",,
161002922,Jose Abad Santos Avenue,secondary,False,False,187.01,2,217,"LINESTRING (120.5441234 15.0767437, 120.5437183 15.0758207, 120.543461 15.0751884)",,
25659324,General Luna Street,secondary,False,False,18.531,2,,"LINESTRING (120.5442227 15.0690115, 120.5443505 15.0688995)",,
679147215,General Luna Street,secondary,False,True,72.38499999999999,2,217,"LINESTRING (120.5442227 15.0690115, 120.543916 15.0692801, 120.5438062 15.0693846, 120.5437745 15.0694186, 120.5437554 15.0694433, 120.5437418 15.0694654)",,
108082297,Rizal Street,secondary,True,False,130.399,2,,"LINESTRING (120.5414555 15.070943, 120.5415885 15.0708675, 120.5424584 15.0702823)",,
108091432,Rizal Street,unclassified,False,True,56.783,2,,"LINESTRING (120.5414555 15.070943, 120.5413719 15.07096, 120.5413015 15.0709626, 120.5412452 15.0709581, 120.541184 15.070943, 120.5411056 15.0709108, 120.541038 15.070894, 120.5409822 15.0708887, 120.5409401 15.070892)",,
108080492,Jose Abad Santos Avenue,secondary,True,False,89.882,2,,"LINESTRING (120.5418438 15.0716591, 120.5416809 15.071362, 120.5414555 15.070943)",,
108082295,Osmeña Street,residential,False,False,144.29000000000002,2,,"LINESTRING (120.5418438 15.0716591, 120.5421095 15.071489, 120.5423255 15.0713356, 120.5425163 15.0711871, 120.5429207 15.0708841)",,
504561037,General Luna Street,secondary,True,False,156.33000000000004,2,217,"LINESTRING (120.5433428 15.0713515, 120.5433165 15.0713802, 120.5432743 15.0714183, 120.5428605 15.0717233, 120.5427305 15.0718191, 120.542635 15.0718894, 120.5425388 15.0719604, 120.5424884 15.0719976, 120.5421944 15.0722142)",,
876452236,Toledo Street,residential,False,False,69.033,2,,"LINESTRING (120.5433428 15.0713515, 120.5432273 15.0712384, 120.5431133 15.0711186, 120.5429207 15.0708841)",,
876452236,Toledo Street,residential,False,False,83.317,2,,"LINESTRING (120.5429207 15.0708841, 120.5424584 15.0702823)",,
108082295,Osmeña Street,residential,False,True,144.29000000000002,2,,"LINESTRING (120.5429207 15.0708841, 120.5425163 15.0711871, 120.5423255 15.0713356, 120.5421095 15.071489, 120.5418438 15.0716591)",,
876452236,Toledo Street,residential,False,True,69.033,2,,"LINESTRING (120.5429207 15.0708841, 120.5431133 15.0711186, 120.5432273 15.0712384, 120.5433428 15.0713515)",,
108081234,Toledo Street,residential,False,False,19.987,2,,"LINESTRING (120.5416285 15.0692699, 120.5417464 15.069409)",,
822422099,,residential,False,True,20.563,,,"LINESTRING (120.5416285 15.0692699, 120.5415175 15.0691192)",,
108081234,Toledo Street,residential,False,False,19.311,2,,"LINESTRING (120.5419654 15.0696676, 120.5420793 15.069802)",,
108081234,Toledo Street,residential,False,True,37.145,2,,"LINESTRING (120.5419654 15.0696676, 120.5417464 15.069409)",,
667226086,,residential,False,False,126.899,,,"LINESTRING (120.5419654 15.0696676, 120.5420673 15.06961, 120.542131 15.0695015, 120.5421675 15.0693971, 120.5421777 15.0690595, 120.5421887 15.0687223, 120.5421879 15.0687085, 120.5421806 15.0687016, 120.5420838 15.0686993)",,
108081234,Toledo Street,residential,False,False,37.145,2,,"LINESTRING (120.5417464 15.069409, 120.5419654 15.0696676)",,
108081234,Toledo Street,residential,False,True,19.987,2,,"LINESTRING (120.5417464 15.069409, 120.5416285 15.0692699)",,
667226158,,residential,False,False,28.34,,,"LINESTRING (120.5417464 15.069409, 120.5418579 15.0692709, 120.5418823 15.0691947)",,
108081234,Toledo Street,residential,False,True,67.15,2,,"LINESTRING (120.5424584 15.0702823, 120.5420793 15.069802)",,
876452236,Toledo Street,residential,False,True,83.317,2,,"LINESTRING (120.5424584 15.0702823, 120.5429207 15.0708841)",,
108082297,Rizal Street,secondary,True,False,166.29899999999998,2,,"LINESTRING (120.5424584 15.0702823, 120.54366 15.069474, 120.5436831 15.0694645, 120.5437031 15.069461, 120.5437418 15.0694654)",,
679147215,General Luna Street,secondary,False,False,72.38499999999999,2,217,"LINESTRING (120.5437418 15.0694654, 120.5437554 15.0694433, 120.5437745 15.0694186, 120.5438062 15.0693846, 120.543916 15.0692801, 120.5442227 15.0690115)",,
"[908572259, 108085270]",General Luna Street,secondary,True,False,215.14499999999995,2,217,"LINESTRING (120.5437418 15.0694654, 120.5437253 15.0695022, 120.5437132 15.0695394, 120.5437029 15.0695784, 120.5436563 15.0698253, 120.5436261 15.0699781, 120.5434781 15.0709281, 120.5434681 15.0709924, 120.5434409 15.0711338, 120.5434154 15.071221, 120.5433787 15.071302, 120.5433428 15.0713515)",,
108087214,General Luna Street,tertiary,False,False,90.494,2,,"LINESTRING (120.5400313 15.0735479, 120.5396289 15.0737603, 120.5394438 15.073869, 120.5392976 15.0739481)",,
108087214,General Luna Street,tertiary,False,True,99.666,2,,"LINESTRING (120.5400313 15.0735479, 120.540435 15.0733303, 120.540834 15.073098)",,
108091598,B. Lumanlan,residential,False,False,180.568,2,,"LINESTRING (120.5400313 15.0735479, 120.5396629 15.0727449, 120.5393704 15.072116, 120.5393674 15.0721095, 120.5393466 15.0720647)",,
246120031,,residential,False,True,60.354,,,"LINESTRING (120.5400313 15.0735479, 120.5402435 15.0739054, 120.5403133 15.0740174)",,
108087214,General Luna Street,tertiary,False,False,6.103,2,,"LINESTRING (120.5408827 15.0730697, 120.540834 15.073098)",,
108087214,General Luna Street,tertiary,False,True,71.661,2,,"LINESTRING (120.5408827 15.0730697, 120.5414385 15.0727129)",,
108087673,Ortigas Street,residential,False,True,99.04100000000001,2,,"LINESTRING (120.5408827 15.0730697, 120.5406005 15.0725086, 120.5405275 15.0723798, 120.5404708 15.0722729)",,
108087214,General Luna Street,tertiary,False,True,90.494,2,,"LINESTRING (120.5392976 15.0739481, 120.5394438 15.073869, 120.5396289 15.0737603, 120.5400313 15.0735479)",,
246121035,,residential,False,False,407.503,,,"LINESTRING (120.5392976 15.0739481, 120.5395072 15.0742537, 120.5396299 15.0744223, 120.5396755 15.0744702, 120.5397338 15.0745335, 120.539758 15.0745581, 120.5397875 15.0746073, 120.539813 15.0746681, 120.5398639 15.0747873, 120.5398854 15.0748417, 120.5399846 15.0750695, 120.540108 15.0753182, 120.5401108 15.0753201, 120.5401146 15.075321, 120.5401387 15.0753195, 120.5402085 15.0753157, 120.5402236 15.0753142, 120.5402251 15.0753148, 120.540226 15.0753156, 120.5403587 15.0756769, 120.5403615 15.0757004, 120.540354 15.0757126, 120.5399704 15.0758129, 120.5399518 15.0758105, 120.5399443 15.0758026, 120.5398839 15.0755954, 120.539874 15.07558, 120.5398625 15.0755746, 120.5396333 15.0755953, 120.539518 15.0756095, 120.5393624 15.0756134, 120.5390403 15.0756263, 120.538953 15.0756377)",,
108087673,Ortigas Street,residential,False,False,18.933,2,,"LINESTRING (120.5401007 15.0714998, 120.540143 15.0716651)",,
108087673,Ortigas Street,residential,False,True,42.137,2,,"LINESTRING (120.5401007 15.0714998, 120.5398958 15.0711766)",,
"[108120848, 108091432, 108091262]",Rizal Street,unclassified,False,False,112.80700000000002,2,,"LINESTRING (120.5401007 15.0714998, 120.5403345 15.0713322, 120.5405653 15.0711471, 120.5406643 15.0710706, 120.540903 15.0709088, 120.5409401 15.070892)",yes,
108087673,Ortigas Street,residential,False,False,99.041,2,,"LINESTRING (120.5404708 15.0722729, 120.5405275 15.0723798, 120.5406005 15.0725086, 120.5408827 15.0730697)",,
108087673,Ortigas Street,residential,False,True,76.262,2,,"LINESTRING (120.5404708 15.0722729, 120.5403588 15.072093, 120.540143 15.0716651)",,
108091355,,residential,False,True,96.043,,,"LINESTRING (120.5404708 15.0722729, 120.5406442 15.0721551, 120.5408709 15.0720877, 120.5410988 15.0719648, 120.5412639 15.0718858)",,
108091355,,residential,False,False,96.04299999999999,,,"LINESTRING (120.5412639 15.0718858, 120.5410988 15.0719648, 120.5408709 15.0720877, 120.5406442 15.0721551, 120.5404708 15.0722729)",,
108122377,M.L. Quezon Street,residential,False,False,133.231,,,"LINESTRING (120.542059 15.0737447, 120.5420243 15.0736258, 120.5419225 15.0734386, 120.5418258 15.0732994, 120.5414385 15.0727129)",,
108122377,M.L. Quezon Street,residential,False,True,101.14500000000001,,,"LINESTRING (120.542059 15.0737447, 120.5420779 15.0738071, 120.542094 15.0739003, 120.5421155 15.0739884, 120.5421208 15.0741386, 120.5421316 15.0742525, 120.5421369 15.0743509, 120.5421316 15.0744338, 120.5421208 15.0745063, 120.5421208 15.0745789, 120.5421155 15.0746462)",,
876134464,Ortigas,residential,False,True,72.392,,,"LINESTRING (120.542059 15.0737447, 120.5416319 15.0738328, 120.5413966 15.0738017)",,
108093019,,residential,False,True,26.766,,,"LINESTRING (120.5413966 15.0738017, 120.5413489 15.0739118, 120.5413328 15.0739636, 120.541306 15.0740257)",,
876134464,Ortigas,residential,False,False,72.392,,,"LINESTRING (120.5413966 15.0738017, 120.5416319 15.0738328, 120.542059 15.0737447)",,
876134464,Ortigas,residential,False,True,45.702,,,"LINESTRING (120.5413966 15.0738017, 120.5412671 15.0737045, 120.5411947 15.0736366, 120.5411104 15.0735045)",,
108093019,,residential,False,False,26.766000000000002,,,"LINESTRING (120.541306 15.0740257, 120.5413328 15.0739636, 120.5413489 15.0739118, 120.5413966 15.0738017)",,
108122377,M.L. Quezon Street,residential,False,False,101.14500000000001,,,"LINESTRING (120.5421155 15.0746462, 120.5421208 15.0745789, 120.5421208 15.0745063, 120.5421316 15.0744338, 120.5421369 15.0743509, 120.5421316 15.0742525, 120.5421208 15.0741386, 120.5421155 15.0739884, 120.542094 15.0739003, 120.5420779 15.0738071, 120.542059 15.0737447)",,
108087214,General Luna Street,tertiary,False,False,71.661,2,,"LINESTRING (120.5414385 15.0727129, 120.5408827 15.0730697)",,
"[108085273, 108087214, 108120503]",General Luna Street,tertiary,False,"[False, True]",98.30199999999999,2,,"LINESTRING (120.5414385 15.0727129, 120.5418901 15.0724187, 120.5421171 15.0722686, 120.5421944 15.0722142)",yes,8
108122377,M.L. Quezon Street,residential,False,True,133.231,,,"LINESTRING (120.5414385 15.0727129, 120.5418258 15.0732994, 120.5419225 15.0734386, 120.5420243 15.0736258, 120.542059 15.0737447)",,
108127689,Kaingin Street,residential,False,False,55.14,,,"LINESTRING (120.538752 15.0754801, 120.5386071 15.0752263, 120.5385106 15.0750554, 120.5385042 15.0750458)",,
