osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry,access,bridge
108706525,True,Romulo Boulevard,secondary,30,False,190.589,2,,"LINESTRING (120.5870701 15.4859803, 120.5870773 15.4861096, 120.5871072 15.4863382, 120.5871082 15.486364, 120.5871291 15.4864511, 120.5871799 15.4866624, 120.5872384 15.4867867, 120.5873014 15.4868966, 120.5873649 15.486993, 120.5873711 15.4870025, 120.587465 15.4871382, 120.5876206 15.487345, 120.5877578 15.4875158)",,
"[1165442826, 1165442835]",True,Romulo Boulevard,trunk,40,False,273.141,2,55,"LINESTRING (120.5870701 15.4859803, 120.5870131 15.485915, 120.586997 15.4857904, 120.5869492 15.4854197, 120.5869126 15.4852063, 120.5869058 15.4851664, 120.5869007 15.4850247, 120.5869134 15.4848957, 120.586938 15.4847387, 120.5870702 15.4842227, 120.5871181 15.484033, 120.5871605 15.4838489, 120.5872242 15.4835862)",,
1165442833,False,P. Zamora Avenue,trunk,40,True,25.213,,55,"LINESTRING (120.5870701 15.4859803, 120.5871068 15.4859626, 120.5872854 15.485889)",,
153733550,True,Hilario Street,tertiary,30,False,124.925,,,"LINESTRING (120.5895056 15.4868272, 120.5904434 15.4861598)",,
108707125,False,J.P. Rizal Street,tertiary,30,True,100.47,,,"LINESTRING (120.5895056 15.4868272, 120.5895243 15.4868495, 120.5896349 15.4869819, 120.5896466 15.4869945, 120.5898911 15.4872571, 120.5900013 15.48737, 120.5900541 15.4874253, 120.5901279 15.4875026)",,
160425522,False,Salazar Street,residential,20,True,4.693,2,,"LINESTRING (120.5929376 15.487171, 120.5929272 15.48713)",,
160425522,False,Salazar Street,residential,20,False,53.756,2,,"LINESTRING (120.5929376 15.487171, 120.5929729 15.4872714, 120.5930051 15.4873722, 120.5930226 15.4874756, 120.59305 15.4876407)",,
108707125,False,J.P. Rizal Street,tertiary,30,True,91.206,,,"LINESTRING (120.5910704 15.4885029, 120.5916591 15.4890953)",,
160436157,True,J. Luna Street,secondary,30,False,59.148,2,,"LINESTRING (120.5910704 15.4885029, 120.5906781 15.4888771)",,
108707125,False,J.P. Rizal Street,tertiary,30,False,150.248,,,"LINESTRING (120.5910704 15.4885029, 120.5907859 15.4881938, 120.5906403 15.4880356, 120.5901279 15.4875026)",,
709115036,True,,secondary,40,False,20.507,,,"LINESTRING (120.5860363 15.4864555, 120.5860673 15.4864617, 120.5860988 15.4864594, 120.5861284 15.4864487, 120.5861538 15.4864304, 120.5861729 15.4864061, 120.5861846 15.4863762)",,
1165442831,True,,secondary,40,False,10.167,,,"LINESTRING (120.5860363 15.4864555, 120.5860083 15.4864413, 120.5859856 15.4864201, 120.5859698 15.4863937)",,
"[160435757, 153733557]",True,"['J.P. Rizal Street', 'P. Burgos Street']",tertiary,30,False,137.595,2,,"LINESTRING (120.5884911 15.4869782, 120.5888178 15.4867471, 120.5889038 15.4866821, 120.5890736 15.4865588, 120.5891291 15.4865479, 120.5892127 15.4865455, 120.5893094 15.4866091, 120.5895056 15.4868272)",,
320758662,True,P. Zamora Avenue,secondary,40,False,25.935,,,"LINESTRING (120.5861867 15.4863443, 120.5862585 15.4862631, 120.5863569 15.4861793)",,
709115034,False,,secondary,40,True,14.226999999999999,,,"LINESTRING (120.5861867 15.4863443, 120.5861791 15.4863132, 120.5861624 15.4862855, 120.5861381 15.4862638, 120.5861082 15.4862498)",no,
"[890555851, 890579493, 108929167]",False,Ninoy Aquino Highway,secondary,40,"[False, True]",303.336,,,"LINESTRING (120.5869289 15.4883, 120.5868997 15.4883242, 120.5848084 15.4900232, 120.5847631 15.4900565)",,yes
709115029,True,Ninoy Aquino Highway,secondary,40,False,17.08,,,"LINESTRING (120.5869289 15.4883, 120.5869403 15.4882511, 120.5870134 15.4881753)",,
108929166,True,F. Tañedo Street,tertiary,30,False,29.784,2,,"LINESTRING (120.5885113 15.4872453, 120.5885026 15.4871566, 120.5884966 15.4870841, 120.5884911 15.4869782)",,
153733585,True,F. Tañedo Street,secondary,30,False,28.703000000000003,2,,"LINESTRING (120.5885113 15.4872453, 120.5884346 15.4872197, 120.5883505 15.4871932, 120.5882542 15.4871746)",,
108929165,True,Ninoy Aquino Boulevard,secondary,40,False,56.44,,,"LINESTRING (120.5856211 15.485991, 120.5858195 15.4860979, 120.5858999 15.4861465, 120.585971 15.4861896, 120.586077 15.4862448)",,
320758659,False,Ninoy Aquino Boulevard,secondary,40,False,65.83,2,,"LINESTRING (120.5856211 15.485991, 120.5853981 15.4858148, 120.585127 15.4856404)",,
153580523,False,Rosal Street,residential,,False,131.537,2,,"LINESTRING (120.5867916 15.481801, 120.5870638 15.4820946, 120.5871016 15.4821676, 120.5871163 15.48224, 120.5871016 15.4822942, 120.5870819 15.4823918, 120.5871083 15.4824493, 120.5871797 15.4825079, 120.5872934 15.4825837, 120.5874807 15.4826489)",,
"[153580555, 153580523]",False,Rosal Street,residential,,True,92.497,2,,"LINESTRING (120.5867916 15.481801, 120.5867274 15.4816958, 120.5866818 15.4816596, 120.5866333 15.4816473, 120.5864927 15.4816441, 120.5864578 15.4816648, 120.5863564 15.4818777, 120.5862368 15.4820353)",,
153580557,False,,residential,,True,103.111,,,"LINESTRING (120.5867916 15.481801, 120.5866506 15.4819774, 120.5866322 15.4820248, 120.5866402 15.4820564, 120.5866764 15.4821133, 120.5867435 15.4821863, 120.5867529 15.4822122, 120.5867524 15.4822399, 120.5866547 15.4826308)",,
320758661,False,P. Zamora Avenue,trunk,40,False,28.884,2,55,"LINESTRING (120.5931379 15.4817941, 120.5929541 15.4819841)",,
153578978,False,Romulo Boulevard,trunk,40,False,11.867,2,55,"LINESTRING (120.5875127 15.481925, 120.5874837 15.481822)",,
153578978,False,Romulo Boulevard,trunk,40,True,26.833999999999996,2,55,"LINESTRING (120.5875127 15.481925, 120.5875279 15.481984, 120.587551 15.4820825, 120.587563 15.4821612)",,
"[153580555, 153580523]",False,Rosal Street,residential,,False,92.497,2,,"LINESTRING (120.5862368 15.4820353, 120.5863564 15.4818777, 120.5864578 15.4816648, 120.5864927 15.4816441, 120.5866333 15.4816473, 120.5866818 15.4816596, 120.5867274 15.4816958, 120.5867916 15.481801)",,
153580555,False,,residential,,True,53.486999999999995,,,"LINESTRING (120.5862368 15.4820353, 120.5862312 15.4822555, 120.5861913 15.4825134)",,
"[890561632, 153580528]",False,,residential,,"[False, True]",279.32700000000006,,,"LINESTRING (120.5862368 15.4820353, 120.5862392 15.4818044, 120.5862191 15.4815601, 120.586199 15.4815446, 120.5859362 15.481555, 120.5859173 15.4815666, 120.5859263 15.4819348, 120.5859308 15.4821223, 120.585908 15.4823963, 120.5858892 15.4824183, 120.5856854 15.4825437, 120.585665 15.4825665, 120.5855754 15.4829456, 120.5855079 15.483161)",,
320758661,False,P. Zamora Avenue,trunk,40,False,24.992,2,55,"LINESTRING (120.5929541 15.4819841, 120.5927919 15.4821456)",,
320758661,False,P. Zamora Avenue,trunk,40,True,28.884,2,55,"LINESTRING (120.5929541 15.4819841, 120.5931379 15.4817941)",,
153580547,False,Don Rafael Street,residential,20,True,162.909,1,,"LINESTRING (120.5927919 15.4821456, 120.5938858 15.483163)",,
320758661,False,P. Zamora Avenue,trunk,40,False,50.007,2,55,"LINESTRING (120.5927919 15.4821456, 120.5924687 15.48247)",,
320758661,False,P. Zamora Avenue,trunk,40,True,24.992,2,55,"LINESTRING (120.5927919 15.4821456, 120.5929541 15.4819841)",,
153580539,False,,residential,,False,12.681,,,"LINESTRING (120.5851846 15.4820712, 120.5852226 15.4821792)",,
901427652,False,,residential,,False,26.297,,,"LINESTRING (120.5851846 15.4820712, 120.5849545 15.4821534)",,
320758661,False,P. Zamora Avenue,trunk,40,False,49.537,2,55,"LINESTRING (120.5924687 15.48247, 120.592128 15.4827711)",,
320758661,False,P. Zamora Avenue,trunk,40,True,50.007,2,55,"LINESTRING (120.5924687 15.48247, 120.5927919 15.4821456)",,
153580526,False,Don Marciano Street,residential,20,False,141.654,2,,"LINESTRING (120.5924687 15.48247, 120.5929101 15.4829291, 120.5933672 15.4834044)",,
153580549,False,Orchids Street,residential,,False,51.345,2,,"LINESTRING (120.5861913 15.4825134, 120.5866547 15.4826308)",,
153580555,False,,residential,,True,87.808,,,"LINESTRING (120.5861913 15.4825134, 120.5860137 15.4832843)",,
153580555,False,,residential,,False,53.486999999999995,,,"LINESTRING (120.5861913 15.4825134, 120.5862312 15.4822555, 120.5862368 15.4820353)",,
153580549,False,Orchids Street,residential,,False,86.416,2,,"LINESTRING (120.5866547 15.4826308, 120.58744 15.4828075)",,
153580549,False,Orchids Street,residential,,True,51.345,2,,"LINESTRING (120.5866547 15.4826308, 120.5861913 15.4825134)",,
153580557,False,,residential,,False,103.11100000000002,,,"LINESTRING (120.5866547 15.4826308, 120.5867524 15.4822399, 120.5867529 15.4822122, 120.5867435 15.4821863, 120.5866764 15.4821133, 120.5866402 15.4820564, 120.5866322 15.4820248, 120.5866506 15.4819774, 120.5867916 15.481801)",,
153580557,False,,residential,,True,87.005,,,"LINESTRING (120.5866547 15.4826308, 120.5865772 15.4830051, 120.5864823 15.4833953)",,
153578978,False,Romulo Boulevard,trunk,40,True,18.167,2,55,"LINESTRING (120.5874807 15.4826489, 120.58744 15.4828075)",,
153578978,False,Romulo Boulevard,trunk,40,False,55.141000000000005,2,55,"LINESTRING (120.5874807 15.4826489, 120.5874881 15.4826143, 120.5875584 15.4823078, 120.587563 15.4821612)",,
153580523,False,Rosal Street,residential,,True,131.537,2,,"LINESTRING (120.5874807 15.4826489, 120.5872934 15.4825837, 120.5871797 15.4825079, 120.5871083 15.4824493, 120.5870819 15.4823918, 120.5871016 15.4822942, 120.5871163 15.48224, 120.5871016 15.4821676, 120.5870638 15.4820946, 120.5867916 15.481801)",,
153580543,False,,residential,20,True,106.035,1,,"LINESTRING (120.5930149 15.4826697, 120.5937238 15.483335)",,
153578978,False,Romulo Boulevard,trunk,40,False,18.167,2,55,"LINESTRING (120.58744 15.4828075, 120.5874807 15.4826489)",,
153580549,False,Orchids Street,residential,,True,86.416,2,,"LINESTRING (120.58744 15.4828075, 120.5866547 15.4826308)",,
153578978,False,Romulo Boulevard,trunk,40,True,25.005000000000003,2,55,"LINESTRING (120.58744 15.4828075, 120.5874057 15.4829427, 120.5873975 15.4829851, 120.587391 15.4830272)",,
153580526,False,Don Marciano Street,residential,20,True,25.829,2,,"LINESTRING (120.5938858 15.483163, 120.5937238 15.483335)",,
153580547,False,Don Rafael Street,residential,20,False,162.909,1,,"LINESTRING (120.5938858 15.483163, 120.5927919 15.4821456)",,
153580522,False,Ramos Street,residential,,False,55.741,2,,"LINESTRING (120.5855055 15.4831774, 120.5860137 15.4832843)",,
153580528,False,,residential,,True,1.842,,,"LINESTRING (120.5855055 15.4831774, 120.5855079 15.483161)",,
153580522,False,Ramos Street,residential,,True,55.741,2,,"LINESTRING (120.5860137 15.4832843, 120.5855055 15.4831774)",,
153580555,False,,residential,,False,87.808,,,"LINESTRING (120.5860137 15.4832843, 120.5861913 15.4825134)",,
153580522,False,Ramos Street,residential,,False,51.71,2,,"LINESTRING (120.5860137 15.4832843, 120.5862835 15.4833477, 120.5864823 15.4833953)",,
153580526,False,Don Marciano Street,residential,20,False,25.829,2,,"LINESTRING (120.5937238 15.483335, 120.5938858 15.483163)",,
153580543,False,,residential,20,False,106.035,1,,"LINESTRING (120.5937238 15.483335, 120.5930149 15.4826697)",,
153580526,False,Don Marciano Street,residential,20,True,54.097,2,,"LINESTRING (120.5937238 15.483335, 120.5935627 15.4835211, 120.5934995 15.4835341, 120.5933672 15.4834044)",,
153580522,False,Ramos Street,residential,,False,82.287,2,,"LINESTRING (120.5864823 15.4833953, 120.5872242 15.4835862)",,
153580522,False,Ramos Street,residential,,True,51.71,2,,"LINESTRING (120.5864823 15.4833953, 120.5862835 15.4833477, 120.5860137 15.4832843)",,
153580557,False,,residential,,False,87.005,,,"LINESTRING (120.5864823 15.4833953, 120.5865772 15.4830051, 120.5866547 15.4826308)",,
153580522,False,Ramos Street,residential,,False,7.236,2,,"LINESTRING (120.5872242 15.4835862, 120.5872893 15.4836035)",,
153580522,False,Ramos Street,residential,,True,82.287,2,,"LINESTRING (120.5872242 15.4835862, 120.5864823 15.4833953)",,
"[1165442825, 1165442835]",True,Romulo Boulevard,trunk,40,False,65.424,2,55,"LINESTRING (120.5872242 15.4835862, 120.587266 15.4834134, 120.587308 15.4832338, 120.587343 15.4830839, 120.587391 15.4830272)",,
160426869,False,P. Zamora Avenue,trunk,40,False,132.893,,55,"LINESTRING (120.5905281 15.4841941, 120.590367 15.4843277, 120.5898836 15.4846947, 120.5898408 15.4847272, 120.5895478 15.484925)",,
160456961,False,Macabulos Avenue,tertiary,,True,170.46400000000003,2,,"LINESTRING (120.5905281 15.4841941, 120.5903158 15.4837713, 120.5900508 15.4832438, 120.589861 15.4828658, 120.5898351 15.4828142)",,
320758661,False,P. Zamora Avenue,trunk,40,True,101.4,2,55,"LINESTRING (120.5905281 15.4841941, 120.5905916 15.4841378, 120.5906373 15.4840973, 120.590909 15.4838562, 120.5909456 15.4838237, 120.5911692 15.4836254, 120.5912243 15.4835765)",,
160436094,False,Hilario Street,residential,30,False,163.42799999999997,2,,"LINESTRING (120.5938256 15.4841744, 120.5935754 15.4842282, 120.5931922 15.4843771, 120.592981 15.4844992, 120.5928709 15.4845628, 120.59263 15.4847099, 120.5924768 15.4848273)",,
153733578,False,,residential,20,False,139.659,,,"LINESTRING (120.5918721 15.4852125, 120.5922047 15.485512, 120.592348 15.4856287, 120.5928343 15.4860594)",,
160436093,False,Hilario Street,residential,30,False,71.53,2,,"LINESTRING (120.5918721 15.4852125, 120.5916211 15.4853599, 120.5913178 15.4855701)",,
160436094,False,Hilario Street,residential,30,True,77.707,2,,"LINESTRING (120.5918721 15.4852125, 120.5919163 15.4851816, 120.5923173 15.4849375, 120.5924768 15.4848273)",,
160425242,False,Salazar Street,residential,20,False,33.347,,,"LINESTRING (120.5928343 15.4860594, 120.5928767 15.4863565)",,
153733578,False,,residential,20,True,139.659,,,"LINESTRING (120.5928343 15.4860594, 120.592348 15.4856287, 120.5922047 15.485512, 120.5918721 15.4852125)",,
160426600,True,M.H. del Pilar Street,tertiary,30,False,95.813,2,,"LINESTRING (120.5904434 15.4861598, 120.5908386 15.4866715, 120.5909318 15.4867885, 120.5909807 15.4868485)",,
160436093,False,Hilario Street,residential,30,True,78.48599999999999,2,,"LINESTRING (120.5904434 15.4861598, 120.590757 15.485942, 120.591039 15.485749)",,
153733587,False,,residential,20,False,53.007,,,"LINESTRING (120.5920445 15.4862213, 120.5920818 15.4862589, 120.5923863 15.4865659)",,
153733587,False,,residential,20,True,85.405,,,"LINESTRING (120.5929272 15.48713, 120.5923863 15.4865659)",,
160425522,False,Salazar Street,residential,20,False,4.693,2,,"LINESTRING (120.5929272 15.48713, 120.5929376 15.487171)",,
160425242,False,Salazar Street,residential,20,True,86.19200000000001,,,"LINESTRING (120.5929272 15.48713, 120.5929166 15.4869237, 120.5929032 15.4866601, 120.5928767 15.4863565)",,
820238976,False,P. Burgos Street,secondary,30,False,65.352,2,,"LINESTRING (120.5882542 15.4871746, 120.5880377 15.4873308, 120.5879415 15.4873935, 120.5877578 15.4875158)",,
908564052,True,P. Burgos Street,tertiary,30,False,33.489000000000004,2,,"LINESTRING (120.5882542 15.4871746, 120.5883357 15.4871051, 120.5884911 15.4869782)",,
153733558,False,P. Burgos Street,secondary,30,False,44.032,,,"LINESTRING (120.5877578 15.4875158, 120.5875016 15.4878254)",,
820238976,False,P. Burgos Street,secondary,30,True,65.352,2,,"LINESTRING (120.5877578 15.4875158, 120.5879415 15.4873935, 120.5880377 15.4873308, 120.5882542 15.4871746)",,
160436095,False,Juan Luna Street,secondary,30,True,26.3,2,,"LINESTRING (120.5932944 15.487619, 120.59305 15.4876407)",,
820238965,False,,residential,20,True,67.93900000000001,,,"LINESTRING (120.5932944 15.487619, 120.5933042 15.4877185, 120.5933138 15.4877535, 120.5933404 15.4877909, 120.5936291 15.4881181)",,
160436095,False,Juan Luna Street,secondary,30,False,26.3,2,,"LINESTRING (120.59305 15.4876407, 120.5932944 15.487619)",,
160436095,False,Juan Luna Street,secondary,30,True,25.767,2,,"LINESTRING (120.59305 15.4876407, 120.5928106 15.4876624)",,
160425522,False,Salazar Street,residential,20,True,53.756,2,,"LINESTRING (120.59305 15.4876407, 120.5930226 15.4874756, 120.5930051 15.4873722, 120.5929729 15.4872714, 120.5929376 15.487171)",,
160436095,False,Juan Luna Street,secondary,30,False,25.767,2,,"LINESTRING (120.5928106 15.4876624, 120.59305 15.4876407)",,
160425855,False,Serrano Street,residential,20,False,34.655,1,,"LINESTRING (120.5928106 15.4876624, 120.5928541 15.4877805, 120.5928844 15.4878529, 120.5929282 15.4879526)",,
160436095,False,Juan Luna Street,secondary,30,True,116.02000000000001,2,,"LINESTRING (120.5928106 15.4876624, 120.5925331 15.4876966, 120.5924173 15.4877127, 120.5923212 15.4877289, 120.5921464 15.4877705, 120.5920167 15.4878129, 120.591888 15.4878554, 120.5917599 15.4878975)",,
153733548,False,Guevarra Street,residential,30,False,155.754,,,"LINESTRING (120.589686 15.4878534, 120.5906781 15.4888771)",,
160435606,True,Espinosa Street,residential,30,False,63.528999999999996,1,,"LINESTRING (120.589686 15.4878534, 120.5895742 15.4879447, 120.5893399 15.488136, 120.5892359 15.4882252)",,
160426598,True,M.H. del Pilar Street,tertiary,30,False,90.857,2,,"LINESTRING (120.5917599 15.4878975, 120.5918781 15.4880515, 120.5922609 15.4885567)",,
160436095,False,Juan Luna Street,secondary,30,False,116.02000000000001,2,,"LINESTRING (120.5917599 15.4878975, 120.591888 15.4878554, 120.5920167 15.4878129, 120.5921464 15.4877705, 120.5923212 15.4877289, 120.5924173 15.4877127, 120.5925331 15.4876966, 120.5928106 15.4876624)",,
160436157,True,J. Luna Street,secondary,30,False,100.039,2,,"LINESTRING (120.5917599 15.4878975, 120.5916426 15.4879848, 120.5915312 15.4880765, 120.5914218 15.4881756, 120.5912241 15.4883583, 120.5910704 15.4885029)",,
820238964,False,Ancheta Street,residential,20,True,48.087,,,"LINESTRING (120.5929282 15.4879526, 120.592603 15.4882506)",,
160425855,False,Serrano Street,residential,20,False,71.52,1,,"LINESTRING (120.5929282 15.4879526, 120.5930185 15.4880533, 120.5933737 15.4884315)",,
160425855,False,Serrano Street,residential,20,True,34.655,1,,"LINESTRING (120.5929282 15.4879526, 120.5928844 15.4878529, 120.5928541 15.4877805, 120.5928106 15.4876624)",,
153733554,True,Ninoy Aquino Boulevard,secondary,40,False,317.975,2,,"LINESTRING (120.5871648 15.4881891, 120.5872635 15.4884742, 120.5873443 15.4886685, 120.5874369 15.4888503, 120.5876233 15.4891234, 120.5878821 15.4894646, 120.5881034 15.489776, 120.5882536 15.4899712, 120.5883807 15.4901306, 120.5885392 15.4903486, 120.5887284 15.4905994)",,
709115033,True,,secondary,30,False,11.39,,,"LINESTRING (120.5871648 15.4881891, 120.5871533 15.4882122, 120.5871344 15.4882302, 120.5871103 15.4882409, 120.5870838 15.4882432)",,
1165447048,True,P. Burgos Street,secondary,30,False,16.359,,,"LINESTRING (120.5870748 15.4880041, 120.5869301 15.4879572)",,
1270177290,True,Ninoy Aquino Boulevard,secondary,40,False,12.105,,,"LINESTRING (120.5870748 15.4880041, 120.5871242 15.488102)",,
108929168,True,Ninoy Aquino Boulevard,secondary,40,False,204.995,,,"LINESTRING (120.5870748 15.4880041, 120.5870557 15.4879701, 120.5867685 15.487448, 120.5865839 15.4871124, 120.5863948 15.4867673, 120.5862983 15.4866183, 120.5862137 15.4864817, 120.5861846 15.4863762)",,
820238965,False,,residential,20,False,67.93900000000001,,,"LINESTRING (120.5936291 15.4881181, 120.5933404 15.4877909, 120.5933138 15.4877535, 120.5933042 15.4877185, 120.5932944 15.487619)",,
153733547,False,Espinosa Street,residential,30,True,119.99300000000001,2,,"LINESTRING (120.5892359 15.4882252, 120.5888666 15.4885377, 120.5886829 15.4886793, 120.588376 15.488916)",,
160435608,True,F. Tañedo Street,secondary,30,False,133.831,2,,"LINESTRING (120.5892359 15.4882252, 120.5887207 15.4875486, 120.5886035 15.4873842, 120.5885113 15.4872453)",,
153733569,False,,residential,20,True,70.036,,,"LINESTRING (120.592603 15.4882506, 120.5930381 15.4887206)",,
820238964,False,Ancheta Street,residential,20,False,48.087,,,"LINESTRING (120.592603 15.4882506, 120.5929282 15.4879526)",,
820238964,False,Ancheta Street,residential,20,True,50.023,,,"LINESTRING (120.592603 15.4882506, 120.5922609 15.4885567)",,
820238966,False,C. Santos Street,residential,20,False,36.854,,,"LINESTRING (120.5933737 15.4884315, 120.5936244 15.4882046)",,
820238966,False,C. Santos Street,residential,20,True,36.237,,,"LINESTRING (120.5933737 15.4884315, 120.5931229 15.4886501)",,
160425855,False,Serrano Street,residential,20,True,71.52,1,,"LINESTRING (120.5933737 15.4884315, 120.5930185 15.4880533, 120.5929282 15.4879526)",,
160436096,True,M.H. del Pilar Street,tertiary,30,False,70.748,2,,"LINESTRING (120.5922609 15.4885567, 120.5926789 15.4890492)",,
820238964,False,Ancheta Street,residential,20,False,50.023,,,"LINESTRING (120.5922609 15.4885567, 120.592603 15.4882506)",,
820238966,False,C. Santos Street,residential,20,False,36.237,,,"LINESTRING (120.5931229 15.4886501, 120.5933737 15.4884315)",,
820238966,False,C. Santos Street,residential,20,True,12.001,,,"LINESTRING (120.5931229 15.4886501, 120.5930381 15.4887206)",,
153733574,False,,residential,20,True,112.258,,,"LINESTRING (120.5931229 15.4886501, 120.5932251 15.4887718, 120.5932881 15.4888494, 120.5933404 15.4889321, 120.5934222 15.4890949, 120.5935054 15.4892578, 120.5935684 15.4893676, 120.5936611 15.4895119)",,
153733569,False,,residential,20,False,70.036,,,"LINESTRING (120.5930381 15.4887206, 120.592603 15.4882506)",,
820238966,False,C. Santos Street,residential,20,False,12.001,,,"LINESTRING (120.5930381 15.4887206, 120.5931229 15.4886501)",,
820238966,False,C. Santos Street,residential,20,True,53.072,,,"LINESTRING (120.5930381 15.4887206, 120.5926789 15.4890492)",,
153733548,False,Guevarra Street,residential,30,True,155.754,,,"LINESTRING (120.5906781 15.4888771, 120.589686 15.4878534)",,
160436157,True,J. Luna Street,secondary,30,False,67.146,2,,"LINESTRING (120.5906781 15.4888771, 120.5903095 15.4892387, 120.5902353 15.4893042)",,
153733582,True,Mabini Street,residential,20,False,169.545,2,,"LINESTRING (120.588376 15.488916, 120.5893595 15.4901104)",,
153733547,False,Espinosa Street,residential,30,False,119.99300000000001,2,,"LINESTRING (120.588376 15.488916, 120.5886829 15.4886793, 120.5888666 15.4885377, 120.5892359 15.4882252)",,
820238966,False,C. Santos Street,residential,20,False,53.072,,,"LINESTRING (120.5926789 15.4890492, 120.5930381 15.4887206)",,
988360996,True,C. Santos Street,residential,30,False,78.67,1,,"LINESTRING (120.5926789 15.4890492, 120.5921731 15.489562)",,
160426111,True,M.H. del Pilar Street,tertiary,30,False,192.36900000000003,2,,"LINESTRING (120.5926789 15.4890492, 120.5927796 15.4891678, 120.5930178 15.4894764, 120.5937562 15.4904329)",,
"[1192021649, 153733551]",False,J. Luna Street,secondary,30,True,129.824,2,,"LINESTRING (120.5902353 15.4893042, 120.5901784 15.4893544, 120.590153 15.4893786, 120.5899004 15.489619, 120.5896671 15.4898355, 120.5895075 15.489988, 120.5893595 15.4901104)",,
"[1192021650, 985207930]",True,F. Tañedo Street,secondary,30,False,160.86999999999998,2,,"LINESTRING (120.5902353 15.4893042, 120.5901586 15.4892224, 120.5892895 15.4882957, 120.5892359 15.4882252)",,
153733574,False,,residential,20,False,112.25800000000001,,,"LINESTRING (120.5936611 15.4895119, 120.5935684 15.4893676, 120.5935054 15.4892578, 120.5934222 15.4890949, 120.5933404 15.4889321, 120.5932881 15.4888494, 120.5932251 15.4887718, 120.5931229 15.4886501)",,
988360996,True,C. Santos Street,residential,30,False,134.549,1,,"LINESTRING (120.5921731 15.489562, 120.5913057 15.4904369)",,
160436101,True,Ancheta Street,unclassified,30,False,127.297,1,,"LINESTRING (120.590795 15.4898809, 120.5916591 15.4890953)",,
160436099,True,F. Tañedo Street,secondary,30,False,87.806,2,,"LINESTRING (120.590795 15.4898809, 120.5907333 15.48982, 120.590302 15.4893753, 120.5902353 15.4893042)",,
"[1192021649, 153733551]",False,J. Luna Street,secondary,30,False,129.824,2,,"LINESTRING (120.5893595 15.4901104, 120.5895075 15.489988, 120.5896671 15.4898355, 120.5899004 15.489619, 120.590153 15.4893786, 120.5901784 15.4893544, 120.5902353 15.4893042)",,
"[1165459576, 1165459575, 153733551]",False,J. Luna Street,secondary,30,True,86.788,2,,"LINESTRING (120.5893595 15.4901104, 120.5891469 15.4902672, 120.5890008 15.4903832, 120.5889377 15.4904333, 120.5887284 15.4905994)",,
988364238,True,F. Tañedo Street,secondary,30,False,82.57399999999998,2,,"LINESTRING (120.5913057 15.4904369, 120.5912456 15.4903718, 120.591027 15.4901405, 120.5908526 15.4899466, 120.590795 15.4898809)",,
"[1165459576, 153733551, 1165459575]",False,J. Luna Street,secondary,30,False,86.788,2,,"LINESTRING (120.5887284 15.4905994, 120.5889377 15.4904333, 120.5890008 15.4903832, 120.5891469 15.4902672, 120.5893595 15.4901104)",,
153734205,False,Rose Street,residential,,False,51.749,,,"LINESTRING (120.5920622 15.481966, 120.5917257 15.4822998)",,
153734199,False,Gardenia Avenue,residential,,False,33.216,2,,"LINESTRING (120.5915245 15.4820726, 120.5916381 15.4822041, 120.5917257 15.4822998)",,
153734199,False,Gardenia Avenue,residential,,False,67.86,2,,"LINESTRING (120.5917257 15.4822998, 120.592128 15.4827711)",,
