osmid,highway,maxspeed,oneway,reversed,length,geometry,lanes,name
231194309,residential,20,False,True,190.423,"LINESTRING (123.2349119 13.3122203, 123.2365995 13.3127058)",,
231194310,residential,20,False,True,183.827,"LINESTRING (123.2349119 13.3122203, 123.2347964 13.3124993, 123.2346559 13.3128531, 123.2345148 13.3133474, 123.2343947 13.3137924)",,
231194317,tertiary,30,False,False,48.7,"LINESTRING (123.2367728 13.3123016, 123.2365995 13.3127058)",2,
231194309,residential,20,False,False,190.423,"LINESTRING (123.2365995 13.3127058, 123.2349119 13.3122203)",,
231194317,tertiary,30,False,False,201.424,"LINESTRING (123.2365995 13.3127058, 123.2358828 13.3143776)",2,
231194317,tertiary,30,False,True,48.7,"LINESTRING (123.2365995 13.3127058, 123.2367728 13.3123016)",2,
231194322,residential,20,False,False,36.608,"LINESTRING (123.2340795 13.3136728, 123.2343947 13.3137924)",,
231194322,residential,20,False,False,167.256,"LINESTRING (123.2344455 13.3138242, 123.2358828 13.3143776)",,
231194322,residential,20,False,True,6.536,"LINESTRING (123.2344455 13.3138242, 123.2343947 13.3137924)",,
666268819,residential,20,False,True,58.9,"LINESTRING (123.2344455 13.3138242, 123.2342724 13.3143264)",2,Masbate Street
231194313,residential,20,False,True,163.822,"LINESTRING (123.2342724 13.3143264, 123.2356499 13.3149377)",,
666268819,residential,20,False,False,58.9,"LINESTRING (123.2342724 13.3143264, 123.2344455 13.3138242)",2,Masbate Street
666268819,residential,20,False,True,46.482,"LINESTRING (123.2342724 13.3143264, 123.2341321 13.3147215)",2,Masbate Street
231194317,tertiary,30,False,False,67.186,"LINESTRING (123.2358828 13.3143776, 123.2356499 13.3149377)",2,
231194317,tertiary,30,False,True,201.424,"LINESTRING (123.2358828 13.3143776, 123.2365995 13.3127058)",2,
231194322,residential,20,False,False,79.506,"LINESTRING (123.2358828 13.3143776, 123.2365358 13.3147054)",,
231194322,residential,20,False,True,167.256,"LINESTRING (123.2358828 13.3143776, 123.2344455 13.3138242)",,
231194322,residential,20,False,False,63.139,"LINESTRING (123.2365358 13.3147054, 123.2362512 13.3152011)",,
231194322,residential,20,False,True,79.506,"LINESTRING (123.2365358 13.3147054, 123.2358828 13.3143776)",,
231194320,residential,,False,False,260.519,"LINESTRING (123.2365358 13.3147054, 123.2366993 13.3145319, 123.2370761 13.3146875, 123.2372119 13.3147464, 123.2378572 13.3150133, 123.2377894 13.315893)",,
231194316,residential,20,False,True,160.982,"LINESTRING (123.2341321 13.3147215, 123.2354767 13.3153411)",,
666268819,residential,20,False,False,46.482,"LINESTRING (123.2341321 13.3147215, 123.2342724 13.3143264)",2,Masbate Street
666268819,residential,20,False,True,57.346,"LINESTRING (123.2341321 13.3147215, 123.2339766 13.3151624, 123.233994 13.315209)",2,Masbate Street
231194313,residential,20,False,False,163.822,"LINESTRING (123.2356499 13.3149377, 123.2342724 13.3143264)",,
231194313,residential,20,False,True,71.353,"LINESTRING (123.2356499 13.3149377, 123.2362512 13.3152011)",,
231194317,tertiary,30,False,False,48.614,"LINESTRING (123.2356499 13.3149377, 123.2354767 13.3153411)",2,
231194317,tertiary,30,False,True,67.186,"LINESTRING (123.2356499 13.3149377, 123.2358828 13.3143776)",2,
231194313,residential,20,False,False,71.353,"LINESTRING (123.2362512 13.3152011, 123.2356499 13.3149377)",,
231194322,residential,20,False,False,50.769,"LINESTRING (123.2362512 13.3152011, 123.2360157 13.315596)",,
231194322,residential,20,False,True,63.139,"LINESTRING (123.2362512 13.3152011, 123.2365358 13.3147054)",,
797797808,secondary,40,False,False,91.398,"LINESTRING (123.233994 13.315209, 123.2347732 13.3155263)",2,Nabua-Balatan Road
837507182,residential,20,False,True,122.545,"LINESTRING (123.233994 13.315209, 123.2336069 13.3162447)",2,Masbate Street
666268819,residential,20,False,False,57.346,"LINESTRING (123.233994 13.315209, 123.2339766 13.3151624, 123.2341321 13.3147215)",2,Masbate Street
231194316,residential,20,False,False,160.982,"LINESTRING (123.2354767 13.3153411, 123.2341321 13.3147215)",,
231194316,residential,20,False,True,64.845,"LINESTRING (123.2354767 13.3153411, 123.2360157 13.315596)",,
231194317,tertiary,30,False,False,50.459,"LINESTRING (123.2354767 13.3153411, 123.2352837 13.3157542)",2,
231194317,tertiary,30,False,True,48.614,"LINESTRING (123.2354767 13.3153411, 123.2356499 13.3149377)",2,
231194316,residential,20,False,False,64.845,"LINESTRING (123.2360157 13.315596, 123.2354767 13.3153411)",,
231194322,residential,20,False,False,48.201,"LINESTRING (123.2360157 13.315596, 123.2358006 13.3159756)",,
231194322,residential,20,False,True,50.769,"LINESTRING (123.2360157 13.315596, 123.2362512 13.3152011)",,
231194317,tertiary,30,False,True,50.459,"LINESTRING (123.2352837 13.3157542, 123.2354767 13.3153411)",2,
797797808,secondary,40,False,False,3.716,"LINESTRING (123.2352837 13.3157542, 123.2353165 13.3157641)",2,Nabua-Balatan Road
797797808,secondary,40,False,True,60.774,"LINESTRING (123.2352837 13.3157542, 123.2347732 13.3155263)",2,Nabua-Balatan Road
231194312,residential,20,False,True,117.172,"LINESTRING (123.2353165 13.3157641, 123.2348891 13.3167323)",,
797797808,secondary,40,False,False,57.419,"LINESTRING (123.2353165 13.3157641, 123.2358006 13.3159756)",2,Nabua-Balatan Road
797797808,secondary,40,False,True,3.716,"LINESTRING (123.2353165 13.3157641, 123.2352837 13.3157542)",2,Nabua-Balatan Road
231194320,residential,,False,True,260.519,"LINESTRING (123.2377894 13.315893, 123.2378572 13.3150133, 123.2372119 13.3147464, 123.2370761 13.3146875, 123.2366993 13.3145319, 123.2365358 13.3147054)",,
231194322,residential,20,False,True,48.201,"LINESTRING (123.2358006 13.3159756, 123.2360157 13.315596)",,
797797808,secondary,40,False,False,25.317,"LINESTRING (123.2358006 13.3159756, 123.2360179 13.31606)",2,Nabua-Balatan Road
797797808,secondary,40,False,True,57.419,"LINESTRING (123.2358006 13.3159756, 123.2353165 13.3157641)",2,Nabua-Balatan Road
231194325,residential,20,False,False,90.799,"LINESTRING (123.2336069 13.3162447, 123.2343958 13.316523)",,
231194325,residential,20,False,True,52.294,"LINESTRING (123.2336069 13.3162447, 123.2331538 13.3160811)",,
837507182,residential,20,False,False,122.545,"LINESTRING (123.2336069 13.3162447, 123.233994 13.315209)",2,Masbate Street
837507182,residential,20,False,True,92.814,"LINESTRING (123.2336069 13.3162447, 123.2333315 13.3170352)",2,Masbate Street
231194321,residential,20,False,True,93.428,"LINESTRING (123.2343958 13.316523, 123.2341968 13.3173406)",,
231194325,residential,20,False,False,58.231,"LINESTRING (123.2343958 13.316523, 123.2348891 13.3167323)",,
231194325,residential,20,False,True,90.799,"LINESTRING (123.2343958 13.316523, 123.2336069 13.3162447)",,
