osmid,lanes,name,highway,oneway,reversed,length,geometry,ref,maxspeed,width
28756486,2,Colonel P. Pasia Avenue,unclassified,False,False,53.767,"LINESTRING (121.0500194 13.9004988, 121.0500254 13.9000153)",,,
28756490,2,,unclassified,False,True,138.011,"LINESTRING (121.0500194 13.9004988, 121.0497378 13.9004953, 121.0487418 13.9004523)",,,
"[489697370, 685420708]",2,,unclassified,False,False,79.05999999999999,"LINESTRING (121.0500194 13.9004988, 121.0501947 13.9005202, 121.0502453 13.9005443, 121.0502795 13.9005748, 121.0502994 13.9006178, 121.0502993 13.9006718, 121.0502969 13.9007579, 121.0502993 13.9009577, 121.0503226 13.9010052)",,,
47924187,2,National Highway 433,primary,False,False,64.857,"LINESTRING (121.0500849 13.8982319, 121.0495521 13.8982096, 121.0494846 13.8982067)",433,30,
47924187,2,National Highway 433,primary,False,True,95.28399999999999,"LINESTRING (121.0500849 13.8982319, 121.050904 13.8982545, 121.0509673 13.898256)",433,30,
28756490,2,,unclassified,False,False,53.016,"LINESTRING (121.0482508 13.9004399, 121.0487418 13.9004523)",,,
685420705,2,J.P. Laurel Street,unclassified,False,False,54.019,"LINESTRING (121.0482508 13.9004399, 121.0482221 13.9009249)",,,
685420705,2,J.P. Laurel Street,unclassified,False,True,97.238,"LINESTRING (121.0482508 13.9004399, 121.0483114 13.8995674)",,,
685420705,2,J.P. Laurel Street,unclassified,False,False,190.615,"LINESTRING (121.0484201 13.8978588, 121.048384 13.8980086, 121.0483114 13.8995674)",,,
767492307,4,National Highway 433,primary,False,True,123.356,"LINESTRING (121.0484201 13.8978588, 121.0488146 13.8980713, 121.0490263 13.8981608, 121.0493024 13.8981901, 121.0494846 13.8982067)",433,30,
55333222,2,J.P. Rizal Street,unclassified,False,False,238.251,"LINESTRING (121.0480709 13.9025126, 121.050272 13.9026731)",,30,
685420705,2,J.P. Laurel Street,unclassified,False,True,177.297,"LINESTRING (121.0480709 13.9025126, 121.0482221 13.9009249)",,,
"[55333217, 55333223]",2,"['J.P. Laurel Street', 'Maculot Street']",unclassified,False,False,342.502,"LINESTRING (121.0480709 13.9025126, 121.0480246 13.9034659, 121.0502117 13.9035752)",,30,5
55333222,2,J.P. Rizal Street,unclassified,False,False,76.285,"LINESTRING (121.050272 13.9026731, 121.0509761 13.9027325)",,30,
55333222,2,J.P. Rizal Street,unclassified,False,True,238.251,"LINESTRING (121.050272 13.9026731, 121.0480709 13.9025126)",,30,
156906935,2,Del Pilar Street,unclassified,False,False,100.52,"LINESTRING (121.050272 13.9026731, 121.0502117 13.9035752)",,30,
156906935,2,Del Pilar Street,unclassified,False,True,99.438,"LINESTRING (121.050272 13.9026731, 121.0503315 13.9017807)",,30,
55333217,2,Maculot Street,unclassified,False,False,82.241,"LINESTRING (121.0502117 13.9035752, 121.0509722 13.9036205)",,30,5
156906935,2,Del Pilar Street,unclassified,False,True,100.52,"LINESTRING (121.0502117 13.9035752, 121.050272 13.9026731)",,30,
"[55333217, 55333223]",2,"['J.P. Laurel Street', 'Maculot Street']",unclassified,False,True,342.502,"LINESTRING (121.0502117 13.9035752, 121.0480246 13.9034659, 121.0480709 13.9025126)",,30,5
55333217,2,Maculot Street,unclassified,False,False,68.263,"LINESTRING (121.0509722 13.9036205, 121.0516046 13.9036265)",,30,5
55333217,2,Maculot Street,unclassified,False,True,82.241,"LINESTRING (121.0509722 13.9036205, 121.0502117 13.9035752)",,30,5
947825831,2,B. Laqui Street,unclassified,False,True,98.742,"LINESTRING (121.0509722 13.9036205, 121.0509761 13.9027325)",,30,
156906930,2,B. Laqui Street,unclassified,True,False,115.306,"LINESTRING (121.0509673 13.898256, 121.0509795 13.8992929)",,30,
47924187,2,National Highway 433,primary,False,False,95.28399999999999,"LINESTRING (121.0509673 13.898256, 121.050904 13.8982545, 121.0500849 13.8982319)",433,30,
47924187,2,National Highway 433,primary,False,True,137.38899999999998,"LINESTRING (121.0509673 13.898256, 121.051267 13.8982751, 121.0515243 13.8983139, 121.0517303 13.8983649, 121.0518504 13.8983977, 121.0521362 13.8984729, 121.0522132 13.8984884)",433,30,
156906922,2,A. Mabini Street,unclassified,False,False,68.589,"LINESTRING (121.0509923 13.9010177, 121.051627 13.9010476)",,30,
947825831,2,B. Laqui Street,unclassified,False,False,84.523,"LINESTRING (121.0509923 13.9010177, 121.0509851 13.9017778)",,30,
947825831,2,B. Laqui Street,unclassified,False,True,42.255,"LINESTRING (121.0509923 13.9010177, 121.0509905 13.9006377)",,30,
685420707,2,A. Mabini Street,unclassified,False,False,72.314,"LINESTRING (121.0509923 13.9010177, 121.0508232 13.9010094, 121.0506672 13.9010061, 121.0503226 13.9010052)",,,
55333225,2,M. Malvar Street,unclassified,False,False,176.481,"LINESTRING (121.0537011 13.901139, 121.0538526 13.8995587)",,,
55333225,2,M. Malvar Street,unclassified,False,True,91.367,"LINESTRING (121.0537011 13.901139, 121.0537301 13.9019602)",,,
156906922,2,A. Mabini Street,unclassified,False,True,123.05,"LINESTRING (121.0537011 13.901139, 121.0525625 13.9010842)",,30,
156906964,2,Zamora Street,unclassified,False,False,97.456,"LINESTRING (121.0522132 13.8984884, 121.0521736 13.899364)",,,
47924187,2,National Highway 433,primary,False,False,137.389,"LINESTRING (121.0522132 13.8984884, 121.0521362 13.8984729, 121.0518504 13.8983977, 121.0517303 13.8983649, 121.0515243 13.8983139, 121.051267 13.8982751, 121.0509673 13.898256)",433,30,
55333225,2,M. Malvar Street,unclassified,False,True,176.481,"LINESTRING (121.0538526 13.8995587, 121.0537011 13.901139)",,,
