osmid,oneway,lanes,highway,width,reversed,length,geometry,name
61760089,False,2,residential,3.5,True,138.9,"LINESTRING (120.6518258 14.9924386, 120.6513909 14.9926839, 120.6507317 14.9931037)",
67040435,False,2,secondary,7,False,93.857,"LINESTRING (120.6518258 14.9924386, 120.6519067 14.9932408, 120.6519105 14.9932787)",MacArthur Highway
672223977,False,,residential,,True,24.018,"LINESTRING (120.6522338 14.9967305, 120.6521359 14.9969247)",Don Honorio Ventura
894114552,False,2,secondary,7,False,22.718,"LINESTRING (120.6522338 14.9967305, 120.6522707 14.9967861, 120.6523228 14.9968395, 120.6523768 14.9968781)",MacArthur Highway
894114552,False,2,secondary,7,True,32.086,"LINESTRING (120.6522338 14.9967305, 120.6522034 14.9966682, 120.6521796 14.9966016, 120.6521659 14.9965303, 120.6521577 14.996454)",MacArthur Highway
73325819,False,1,residential,2.5,False,19.589,"LINESTRING (120.6530593 14.997182, 120.6531724 14.9970438)",
894114552,False,2,secondary,7,False,80.17099999999999,"LINESTRING (120.6530593 14.997182, 120.6530866 14.9972343, 120.6530949 14.9972887, 120.653094 14.9973621, 120.6530722 14.9975041, 120.6530099 14.9978025, 120.6530067 14.9978189, 120.6529935 14.9978871)",MacArthur Highway
894114552,False,2,secondary,7,True,81.57500000000002,"LINESTRING (120.6530593 14.997182, 120.6530044 14.9971266, 120.6529363 14.9970886, 120.6525628 14.9969589, 120.6524615 14.9969232, 120.6523768 14.9968781)",MacArthur Highway
97718220,False,2,secondary,6,False,103.45599999999999,"LINESTRING (120.6527708 14.9991926, 120.652758 14.9994439, 120.6527606 14.9996747, 120.6527741 14.9998675, 120.6527956 15.0001214)",MacArthur Highway
158046266,False,1,residential,3,True,51.805,"LINESTRING (120.6527708 14.9991926, 120.6530108 14.9992419, 120.6530598 14.9992593, 120.6530886 14.9992885, 120.6531704 14.9994018)",
786552570,False,,secondary,,True,43.387,"LINESTRING (120.6527708 14.9991926, 120.6527848 14.9989514, 120.6528074 14.9988044)",
1104786246,False,2,residential,,False,249.79500000000002,"LINESTRING (120.6527708 14.9991926, 120.6527379 14.9991887, 120.6525991 14.9991888, 120.6524194 14.9992244, 120.6522281 14.9992851, 120.6519531 14.9994157, 120.6512755 14.9998531, 120.6509349 15.0001314, 120.6507845 15.0002608)",Emerito de Jesus Street
97718220,False,2,secondary,6,False,32.867,"LINESTRING (120.6527956 15.0001214, 120.652864 15.0004095)",MacArthur Highway
157966005,False,,residential,,True,62.083,"LINESTRING (120.6527956 15.0001214, 120.6533614 15.0000072)",
97718220,False,2,secondary,6,True,103.456,"LINESTRING (120.6527956 15.0001214, 120.6527741 14.9998675, 120.6527606 14.9996747, 120.652758 14.9994439, 120.6527708 14.9991926)",MacArthur Highway
52770667,False,2,residential,4,True,9.55,"LINESTRING (120.652864 15.0004095, 120.6527783 15.0004324)",Don Pablo
97718220,False,2,secondary,6,True,32.867,"LINESTRING (120.652864 15.0004095, 120.6527956 15.0001214)",MacArthur Highway
919006798,False,2,tertiary,5,False,40.876,"LINESTRING (120.6526342 14.9986429, 120.6522948 14.9988092)",McKinley Drive
67040442,True,2,tertiary,5,False,41.497,"LINESTRING (120.6526342 14.9986429, 120.6527241 14.9985571, 120.6527931 14.998481, 120.652892 14.9983654)",McKinley Drive
67040434,False,2,tertiary,5,False,47.679,"LINESTRING (120.6491858 15.0005814, 120.6488523 15.0008644)",McKinley Drive
52770669,False,2,residential,4,False,48.25,"LINESTRING (120.6491858 15.0005814, 120.6489439 15.0002601, 120.6489193 15.0002322)",Don Honorio Ventura Street
67040434,False,2,tertiary,5,True,105.068,"LINESTRING (120.6491858 15.0005814, 120.6493704 15.0004518, 120.6495457 15.0003361, 120.6500012 15.0000601)",McKinley Drive
67040440,False,2,residential,4,False,97.349,"LINESTRING (120.6522948 14.9988092, 120.6520675 14.9979617)",Don Ceferino Joven Street
919006798,False,2,tertiary,5,True,40.876,"LINESTRING (120.6522948 14.9988092, 120.6526342 14.9986429)",McKinley Drive
"[67040434, 919006798]",False,2,tertiary,5,False,93.635,"LINESTRING (120.6522948 14.9988092, 120.6516476 14.9991525, 120.6515268 14.9992072)",McKinley Drive
894114552,False,2,secondary,7,True,49.653,"LINESTRING (120.6528074 14.9988044, 120.652892 14.9983654)",MacArthur Highway
172407137,True,2,tertiary,5,False,27.340000000000003,"LINESTRING (120.6528074 14.9988044, 120.6527741 14.9987425, 120.6527438 14.998694, 120.6527151 14.9986719, 120.652689 14.9986572, 120.6526342 14.9986429)",McKinley Drive
786552570,False,,secondary,,False,43.387,"LINESTRING (120.6528074 14.9988044, 120.6527848 14.9989514, 120.6527708 14.9991926)",
67040440,False,2,residential,4,True,97.349,"LINESTRING (120.6520675 14.9979617, 120.6522948 14.9988092)",Don Ceferino Joven Street
