osmid,name,highway,maxspeed,oneway,reversed,length,lanes,ref,geometry
37975942,Plaridel Street,residential,30,False,True,58.007,,,"LINESTRING (121.7308388 14.1901834, 121.7304315 14.1905243)"
39994737,Quezon Street,primary,40,False,True,62.276,2,604,"LINESTRING (121.7308388 14.1901834, 121.7304584 14.1897619)"
319956063,Plaridel Street,primary,40,False,False,33.058,2,604,"LINESTRING (121.7308388 14.1901834, 121.7310669 14.1899847)"
39994939,San Bonaventure Street,residential,30,False,True,67.65,,,"LINESTRING (121.7315842 14.1902938, 121.7313765 14.1897197)"
343463330,Gomez Street,residential,30,False,False,41.479,,,"LINESTRING (121.7315842 14.1902938, 121.7319234 14.1901177)"
343463344,San Bonaventure Street,residential,,False,True,75.507,,,"LINESTRING (121.7315842 14.1902938, 121.731801 14.1909395)"
343463330,Gomez Street,residential,30,False,True,66.55199999999999,,,"LINESTRING (121.7315842 14.1902938, 121.7315124 14.1903489, 121.7312833 14.1907749, 121.7312723 14.1908022)"
37975944,Rizal Street,primary,40,False,False,79.103,2,604,"LINESTRING (121.7319234 14.1901177, 121.732254 14.1907528)"
37975944,Rizal Street,primary,40,False,True,64.88,2,604,"LINESTRING (121.7319234 14.1901177, 121.7316574 14.1895943)"
39994941,Gomez Street,residential,30,False,False,41.93,,,"LINESTRING (121.7319234 14.1901177, 121.7322573 14.1899243)"
343463330,Gomez Street,residential,30,False,True,41.479,,,"LINESTRING (121.7319234 14.1901177, 121.7315842 14.1902938)"
967761305,Gomez Street,residential,30,False,True,15.282,,,"LINESTRING (121.7331042 14.189294, 121.7329909 14.1893766)"
39994939,San Bonaventure Street,residential,30,False,False,67.65,,,"LINESTRING (121.7313765 14.1897197, 121.7315842 14.1902938)"
319956063,Plaridel Street,primary,40,False,False,33.338,2,604,"LINESTRING (121.7313765 14.1897197, 121.7316574 14.1895943)"
319956063,Plaridel Street,primary,40,False,True,44.522,2,604,"LINESTRING (121.7313765 14.1897197, 121.7310669 14.1899847)"
860510826,Peñalosa Street,residential,,True,False,40.407,,,"LINESTRING (121.7313765 14.1897197, 121.7312787 14.1893689)"
37975944,Rizal Street,primary,40,False,False,64.88,2,604,"LINESTRING (121.7316574 14.1895943, 121.7319234 14.1901177)"
319956063,Plaridel Street,primary,40,False,True,33.338,2,604,"LINESTRING (121.7316574 14.1895943, 121.7313765 14.1897197)"
343463340,Rizal Street,residential,30,False,False,38.804,,,"LINESTRING (121.7316574 14.1895943, 121.7315103 14.1892758)"
965441817,Plaridel Street,residential,,False,False,41.929,,,"LINESTRING (121.7316574 14.1895943, 121.7320054 14.1894259)"
37975942,Plaridel Street,residential,30,False,False,8.935,,,"LINESTRING (121.7303706 14.1905788, 121.7304315 14.1905243)"
37975942,Plaridel Street,residential,30,False,True,30.466,,,"LINESTRING (121.7303706 14.1905788, 121.7301578 14.1907591)"
