osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,bridge,geometry,width,access
171386750,2,601,Rizal Avenue,secondary,40,False,False,44.17,,"LINESTRING (121.1294871 14.5714934, 121.1290825 14.5715601)",,
"[1055285376, 171386750, 32718223]",2,601,Rizal Avenue,secondary,40,False,True,54.168000000000006,yes,"LINESTRING (121.1294871 14.5714934, 121.1295534 14.5714797, 121.1296711 14.5714529, 121.1298294 14.5714072, 121.1299721 14.5713643)",,
225595173,2,,Maria Clara Street,residential,,False,True,157.502,,"LINESTRING (121.1294871 14.5714934, 121.1293482 14.5708486, 121.1293362 14.5707736, 121.1293044 14.5700924)",5,
29042986,2,,Binhing Pag-asa Street,residential,,False,True,46.218,,"LINESTRING (121.1290621 14.5689128, 121.1286374 14.5689745)",5,
"[890886920, 1085685714, 29042986]",2,,"['Binhing Pag-asa Street', 'Binhing Pag-asa']",residential,,False,False,45.588,yes,"LINESTRING (121.1290621 14.5689128, 121.1293254 14.5688847, 121.1294224 14.5688838, 121.1294836 14.5688762)",5,
167955466,2,,Maria Clara Street,residential,,False,False,121.727,,"LINESTRING (121.1290621 14.5689128, 121.1292575 14.5696983, 121.1292947 14.5699828)",5,
167955466,2,,Maria Clara Street,residential,,False,True,145.856,,"LINESTRING (121.1290621 14.5689128, 121.1289339 14.5683627, 121.1288959 14.5681654, 121.1288935 14.5680977, 121.1289127 14.5680335, 121.1289418 14.5679371, 121.1290586 14.5676462)",5,
103398739,2,,Adhika Street,residential,,False,True,50.114,,"LINESTRING (121.1293044 14.5700924, 121.1288503 14.5701922)",5,
225595172,2,,Maria Clara Street,residential,,False,True,12.232,,"LINESTRING (121.1293044 14.5700924, 121.1292947 14.5699828)",5,
225595173,2,,Maria Clara Street,residential,,False,False,157.502,,"LINESTRING (121.1293044 14.5700924, 121.1293362 14.5707736, 121.1293482 14.5708486, 121.1294871 14.5714934)",5,
"[26948995, 29042996, 171386749]",2,,M. Ison Street,residential,,False,"[False, True]",58.937999999999995,yes,"LINESTRING (121.1290586 14.5676462, 121.1292083 14.5676834, 121.129296 14.5677026, 121.1294233 14.5676987, 121.1295023 14.5677676, 121.1295424 14.5678225)",5,
26948995,2,,M. Ison Street,residential,,False,True,52.881,,"LINESTRING (121.1290586 14.5676462, 121.128813 14.5675978, 121.1285744 14.5675669)",5,
167955466,2,,Maria Clara Street,residential,,False,False,145.856,,"LINESTRING (121.1290586 14.5676462, 121.1289418 14.5679371, 121.1289127 14.5680335, 121.1288935 14.5680977, 121.1288959 14.5681654, 121.1289339 14.5683627, 121.1290621 14.5689128)",5,
167955466,2,,Maria Clara Street,residential,,False,True,147.34,,"LINESTRING (121.1290586 14.5676462, 121.1292082 14.566962, 121.1292824 14.5665351, 121.1293131 14.5663446)",5,
26948995,2,,M. Ison Street,residential,,False,False,13.985,,"LINESTRING (121.1278786 14.5675063, 121.1280084 14.5675122)",5,
171409413,,,Champaca Street,residential,,False,True,45.443,,"LINESTRING (121.1278786 14.5675063, 121.127866 14.5679148)",,
29042986,2,,Binhing Pag-asa Street,residential,,False,False,137.38400000000001,,"LINESTRING (121.127391 14.5692323, 121.1278694 14.5690998, 121.1280603 14.5690627, 121.1286374 14.5689745)",5,
171409413,,,Champaca Street,residential,,False,False,46.938,,"LINESTRING (121.1278553 14.5683368, 121.127866 14.5679148)",,
26949008,2,,Masigla Street,residential,,False,False,53.346,,"LINESTRING (121.1281984 14.5699091, 121.128358 14.5703633)",5,
171386750,2,601,Rizal Avenue,secondary,40,False,True,38.924,,"LINESTRING (121.1287276 14.5716276, 121.1290825 14.5715601)",,
26949008,2,,Masigla Street,residential,,False,True,146.33599999999998,,"LINESTRING (121.1287276 14.5716276, 121.1286315 14.5711683, 121.1285012 14.570783, 121.128358 14.5703633)",5,
26949008,2,,Masigla Street,residential,,False,True,53.346,,"LINESTRING (121.128358 14.5703633, 121.1281984 14.5699091)",5,
103398739,2,,Adhika Street,residential,,False,False,56.293,,"LINESTRING (121.128358 14.5703633, 121.1288503 14.5701922)",5,
26949008,2,,Masigla Street,residential,,False,False,146.336,,"LINESTRING (121.128358 14.5703633, 121.1285012 14.570783, 121.1286315 14.5711683, 121.1287276 14.5716276)",5,
1055285379,2,,Mahinhin Street,unclassified,,False,True,37.429,,"LINESTRING (121.1354865 14.5694491, 121.1352208 14.5692319)",,
26949048,2,,Costalina Road,unclassified,,False,False,30.565,,"LINESTRING (121.1354865 14.5694491, 121.1354805 14.569599, 121.1354916 14.5697234)",5,
1055285379,2,,Mahinhin Street,unclassified,,False,False,56.059,,"LINESTRING (121.1354865 14.5694491, 121.1355874 14.5694625, 121.1358026 14.5694445, 121.1360049 14.5694276)",,
27795027,2,,C. Valle Street,unclassified,,False,True,75.78,,"LINESTRING (121.1352208 14.5692319, 121.1352529 14.5685511)",7,
1055285379,2,,Mahinhin Street,unclassified,,False,False,37.429,,"LINESTRING (121.1352208 14.5692319, 121.1354865 14.5694491)",,
29042964,2,,Mahinhin Street,unclassified,,False,True,111.548,,"LINESTRING (121.1352208 14.5692319, 121.1351116 14.569232, 121.1349795 14.5692575, 121.1342282 14.5695019)",5,
171378950,2,,Binhing Pag-asa Street,residential,,False,True,13.561,,"LINESTRING (121.1338637 14.5666116, 121.133742 14.5666432)",,
1221651703,2,,A Leonardo Street,residential,,False,False,157.034,,"LINESTRING (121.1338637 14.5666116, 121.1342528 14.5679727)",5,
171378950,2,,Binhing Pag-asa Street,residential,,False,False,55.407,,"LINESTRING (121.1338637 14.5666116, 121.1342843 14.5664856, 121.1343577 14.566473)",,
883718854,2,,B.A. Cruz Street,tertiary,,False,False,58.797,,"LINESTRING (121.1293131 14.5663446, 121.1287678 14.5663121)",,
167955466,2,,Maria Clara Street,residential,,False,False,147.34,,"LINESTRING (121.1293131 14.5663446, 121.1292824 14.5665351, 121.1292082 14.566962, 121.1290586 14.5676462)",5,
"[27905622, 890886917, 890886918]",2,,B.A. Cruz Street,tertiary,,False,False,62.765,yes,"LINESTRING (121.1293131 14.5663446, 121.1296178 14.5663673, 121.1296829 14.5663714, 121.1298952 14.5663766)",,
