osmid,oneway,lanes,ref,name,highway,maxspeed,reversed,length,geometry,width,access
28755276,True,4,1,National Highway 1,trunk,60,False,17.38,"LINESTRING (121.154463 14.2074108, 121.1544853 14.207256)",,
26451994,False,4,66,National Highway,primary,60,True,54.583,"LINESTRING (121.156849 14.2044047, 121.1565552 14.2048045)",,
26451994,False,4,66,National Highway,primary,60,False,66.185,"LINESTRING (121.156849 14.2044047, 121.1570459 14.2041367, 121.1572045 14.2039194)",,
54360250,False,,,Carnation,residential,,True,174.66500000000002,"LINESTRING (121.156849 14.2044047, 121.15743 14.2047242, 121.1582872 14.2051265)",,
107831325,False,2,,J. P. Rizal Street,secondary,40,False,225.002,"LINESTRING (121.158939 14.2095485, 121.1585392 14.2091223, 121.1583933 14.2089689, 121.157532 14.2080538)",,
150869985,True,2,,P. Burgos Street,secondary,30,False,147.75900000000001,"LINESTRING (121.158939 14.2095485, 121.1593973 14.2097432, 121.1596226 14.2098408, 121.160053 14.2100091, 121.1602008 14.2100673)",,
186159873,True,4,1,National Highway 1,trunk,60,False,22.819,"LINESTRING (121.1546587 14.2053326, 121.1546091 14.2051331)",,
32460944,True,2,1,National Highway,trunk,,False,37.947,"LINESTRING (121.1546587 14.2053326, 121.1547001 14.2051994, 121.1547323 14.2051557, 121.154775 14.2051296, 121.1548235 14.205119, 121.1548762 14.2051238)",,
"[579565227, 56722916]",True,4,1,National Highway 1,trunk,60,False,47.236,"LINESTRING (121.1544744 14.2047314, 121.1546537 14.2048985, 121.1547884 14.2050277)",14,
661080640,False,4,1,National Highway 1,trunk,60,True,65.768,"LINESTRING (121.1544744 14.2047314, 121.1542926 14.204492, 121.1541021 14.204263)",14,
186159891,True,4,1,National Highway 1,trunk,60,False,129.799,"LINESTRING (121.1548762 14.2051238, 121.1554984 14.2057788, 121.1556989 14.205976)",14,
54360250,False,,,Carnation,residential,,False,174.66500000000002,"LINESTRING (121.1582872 14.2051265, 121.15743 14.2047242, 121.156849 14.2044047)",,
186159870,True,4,1,National Highway 1,trunk,60,False,54.716,"LINESTRING (121.1548268 14.2068678, 121.1545283 14.2072658)",,
67297914,True,1,1,,trunk_link,,False,39.706,"LINESTRING (121.1548268 14.2068678, 121.1547317 14.2068758, 121.154657 14.2068584, 121.1546034 14.2068175, 121.1545459 14.2067068)",,
"[186159872, 186159869, 813772517]",True,4,1,National Highway 1,trunk,60,False,120.013,"LINESTRING (121.1545459 14.2067068, 121.1545876 14.2063646, 121.1545966 14.2063224, 121.1546265 14.2060329, 121.1546393 14.205934, 121.1546633 14.2056339)",,
26451994,False,4,66,National Highway,primary,60,False,38.629,"LINESTRING (121.1572045 14.2039194, 121.1574224 14.2036436)",,
294936135,False,,,Cadena de Amor,residential,,False,56.85,"LINESTRING (121.1572045 14.2039194, 121.1567278 14.2037007)",,
26451994,False,4,66,National Highway,primary,60,True,66.185,"LINESTRING (121.1572045 14.2039194, 121.1570459 14.2041367, 121.156849 14.2044047)",,
72650207,False,2,,Sampaguita,tertiary,,True,235.375,"LINESTRING (121.1572045 14.2039194, 121.1576464 14.2042559, 121.158258 14.2046009, 121.1583702 14.2045988, 121.1588964 14.2048711, 121.1590101 14.2049241, 121.1590514 14.2049434, 121.1590812 14.2049578)",,
579565226,False,,,SM City Calamba Bypass Road,unclassified,,False,152.86200000000002,"LINESTRING (121.15658 14.202446, 121.1566925 14.2025052, 121.1568742 14.202606, 121.157469 14.2029544, 121.1578186 14.2031125)",,
26451994,False,4,66,National Highway,primary,60,True,50.329,"LINESTRING (121.1578186 14.2031125, 121.1577223 14.2032497, 121.1576337 14.2033762, 121.1575498 14.2034824)",,
579565226,False,,,SM City Calamba Bypass Road,unclassified,,True,152.86200000000002,"LINESTRING (121.1578186 14.2031125, 121.157469 14.2029544, 121.1568742 14.202606, 121.1566925 14.2025052, 121.15658 14.202446)",,
724670135,False,4,66,National Highway,primary,60,False,136.106,"LINESTRING (121.1578186 14.2031125, 121.1580565 14.2028142, 121.1585804 14.2021364)",,
661080640,False,4,1,National Highway 1,trunk,60,False,65.768,"LINESTRING (121.1541021 14.204263, 121.1542926 14.204492, 121.1544744 14.2047314)",14,
"[899793057, 90088070, 81473874, 899794549, 899794550, 899794551, 899794552]",True,,,SM City Calamba Bypass Road,unclassified,20,False,421.99199999999996,"LINESTRING (121.1541021 14.204263, 121.1541739 14.2041509, 121.1542125 14.2040867, 121.1542349 14.2040532, 121.1543442 14.2038898, 121.1544001 14.2038062, 121.1545497 14.2035825, 121.1546266 14.2034675, 121.1551624 14.2026665, 121.1556377 14.2019659, 121.1556729 14.2019445, 121.1557168 14.2019461, 121.1560372 14.2021287, 121.15658 14.202446)",,
87212570,False,,,Ilang-Ilang,residential,,True,131.994,"LINESTRING (121.1560195 14.204669, 121.1567278 14.2037007)",,yes
"[94093010, 294936164, 294936135]",False,,,Cadena de Amor,residential,,"[False, True]",217.61100000000002,"LINESTRING (121.1560195 14.204669, 121.1556633 14.2044404, 121.1563166 14.2035298, 121.1567278 14.2037007)",,
94093010,False,,,Cadena de Amor,residential,,True,55.931,"LINESTRING (121.1560195 14.204669, 121.1564633 14.2049296)",,
87212570,False,,,Ilang-Ilang,residential,,False,131.994,"LINESTRING (121.1567278 14.2037007, 121.1560195 14.204669)",,yes
"[94093010, 294936164, 294936135]",False,,,Cadena de Amor,residential,,"[False, True]",217.611,"LINESTRING (121.1567278 14.2037007, 121.1563166 14.2035298, 121.1556633 14.2044404, 121.1560195 14.204669)",,
294936135,False,,,Cadena de Amor,residential,,True,56.85,"LINESTRING (121.1567278 14.2037007, 121.1572045 14.2039194)",,
26451994,False,4,66,National Highway,primary,60,False,54.583,"LINESTRING (121.1565552 14.2048045, 121.156849 14.2044047)",,
26451994,False,4,66,National Highway,primary,60,True,17.077,"LINESTRING (121.1565552 14.2048045, 121.1564633 14.2049296)",,
93570666,False,,,Jasmin,residential,,False,175.12099999999998,"LINESTRING (121.1565552 14.2048045, 121.1568334 14.2049858, 121.1571754 14.2051316, 121.1580252 14.2054624)",,
94091690,False,2,,Elepaño II,tertiary,,False,19.554,"LINESTRING (121.1587081 14.2057929, 121.1588665 14.2058786)",,
107831304,False,1,,,tertiary,,True,101.31200000000001,"LINESTRING (121.1587081 14.2057929, 121.1589313 14.2053483, 121.1590812 14.2049578)",4,
203029250,False,,,Purok 7,residential,,False,174.464,"LINESTRING (121.1587081 14.2057929, 121.158352 14.2065668, 121.1580801 14.2071683, 121.1580557 14.2072287)",,
94091690,False,2,,Elepaño II,tertiary,,True,81.846,"LINESTRING (121.1595355 14.2062267, 121.1588665 14.2058786)",,
201414919,True,2,,Elepaño II,tertiary,,False,114.23599999999999,"LINESTRING (121.1595355 14.2062267, 121.1599658 14.2064796, 121.1600559 14.2065434, 121.1600705 14.206596, 121.1599826 14.2067834, 121.1598522 14.2068986)",,
