osmid,highway,oneway,reversed,length,geometry,lanes,ref,name,maxspeed,width,access,bridge
166189447,residential,False,True,67.149,"LINESTRING (124.3054151 8.501575, 124.3055272 8.5015288, 124.3056109 8.5014892, 124.305753 8.5014271, 124.3059817 8.5013519)",,,,,,,
166189446,tertiary,False,True,37.699,"LINESTRING (124.305684 8.5005057, 124.3055525 8.5001926)",,,,,,,
166433999,residential,False,False,60.571,"LINESTRING (124.305684 8.5005057, 124.3061829 8.5002749)",,,,,,,
166189446,tertiary,False,False,46.978,"LINESTRING (124.305684 8.5005057, 124.3057537 8.5006887, 124.3058283 8.5009033)",,,,,,,
166189446,tertiary,False,False,123.168,"LINESTRING (124.3037474 8.497577, 124.3042114 8.4983225, 124.3043377 8.4985183)",,,,,,,
166434008,residential,False,False,89.688,"LINESTRING (124.3037474 8.497577, 124.3041363 8.4973157, 124.3042329 8.4972521, 124.3044287 8.497134)",,,,,,,
166434020,tertiary,False,True,143.489,"LINESTRING (124.3037474 8.497577, 124.3033209 8.4969165, 124.3030433 8.4964906)",,,,,,,
858774824,residential,False,True,101.107,"LINESTRING (124.3037474 8.497577, 124.3033187 8.497846, 124.303072 8.4980176, 124.3029805 8.4980781)",,,,,,,
858779918,tertiary,False,False,71.097,"LINESTRING (124.3065825 8.5011158, 124.3059817 8.5013519)",,,,,,,
858779919,residential,False,True,39.113,"LINESTRING (124.3065825 8.5011158, 124.3069086 8.5009754)",,,,,,,
1050923264,trunk,False,True,52.121,"LINESTRING (124.3065825 8.5011158, 124.3063813 8.5006914)",6,9,Butuan-Cagayan de Oro-Iligan Road,60,21,,
858774824,residential,False,False,101.107,"LINESTRING (124.3029805 8.4980781, 124.303072 8.4980176, 124.3033187 8.497846, 124.3037474 8.497577)",,,,,,,
166189446,tertiary,False,False,31.719,"LINESTRING (124.3054077 8.4999459, 124.3055525 8.5001926)",,,,,,,
166189446,tertiary,False,True,53.392,"LINESTRING (124.3054077 8.4999459, 124.30511 8.4995666)",,,,,,,
166434006,residential,False,True,60.156,"LINESTRING (124.3054077 8.4999459, 124.3058717 8.4996594)",,,,,,,
859546388,residential,False,True,58.845,"LINESTRING (124.3054077 8.4999459, 124.3049705 8.500251)",,,,,,,
858779918,tertiary,False,True,71.097,"LINESTRING (124.3059817 8.5013519, 124.3065825 8.5011158)",,,,,,,
166189446,tertiary,False,True,52.662,"LINESTRING (124.3059817 8.5013519, 124.3059307 8.5012113, 124.3058283 8.5009033)",,,,,,,
166189447,residential,False,False,67.149,"LINESTRING (124.3059817 8.5013519, 124.305753 8.5014271, 124.3056109 8.5014892, 124.3055272 8.5015288, 124.3054151 8.501575)",,,,,,,
222719521,residential,False,False,69.277,"LINESTRING (124.3033055 8.4940473, 124.302806 8.4944269)",,,,,,,
222719521,residential,False,True,42.915,"LINESTRING (124.3033055 8.4940473, 124.3036111 8.4938073)",,,,,,,
199911282,residential,False,False,94.968,"LINESTRING (124.3033055 8.4940473, 124.3034315 8.4943029, 124.3035199 8.4944471, 124.3037272 8.4947918)",,,,,,,
166434011,residential,False,False,98.402,"LINESTRING (124.3050805 8.4939188, 124.3054982 8.4947014)",,,,,,,
166434024,residential,False,True,67.25999999999999,"LINESTRING (124.3050805 8.4939188, 124.3049249 8.4939931, 124.3047881 8.4940647, 124.3046661 8.4941377, 124.3045507 8.4942186)",,,,,,,
"[222719521, 222719516]",residential,False,False,102.491,"LINESTRING (124.3050805 8.4939188, 124.3048486 8.4935176, 124.3046406 8.4931389, 124.3046215 8.4931174)",,,,,,,
222719521,residential,False,True,69.277,"LINESTRING (124.302806 8.4944269, 124.3033055 8.4940473)",,,,,,,
1050923264,trunk,False,False,91.69,"LINESTRING (124.302806 8.4944269, 124.3032401 8.4951309)",6,9,Butuan-Cagayan de Oro-Iligan Road,60,21,,
"[858778776, 166434020]",tertiary,False,False,196.253,"LINESTRING (124.302806 8.4944269, 124.301984 8.4950081, 124.3024508 8.4956188)",,,,,,,
166434009,residential,False,True,50.405,"LINESTRING (124.3054982 8.4947014, 124.3050926 8.4949125)",,,,,,,
166434011,residential,False,False,166.177,"LINESTRING (124.3054982 8.4947014, 124.3062538 8.4959956)",,,,,,,
166434011,residential,False,True,98.402,"LINESTRING (124.3054982 8.4947014, 124.3050805 8.4939188)",,,,,,,
166434024,residential,False,False,65.509,"LINESTRING (124.3032401 8.4951309, 124.3037272 8.4947918)",,,,,,,
1050923264,trunk,False,True,91.69,"LINESTRING (124.3032401 8.4951309, 124.302806 8.4944269)",6,9,Butuan-Cagayan de Oro-Iligan Road,60,21,,
166434024,residential,False,True,102.364,"LINESTRING (124.3032401 8.4951309, 124.303159 8.495183, 124.3024508 8.4956188)",,,,,,,
1050923264,trunk,False,False,80.587,"LINESTRING (124.3032401 8.4951309, 124.3034592 8.4954982, 124.3036178 8.4957519)",6,9,Butuan-Cagayan de Oro-Iligan Road,60,21,,
166434020,tertiary,False,False,75.302,"LINESTRING (124.3024508 8.4956188, 124.3028373 8.4961778)",,,,,,,
"[858778776, 166434020]",tertiary,False,True,196.253,"LINESTRING (124.3024508 8.4956188, 124.301984 8.4950081, 124.302806 8.4944269)",,,,,,,
166434024,residential,False,False,102.364,"LINESTRING (124.3024508 8.4956188, 124.303159 8.495183, 124.3032401 8.4951309)",,,,,,,
166434009,residential,False,False,183.88400000000001,"LINESTRING (124.3036178 8.4957519, 124.3046994 8.4951171, 124.3050661 8.4949263)",,,,,,,
166434009,residential,False,True,97.681,"LINESTRING (124.3036178 8.4957519, 124.3035415 8.4957893, 124.302873 8.4962294)",,,,,,,
1050923264,trunk,False,False,85.842,"LINESTRING (124.3036178 8.4957519, 124.3038831 8.4962133, 124.3040103 8.4964191)",6,9,Butuan-Cagayan de Oro-Iligan Road,60,21,,
1050923264,trunk,False,True,80.587,"LINESTRING (124.3036178 8.4957519, 124.3034592 8.4954982, 124.3032401 8.4951309)",6,9,Butuan-Cagayan de Oro-Iligan Road,60,21,,
166434011,residential,False,True,166.177,"LINESTRING (124.3062538 8.4959956, 124.3054982 8.4947014)",,,,,,,
166434008,residential,False,True,237.39400000000003,"LINESTRING (124.3062538 8.4959956, 124.305324 8.4965427, 124.3050972 8.4966837, 124.3048438 8.4968561, 124.3044287 8.497134)",,,,,,,
222719522,residential,False,True,211.978,"LINESTRING (124.3062538 8.4959956, 124.3064348 8.4962935, 124.3066876 8.4967613, 124.3068246 8.497009, 124.3069358 8.4972497, 124.3071818 8.4976651)",,,,,,,
166434020,tertiary,False,False,34.559,"LINESTRING (124.302873 8.4962294, 124.3030433 8.4964906)",,,,,,,
166434020,tertiary,False,True,6.952,"LINESTRING (124.302873 8.4962294, 124.3028373 8.4961778)",,,,,,,
