osmid,name,highway,oneway,reversed,length,maxspeed,geometry
231199481,Brgy. San Jose-Fabrica Road,tertiary,False,False,309.886,,"LINESTRING (123.2781595 13.472399, 123.2793758 13.4698756)"
179295088,Pili-Bula Road,secondary,False,False,217.965,40,"LINESTRING (123.2781595 13.472399, 123.2781002 13.4721676, 123.2778558 13.4711787, 123.2777528 13.4707625, 123.277685 13.4704939)"
179295088,Pili-Bula Road,secondary,False,False,42.46,40,"LINESTRING (123.277308 13.4689216, 123.2769558 13.4687528)"
231199500,Sagrada Familia Street,residential,False,False,65.513,,"LINESTRING (123.277308 13.4689216, 123.2778652 13.4691529)"
179295088,Pili-Bula Road,secondary,False,True,179.526,40,"LINESTRING (123.277308 13.4689216, 123.2774808 13.4696641, 123.277685 13.4704939)"
231199501,Brgy. Salvacion Street,residential,False,False,129.371,,"LINESTRING (123.2747057 13.4668279, 123.2757575 13.4673823)"
675082089,,residential,False,False,44.959,,"LINESTRING (123.2747057 13.4668279, 123.2749151 13.4664786)"
675082089,,residential,False,True,30.043,,"LINESTRING (123.2747057 13.4668279, 123.2745785 13.4670681)"
675082089,,residential,False,False,68.219,,"LINESTRING (123.2742701 13.4676033, 123.2745785 13.4670681)"
179295088,Pili-Bula Road,secondary,False,True,136.424,40,"LINESTRING (123.2742701 13.4676033, 123.2748561 13.4678402, 123.2754246 13.4680973)"
885541911,,residential,False,True,112.19300000000001,,"LINESTRING (123.2742701 13.4676033, 123.2740393 13.4680789, 123.2737939 13.4684989)"
231199501,Brgy. Salvacion Street,residential,False,False,109.9,,"LINESTRING (123.2772582 13.4681544, 123.2781394 13.4686468)"
231199501,Brgy. Salvacion Street,residential,False,True,82.14,,"LINESTRING (123.2772582 13.4681544, 123.2765884 13.467806)"
675082257,,residential,False,False,39.602,,"LINESTRING (123.2772582 13.4681544, 123.2774403 13.4678454)"
675082257,,residential,False,True,39.581,,"LINESTRING (123.2772582 13.4681544, 123.2770981 13.4684745)"
231199481,Brgy. San Jose-Fabrica Road,tertiary,False,True,42.95,,"LINESTRING (123.2795671 13.4695371, 123.2793758 13.4698756)"
231199501,Brgy. Salvacion Street,residential,False,False,121.849,,"LINESTRING (123.2795671 13.4695371, 123.2805199 13.4701221)"
231199501,Brgy. Salvacion Street,residential,False,True,70.295,,"LINESTRING (123.2795671 13.4695371, 123.2790261 13.4691866)"
231199481,Brgy. San Jose-Fabrica Road,tertiary,False,False,42.95,,"LINESTRING (123.2793758 13.4698756, 123.2795671 13.4695371)"
231199481,Brgy. San Jose-Fabrica Road,tertiary,False,True,309.886,,"LINESTRING (123.2793758 13.4698756, 123.2781595 13.472399)"
231199500,Sagrada Familia Street,residential,False,False,118.161,,"LINESTRING (123.2793758 13.4698756, 123.2802891 13.470459)"
231199500,Sagrada Familia Street,residential,False,True,68.74,,"LINESTRING (123.2793758 13.4698756, 123.2788212 13.4695735)"
231199500,Sagrada Familia Street,residential,False,True,54.358,,"LINESTRING (123.2807047 13.470734, 123.2802891 13.470459)"
"[675082136, 231199501]",Brgy. Salvacion Street,residential,False,True,98.185,,"LINESTRING (123.2807047 13.470734, 123.2809275 13.4703971, 123.2805199 13.4701221)"
179295088,Pili-Bula Road,secondary,False,False,98.577,40,"LINESTRING (123.2762596 13.468453, 123.2754246 13.4680973)"
179295088,Pili-Bula Road,secondary,False,True,82.335,40,"LINESTRING (123.2762596 13.468453, 123.2769558 13.4687528)"
346700950,,residential,False,True,46.136,,"LINESTRING (123.2762596 13.468453, 123.27645 13.4680817)"
346700950,,residential,False,False,223.80200000000002,,"LINESTRING (123.2762596 13.468453, 123.2757759 13.4694127, 123.2753419 13.470257)"
346700950,,residential,False,True,223.80200000000002,,"LINESTRING (123.2753419 13.470257, 123.2757759 13.4694127, 123.2762596 13.468453)"
"[346700937, 346700893, 905287887]",,unclassified,False,False,257.488,,"LINESTRING (123.2753419 13.470257, 123.2747485 13.4696255, 123.2742572 13.4690201, 123.2737939 13.4684989)"
"[675082016, 675082017]",,residential,False,True,74.244,,"LINESTRING (123.278233 13.470225, 123.2781954 13.4703789, 123.277685 13.4704939)"
179295088,Pili-Bula Road,secondary,False,False,179.526,40,"LINESTRING (123.277685 13.4704939, 123.2774808 13.4696641, 123.277308 13.4689216)"
