osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,access,ref,bridge,width
970902825,2,Aruego Street,primary,30,True,False,8.74,"LINESTRING (120.5690222 15.9742945, 120.5691039 15.9742975)",,,,
952347763,2,Belmonte Street,unclassified,,True,False,173.499,"LINESTRING (120.5690222 15.9742945, 120.5690449 15.9743394, 120.5690489 15.9743619, 120.5690262 15.9745811, 120.5689551 15.9752245, 120.5688981 15.9756725, 120.5688885 15.9757302, 120.568876 15.9757828, 120.5688478 15.9758324)",,,,
1090797868,,Caimito Street,residential,,False,True,94.707,"LINESTRING (120.5690181 15.9782737, 120.5691907 15.9791091)",,,,
1090797868,,Caimito Street,residential,,False,False,94.707,"LINESTRING (120.5691907 15.9791091, 120.5690181 15.9782737)",,,,
29208627,2,Provincial Road,secondary,40,False,False,124.988,"LINESTRING (120.5691907 15.9791091, 120.5686976 15.9790808, 120.5680257 15.9790163)",,,,
29208627,2,Provincial Road,secondary,40,False,True,40.781000000000006,"LINESTRING (120.5691907 15.9791091, 120.5692126 15.9791104, 120.5695707 15.9791414)",,,,
29208627,2,Provincial Road,secondary,40,False,True,11.677,"LINESTRING (120.5634033 15.9800415, 120.5634968 15.9799872)",,,,
1091641681,2,Dr. Jorge C. Carancho Street,unclassified,,False,False,85.36,"LINESTRING (120.5683501 15.9738156, 120.5691482 15.9738397)",,,,
1217063996,2,Amadeo R. Perez Jr. Avenue,primary,40,True,False,14.618,"LINESTRING (120.5641459 15.9755709, 120.5642824 15.9755787)",,57,,
1217063999,,,primary_link,,False,True,5.735,"LINESTRING (120.5641459 15.9755709, 120.5641415 15.9756223)",,,,
1217063999,,,primary_link,,False,False,5.735,"LINESTRING (120.5641415 15.9756223, 120.5641459 15.9755709)",,,,
970419624,2,Amadeo R. Perez Jr. Avenue,primary,60,True,False,35.44,"LINESTRING (120.5641415 15.9756223, 120.5639761 15.975609, 120.5638532 15.9756007, 120.563811 15.9755973)",,57,,
1217064000,,,primary_link,,False,False,5.911,"LINESTRING (120.5642849 15.9756318, 120.5642824 15.9755787)",,,,
1217063997,2,Amadeo R. Perez Jr. Avenue,primary,60,True,False,15.368,"LINESTRING (120.5642849 15.9756318, 120.5642326 15.9756296, 120.5641415 15.9756223)",,57,,
1217064000,,,primary_link,,False,True,5.911,"LINESTRING (120.5642824 15.9755787, 120.5642849 15.9756318)",,,,
970419626,2,Amadeo R. Perez Jr. Avenue,primary,40,True,False,58.438,"LINESTRING (120.5642824 15.9755787, 120.5643402 15.9755813, 120.5644402 15.9755868, 120.5646091 15.9755935, 120.5647843 15.9756061, 120.5648281 15.9756088)",,57,,
1217063998,2,Amadeo R. Perez Jr. Avenue,primary,40,True,False,35.499,"LINESTRING (120.5638144 15.9755521, 120.5641459 15.9755709)",,57,,
1217064001,,Lachica Street,tertiary,30,False,True,5.039,"LINESTRING (120.5638144 15.9755521, 120.5638128 15.975573, 120.563811 15.9755973)",no,,,
761382280,4,Calle Garcia Street,primary,60,False,False,117.717,"LINESTRING (120.5634084 15.9755269, 120.5624687 15.9754051, 120.5624202 15.9753988, 120.5623171 15.9753854)",,57,,
1217064003,2,Calle Garcia Street,primary,60,True,False,43.729,"LINESTRING (120.5634084 15.9755269, 120.5634592 15.9755165, 120.5638144 15.9755521)",,57,,
