osmid,highway,maxspeed,oneway,reversed,length,name,geometry,lanes,ref
910799167,tertiary,30,False,True,18.43,,"LINESTRING (123.3768597 13.5557694, 123.3766943 13.5558096)",,
910799167,tertiary,30,False,False,18.43,,"LINESTRING (123.3766943 13.5558096, 123.3768597 13.5557694)",,
"[522298482, 231215311]",residential,30,False,True,203.82500000000002,La Purisima Street,"LINESTRING (123.3766943 13.5558096, 123.3762476 13.5558631, 123.3762006 13.555884, 123.3761621 13.555919, 123.3761995 13.5572125)",,
1201853794,tertiary,30,False,True,150.528,San Isidro Street,"LINESTRING (123.3766943 13.5558096, 123.3767259 13.5566525, 123.3767428 13.5571625)",,
1201853795,residential,30,False,False,60.892,,"LINESTRING (123.3767428 13.5571625, 123.3773044 13.5571199)",,
1201853795,residential,30,False,True,58.992,,"LINESTRING (123.3767428 13.5571625, 123.3761995 13.5572125)",,
910799166,tertiary,30,False,True,103.459,San Isidro Street,"LINESTRING (123.3767428 13.5571625, 123.3767663 13.5578014, 123.3767778 13.5580923)",,
1201853794,tertiary,30,False,False,150.528,San Isidro Street,"LINESTRING (123.3767428 13.5571625, 123.3767259 13.5566525, 123.3766943 13.5558096)",,
231215311,residential,30,False,True,102.828,La Purisima Street,"LINESTRING (123.3761995 13.5572125, 123.3762403 13.5581364)",,
1201853795,residential,30,False,False,58.992,,"LINESTRING (123.3761995 13.5572125, 123.3767428 13.5571625)",,
1201853795,residential,30,False,True,51.04,,"LINESTRING (123.3761995 13.5572125, 123.3757284 13.5572434)",,
"[522298482, 231215311]",residential,30,False,False,203.825,La Purisima Street,"LINESTRING (123.3761995 13.5572125, 123.3761621 13.555919, 123.3762006 13.555884, 123.3762476 13.5558631, 123.3766943 13.5558096)",,
231215284,residential,30,False,True,103.107,San Antonio Street,"LINESTRING (123.3757284 13.5572434, 123.3757464 13.5581705)",,
1201853795,residential,30,False,False,51.04,,"LINESTRING (123.3757284 13.5572434, 123.3761995 13.5572125)",,
"[231215329, 1201853795]",residential,30,False,True,174.59699999999998,San Roque Street,"LINESTRING (123.3757284 13.5572434, 123.3753853 13.5572713, 123.3750897 13.5573094, 123.3750056 13.5573249, 123.3750082 13.5573929, 123.3751096 13.5581811)",,
231215281,residential,30,False,True,58.308,,"LINESTRING (123.3767778 13.5580923, 123.3762403 13.5581364)",,
910799166,tertiary,30,False,True,130.097,San Isidro Street,"LINESTRING (123.3767778 13.5580923, 123.3767996 13.5592621)",,
910799166,tertiary,30,False,False,103.459,San Isidro Street,"LINESTRING (123.3767778 13.5580923, 123.3767663 13.5578014, 123.3767428 13.5571625)",,
231215281,residential,30,False,False,58.308,,"LINESTRING (123.3762403 13.5581364, 123.3767778 13.5580923)",,
231215281,residential,30,False,True,53.523,,"LINESTRING (123.3762403 13.5581364, 123.3757464 13.5581705)",,
231215311,residential,30,False,False,102.828,La Purisima Street,"LINESTRING (123.3762403 13.5581364, 123.3761995 13.5572125)",,
231215311,residential,30,False,True,126.817,La Purisima Street,"LINESTRING (123.3762403 13.5581364, 123.3763023 13.5592753)",,
231215281,residential,30,False,False,53.523,,"LINESTRING (123.3757464 13.5581705, 123.3762403 13.5581364)",,
231215281,residential,30,False,True,68.846,,"LINESTRING (123.3757464 13.5581705, 123.3751096 13.5581811)",,
231215284,residential,30,False,False,103.107,San Antonio Street,"LINESTRING (123.3757464 13.5581705, 123.3757284 13.5572434)",,
231215284,residential,30,False,True,123.794,San Antonio Street,"LINESTRING (123.3757464 13.5581705, 123.3757471 13.5592838)",,
231215281,residential,30,False,False,68.846,,"LINESTRING (123.3751096 13.5581811, 123.3757464 13.5581705)",,
