osmid,lanes,ref,name,highway,maxspeed,oneway,reversed,length,geometry,bridge,tunnel,access
914359884,2,202,Avenida Quezon,secondary,30,False,False,13.186,"LINESTRING (120.3871349 17.5760149, 120.3870859 17.5759059)",,,
28521686,2,202,Avenida Quezon,secondary,40,True,False,66.432,"LINESTRING (120.3871349 17.5760149, 120.3872227 17.5760833, 120.3874287 17.5765315)",,,
761201323,2,,Calle Burgos,tertiary,30,False,True,29.947,"LINESTRING (120.3884064 17.5747537, 120.3881452 17.5748563)",,,
108059011,,,Calle Jacinto,unclassified,30,True,False,88.36500000000001,"LINESTRING (120.3884064 17.5747537, 120.3883522 17.5746389, 120.3882256 17.5743501, 120.3880979 17.5740158)",,,
88477893,,,Calle Crisologo,unclassified,30,True,False,64.522,"LINESTRING (120.3891096 17.5738461, 120.3892647 17.5744072)",,,
100768588,,,Calle Florentino,tertiary,30,False,False,79.23,"LINESTRING (120.3891096 17.5738461, 120.3898482 17.573737)",,,
100770333,,,Calle Plaridel,unclassified,30,False,False,102.18700000000001,"LINESTRING (120.3891096 17.5738461, 120.3890631 17.5736959, 120.3890103 17.5734943, 120.3888695 17.5729562)",,,
88482159,,,Calle Florentino,tertiary,30,True,False,32.326,"LINESTRING (120.3880979 17.5740158, 120.3883857 17.5739197)",,,
108059011,,,Calle Jacinto,unclassified,30,True,False,88.334,"LINESTRING (120.3880979 17.5740158, 120.3878106 17.5732701)",,,
67519336,,,Calle Burgos,tertiary,30,False,False,93.473,"LINESTRING (120.3892647 17.5744072, 120.3900933 17.5741197)",,,
88477862,2,,Calle Burgos,tertiary,30,True,False,98.807,"LINESTRING (120.3892647 17.5744072, 120.3889242 17.5745429, 120.3884064 17.5747537)",,,
67519329,2,,Calle Nueva Segovia,unclassified,30,True,False,149.914,"LINESTRING (120.3883596 17.57532, 120.3870859 17.5759059)",,,
107890085,,,Calle Nueva Segovia,residential,,False,False,68.924,"LINESTRING (120.3883596 17.57532, 120.3889507 17.5750618)",,,
579426185,2,,Calle Nueva Segovia,unclassified,30,True,False,56.348,"LINESTRING (120.3881452 17.5748563, 120.3883596 17.57532)",,,
761201323,2,,Calle Burgos,tertiary,30,False,False,29.947,"LINESTRING (120.3881452 17.5748563, 120.3884064 17.5747537)",,,
100768588,,,Calle Florentino,tertiary,30,False,True,79.23,"LINESTRING (120.3898482 17.573737, 120.3891096 17.5738461)",,,
149310986,,,Calle Florentino,tertiary,30,False,True,23.077,"LINESTRING (120.3898482 17.573737, 120.3900641 17.5737104)",,,
832860910,,,Calle V. de los Reyes,unclassified,30,True,False,108.143,"LINESTRING (120.3898482 17.573737, 120.3896411 17.5727847)",,,
