osmid,lanes,highway,oneway,reversed,length,name,maxspeed,geometry,ref,bridge
23434786,2,residential,False,True,141.252,,,"LINESTRING (121.2838836 14.1814145, 121.2834435 14.180218)",,
33542320,2,secondary,False,True,42.42,Rizal Avenue,40,"LINESTRING (121.2838836 14.1814145, 121.2842593 14.1813011)",,
96691937,2,residential,False,False,177.94,E. Trinidad,,"LINESTRING (121.2838836 14.1814145, 121.2842087 14.1829834)",,
33542320,2,secondary,False,False,45.498999999999995,Rizal Avenue,40,"LINESTRING (121.2838836 14.1814145, 121.2836291 14.1814974, 121.2834819 14.1815398)",,
23434786,2,residential,False,False,141.252,,,"LINESTRING (121.2834435 14.180218, 121.2838836 14.1814145)",,
117442505,2,residential,False,False,5.957,Leon Street,,"LINESTRING (121.2834435 14.180218, 121.2833907 14.1802338)",,
"[117442505, 23436126]",2,residential,False,True,234.20900000000003,"['Leon Street', 'Tanalega Street']",,"LINESTRING (121.2834435 14.180218, 121.284268 14.180003, 121.2843425 14.1800107, 121.2844021 14.1800914, 121.2846019 14.18083, 121.284694 14.1811612)",,
23435317,2,residential,False,False,73.762,D. Punzalan,,"LINESTRING (121.2837841 14.183105, 121.2839145 14.1837562)",,
23435317,2,residential,False,True,177.066,D. Punzalan,,"LINESTRING (121.2837841 14.183105, 121.2834819 14.1815398)",,
26509615,2,residential,False,False,47.73,,,"LINESTRING (121.2837841 14.183105, 121.2842087 14.1829834)",,
26509615,2,residential,False,True,52.912,,,"LINESTRING (121.2837841 14.183105, 121.2833134 14.1832398)",,
26509615,2,residential,False,False,52.912,,,"LINESTRING (121.2833134 14.1832398, 121.2837841 14.183105)",,
26509615,2,residential,False,True,52.149,,,"LINESTRING (121.2833134 14.1832398, 121.2828495 14.1833727)",,
96692000,2,residential,False,False,74.001,,,"LINESTRING (121.2833134 14.1832398, 121.2834394 14.183894)",,
96692000,2,residential,False,True,176.183,,,"LINESTRING (121.2833134 14.1832398, 121.2830094 14.181683)",,
26509615,2,residential,False,False,52.149,,,"LINESTRING (121.2828495 14.1833727, 121.2833134 14.1832398)",,
26509614,2,tertiary,False,False,72.911,Arieta Street,,"LINESTRING (121.2828495 14.1833727, 121.2828759 14.1835324, 121.2829568 14.1840201)",,
26509614,2,tertiary,False,True,177.044,Arieta Street,,"LINESTRING (121.2828495 14.1833727, 121.2828032 14.1830938, 121.2825605 14.1818054)",,
23434471,2,residential,False,True,53.883,,,"LINESTRING (121.2829568 14.1840201, 121.2834394 14.183894)",,
413242112,2,tertiary,False,False,7.862,Arieta Street,,"LINESTRING (121.2829568 14.1840201, 121.2829684 14.1840899)",,
26509614,2,tertiary,False,True,72.911,Arieta Street,,"LINESTRING (121.2829568 14.1840201, 121.2828759 14.1835324, 121.2828495 14.1833727)",,
96692000,2,residential,False,False,43.885,,,"LINESTRING (121.2827397 14.1805254, 121.2828274 14.1809108)",,
117442505,2,residential,False,True,77.31,Leon Street,,"LINESTRING (121.2827397 14.1805254, 121.2833907 14.1802338)",,
"[117442505, 76802217]",2,residential,False,False,177.27100000000002,"['Leon Street', 'Arieta Street']",,"LINESTRING (121.2827397 14.1805254, 121.2822933 14.1807133, 121.2825605 14.1818054)",,
26509615,2,residential,False,True,42.48,,,"LINESTRING (121.2850183 14.1827352, 121.2846452 14.1828581)",,
96692016,2,tertiary,False,False,76.089,Tanalega Street,,"LINESTRING (121.2850183 14.1827352, 121.2851732 14.1834028)",,
96692016,2,tertiary,False,True,178.479,Tanalega Street,,"LINESTRING (121.2850183 14.1827352, 121.284694 14.1811612)",,
26137772,2,secondary,False,False,59.117,Rizal Avenue,40,"LINESTRING (121.2884028 14.1790791, 121.2880267 14.179466)",,
99278506,2,primary,False,True,69.272,Bay - Calauan Road,60,"LINESTRING (121.2884028 14.1790791, 121.2888478 14.1786297)",67,
