osmid,oneway,lanes,ref,highway,reversed,length,name,access,geometry,junction
814059059,False,,,residential,True,115.802,Municipal Street,yes,"LINESTRING (125.1981468 10.394305, 125.1981391 10.3943923, 125.1982473 10.3945181, 125.1984502 10.3945274, 125.1986097 10.3944873, 125.198661 10.3944691, 125.1989882 10.394659)",
892134788,False,,,residential,False,11.029,Municipal Street,yes,"LINESTRING (125.1981468 10.394305, 125.19812 10.3942683, 125.1981197 10.3942143)",
892134788,False,,,residential,True,35.761,Municipal Street,yes,"LINESTRING (125.1981468 10.394305, 125.1982114 10.394313, 125.1982548 10.3942695, 125.1982475 10.3942317, 125.1982316 10.3941938, 125.1981778 10.3941862, 125.1981197 10.3942143)",
892134788,False,,,residential,False,35.761,Municipal Street,yes,"LINESTRING (125.1981197 10.3942143, 125.1981778 10.3941862, 125.1982316 10.3941938, 125.1982475 10.3942317, 125.1982548 10.3942695, 125.1982114 10.394313, 125.1981468 10.394305)",
892134788,False,,,residential,True,11.029,Municipal Street,yes,"LINESTRING (125.1981197 10.3942143, 125.19812 10.3942683, 125.1981468 10.394305)",
892134789,False,,,residential,False,98.613,Municipal Street,yes,"LINESTRING (125.1981197 10.3942143, 125.1980357 10.3941247, 125.1974707 10.3938521, 125.1973375 10.3937877)",
340596501,False,,,residential,True,139.658,Nueva Street,yes,"LINESTRING (125.1973375 10.3937877, 125.1966376 10.3948382)",
340596501,False,,,residential,False,133.122,Nueva Street,yes,"LINESTRING (125.1973375 10.3937877, 125.1976943 10.3931969, 125.1978658 10.3929763, 125.198014 10.3927954)",
892134789,False,,,residential,True,98.613,Municipal Street,yes,"LINESTRING (125.1973375 10.3937877, 125.1974707 10.3938521, 125.1980357 10.3941247, 125.1981197 10.3942143)",
492880597,False,,,residential,False,161.664,,,"LINESTRING (125.2010145 10.395306, 125.2001858 10.3965099)",
492880598,False,,,residential,False,43.184,,,"LINESTRING (125.2010145 10.395306, 125.2006878 10.3950879)",
492880598,False,,,residential,True,19.692,,,"LINESTRING (125.2010145 10.395306, 125.2011624 10.395407)",
492880596,False,,,residential,True,130.876,,,"LINESTRING (125.2011624 10.395407, 125.2018418 10.3944381)",
492880598,False,,,residential,False,19.692,,,"LINESTRING (125.2011624 10.395407, 125.2010145 10.395306)",
492880598,False,,,residential,True,105.886,,,"LINESTRING (125.2011624 10.395407, 125.2019461 10.3959661)",
109265758,False,2,,residential,False,49.409,Labrador Street,yes,"LINESTRING (125.1998938 10.3969376, 125.199535 10.3966676)",
109265758,False,2,,residential,True,117.091,Labrador Street,yes,"LINESTRING (125.1998938 10.3969376, 125.2007951 10.3975059)",
492880597,False,,,residential,False,139.442,,,"LINESTRING (125.1998938 10.3969376, 125.1992351 10.3980113)",
492880597,False,,,residential,True,57.286,,,"LINESTRING (125.1998938 10.3969376, 125.2001858 10.3965099)",
109269780,False,,,residential,True,117.728,,,"LINESTRING (125.2021987 10.3939328, 125.203068 10.3945572)",
492880596,False,,,residential,False,68.415,,,"LINESTRING (125.2021987 10.3939328, 125.2018418 10.3944381)",
"[492880594, 109269780]",False,,,residential,"[False, True]",119.886,,,"LINESTRING (125.2021987 10.3939328, 125.20181 10.3936714, 125.2014385 10.3941661)",
340596500,False,,,tertiary,False,216.906,Labrador Street,yes,"LINESTRING (125.1982991 10.3959033, 125.1966376 10.3948382)",
340596500,False,,,tertiary,True,94.887,Labrador Street,yes,"LINESTRING (125.1982991 10.3959033, 125.1990235 10.3963729)",
814059058,False,,,residential,False,50.605,Aglipay Street,yes,"LINESTRING (125.1982991 10.3959033, 125.1980476 10.3962853)",
814059058,False,,,residential,True,149.67,Aglipay Street,yes,"LINESTRING (125.1982991 10.3959033, 125.1987991 10.3951362, 125.198988 10.3948017, 125.1990165 10.3947577)",
58734412,False,2,690,primary,True,98.299,Junction Himay - Angan - Silago - Abuyog Boundary Road,yes,"LINESTRING (125.1982338 10.397383, 125.1977585 10.3981333)",
109264855,False,,,residential,False,91.638,Catmonan Street,yes,"LINESTRING (125.1982338 10.397383, 125.1975846 10.396862)",
109264855,False,,,residential,True,73.614,Catmonan Street,yes,"LINESTRING (125.1982338 10.397383, 125.1988055 10.3977324)",
340596502,False,2,690,primary,False,89.686,Rizal Street,yes,"LINESTRING (125.1982338 10.397383, 125.1987731 10.3967754)",
109265758,False,2,,residential,False,64.834,Labrador Street,yes,"LINESTRING (125.199535 10.3966676, 125.1990235 10.3963729)",
109265758,False,2,,residential,True,49.409,Labrador Street,yes,"LINESTRING (125.199535 10.3966676, 125.1998938 10.3969376)",
109266474,False,,,residential,False,56.214,Arellano Street,yes,"LINESTRING (125.199535 10.3966676, 125.1998294 10.3962532)",
109266474,False,,,residential,True,142.774,Arellano Street,yes,"LINESTRING (125.199535 10.3966676, 125.1988055 10.3977324)",
109264855,False,,,residential,False,56.297,Catmonan Street,yes,"LINESTRING (125.1992351 10.3980113, 125.1988055 10.3977324)",
492880597,False,,,residential,True,139.442,,,"LINESTRING (125.1992351 10.3980113, 125.1998938 10.3969376)",
"[492880592, 492880597]",False,,,residential,"[False, True]",167.81799999999998,,,"LINESTRING (125.1992351 10.3980113, 125.1987282 10.3988133, 125.1982604 10.3984856)",
109266474,False,,,residential,False,102.804,Arellano Street,yes,"LINESTRING (125.1982604 10.3984856, 125.1988055 10.3977324)",
492880592,False,,,residential,True,67.437,,,"LINESTRING (125.1982604 10.3984856, 125.1977585 10.3981333)",
"[492880592, 492880597]",False,,,residential,"[False, True]",167.81799999999998,,,"LINESTRING (125.1982604 10.3984856, 125.1987282 10.3988133, 125.1992351 10.3980113)",
58734412,False,2,690,primary,False,98.299,Junction Himay - Angan - Silago - Abuyog Boundary Road,yes,"LINESTRING (125.1977585 10.3981333, 125.1982338 10.397383)",
492880592,False,,,residential,False,67.437,,,"LINESTRING (125.1977585 10.3981333, 125.1982604 10.3984856)",
109265965,False,2,690,primary,False,62.27,Rizal Street,yes,"LINESTRING (125.1993848 10.3959401, 125.1990235 10.3963729)",
109265965,False,2,690,primary,True,103.359,Rizal Street,yes,"LINESTRING (125.1993848 10.3959401, 125.1999505 10.3951955)",
492880593,False,,,residential,True,59.804,,,"LINESTRING (125.1993848 10.3959401, 125.1998294 10.3962532)",
109266474,False,,,residential,False,160.012,Arellano Street,yes,"LINESTRING (125.1998294 10.3962532, 125.2006878 10.3950879)",
109266474,False,,,residential,True,56.214,Arellano Street,yes,"LINESTRING (125.1998294 10.3962532, 125.199535 10.3966676)",
492880593,False,,,residential,False,59.804,,,"LINESTRING (125.1998294 10.3962532, 125.1993848 10.3959401)",
492880593,False,,,residential,True,48.313,,,"LINESTRING (125.1998294 10.3962532, 125.2001858 10.3965099)",
492880593,False,,,residential,False,48.313,,,"LINESTRING (125.2001858 10.3965099, 125.1998294 10.3962532)",
492880597,False,,,residential,False,57.286,,,"LINESTRING (125.2001858 10.3965099, 125.1998938 10.3969376)",
492880597,False,,,residential,True,161.664,,,"LINESTRING (125.2001858 10.3965099, 125.2010145 10.395306)",
109265965,False,2,690,primary,False,103.359,Rizal Street,yes,"LINESTRING (125.1999505 10.3951955, 125.1993848 10.3959401)",
109265965,False,2,690,primary,True,55.689,Rizal Street,yes,"LINESTRING (125.1999505 10.3951955, 125.2002524 10.3947922)",
109267156,False,,,residential,False,104.836,Municipal Street,yes,"LINESTRING (125.1999505 10.3951955, 125.199502 10.3949708, 125.1991961 10.3947781, 125.1991161 10.3947335)",
492880595,False,,,residential,True,53.482,,,"LINESTRING (125.2014385 10.3941661, 125.2018418 10.3944381)",
"[492880594, 109269780]",False,,,residential,"[False, True]",119.886,,,"LINESTRING (125.2014385 10.3941661, 125.20181 10.3936714, 125.2021987 10.3939328)",
492880594,False,,,residential,True,89.581,,,"LINESTRING (125.2014385 10.3941661, 125.2011354 10.3945922, 125.2009214 10.3947852)",
492880595,False,,,residential,False,53.482,,,"LINESTRING (125.2018418 10.3944381, 125.2014385 10.3941661)",
492880596,False,,,residential,False,130.876,,,"LINESTRING (125.2018418 10.3944381, 125.2011624 10.395407)",
492880596,False,,,residential,True,68.415,,,"LINESTRING (125.2018418 10.3944381, 125.2021987 10.3939328)",
109265965,False,2,690,primary,False,55.689,Rizal Street,yes,"LINESTRING (125.2002524 10.3947922, 125.1999505 10.3951955)",
492880598,False,,,residential,True,57.868,,,"LINESTRING (125.2002524 10.3947922, 125.2006878 10.3950879)",
109265965,False,2,690,primary,True,94.38399999999999,Rizal Street,yes,"LINESTRING (125.2002524 10.3947922, 125.200449 10.3945204, 125.2006781 10.3942149, 125.2007599 10.3941057)",
109266474,False,,,residential,False,42.257,Arellano Street,yes,"LINESTRING (125.2006878 10.3950879, 125.2009214 10.3947852)",
109266474,False,,,residential,True,160.012,Arellano Street,yes,"LINESTRING (125.2006878 10.3950879, 125.1998294 10.3962532)",
492880598,False,,,residential,False,57.868,,,"LINESTRING (125.2006878 10.3950879, 125.2002524 10.3947922)",
492880598,False,,,residential,True,43.184,,,"LINESTRING (125.2006878 10.3950879, 125.2010145 10.395306)",
109264944,False,,,residential,False,198.995,Manilili Street,yes,"LINESTRING (125.2019461 10.3959661, 125.203068 10.3945572)",
109264944,False,,,residential,True,212.515,Manilili Street,yes,"LINESTRING (125.2019461 10.3959661, 125.2007951 10.3975059)",
492880598,False,,,residential,False,105.886,,,"LINESTRING (125.2019461 10.3959661, 125.2011624 10.395407)",
492880598,False,,,residential,True,77.832,,,"LINESTRING (125.2019461 10.3959661, 125.2025691 10.3963044)",
492880598,False,,,residential,False,77.832,,,"LINESTRING (125.2025691 10.3963044, 125.2019461 10.3959661)",
"[624149764, 624149765]",False,,,residential,True,282.0210000000001,,,"LINESTRING (125.1962927 10.3911678, 125.1964564 10.3910887, 125.1966414 10.3912153, 125.1972254 10.3915747, 125.1974152 10.3917904, 125.1976727 10.3921129, 125.1978531 10.3924209, 125.197947 10.3926571, 125.198014 10.3927954)",
340596502,False,2,690,primary,False,52.47,Rizal Street,yes,"LINESTRING (125.1987731 10.3967754, 125.1990235 10.3963729)",
340596502,False,2,690,primary,True,89.686,Rizal Street,yes,"LINESTRING (125.1987731 10.3967754, 125.1982338 10.397383)",
814059056,False,,,residential,False,96.26,Fernandez Street,,"LINESTRING (125.1987731 10.3967754, 125.1980476 10.3962853)",
814059056,False,,,residential,True,96.26,Fernandez Street,,"LINESTRING (125.1980476 10.3962853, 125.1987731 10.3967754)",
814059058,False,,,residential,True,50.605,Aglipay Street,yes,"LINESTRING (125.1980476 10.3962853, 125.1982991 10.3959033)",
814059058,False,,,residential,False,81.726,Aglipay Street,yes,"LINESTRING (125.1980476 10.3962853, 125.1980129 10.3963352, 125.1975846 10.396862)",
814059057,False,,,residential,False,12.583,,,"LINESTRING (125.1990165 10.3947577, 125.1989985 10.3947435, 125.1989858 10.3947247, 125.1989796 10.3947029, 125.1989804 10.3946803, 125.1989882 10.394659)",circular
814059057,False,,,residential,True,12.331000000000001,,,"LINESTRING (125.1990165 10.3947577, 125.1990375 10.3947656, 125.19906 10.394767, 125.1990819 10.3947617, 125.1991012 10.3947502, 125.1991161 10.3947335)",circular
814059058,False,,,residential,False,149.67000000000002,Aglipay Street,yes,"LINESTRING (125.1990165 10.3947577, 125.198988 10.3948017, 125.1987991 10.3951362, 125.1982991 10.3959033)",
109267156,False,,,residential,True,104.836,Municipal Street,yes,"LINESTRING (125.1991161 10.3947335, 125.1991961 10.3947781, 125.199502 10.3949708, 125.1999505 10.3951955)",
814059057,False,,,residential,False,12.331,,,"LINESTRING (125.1991161 10.3947335, 125.1991012 10.3947502, 125.1990819 10.3947617, 125.19906 10.394767, 125.1990375 10.3947656, 125.1990165 10.3947577)",circular
814059057,False,,,residential,True,11.704,,,"LINESTRING (125.1991161 10.3947335, 125.1991249 10.3947143, 125.1991277 10.3946935, 125.1991244 10.3946727, 125.1991153 10.3946536, 125.1991009 10.394638)",circular
814059057,False,,,residential,False,14.255,,,"LINESTRING (125.1989882 10.394659, 125.1990046 10.394639, 125.1990269 10.3946259, 125.1990526 10.3946211, 125.1990783 10.3946253, 125.1991009 10.394638)",circular
814059057,False,,,residential,True,12.582999999999998,,,"LINESTRING (125.1989882 10.394659, 125.1989804 10.3946803, 125.1989796 10.3947029, 125.1989858 10.3947247, 125.1989985 10.3947435, 125.1990165 10.3947577)",circular
814059059,False,,,residential,False,115.802,Municipal Street,yes,"LINESTRING (125.1989882 10.394659, 125.198661 10.3944691, 125.1986097 10.3944873, 125.1984502 10.3945274, 125.1982473 10.3945181, 125.1981391 10.3943923, 125.1981468 10.394305)",
109265757,False,,,residential,True,107.965,Aglipay Street,yes,"LINESTRING (125.1997366 10.3940479, 125.2006147 10.3936043)",
1208661663,False,,,residential,False,68.23,,,"LINESTRING (125.1997366 10.3940479, 125.1992624 10.3936492)",
"[814059060, 109265757]",False,,,residential,False,97.195,Aglipay Street,yes,"LINESTRING (125.1997366 10.3940479, 125.1996434 10.394095, 125.1994669 10.3942019, 125.1992726 10.3943996, 125.1991387 10.3945826, 125.1991009 10.394638)",
1208661663,False,,,residential,True,68.23,,,"LINESTRING (125.1992624 10.3936492, 125.1997366 10.3940479)",
1212914977,False,,,residential,True,43.619,,,"LINESTRING (125.2034144 10.3947513, 125.2033807 10.3947286, 125.2032533 10.394659, 125.203068 10.3945572)",
1212914990,False,,,unclassified,True,37.083,,,"LINESTRING (125.2010811 10.3976843, 125.2010225 10.397654, 125.2008808 10.3975571, 125.2007951 10.3975059)",
