osmid,lanes,name,highway,maxspeed,oneway,reversed,length,geometry,ref,bridge,width
684935516,2,San Jose-Ibaan Road,secondary,40,False,False,30.157,"LINESTRING (121.1310475 13.8189045, 121.1310039 13.8189358, 121.1309644 13.8190094, 121.1309342 13.8190686, 121.1309185 13.8191364)",,,
"[420507497, 684935517, 684935518]",2,J.P. Rizal Street,primary,20,False,True,93.06899999999999,"LINESTRING (121.1310475 13.8189045, 121.1311445 13.818881, 121.131243 13.818857, 121.1313739 13.8188107, 121.131864 13.8186388)",435,yes,7.5
978322711,2,J.P. Rizal Street,primary,50,False,False,26.784,"LINESTRING (121.1310475 13.8189045, 121.1308721 13.81889, 121.1308074 13.8188593)",435,,6.1
420507497,2,J.P. Rizal Street,primary,20,False,False,59.129999999999995,"LINESTRING (121.1329057 13.8182591, 121.1327847 13.8183007, 121.1326379 13.8183535, 121.1323953 13.8184514)",435,,7.5
795111960,2,J.P. Rizal Street,primary,20,False,True,44.0,"LINESTRING (121.1329057 13.8182591, 121.1330071 13.8182187, 121.133094 13.8181913, 121.1331442 13.8181754, 121.1332049 13.8181642, 121.1332576 13.8181692, 121.1332938 13.8181833)",435,,7.5
"[795111962, 109087526]",2,J. Macatangay Street,residential,20,False,False,120.95700000000001,"LINESTRING (121.1329057 13.8182591, 121.1328279 13.818036, 121.1326042 13.8172119)",,,
419443632,2,J. Pastor Street,primary,20,False,False,44.28,"LINESTRING (121.1338702 13.8210778, 121.1337986 13.8206857)",435,,7.5
845250987,1,J. Fortus Street,residential,20,False,False,65.402,"LINESTRING (121.1338702 13.8210778, 121.1344732 13.8210222)",,,
419443632,2,J. Pastor Street,primary,20,False,True,92.231,"LINESTRING (121.1338702 13.8210778, 121.1338865 13.8211684, 121.1339276 13.8213937, 121.1339538 13.8215219, 121.1339745 13.8216333, 121.1340449 13.8218891)",435,,7.5
48159845,2,Lipa - Ibaan Provincial Road,secondary,40,False,False,39.823,"LINESTRING (121.1340449 13.8218891, 121.1341703 13.8222259)",,,6.7
765621964,,,residential,,False,True,79.577,"LINESTRING (121.1340449 13.8218891, 121.1333443 13.8221112)",,,
419443632,2,J. Pastor Street,primary,20,False,False,92.231,"LINESTRING (121.1340449 13.8218891, 121.1339745 13.8216333, 121.1339538 13.8215219, 121.1339276 13.8213937, 121.1338865 13.8211684, 121.1338702 13.8210778)",435,,7.5
671982728,2,Ibaan-Rosario Road,primary,60,False,False,38.652,"LINESTRING (121.1340449 13.8218891, 121.1341206 13.8219515, 121.1341927 13.821991, 121.1342663 13.8220255, 121.1343559 13.8220536)",435,,6.1
109087525,2,,primary_link,40,False,False,28.674,"LINESTRING (121.1343559 13.8220536, 121.1342595 13.8221101, 121.1342091 13.822151, 121.1341854 13.822183, 121.1341703 13.8222259)",,,6.7
671982728,2,Ibaan-Rosario Road,primary,60,False,True,38.652,"LINESTRING (121.1343559 13.8220536, 121.1342663 13.8220255, 121.1341927 13.821991, 121.1341206 13.8219515, 121.1340449 13.8218891)",435,,6.1
"[1007203496, 825513865]",2,Ibaan-Rosario Road,primary,60,False,True,189.80599999999998,"LINESTRING (121.1343559 13.8220536, 121.1344743 13.8220825, 121.134649 13.8220941, 121.134696 13.8220941, 121.1348389 13.8220975, 121.1353983 13.822093, 121.1354492 13.8220938, 121.1357769 13.8221018, 121.1361095 13.822104)",435,,6.1
99286418,2,M. Mercado Street,residential,20,False,True,136.545,"LINESTRING (121.131864 13.8186388, 121.1314689 13.8174723)",,,
"[420507497, 684935517, 684935518]",2,J.P. Rizal Street,primary,20,False,False,93.069,"LINESTRING (121.131864 13.8186388, 121.1313739 13.8188107, 121.131243 13.818857, 121.1311445 13.818881, 121.1310475 13.8189045)",435,yes,7.5
420507497,2,J.P. Rizal Street,primary,20,False,True,61.035,"LINESTRING (121.131864 13.8186388, 121.1322048 13.8185184, 121.1323953 13.8184514)",435,,7.5
164828670,1,M. Robles Avenue,residential,20,False,True,40.315,"LINESTRING (121.1357281 13.817367, 121.1361009 13.8173869)",,,4
164828683,,Mulberry Street,residential,20,False,False,31.261,"LINESTRING (121.1357281 13.817367, 121.1358737 13.81761)",,,
"[684935520, 164828683, 164828677]",,Mulberry Street,residential,20,False,True,165.256,"LINESTRING (121.1357281 13.817367, 121.1356482 13.8172402, 121.1355811 13.8170136, 121.1363671 13.8170672, 121.1363649 13.8174038)",,,
"[99286419, 978541155, 978541156]",1,"['M. Ilustre Street', 'M. Robles Avenue']",residential,20,False,True,161.008,"LINESTRING (121.1357281 13.817367, 121.1355496 13.8173861, 121.135342 13.8174084, 121.1351486 13.8174291, 121.1346406 13.8175155, 121.134464 13.817556, 121.1342587 13.817603)",,yes,4
845250989,2,J. Pastor Street,secondary,20,False,False,85.85,"LINESTRING (121.13333 13.8178208, 121.1332465 13.817053)",,,5
99286419,1,M. Ilustre Street,residential,20,False,False,103.23400000000001,"LINESTRING (121.13333 13.8178208, 121.1338484 13.817717, 121.1342587 13.817603)",,,4
"[795111961, 845250989]",2,J. Pastor Street,secondary,20,False,True,41.507,"LINESTRING (121.13333 13.8178208, 121.1333398 13.8178902, 121.1333507 13.8180119, 121.1333328 13.8180965, 121.1332938 13.8181833)",,,5
109087526,2,J. Macatangay Street,residential,20,False,True,66.29,"LINESTRING (121.1320986 13.8154632, 121.1322754 13.8160341)",,,
