osmid,name,highway,oneway,reversed,length,geometry,ref,maxspeed
79065057,Colon,residential,False,True,60.66,"LINESTRING (120.7588863 14.1908056, 120.7590674 14.1902891)",,
79065064,Del Rosario,residential,False,False,142.85999999999999,"LINESTRING (120.7588863 14.1908056, 120.7590808 14.1908491, 120.7591894 14.1908751, 120.7593611 14.1909141, 120.7594965 14.1909453, 120.7596293 14.1910168, 120.7597044 14.1910428, 120.7598439 14.1910786, 120.7600491 14.1911052, 120.7601643 14.1911078)",,
79065064,Del Rosario,residential,False,True,56.218999999999994,"LINESTRING (120.7588863 14.1908056, 120.7587174 14.1907502, 120.7586847 14.1907384, 120.7585417 14.1906865, 120.7583996 14.190625)",,
77174480,Anda,residential,False,False,77.345,"LINESTRING (120.7574732 14.1878114, 120.7577353 14.1871639)",,
77174480,Anda,residential,False,True,73.382,"LINESTRING (120.7574732 14.1878114, 120.7572752 14.1884428)",,
79065041,De Guia Street,residential,False,False,84.554,"LINESTRING (120.7574732 14.1878114, 120.7581229 14.1882374)",,
79065041,De Guia Street,residential,False,True,109.86,"LINESTRING (120.7574732 14.1878114, 120.757008 14.1875128, 120.756822 14.1873959, 120.7566188 14.187273)",,
79092889,Real,residential,False,True,165.732,"LINESTRING (120.7592867 14.1897041, 120.7579859 14.1889097)",,
79065057,Colon,residential,False,False,69.212,"LINESTRING (120.7592867 14.1897041, 120.7590853 14.1902415, 120.7590674 14.1902891)",,
"[79065057, 79065041]","['De Guia Street', 'Colon']",residential,False,True,136.137,"LINESTRING (120.7592867 14.1897041, 120.7594442 14.189203, 120.7594496 14.1891471, 120.7594362 14.1891055, 120.759406 14.189073, 120.7589291 14.1887624)",,
79092889,Real,residential,False,False,199.665,"LINESTRING (120.7592867 14.1897041, 120.7599921 14.1901561, 120.7600403 14.1902187, 120.7600578 14.1902822, 120.7601643 14.1911078)",,
77174480,Anda,residential,False,False,73.382,"LINESTRING (120.7572752 14.1884428, 120.7574732 14.1878114)",,
77174480,Anda,residential,False,True,66.239,"LINESTRING (120.7572752 14.1884428, 120.7570671 14.1890033)",,
