osmid,lanes,highway,oneway,reversed,length,ref,name,geometry,bridge
356403288,2,tertiary,False,True,42.326,,,"LINESTRING (125.159613 10.5293285, 125.1599915 10.5292484)",
301754063,2,primary,False,False,37.649,690,Abuyog-Silago Road,"LINESTRING (125.159613 10.5293285, 125.1597114 10.5292809, 125.1597892 10.5292268, 125.1598898 10.5291319)",
1146254794,2,tertiary,False,False,22.934,,Silago-Abuyog Boundary Road,"LINESTRING (125.161461 10.5261492, 125.1615738 10.5263231)",
1146254801,2,primary,False,True,23.821,690,Abuyog-Silago Road,"LINESTRING (125.161461 10.5261492, 125.1614981 10.5263603)",
"[492880304, 493364836, 492880303]",2,primary,False,False,149.027,690,Himay-angan-Silago Road,"LINESTRING (125.161461 10.5261492, 125.1614164 10.5260807, 125.1613184 10.5259305, 125.1610305 10.5254889, 125.1607518 10.5250052)",yes
650903662,,residential,False,False,103.815,,,"LINESTRING (125.1623932 10.5276064, 125.1626632 10.5267113)",
1146254794,2,tertiary,False,True,160.876,,Silago-Abuyog Boundary Road,"LINESTRING (125.1623932 10.5276064, 125.1616112 10.5263808)",
1146254800,2,tertiary,False,False,10.365,,Silago-Abuyog Boundary Road,"LINESTRING (125.1623932 10.5276064, 125.162365 10.5276954)",
356403289,,residential,False,True,79.518,,,"LINESTRING (125.162365 10.5276954, 125.1630667 10.5278837)",
1146254800,2,tertiary,False,True,10.365,,Silago-Abuyog Boundary Road,"LINESTRING (125.162365 10.5276954, 125.1623932 10.5276064)",
1146254800,2,tertiary,False,False,203.647,,Silago-Abuyog Boundary Road,"LINESTRING (125.162365 10.5276954, 125.1622742 10.5279821, 125.1621725 10.528307, 125.1620877 10.5286257, 125.161868 10.52946)",
356403289,,residential,False,False,51.759,,,"LINESTRING (125.1635223 10.5280103, 125.1630667 10.5278837)",
381876227,,residential,False,False,207.94899999999998,,,"LINESTRING (125.1635223 10.5280103, 125.1633839 10.5286573, 125.1631299 10.5298402)",
381876227,,residential,False,True,110.305,,,"LINESTRING (125.1635223 10.5280103, 125.1636704 10.5275167, 125.1638217 10.5270631)",
356403288,2,tertiary,False,False,37.756,,,"LINESTRING (125.161868 10.52946, 125.1615318 10.5293823)",
1146254799,2,tertiary,False,False,144.286,,Silago-Abuyog Boundary Road,"LINESTRING (125.161868 10.52946, 125.1624116 10.5296234, 125.1631299 10.5298402)",
1146254800,2,tertiary,False,True,203.64700000000002,,Silago-Abuyog Boundary Road,"LINESTRING (125.161868 10.52946, 125.1620877 10.5286257, 125.1621725 10.528307, 125.1622742 10.5279821, 125.162365 10.5276954)",
381876229,,residential,False,True,106.73,,,"LINESTRING (125.1631299 10.5298402, 125.1640694 10.5301012)",
381876227,,residential,False,True,207.94899999999998,,,"LINESTRING (125.1631299 10.5298402, 125.1633839 10.5286573, 125.1635223 10.5280103)",
493364848,2,tertiary,False,False,140.798,,Silago-Abuyog Boundary Road,"LINESTRING (125.1631299 10.5298402, 125.1630558 10.5304507, 125.1630109 10.5311006)",
1146254799,2,tertiary,False,True,144.286,,Silago-Abuyog Boundary Road,"LINESTRING (125.1631299 10.5298402, 125.1624116 10.5296234, 125.161868 10.52946)",
381876229,,residential,False,False,106.73,,,"LINESTRING (125.1640694 10.5301012, 125.1631299 10.5298402)",
381876228,,residential,False,False,49.142,,,"LINESTRING (125.1638217 10.5270631, 125.1633922 10.5269327)",
"[1146254793, 381876227, 381876247]",,residential,False,True,337.832,,,"LINESTRING (125.1638217 10.5270631, 125.1641482 10.5257359, 125.1638493 10.525644, 125.1633922 10.5269327)",
381876227,,residential,False,False,110.305,,,"LINESTRING (125.1638217 10.5270631, 125.1636704 10.5275167, 125.1635223 10.5280103)",
381876228,,residential,False,False,83.413,,,"LINESTRING (125.1633922 10.5269327, 125.1626632 10.5267113)",
381876228,,residential,False,True,49.142,,,"LINESTRING (125.1633922 10.5269327, 125.1638217 10.5270631)",
"[1146254793, 381876227, 381876247]",,residential,False,False,337.832,,,"LINESTRING (125.1633922 10.5269327, 125.1638493 10.525644, 125.1641482 10.5257359, 125.1638217 10.5270631)",
381876247,,residential,False,True,111.573,,,"LINESTRING (125.1633922 10.5269327, 125.1630667 10.5278837)",
492880297,,residential,False,False,209.04699999999997,,,"LINESTRING (125.1630109 10.5311006, 125.1627356 10.531086, 125.162226 10.53102, 125.1619444 10.530962, 125.1616906 10.5309097, 125.1611211 10.5308283)",
493364848,2,tertiary,False,True,140.798,,Silago-Abuyog Boundary Road,"LINESTRING (125.1630109 10.5311006, 125.1630558 10.5304507, 125.1631299 10.5298402)",
356403288,2,tertiary,False,True,37.756,,,"LINESTRING (125.1615318 10.5293823, 125.161868 10.52946)",
492880298,,residential,False,True,166.939,,,"LINESTRING (125.1615318 10.5293823, 125.1611211 10.5308283)",
