osmid,oneway,lanes,name,highway,reversed,length,geometry,access,junction
334633360,True,2,Parkway I,tertiary,False,61.419,"LINESTRING (120.9093665 14.4813825, 120.9099369 14.4813915)",,
334633367,False,2,,tertiary,True,93.691,"LINESTRING (120.9093665 14.4813825, 120.9094014 14.4818226, 120.9093754 14.482223)",,
598090683,False,2,Parkway I,tertiary,False,74.25399999999999,"LINESTRING (120.9093665 14.4813825, 120.9090575 14.4811924, 120.9089245 14.4811674, 120.9087364 14.48117)",,
334633367,False,2,,tertiary,False,41.967,"LINESTRING (120.9093544 14.4828724, 120.9093578 14.482495)",,
913187831,False,2,Parkway II,tertiary,True,94.35900000000001,"LINESTRING (120.9093544 14.4828724, 120.9089546 14.4828939, 120.9087621 14.4829176, 120.9086764 14.4829114, 120.9086237 14.482899, 120.9085922 14.482881, 120.9085281 14.4828002)",,
885088148,True,2,Parkway II,tertiary,False,81.919,"LINESTRING (120.9085281 14.4828002, 120.9084597 14.4826886, 120.9084369 14.482636, 120.9083357 14.4820949)",,
913187831,False,2,Parkway II,tertiary,False,94.35900000000001,"LINESTRING (120.9085281 14.4828002, 120.9085922 14.482881, 120.9086237 14.482899, 120.9086764 14.4829114, 120.9087621 14.4829176, 120.9089546 14.4828939, 120.9093544 14.4828724)",,
24253125,False,2,,residential,False,179.723,"LINESTRING (120.9076098 14.4814307, 120.9075889 14.4817521, 120.9076993 14.4824032, 120.9077959 14.4830307)",,
24253136,True,2,,secondary,False,126.197,"LINESTRING (120.9076098 14.4814307, 120.906956 14.4813932, 120.9064397 14.4813635)",,
334633364,False,2,,secondary,False,36.364,"LINESTRING (120.9055222 14.4815697, 120.9055812 14.4812477)",,
1226737035,False,,Cañacao Bay Street,residential,False,93.322,"LINESTRING (120.9050877 14.4832371, 120.9059545 14.4832408)",,
"[24253120, 1226737035]",False,,Cañacao Bay Street,residential,True,334.359,"LINESTRING (120.9050877 14.4832371, 120.9043664 14.4832447, 120.9041377 14.4832418, 120.9040709 14.4832345, 120.9040586 14.4830757, 120.9041319 14.4829291, 120.9043518 14.4828192, 120.9054256 14.4827556, 120.9054331 14.482337)",,
24253122,False,,,residential,False,101.416,"LINESTRING (120.9059545 14.4832408, 120.9059031 14.4823301)",,
