osmid,highway,oneway,reversed,length,lanes,ref,name,maxspeed,geometry,bridge,junction
56660169,residential,False,False,94.219,,,,,"LINESTRING (124.007303 12.9717938, 124.0081723 12.9717746)",,
122372556,primary,False,False,74.155,4,1,Magsaysay Avenue,40,"LINESTRING (124.007303 12.9717938, 124.0072526 12.9716762, 124.0071838 12.9715361, 124.0071095 12.9714025, 124.0069963 12.9711982)",,
122372556,primary,False,True,64.556,4,1,Magsaysay Avenue,40,"LINESTRING (124.007303 12.9717938, 124.0073706 12.9719605, 124.0073951 12.9720282, 124.0075075 12.972339)",,
52153449,tertiary,False,True,9.351,2,,,30,"LINESTRING (124.0015646 12.9704454, 124.0015878 12.9705264)",,
763937533,primary,True,False,24.936999999999998,2,1,Rizal Street,40,"LINESTRING (124.0015646 12.9704454, 124.0017056 12.9703959, 124.0017828 12.9703745)",,
52153449,tertiary,False,False,117.058,2,,,30,"LINESTRING (124.0018825 12.9715392, 124.0015878 12.9705264)",,
116515061,tertiary,False,True,33.229,2,,,30,"LINESTRING (124.0018825 12.9715392, 124.0019877 12.9718199)",,
122115946,unclassified,False,True,55.75,,,,30,"LINESTRING (124.0018825 12.9715392, 124.0014048 12.9717254)",,
144215468,residential,False,False,75.927,,,Peralta Street,30,"LINESTRING (124.003553 12.9698362, 124.0033879 12.9691726)",,
144215468,residential,False,True,60.647,,,Peralta Street,30,"LINESTRING (124.003553 12.9698362, 124.0037257 12.970355)",,
763937531,primary,False,False,58.261,4,1,Rizal Street,30,"LINESTRING (124.003553 12.9698362, 124.0030472 12.9700139)",,
763937531,primary,False,True,51.179,4,1,Rizal Street,30,"LINESTRING (124.003553 12.9698362, 124.0039986 12.9696836)",,
144084993,tertiary,False,False,49.639,,,Alegre Street,30,"LINESTRING (124.0040608 12.9726944, 124.0045167 12.9726506)",,
144084993,tertiary,False,True,51.925,,,Alegre Street,30,"LINESTRING (124.0040608 12.9726944, 124.0035819 12.9727109)",,
144215468,residential,False,False,130.245,,,Peralta Street,30,"LINESTRING (124.0040608 12.9726944, 124.0039885 12.9715252)",,
52881758,residential,False,False,287.703,,,M. Santos Street,30,"LINESTRING (124.0056189 12.9725472, 124.0056972 12.971799, 124.0057619 12.9711801, 124.0057648 12.9710846, 124.0057534 12.9709849, 124.0057288 12.9708796, 124.0054993 12.9699982)",,
"[144084993, 336129451, 336129446]",tertiary,False,False,84.831,,,Alegre Street,30,"LINESTRING (124.0056189 12.9725472, 124.0058613 12.9727172, 124.0060175 12.9728295, 124.006251 12.9729973)",yes,
144084993,tertiary,False,True,94.291,,,Alegre Street,30,"LINESTRING (124.0056189 12.9725472, 124.0049288 12.9726193, 124.0047533 12.9726338)",,
144080742,residential,False,True,53.277,,,Quezon Street,30,"LINESTRING (124.0059661 12.9698587, 124.0058496 12.9699182, 124.0056954 12.9699613, 124.0054993 12.9699982)",,
336129455,primary,False,False,93.507,4,1,Magsaysay Avenue,30,"LINESTRING (124.0059661 12.9698587, 124.0056608 12.9694274, 124.0055719 12.9693064, 124.0055067 12.9692234, 124.0054782 12.9692116, 124.0054443 12.9692064)",,
"[122372556, 336129453, 336129455]",primary,False,True,186.176,4,1,Magsaysay Avenue,"['40', '30']","LINESTRING (124.0059661 12.9698587, 124.0062046 12.9701595, 124.0063051 12.9702896, 124.0065351 12.9705831, 124.0069432 12.9711161, 124.0069963 12.9711982)",yes,
122089819,tertiary,False,False,13.067,,,Garcia Street,30,"LINESTRING (124.0063464 12.97309, 124.0064596 12.9730495)",,
336129446,tertiary,False,True,14.598,,,Alegre Street,30,"LINESTRING (124.0063464 12.97309, 124.006251 12.9729973)",,
336129446,tertiary,False,False,126.569,,,Alegre Street,30,"LINESTRING (124.0063464 12.97309, 124.0067455 12.9737395, 124.0068829 12.9739368, 124.0069753 12.9740476)",,
299268772,residential,False,False,70.946,,,,,"LINESTRING (124.0069753 12.9740476, 124.0068564 12.9741187, 124.0063441 12.9741723)",,
336129446,tertiary,False,False,112.161,,,Alegre Street,30,"LINESTRING (124.0069753 12.9740476, 124.0070525 12.9741164, 124.0071672 12.9741815, 124.0073327 12.9742767, 124.0075023 12.974345, 124.007592 12.9743741, 124.007787 12.9744257, 124.0079102 12.9744488)",,
336129446,tertiary,False,True,126.569,,,Alegre Street,30,"LINESTRING (124.0069753 12.9740476, 124.0068829 12.9739368, 124.0067455 12.9737395, 124.0063464 12.97309)",,
124128271,unclassified,False,False,32.083,,,,,"LINESTRING (124.0054443 12.9692064, 124.005599 12.9691288, 124.005709 12.9690772)",,
124128272,unclassified,False,True,127.67899999999999,,,,,"LINESTRING (124.0054443 12.9692064, 124.0053898 12.96885, 124.0053094 12.9684871, 124.0052543 12.9682658, 124.0054394 12.9682096)",,
336129455,primary,False,True,93.507,4,1,Magsaysay Avenue,30,"LINESTRING (124.0054443 12.9692064, 124.0054782 12.9692116, 124.0055067 12.9692234, 124.0055719 12.9693064, 124.0056608 12.9694274, 124.0059661 12.9698587)",,
763937531,primary,False,False,51.525,4,1,Rizal Street,30,"LINESTRING (124.0054443 12.9692064, 124.0054148 12.9692009, 124.0053813 12.9692104, 124.0053374 12.969222, 124.0050831 12.9693101, 124.0049949 12.969345)",,
52881758,residential,False,True,287.703,,,M. Santos Street,30,"LINESTRING (124.0054993 12.9699982, 124.0057288 12.9708796, 124.0057534 12.9709849, 124.0057648 12.9710846, 124.0057619 12.9711801, 124.0056972 12.971799, 124.0056189 12.9725472)",,
144080742,residential,False,False,53.277,,,Quezon Street,30,"LINESTRING (124.0054993 12.9699982, 124.0056954 12.9699613, 124.0058496 12.9699182, 124.0059661 12.9698587)",,
144080742,residential,False,True,42.211,,,Quezon Street,30,"LINESTRING (124.0054993 12.9699982, 124.0052462 12.9700551, 124.0051196 12.970083)",,
116515061,tertiary,False,False,13.664,2,,,30,"LINESTRING (124.0030956 12.9727508, 124.002971 12.9727319)",,
144084993,tertiary,False,False,52.88,,,Alegre Street,30,"LINESTRING (124.0030956 12.9727508, 124.0035819 12.9727109)",,
98285157,tertiary,False,True,147.5,,,,30,"LINESTRING (124.0030956 12.9727508, 124.0030186 12.9732782, 124.0029121 12.9737494, 124.0028699 12.9740164, 124.0028477 12.9740514)",,
