osmid,highway,oneway,reversed,length,name,bridge,lanes,width,geometry
"[243257801, 107729941, 243359791]",tertiary,False,"[False, True]",88.206,,yes,2,10,"LINESTRING (120.601567 14.9378654, 120.6013534 14.9378306, 120.6011583 14.9378122, 120.6007518 14.9377747)"
"[109570555, 109570567, 109570559]",tertiary,False,False,157.29300000000003,,yes,2,8,"LINESTRING (120.601567 14.9378654, 120.6015853 14.9377982, 120.6016304 14.9370516, 120.6015592 14.9365368, 120.6015481 14.9364722, 120.6015462 14.93646)"
109570559,tertiary,False,True,145.214,,,,,"LINESTRING (120.601567 14.9378654, 120.6015317 14.9381964, 120.6015156 14.9383736, 120.601511 14.9386142, 120.6015071 14.9388105, 120.6014914 14.9391685)"
107734729,residential,False,True,68.966,,,,,"LINESTRING (120.5981218 14.9339038, 120.5978336 14.934458)"
107765737,residential,False,False,40.189,,,,,"LINESTRING (120.5981218 14.9339038, 120.5983122 14.9335927)"
295324090,tertiary,False,False,24.135,Purok 6 San Juan Road,,,,"LINESTRING (120.5981218 14.9339038, 120.5979263 14.9337969)"
295324090,tertiary,False,True,102.44200000000001,Purok 6 San Juan Road,,,,"LINESTRING (120.5981218 14.9339038, 120.5984373 14.9340517, 120.5989826 14.9343)"
295324090,tertiary,False,True,20.429,Purok 6 San Juan Road,,,,"LINESTRING (120.5989826 14.9343, 120.5991549 14.9343777)"
107845590,residential,False,False,75.917,,,,,"LINESTRING (120.5989826 14.9343, 120.5991951 14.9339376, 120.5991826 14.9338387, 120.5993045 14.9337209)"
295324090,tertiary,False,False,102.44200000000001,Purok 6 San Juan Road,,,,"LINESTRING (120.5989826 14.9343, 120.5984373 14.9340517, 120.5981218 14.9339038)"
107844675,residential,False,False,183.54100000000003,,,,,"LINESTRING (120.5996464 14.9345856, 120.5997788 14.9344298, 120.5999704 14.9342435, 120.6001607 14.9340736, 120.6004388 14.9338324, 120.6006755 14.9336228, 120.6008784 14.9334449)"
159480699,tertiary,False,True,71.291,,,,,"LINESTRING (120.5996464 14.9345856, 120.5999659 14.9347617, 120.6002193 14.934909)"
295324090,tertiary,False,False,57.650000000000006,Purok 6 San Juan Road,,,,"LINESTRING (120.5996464 14.9345856, 120.5994171 14.9344925, 120.5991549 14.9343777)"
107729941,tertiary,False,True,96.89699999999999,,,,,"LINESTRING (120.6024676 14.93786, 120.6016241 14.9378764, 120.601567 14.9378654)"
107730386,residential,False,True,192.02,,,,,"LINESTRING (120.6024676 14.93786, 120.6025743 14.9378536, 120.6029841 14.9378039, 120.6034369 14.937724, 120.6034043 14.9375365, 120.6034588 14.9374871, 120.6034742 14.9374516, 120.6034816 14.9373808, 120.6036029 14.9373371, 120.6038771 14.9372384)"
107730552,tertiary,False,True,61.881,,,,,"LINESTRING (120.6024676 14.93786, 120.6024795 14.9382897, 120.6024831 14.9384163)"
107730552,tertiary,False,False,79.607,,,,,"LINESTRING (120.6025264 14.939131, 120.6024965 14.9386418, 120.6024831 14.9384163)"
107730552,tertiary,False,True,238.901,,,,,"LINESTRING (120.6025264 14.939131, 120.6025724 14.9404053, 120.6026034 14.9412782)"
158621677,secondary,False,True,111.309,Lubao-Sasmuan National Road,,2,6,"LINESTRING (120.6025264 14.939131, 120.6022619 14.9391513, 120.6019536 14.9391579, 120.6014914 14.9391685)"
107732053,residential,False,True,166.212,,,,,"LINESTRING (120.6026034 14.9412782, 120.6010872 14.940981)"
107730552,tertiary,False,False,238.901,,,,,"LINESTRING (120.6026034 14.9412782, 120.6025724 14.9404053, 120.6025264 14.939131)"
159480698,residential,False,False,91.322,,,,,"LINESTRING (120.6026034 14.9412782, 120.6026469 14.9414182, 120.6026394 14.9417266, 120.6026297 14.9420931)"
107731732,residential,False,True,68.0,,,,,"LINESTRING (120.603116 14.9384219, 120.6030782 14.9384222, 120.6024831 14.9384163)"
107730552,tertiary,False,False,61.881,,,,,"LINESTRING (120.6024831 14.9384163, 120.6024795 14.9382897, 120.6024676 14.93786)"
107730552,tertiary,False,True,79.607,,,,,"LINESTRING (120.6024831 14.9384163, 120.6024965 14.9386418, 120.6025264 14.939131)"
107731732,residential,False,False,68.0,,,,,"LINESTRING (120.6024831 14.9384163, 120.6030782 14.9384222, 120.603116 14.9384219)"
107732053,residential,False,False,166.212,,,,,"LINESTRING (120.6010872 14.940981, 120.6026034 14.9412782)"
613964180,secondary,False,False,206.2,,,,,"LINESTRING (120.6010872 14.940981, 120.6014116 14.9395934, 120.6014914 14.9391685)"
"[109570569, 613964180, 295329558]",secondary,False,True,122.162,,yes,2,10,"LINESTRING (120.6010872 14.940981, 120.6010317 14.9411477, 120.6009619 14.9413488, 120.6009087 14.9414842, 120.6006681 14.9420009)"
159480698,residential,False,True,91.322,,,,,"LINESTRING (120.6026297 14.9420931, 120.6026394 14.9417266, 120.6026469 14.9414182, 120.6026034 14.9412782)"
107732089,residential,False,True,96.72399999999999,Calle Bulalo,,,,"LINESTRING (120.6015396 14.9422173, 120.6011172 14.9421271, 120.6006681 14.9420009)"
107732284,residential,False,True,168.161,,,,,"LINESTRING (120.600595 14.9420924, 120.5992258 14.9413596)"
295329558,secondary,False,False,12.853,,,,,"LINESTRING (120.600595 14.9420924, 120.6006681 14.9420009)"
295329558,secondary,False,True,17.56,,,,,"LINESTRING (120.600595 14.9420924, 120.6005013 14.9422218)"
107734729,residential,False,False,68.966,,,,,"LINESTRING (120.5978336 14.934458, 120.5981218 14.9339038)"
"[159480697, 339391898, 339391899]",secondary,False,False,203.11800000000002,San Fernando-Lubao Road,yes,2,5,"LINESTRING (120.5978336 14.934458, 120.5975874 14.9343281, 120.5973425 14.934199, 120.5971203 14.9340627, 120.5969582 14.9339587, 120.5968341 14.9338645, 120.5963948 14.933453, 120.5963505 14.9334088, 120.5963218 14.933382)"
"[109570560, 159480697, 159480694]",secondary,False,True,529.5330000000001,San Fernando-Lubao Road,yes,,,"LINESTRING (120.5978336 14.934458, 120.5981692 14.9346489, 120.5984209 14.9347921, 120.5986451 14.9349125, 120.599088 14.935162, 120.5998785 14.9356066, 120.600014 14.9356901, 120.6002459 14.9358842, 120.6003899 14.9360151, 120.600528 14.9361918, 120.600609 14.9364423, 120.6006489 14.9365898, 120.6006855 14.9367208, 120.6006897 14.936747, 120.6007374 14.9370418, 120.6007703 14.9372612, 120.6007833 14.9374562, 120.6007666 14.9376089, 120.6007518 14.9377747)"
"[159480697, 339391898, 339391899]",secondary,False,True,203.11799999999997,San Fernando-Lubao Road,yes,2,5,"LINESTRING (120.5963218 14.933382, 120.5963505 14.9334088, 120.5963948 14.933453, 120.5968341 14.9338645, 120.5969582 14.9339587, 120.5971203 14.9340627, 120.5973425 14.934199, 120.5975874 14.9343281, 120.5978336 14.934458)"
"[107843341, 107843423]",residential,False,"[False, True]",220.74699999999999,,,,,"LINESTRING (120.6027387 14.937311, 120.6026529 14.9369485, 120.6026421 14.9368808, 120.6025827 14.936639, 120.6024865 14.9363141, 120.6024633 14.936272, 120.6024183 14.9362618, 120.6021668 14.9363229, 120.6019793 14.9363717, 120.6017701 14.9364194, 120.6015747 14.9364566, 120.6015462 14.93646)"
107844675,residential,False,True,183.541,,,,,"LINESTRING (120.6008784 14.9334449, 120.6006755 14.9336228, 120.6004388 14.9338324, 120.6001607 14.9340736, 120.5999704 14.9342435, 120.5997788 14.9344298, 120.5996464 14.9345856)"
107845590,residential,False,True,75.917,,,,,"LINESTRING (120.5993045 14.9337209, 120.5991826 14.9338387, 120.5991951 14.9339376, 120.5989826 14.9343)"
107730386,residential,False,False,192.01999999999998,,,,,"LINESTRING (120.6038771 14.9372384, 120.6036029 14.9373371, 120.6034816 14.9373808, 120.6034742 14.9374516, 120.6034588 14.9374871, 120.6034043 14.9375365, 120.6034369 14.937724, 120.6029841 14.9378039, 120.6025743 14.9378536, 120.6024676 14.93786)"
295329558,secondary,False,False,17.56,,,,,"LINESTRING (120.6005013 14.9422218, 120.600595 14.9420924)"
151558914,residential,False,False,16.715,,,,,"LINESTRING (120.6011509 14.9347117, 120.6012609 14.9346054)"
151558914,residential,False,True,23.237,,,,,"LINESTRING (120.6014284 14.9344732, 120.6012609 14.9346054)"
107843918,residential,False,True,51.371,,,,,"LINESTRING (120.6014284 14.9344732, 120.601557 14.9346164, 120.6015828 14.9346928, 120.6015755 14.9347529, 120.6014706 14.9348367)"
151558914,residential,False,False,23.237,,,,,"LINESTRING (120.6012609 14.9346054, 120.6014284 14.9344732)"
151558914,residential,False,True,16.715,,,,,"LINESTRING (120.6012609 14.9346054, 120.6011509 14.9347117)"
151558931,residential,False,False,34.192,,,,,"LINESTRING (120.6012609 14.9346054, 120.6014706 14.9348367)"
151558931,residential,False,True,34.296,,,,,"LINESTRING (120.6012609 14.9346054, 120.6010651 14.9343618)"
151558931,residential,False,False,34.296,,,,,"LINESTRING (120.6010651 14.9343618, 120.6012609 14.9346054)"
151558931,residential,False,True,34.192,,,,,"LINESTRING (120.6014706 14.9348367, 120.6012609 14.9346054)"
107843564,residential,False,False,82.08,,,,,"LINESTRING (120.6014706 14.9348367, 120.6012723 14.9350277, 120.6009933 14.9354098)"
107843918,residential,False,False,51.371,,,,,"LINESTRING (120.6014706 14.9348367, 120.6015755 14.9347529, 120.6015828 14.9346928, 120.601557 14.9346164, 120.6014284 14.9344732)"
151558942,residential,False,True,58.792,,,,,"LINESTRING (120.6002193 14.934909, 120.6003437 14.9347193, 120.6005581 14.9344966)"
159480699,tertiary,False,False,71.291,,,,,"LINESTRING (120.6002193 14.934909, 120.5999659 14.9347617, 120.5996464 14.9345856)"
"[159480699, 159480693, 109570555]",tertiary,False,True,100.134,,yes,,,"LINESTRING (120.6002193 14.934909, 120.6005852 14.935147, 120.6006418 14.9351925, 120.6009933 14.9354098)"
151558942,residential,False,False,58.792,,,,,"LINESTRING (120.6005581 14.9344966, 120.6003437 14.9347193, 120.6002193 14.934909)"
295324090,tertiary,False,False,20.429,Purok 6 San Juan Road,,,,"LINESTRING (120.5991549 14.9343777, 120.5989826 14.9343)"
151558945,residential,False,True,33.484,,,,,"LINESTRING (120.5991549 14.9343777, 120.599209 14.9342601, 120.5992925 14.9341077)"
295324090,tertiary,False,True,57.650000000000006,Purok 6 San Juan Road,,,,"LINESTRING (120.5991549 14.9343777, 120.5994171 14.9344925, 120.5996464 14.9345856)"
151558945,residential,False,False,33.484,,,,,"LINESTRING (120.5992925 14.9341077, 120.599209 14.9342601, 120.5991549 14.9343777)"
151558964,residential,False,True,34.114999999999995,,,,,"LINESTRING (120.5989106 14.9336082, 120.5988165 14.9337211, 120.5987101 14.9338461)"
151558954,residential,False,False,51.201,,,,,"LINESTRING (120.5987101 14.9338461, 120.5983122 14.9335927)"
151558954,residential,False,True,22.168,,,,,"LINESTRING (120.5987101 14.9338461, 120.5987845 14.933914, 120.5988673 14.9339748)"
151558964,residential,False,False,34.114999999999995,,,,,"LINESTRING (120.5987101 14.9338461, 120.5988165 14.9337211, 120.5989106 14.9336082)"
107765737,residential,False,False,14.321,,,,,"LINESTRING (120.5983122 14.9335927, 120.5983827 14.9334834)"
107765737,residential,False,True,40.189,,,,,"LINESTRING (120.5983122 14.9335927, 120.5981218 14.9339038)"
151558954,residential,False,True,51.201,,,,,"LINESTRING (120.5983122 14.9335927, 120.5987101 14.9338461)"
151558954,residential,False,False,22.168,,,,,"LINESTRING (120.5988673 14.9339748, 120.5987845 14.933914, 120.5987101 14.9338461)"
151559003,residential,False,False,32.594,,,,,"LINESTRING (120.5980722 14.9335399, 120.5979263 14.9337969)"
151559003,residential,False,True,32.594,,,,,"LINESTRING (120.5979263 14.9337969, 120.5980722 14.9335399)"
295324090,tertiary,False,True,24.135,Purok 6 San Juan Road,,,,"LINESTRING (120.5979263 14.9337969, 120.5981218 14.9339038)"
107765737,residential,False,True,14.321,,,,,"LINESTRING (120.5983827 14.9334834, 120.5983122 14.9335927)"
"[109570560, 159480697, 159480694]",secondary,False,False,529.533,San Fernando-Lubao Road,yes,,,"LINESTRING (120.6007518 14.9377747, 120.6007666 14.9376089, 120.6007833 14.9374562, 120.6007703 14.9372612, 120.6007374 14.9370418, 120.6006897 14.936747, 120.6006855 14.9367208, 120.6006489 14.9365898, 120.600609 14.9364423, 120.600528 14.9361918, 120.6003899 14.9360151, 120.6002459 14.9358842, 120.600014 14.9356901, 120.5998785 14.9356066, 120.599088 14.935162, 120.5986451 14.9349125, 120.5984209 14.9347921, 120.5981692 14.9346489, 120.5978336 14.934458)"
"[109570560, 109570564, 109570568, 107725821, 109570557]",secondary,False,True,432.697,"['Lubao Old National Road', 'San Fernando-Lubao Road']",yes,2,5,"LINESTRING (120.6007518 14.9377747, 120.6007056 14.938051, 120.6006985 14.9380947, 120.600646 14.9383136, 120.6005528 14.9385527, 120.6004994 14.938681, 120.6003336 14.9390593, 120.6001148 14.9395577, 120.5999248 14.9399774, 120.5997886 14.9402386, 120.5993164 14.9411784, 120.5992373 14.9413388, 120.5992258 14.9413596)"
"[243257801, 107729941, 243359791]",tertiary,False,"[False, True]",88.20599999999999,,yes,2,10,"LINESTRING (120.6007518 14.9377747, 120.6011583 14.9378122, 120.6013534 14.9378306, 120.601567 14.9378654)"
"[107843341, 107843423]",residential,False,"[False, True]",220.74699999999999,,,,,"LINESTRING (120.6015462 14.93646, 120.6015747 14.9364566, 120.6017701 14.9364194, 120.6019793 14.9363717, 120.6021668 14.9363229, 120.6024183 14.9362618, 120.6024633 14.936272, 120.6024865 14.9363141, 120.6025827 14.936639, 120.6026421 14.9368808, 120.6026529 14.9369485, 120.6027387 14.937311)"
109570555,tertiary,False,False,135.118,,,,,"LINESTRING (120.6015462 14.93646, 120.601455 14.9361228, 120.6013619 14.935824, 120.6012902 14.9356822, 120.6011579 14.93554, 120.6009933 14.9354098)"
"[109570559, 109570555, 109570567]",tertiary,False,True,157.293,,yes,2,8,"LINESTRING (120.6015462 14.93646, 120.6015481 14.9364722, 120.6015592 14.9365368, 120.6016304 14.9370516, 120.6015853 14.9377982, 120.601567 14.9378654)"
