osmid,highway,maxspeed,oneway,reversed,length,lanes,name,geometry,bridge
93449622,residential,20,False,False,33.113,,,"LINESTRING (121.0088001 14.2978405, 121.0090553 14.2976746)",
1118033608,secondary,40,True,False,45.007000000000005,2,Congressional Road,"LINESTRING (121.0088001 14.2978405, 121.0088387 14.2978922, 121.0090421 14.2981704)",
730940629,secondary,40,True,False,160.49699999999999,2,Congressional Road,"LINESTRING (121.0097639 14.2994432, 121.0096354 14.2991991, 121.0095057 14.2990031, 121.009292 14.2986798, 121.0089782 14.2982184)",
"[1119755163, 1189561596]",residential,20,False,True,8.447,,,"LINESTRING (121.0097639 14.2994432, 121.0098028 14.2994243, 121.009834 14.2994092)",
30328392,residential,20,False,True,44.421,,,"LINESTRING (121.010562 14.2990417, 121.0107464 14.299399)",
92632864,residential,20,False,False,29.636,,,"LINESTRING (121.010562 14.2990417, 121.010318 14.2991647)",
93449628,residential,20,False,True,51.002,,,"LINESTRING (121.010562 14.2990417, 121.0103159 14.2986499)",
93449668,residential,20,False,False,33.729,,,"LINESTRING (121.010562 14.2990417, 121.0108242 14.298876)",
30614945,residential,20,False,True,52.483,,,"LINESTRING (121.0072813 14.2923109, 121.0068528 14.2925353)",
92632896,residential,20,False,False,64.105,,,"LINESTRING (121.0072813 14.2923109, 121.0075643 14.292818)",
92632896,residential,20,False,True,28.635,,,"LINESTRING (121.0072813 14.2923109, 121.0071395 14.2920931)",
894526825,residential,,False,True,98.271,,,"LINESTRING (121.0072813 14.2923109, 121.0074973 14.292171, 121.0075154 14.2921593, 121.007527 14.2921541, 121.0075311 14.292153, 121.0075357 14.2921523, 121.0075399 14.2921531, 121.0075442 14.2921544, 121.0075473 14.2921575, 121.0075501 14.2921609, 121.0075623 14.2921845, 121.0076029 14.2922599, 121.007838 14.292661)",
30614950,residential,20,False,False,33.269,,Pili Road,"LINESTRING (121.0069181 14.2942381, 121.00665 14.2943865)",
30614950,residential,20,False,True,31.162,,Pili Road,"LINESTRING (121.0069181 14.2942381, 121.0071705 14.2941013)",
93449651,residential,20,False,True,46.23,,,"LINESTRING (121.0069181 14.2942381, 121.0071336 14.2945976)",
1189562994,residential,20,False,False,36.494,,Pili Road,"LINESTRING (121.0087519 14.2932016, 121.0084632 14.2933732)",
30614945,residential,20,False,False,9.354,,,"LINESTRING (121.005806 14.2931387, 121.0058803 14.2930952)",
730940629,secondary,40,True,False,39.553,2,Congressional Road,"LINESTRING (121.005806 14.2931387, 121.0056284 14.2928274)",
30614946,residential,20,False,True,25.011,,,"LINESTRING (121.0068609 14.2916427, 121.0066589 14.2917535)",
92632896,residential,20,False,False,58.39,,,"LINESTRING (121.0068609 14.2916427, 121.0071395 14.2920931)",
92632896,residential,20,False,True,313.346,,,"LINESTRING (121.0068609 14.2916427, 121.0065811 14.2911504, 121.0064938 14.2909931, 121.0064794 14.290988, 121.0064623 14.2909921, 121.0053511 14.2915578, 121.0053325 14.2915733, 121.0053299 14.291593, 121.0057357 14.2922729)",
92632896,residential,20,False,True,66.693,,,"LINESTRING (121.0078927 14.2933264, 121.0075643 14.292818)",
93448810,residential,,False,False,58.117,,Santa Elena,"LINESTRING (121.0078927 14.2933264, 121.0083552 14.2930575)",
579988108,residential,20,False,False,53.479,,,"LINESTRING (121.0078927 14.2933264, 121.0074623 14.2935659)",
902643468,residential,,False,False,23.276,,,"LINESTRING (121.0078927 14.2933264, 121.008009 14.2935028)",
30614947,residential,20,False,True,25.566,,,"LINESTRING (121.0075643 14.292818, 121.0073647 14.2929423)",
92632896,residential,20,False,False,66.693,,,"LINESTRING (121.0075643 14.292818, 121.0078927 14.2933264)",
92632896,residential,20,False,True,64.105,,,"LINESTRING (121.0075643 14.292818, 121.0072813 14.2923109)",
894526827,residential,,False,False,34.272999999999996,,,"LINESTRING (121.0075643 14.292818, 121.0076505 14.292768, 121.0077685 14.2927017, 121.007838 14.292661)",
30614947,residential,20,False,False,34.936,,,"LINESTRING (121.0064453 14.2934491, 121.0067299 14.2932986)",
92632896,residential,20,False,False,65.166,,,"LINESTRING (121.0064453 14.2934491, 121.0061393 14.2929436)",
"[92632896, 579988108]",residential,20,False,True,154.279,,,"LINESTRING (121.0064453 14.2934491, 121.0067505 14.293962, 121.0074623 14.2935659)",
30614946,residential,20,False,False,33.72,,,"LINESTRING (121.0057357 14.2922729, 121.0060075 14.2921226)",
92632896,residential,20,False,False,313.34599999999995,,,"LINESTRING (121.0057357 14.2922729, 121.0053299 14.291593, 121.0053325 14.2915733, 121.0053511 14.2915578, 121.0064623 14.2909921, 121.0064794 14.290988, 121.0064938 14.2909931, 121.0065811 14.2911504, 121.0068609 14.2916427)",
92632896,residential,20,False,True,59.480000000000004,,,"LINESTRING (121.0057357 14.2922729, 121.0058788 14.2925234, 121.0060056 14.2927395)",
730940629,secondary,40,True,False,57.603,2,Congressional Road,"LINESTRING (121.0065834 14.2944227, 121.0064012 14.2941254, 121.0063104 14.2939773)",
"[1119755210, 1189562997]",residential,20,False,True,8.228000000000002,,Pili Road,"LINESTRING (121.0065834 14.2944227, 121.0066137 14.2944063, 121.00665 14.2943865)",
30614945,residential,20,False,False,61.567,,,"LINESTRING (121.0061393 14.2929436, 121.0066315 14.2926624)",
30614945,residential,20,False,True,32.604,,,"LINESTRING (121.0061393 14.2929436, 121.0058803 14.2930952)",
92632896,residential,20,False,False,26.881,,,"LINESTRING (121.0061393 14.2929436, 121.0060056 14.2927395)",
92632896,residential,20,False,True,65.166,,,"LINESTRING (121.0061393 14.2929436, 121.0064453 14.2934491)",
77302937,residential,20,False,False,156.931,,,"LINESTRING (121.0063075 14.2967549, 121.007563 14.2960396)",
77302937,residential,20,False,True,29.199,,,"LINESTRING (121.0063075 14.2967549, 121.0060948 14.2969176)",
92632936,residential,20,False,True,173.351,,,"LINESTRING (121.0063075 14.2967549, 121.0054865 14.2954142)",
77193542,residential,20,False,True,8.38,,,"LINESTRING (121.0026856 14.2926675, 121.0027499 14.2927099)",
894475652,residential,20,False,True,97.794,,,"LINESTRING (121.0026856 14.2926675, 121.0027383 14.2935455)",
77193530,residential,20,False,False,22.852,,,"LINESTRING (121.0040211 14.2924566, 121.0041271 14.2922786)",
77193530,residential,20,False,True,20.216,,,"LINESTRING (121.0040211 14.2924566, 121.0039258 14.2926132)",
92632913,residential,20,False,True,43.671,,,"LINESTRING (121.0040211 14.2924566, 121.0036618 14.2922749)",
77193559,residential,20,False,False,53.359,,General T. Bautista Street,"LINESTRING (121.0057513 14.2976919, 121.0056327 14.297226)",
77193562,residential,20,False,True,36.849,,,"LINESTRING (121.0057513 14.2976919, 121.0060381 14.2975114)",
"[902618184, 77193562]",residential,20,False,False,247.94400000000005,,,"LINESTRING (121.0057513 14.2976919, 121.005633 14.2977664, 121.0056291 14.2978058, 121.0056382 14.2978363, 121.0057998 14.2981158, 121.0058802 14.2983068, 121.0059687 14.2984108, 121.0060009 14.2984562, 121.006017 14.2984705, 121.0060398 14.2984822, 121.006182 14.2985225, 121.0062236 14.2985394, 121.0062383 14.2985498, 121.006245 14.298568, 121.0063067 14.2987304, 121.0063563 14.2988929, 121.0064207 14.2990371, 121.0064904 14.2991801, 121.0066366 14.2993334, 121.0067721 14.2994387)",
1118033590,residential,20,False,True,8.676,,,"LINESTRING (121.0076328 14.2960007, 121.007563 14.2960396)",
1118033594,residential,20,False,False,36.789,,,"LINESTRING (121.0076328 14.2960007, 121.0079249 14.2958294)",
1118033608,secondary,40,True,False,47.354,2,Congressional Road,"LINESTRING (121.0076328 14.2960007, 121.0078522 14.2963697)",
730940629,secondary,40,True,False,47.784,2,Congressional Road,"LINESTRING (121.0077908 14.2964083, 121.007563 14.2960396)",
1118033589,residential,20,False,True,7.886,,,"LINESTRING (121.0077908 14.2964083, 121.0078522 14.2963697)",
77193562,residential,20,False,False,225.192,,,"LINESTRING (121.0077908 14.2964083, 121.0065546 14.2971863, 121.0060381 14.2975114)",
79146366,residential,20,False,True,48.01,,,"LINESTRING (121.0053071 14.2950419, 121.0048616 14.2950349)",
92632936,residential,20,False,True,34.239,,,"LINESTRING (121.0053071 14.2950419, 121.0052333 14.2947424)",
92632936,residential,20,False,False,46.163999999999994,,,"LINESTRING (121.0053071 14.2950419, 121.005334 14.2951616, 121.0054668 14.2953821, 121.0054865 14.2954142)",
77193547,residential,20,False,False,42.823,,,"LINESTRING (121.0036613 14.2951339, 121.0036325 14.2947498)",
77193553,residential,20,False,False,31.107,,Sambong Street,"LINESTRING (121.0036613 14.2951339, 121.0033735 14.2951558)",
77193553,residential,20,False,True,27.545,,Sambong Street,"LINESTRING (121.0036613 14.2951339, 121.0039168 14.2951259)",
77193559,residential,20,False,True,53.359,,General T. Bautista Street,"LINESTRING (121.0056327 14.297226, 121.0057513 14.2976919)",
77302937,residential,20,False,False,36.16,,,"LINESTRING (121.0056327 14.297226, 121.0059043 14.297035)",
79146358,residential,20,False,True,56.239,,General T. Bautista Street,"LINESTRING (121.0056327 14.297226, 121.0052979 14.296838)",
77193553,residential,20,False,False,31.041,,Sambong Street,"LINESTRING (121.0028324 14.2951922, 121.0025448 14.2952082)",
77193553,residential,20,False,True,32.027,,Sambong Street,"LINESTRING (121.0028324 14.2951922, 121.0031286 14.2951683)",
77193555,residential,20,False,False,45.894,,,"LINESTRING (121.0028324 14.2951922, 121.0028088 14.2947801)",
77193555,residential,20,False,True,28.609,,,"LINESTRING (121.0028324 14.2951922, 121.002847 14.2954491)",
77193547,residential,20,False,False,12.735,,,"LINESTRING (121.0035628 14.2932592, 121.0035935 14.2931486)",
77193547,residential,20,False,True,26.418,,,"LINESTRING (121.0035628 14.2932592, 121.0035747 14.2934965)",
79146365,residential,,False,True,31.835,,,"LINESTRING (121.0035628 14.2932592, 121.0038582 14.293254)",
77193530,residential,20,False,False,30.341,,,"LINESTRING (121.0035935 14.2931486, 121.003745 14.2929186)",
77193542,residential,20,False,False,37.684,,,"LINESTRING (121.0035935 14.2931486, 121.0032802 14.292998)",
77193547,residential,20,False,True,12.735,,,"LINESTRING (121.0035935 14.2931486, 121.0035628 14.2932592)",
79146366,residential,20,False,False,48.01,,,"LINESTRING (121.0048616 14.2950349, 121.0053071 14.2950419)",
79146358,residential,20,False,False,73.926,,General T. Bautista Street,"LINESTRING (121.0048616 14.2950349, 121.0049809 14.2955941, 121.0049899 14.2956875)",
