osmid,ref,name,highway,oneway,reversed,length,geometry,bridge,lanes,width
150720106,306,Zambales Highway,primary,False,False,40.756,"LINESTRING (120.0248866 15.2885067, 120.0245089 15.2885467)",,,
208585189,306,Zambales Highway,primary,False,True,5.396,"LINESTRING (120.0248866 15.2885067, 120.024936 15.2884975)",,,
150720112,,,tertiary,False,False,96.935,"LINESTRING (120.0248866 15.2885067, 120.0249228 15.2891025, 120.0249436 15.2893767)",,,
150720109,,,residential,False,False,17.057,"LINESTRING (120.0207136 15.2858665, 120.0208726 15.2858689)",,,
150720109,,,residential,False,False,49.396,"LINESTRING (120.0208726 15.2858689, 120.021333 15.2858789)",,,
150720109,,,residential,False,True,17.057,"LINESTRING (120.0208726 15.2858689, 120.0207136 15.2858665)",,,
150720116,,,residential,False,True,202.366,"LINESTRING (120.0208726 15.2858689, 120.0208945 15.2876887)",,,
150720109,,,residential,False,True,49.396,"LINESTRING (120.021333 15.2858789, 120.0208726 15.2858689)",,,
150720117,,,residential,False,True,212.263,"LINESTRING (120.021333 15.2858789, 120.0214387 15.2877851)",,,
150720109,,,residential,False,False,47.788,"LINESTRING (120.021333 15.2858789, 120.021533 15.2858843, 120.0217784 15.2858891)",,,
150720109,,,residential,False,False,66.445,"LINESTRING (120.0217784 15.2858891, 120.0223974 15.2859123)",,,
150720119,,,residential,False,True,216.968,"LINESTRING (120.0217784 15.2858891, 120.0219942 15.2878292)",,,
150720109,,,residential,False,True,47.788,"LINESTRING (120.0217784 15.2858891, 120.021533 15.2858843, 120.021333 15.2858789)",,,
150720109,,,residential,False,False,35.077,"LINESTRING (120.0223974 15.2859123, 120.0227239 15.2859301)",,,
150720109,,,residential,False,True,66.445,"LINESTRING (120.0223974 15.2859123, 120.0217784 15.2858891)",,,
150720114,,,residential,False,True,212.498,"LINESTRING (120.0223974 15.2859123, 120.0225535 15.2878174)",,,
150720109,,,residential,False,False,64.462,"LINESTRING (120.0227239 15.2859301, 120.0233246 15.2859477)",,,
150720109,,,residential,False,True,35.077,"LINESTRING (120.0227239 15.2859301, 120.0223974 15.2859123)",,,
150720124,,,residential,False,True,210.35,"LINESTRING (120.0227239 15.2859301, 120.0229428 15.28781)",,,
150720109,,,residential,False,False,57.633,"LINESTRING (120.0233246 15.2859477, 120.0238619 15.2859437)",,,
150720109,,,residential,False,True,64.462,"LINESTRING (120.0233246 15.2859477, 120.0227239 15.2859301)",,,
307389452,,,residential,False,False,205.83,"LINESTRING (120.0233246 15.2859477, 120.0235591 15.2877849)",,,
150720109,,,residential,False,False,39.097,"LINESTRING (120.0238619 15.2859437, 120.0242264 15.2859451)",,,
150720109,,,residential,False,True,57.633,"LINESTRING (120.0238619 15.2859437, 120.0233246 15.2859477)",,,
150720126,,,residential,False,True,204.939,"LINESTRING (120.0238619 15.2859437, 120.0241096 15.2877712)",,,
150720109,,,residential,False,True,39.097,"LINESTRING (120.0242264 15.2859451, 120.0238619 15.2859437)",,,
150720131,,,residential,False,True,203.32,"LINESTRING (120.0242264 15.2859451, 120.0244183 15.2877642)",,,
"[150720130, 150720109]",,,residential,False,"[False, True]",252.11499999999998,"LINESTRING (120.0242264 15.2859451, 120.0246835 15.2859449, 120.0247846 15.2872023, 120.024844 15.2877646)",,,
150720116,,,residential,False,False,202.366,"LINESTRING (120.0208945 15.2876887, 120.0208726 15.2858689)",,,
306974246,,Botolan-San Miguel Road,secondary,False,True,59.347,"LINESTRING (120.0208945 15.2876887, 120.0214387 15.2877851)",,,
150720117,,,residential,False,False,212.263,"LINESTRING (120.0214387 15.2877851, 120.021333 15.2858789)",,,
306974246,,Botolan-San Miguel Road,secondary,False,False,59.347,"LINESTRING (120.0214387 15.2877851, 120.0208945 15.2876887)",,,
306974246,,Botolan-San Miguel Road,secondary,False,True,59.785,"LINESTRING (120.0214387 15.2877851, 120.0217042 15.2878077, 120.0219942 15.2878292)",,,
150720123,,,residential,False,False,45.661,"LINESTRING (120.024844 15.2877646, 120.0244183 15.2877642)",,,
150720130,,,residential,False,True,82.09,"LINESTRING (120.024844 15.2877646, 120.024936 15.2884975)",,,
"[150720130, 150720109]",,,residential,False,"[False, True]",252.11499999999998,"LINESTRING (120.024844 15.2877646, 120.0247846 15.2872023, 120.0246835 15.2859449, 120.0242264 15.2859451)",,,
150720123,,,residential,False,False,33.12,"LINESTRING (120.0244183 15.2877642, 120.0241096 15.2877712)",,,
150720123,,,residential,False,True,45.661,"LINESTRING (120.0244183 15.2877642, 120.024844 15.2877646)",,,
150720131,,,residential,False,False,203.32,"LINESTRING (120.0244183 15.2877642, 120.0242264 15.2859451)",,,
150720131,,,residential,False,True,87.551,"LINESTRING (120.0244183 15.2877642, 120.0245089 15.2885467)",,,
150720123,,,residential,False,False,59.066,"LINESTRING (120.0241096 15.2877712, 120.0235591 15.2877849)",,,
150720123,,,residential,False,True,33.12,"LINESTRING (120.0241096 15.2877712, 120.0244183 15.2877642)",,,
150720126,,,residential,False,False,204.939,"LINESTRING (120.0241096 15.2877712, 120.0238619 15.2859437)",,,
150720126,,,residential,False,True,89.487,"LINESTRING (120.0241096 15.2877712, 120.0241994 15.2885713)",,,
150720123,,,residential,False,True,59.066,"LINESTRING (120.0235591 15.2877849, 120.0241096 15.2877712)",,,
306974246,,Botolan-San Miguel Road,secondary,False,False,66.163,"LINESTRING (120.0235591 15.2877849, 120.0229428 15.28781)",,,
306974247,,,secondary,False,False,92.062,"LINESTRING (120.0235591 15.2877849, 120.0236468 15.2886085)",,,
307389452,,,residential,False,True,205.83,"LINESTRING (120.0235591 15.2877849, 120.0233246 15.2859477)",,,
150720124,,,residential,False,False,210.35,"LINESTRING (120.0229428 15.28781, 120.0227239 15.2859301)",,,
306974246,,Botolan-San Miguel Road,secondary,False,False,41.765,"LINESTRING (120.0229428 15.28781, 120.0225535 15.2878174)",,,
306974246,,Botolan-San Miguel Road,secondary,False,True,66.163,"LINESTRING (120.0229428 15.28781, 120.0235591 15.2877849)",,,
150720124,,,residential,False,True,90.358,"LINESTRING (120.0229428 15.28781, 120.0230165 15.2884179, 120.0230407 15.2886171)",,,
150720114,,,residential,False,False,212.498,"LINESTRING (120.0225535 15.2878174, 120.0223974 15.2859123)",,,
306974246,,Botolan-San Miguel Road,secondary,False,False,60.005,"LINESTRING (120.0225535 15.2878174, 120.0219942 15.2878292)",,,
306974246,,Botolan-San Miguel Road,secondary,False,True,41.765,"LINESTRING (120.0225535 15.2878174, 120.0229428 15.28781)",,,
150720119,,,residential,False,False,216.968,"LINESTRING (120.0219942 15.2878292, 120.0217784 15.2858891)",,,
306974246,,Botolan-San Miguel Road,secondary,False,True,60.005,"LINESTRING (120.0219942 15.2878292, 120.0225535 15.2878174)",,,
306974246,,Botolan-San Miguel Road,secondary,False,False,59.785,"LINESTRING (120.0219942 15.2878292, 120.0217042 15.2878077, 120.0214387 15.2877851)",,,
150720106,306,Zambales Highway,primary,False,False,33.309,"LINESTRING (120.0245089 15.2885467, 120.0241994 15.2885713)",,,
150720106,306,Zambales Highway,primary,False,True,40.756,"LINESTRING (120.0245089 15.2885467, 120.0248866 15.2885067)",,,
150720131,,,residential,False,False,87.551,"LINESTRING (120.0245089 15.2885467, 120.0244183 15.2877642)",,,
150720106,306,Zambales Highway,primary,False,False,32.299,"LINESTRING (120.0241994 15.2885713, 120.0238997 15.2885996)",,,
150720106,306,Zambales Highway,primary,False,True,33.309,"LINESTRING (120.0241994 15.2885713, 120.0245089 15.2885467)",,,
150720126,,,residential,False,False,89.487,"LINESTRING (120.0241994 15.2885713, 120.0241096 15.2877712)",,,
150720106,306,Zambales Highway,primary,False,True,32.299,"LINESTRING (120.0238997 15.2885996, 120.0241994 15.2885713)",,,
