osmid,name,highway,oneway,reversed,length,ref,geometry,lanes,width
902613600,Crispin Salazar Street,tertiary,False,True,71.221,,"LINESTRING (122.5045515 10.9502264, 122.5050789 10.9506034)",,
902613601,San Pedro Street,residential,False,False,119.117,,"LINESTRING (122.5045515 10.9502264, 122.5035076 10.9505381)",,
1218182753,Old Iloilo-Capiz Road,primary,False,False,164.343,512,"LINESTRING (122.5045515 10.9502264, 122.5044269 10.9516993)",,
170176054,Cabatuan-Janiuay Road,primary,False,True,169.92000000000002,512,"LINESTRING (122.5045515 10.9502264, 122.5037086 10.949527, 122.5034044 10.9492239, 122.5033892 10.949212)",,
168243174,Mina-Janiuay Road,secondary,False,False,22.045,,"LINESTRING (122.5026548 10.9484706, 122.5028096 10.9483433)",,
168243175,San Julian Street,tertiary,False,True,245.64299999999997,,"LINESTRING (122.5026548 10.9484706, 122.5024153 10.9486863, 122.5022322 10.9487581, 122.5021003 10.9487882, 122.5019108 10.9488387, 122.5018682 10.9488484, 122.5009481 10.9490809, 122.500627 10.9491275, 122.5005509 10.949143)",,
170176054,Cabatuan-Janiuay Road,primary,False,False,104.353,512,"LINESTRING (122.5026548 10.9484706, 122.502816 10.9486333, 122.5032461 10.9490676, 122.5033212 10.9491434)",,
170176054,Cabatuan-Janiuay Road,primary,False,True,469.153,512,"LINESTRING (122.5026548 10.9484706, 122.5023831 10.9482005, 122.5022476 10.9480567, 122.5018609 10.9476463, 122.5015524 10.9472197, 122.5010321 10.946352, 122.5008671 10.9461203, 122.5005425 10.9457832, 122.5002335 10.9455195, 122.4999167 10.9452587)",,
"[1088509161, 170188519]",,residential,False,False,204.142,,"LINESTRING (122.5020535 10.9463737, 122.5021227 10.9463376, 122.5021749 10.9463376, 122.5022327 10.9463778, 122.5022758 10.946446, 122.5026224 10.947517, 122.5026421 10.9475643, 122.5026642 10.9476239, 122.5027238 10.9479381)",,
170188521,,residential,True,False,67.468,,"LINESTRING (122.5027238 10.9479381, 122.5030023 10.9478875, 122.5031431 10.9481857)",,
