osmid,oneway,lanes,ref,highway,maxspeed,junction,reversed,length,geometry,name
862939722,True,2,1;AH26;76,trunk,40,roundabout,False,11.667000000000002,"LINESTRING (124.5976601 6.6351034, 124.5976694 6.6351158, 124.5976938 6.6351513, 124.5977055 6.6351963)",
948002227,False,2,,primary,,,False,13.828,"LINESTRING (124.5979456 6.6313839, 124.597836 6.6313238)",Ramirez Street
1133070780,True,3,1,trunk,60,,False,11.888,"LINESTRING (124.5979456 6.6313839, 124.5979388 6.6314906)",Senator Ninoy Aquino Avenue
106233964,False,,,unclassified,,,True,62.522,"LINESTRING (124.5960313 6.6320892, 124.5961385 6.6315371)",Hiso Street
130047172,False,,,unclassified,,,False,106.969,"LINESTRING (124.5960313 6.6320892, 124.5966826 6.6321306, 124.5969978 6.6321506)",Soberon Street
142337603,False,,,residential,,,False,83.862,"LINESTRING (124.5960313 6.6320892, 124.5959634 6.6323751, 124.5959245 6.6325589, 124.5958883 6.6326668, 124.5958373 6.6328174)",Hiso Street
948002227,False,2,,primary,,,False,9.045,"LINESTRING (124.5963147 6.6304901, 124.596243 6.6304508)",Ramirez Street
106233964,False,,,unclassified,,,False,118.038,"LINESTRING (124.5963147 6.6304901, 124.5961464 6.6314961, 124.5961385 6.6315371)",Hiso Street
948002227,False,2,,primary,,,True,93.19200000000001,"LINESTRING (124.5963147 6.6304901, 124.5968954 6.6308083, 124.5970535 6.6308949)",Ramirez Street
130047172,False,,,unclassified,,,True,13.469,"LINESTRING (124.5978892 6.6322072, 124.5977675 6.6321995)",Soberon Street
1133070780,True,3,1,trunk,60,,False,165.574,"LINESTRING (124.5978892 6.6322072, 124.597751 6.6336899)",Senator Ninoy Aquino Avenue
130046696,False,,,unclassified,,,False,72.595,"LINESTRING (124.597751 6.6336899, 124.5983978 6.6338059)",Gallego Street
130046696,False,,,unclassified,,,True,12.181,"LINESTRING (124.597751 6.6336899, 124.5976421 6.6336726)",Gallego Street
1133070780,True,3,1,trunk,60,,False,147.396,"LINESTRING (124.597751 6.6336899, 124.5977012 6.6341353, 124.5976719 6.634493, 124.5976545 6.6347162, 124.5976444 6.6350107)",Senator Ninoy Aquino Avenue
130046697,False,,,residential,,,False,64.105,"LINESTRING (124.5985635 6.6326238, 124.5991347 6.632726)",Escoto Street
