osmid,highway,oneway,reversed,length,lanes,width,geometry,bridge,name
887937216,residential,False,True,53.961,,,"LINESTRING (120.6876211 14.969353, 120.6880409 14.9690865)",,
892335470,residential,False,False,46.395,2,5,"LINESTRING (120.6876211 14.969353, 120.6878559 14.9697032)",,
892335470,residential,False,True,275.508,2,5,"LINESTRING (120.6876211 14.969353, 120.6873921 14.9690579, 120.6871828 14.9687871, 120.6867521 14.9682556, 120.686468 14.9679333, 120.6861542 14.9676418, 120.6859461 14.9674898)",,
"[112643081, 889113033, 889984199]",residential,False,True,307.695,"['1', '2']","['4', '2.5']","LINESTRING (120.6859461 14.9674898, 120.686162 14.9671199, 120.6863742 14.9667802, 120.6864915 14.9665686, 120.6869479 14.9659473, 120.6872338 14.9655624, 120.6875007 14.9652495, 120.6875369 14.9651951)",,
892335470,residential,False,False,275.50800000000004,2,5,"LINESTRING (120.6859461 14.9674898, 120.6861542 14.9676418, 120.686468 14.9679333, 120.6867521 14.9682556, 120.6871828 14.9687871, 120.6873921 14.9690579, 120.6876211 14.969353)",,
892335470,residential,False,True,190.32999999999998,2,5,"LINESTRING (120.6859461 14.9674898, 120.6854644 14.9672732, 120.6851717 14.9672201, 120.6850847 14.9672043, 120.6849355 14.9671782, 120.684777 14.9671621, 120.6842348 14.9671313)",,
41105224,residential,False,True,24.288,2,5,"LINESTRING (120.6842348 14.9671313, 120.6840129 14.9670894)",,
"[112642642, 823305803, 823305804]",residential,False,False,54.531,2,5,"LINESTRING (120.6842348 14.9671313, 120.6842185 14.967241, 120.6842044 14.9673357, 120.6841765 14.9675413, 120.6841793 14.9676178)",yes,
892335470,residential,False,False,190.32999999999998,2,5,"LINESTRING (120.6842348 14.9671313, 120.684777 14.9671621, 120.6849355 14.9671782, 120.6850847 14.9672043, 120.6851717 14.9672201, 120.6854644 14.9672732, 120.6859461 14.9674898)",,
41105224,residential,False,False,27.465,2,5,"LINESTRING (120.6837641 14.9670325, 120.6840129 14.9670894)",,
41105224,residential,False,True,499.7209999999999,2,5,"LINESTRING (120.6837641 14.9670325, 120.6833497 14.9669625, 120.6829699 14.9668672, 120.6826287 14.9667192, 120.6823493 14.9665433, 120.6819437 14.9661408, 120.6816905 14.9658227, 120.6814234 14.9654358, 120.6813225 14.965279, 120.6809007 14.9646213, 120.6807353 14.9644358, 120.6804841 14.9641256)",,
112642281,residential,False,True,87.64,2,5,"LINESTRING (120.6837641 14.9670325, 120.6838032 14.9667504, 120.6838298 14.966656, 120.6839089 14.9664293, 120.683995 14.9662851)",,
41105224,residential,False,False,499.721,2,5,"LINESTRING (120.6804841 14.9641256, 120.6807353 14.9644358, 120.6809007 14.9646213, 120.6813225 14.965279, 120.6814234 14.9654358, 120.6816905 14.9658227, 120.6819437 14.9661408, 120.6823493 14.9665433, 120.6826287 14.9667192, 120.6829699 14.9668672, 120.6833497 14.9669625, 120.6837641 14.9670325)",,
112642074,residential,False,False,63.987,,,"LINESTRING (120.680651 14.9661443, 120.6811257 14.9657967)",,
112642074,residential,False,True,63.987,,,"LINESTRING (120.6811257 14.9657967, 120.680651 14.9661443)",,
577613099,secondary,False,False,291.12199999999996,2,5,"LINESTRING (120.6811257 14.9657967, 120.6813631 14.9660936, 120.6816041 14.9664003, 120.6820271 14.9668623, 120.6822742 14.9670494, 120.6826164 14.967232, 120.6829913 14.9674173, 120.6831364 14.9674793)",,Santo Tomas-Minalin Road
112642281,residential,False,False,39.443,2,5,"LINESTRING (120.6845218 14.9653344, 120.6843393 14.9656422)",,
112642281,residential,False,True,24.677,2,5,"LINESTRING (120.6845218 14.9653344, 120.6846361 14.9651419)",,
112642288,residential,False,True,55.783,2,4,"LINESTRING (120.6845218 14.9653344, 120.6840693 14.9650883)",,
112642288,residential,False,False,95.714,2,4,"LINESTRING (120.6845218 14.9653344, 120.6848208 14.9655082, 120.6852782 14.9657892)",,
112642288,residential,False,False,55.783,2,4,"LINESTRING (120.6840693 14.9650883, 120.6845218 14.9653344)",,
112642295,residential,False,False,41.865,2,4,"LINESTRING (120.6852782 14.9657892, 120.685049 14.9660937)",,
112642288,residential,False,True,95.714,2,4,"LINESTRING (120.6852782 14.9657892, 120.6848208 14.9655082, 120.6845218 14.9653344)",,
"[112642293, 112642295]",residential,False,True,133.138,2,4,"LINESTRING (120.6852782 14.9657892, 120.685434 14.9656116, 120.6854501 14.965574, 120.6854528 14.9655442, 120.6854488 14.965495, 120.684719 14.96503)",,
112642281,residential,False,False,15.301,2,5,"LINESTRING (120.684719 14.96503, 120.6846361 14.9651419)",,
112642281,residential,False,True,17.366,2,5,"LINESTRING (120.684719 14.96503, 120.6848078 14.9648995)",,
"[112642293, 112642295]",residential,False,False,133.138,2,4,"LINESTRING (120.684719 14.96503, 120.6854488 14.965495, 120.6854528 14.9655442, 120.6854501 14.965574, 120.685434 14.9656116, 120.6852782 14.9657892)",,
112642281,residential,False,True,41.711,2,5,"LINESTRING (120.683995 14.9662851, 120.6841695 14.96595)",,
112642281,residential,False,False,87.64,2,5,"LINESTRING (120.683995 14.9662851, 120.6839089 14.9664293, 120.6838298 14.966656, 120.6838032 14.9667504, 120.6837641 14.9670325)",,
"[889113034, 112642295]",residential,False,True,104.697,2,4,"LINESTRING (120.683995 14.9662851, 120.6843716 14.9665083, 120.6844789 14.9665498, 120.684565 14.9665613, 120.6846305 14.9665524, 120.684723 14.9665109, 120.684825 14.9663891)",,
"[112642296, 112642281]",residential,False,False,71.531,2,"['4', '5']","LINESTRING (120.685297 14.965056, 120.6849014 14.9647644, 120.6848078 14.9648995)",,
"[112642777, 817451458]",secondary,False,False,61.676,2,6,"LINESTRING (120.6842061 14.9692573, 120.6840949 14.9691169, 120.6840063 14.9690057, 120.6838568 14.9688171)",,Santo Tomas-Minalin Road
817451458,secondary,False,True,174.006,2,6,"LINESTRING (120.6842061 14.9692573, 120.6843966 14.9695352, 120.6847837 14.9700273, 120.6851695 14.9705146)",,Santo Tomas-Minalin Road
888363641,residential,False,True,49.859,2,4,"LINESTRING (120.6842061 14.9692573, 120.6843349 14.9691184, 120.6843879 14.9690612, 120.684457 14.9689867, 120.6844959 14.9689608, 120.6845362 14.9689543)",,
112642777,secondary,False,True,213.48000000000002,2,6,"LINESTRING (120.6831364 14.9674793, 120.6830731 14.9676583, 120.6828843 14.9681441, 120.6828866 14.9682216, 120.6829443 14.9683389, 120.6830682 14.9684261, 120.6838568 14.9688171)",,Santo Tomas-Minalin Road
577613099,secondary,False,True,291.12199999999996,2,5,"LINESTRING (120.6831364 14.9674793, 120.6829913 14.9674173, 120.6826164 14.967232, 120.6822742 14.9670494, 120.6820271 14.9668623, 120.6816041 14.9664003, 120.6813631 14.9660936, 120.6811257 14.9657967)",,Santo Tomas-Minalin Road
887577260,residential,False,False,113.133,2,6,"LINESTRING (120.6831364 14.9674793, 120.684096 14.9676148, 120.6841793 14.9676178)",,
112642777,secondary,False,False,213.48000000000002,2,6,"LINESTRING (120.6838568 14.9688171, 120.6830682 14.9684261, 120.6829443 14.9683389, 120.6828866 14.9682216, 120.6828843 14.9681441, 120.6830731 14.9676583, 120.6831364 14.9674793)",,Santo Tomas-Minalin Road
"[112642777, 817451458]",secondary,False,True,61.676,2,6,"LINESTRING (120.6838568 14.9688171, 120.6840063 14.9690057, 120.6840949 14.9691169, 120.6842061 14.9692573)",,Santo Tomas-Minalin Road
112642281,residential,False,False,41.711,2,5,"LINESTRING (120.6841695 14.96595, 120.683995 14.9662851)",,
112642281,residential,False,True,38.783,2,5,"LINESTRING (120.6841695 14.96595, 120.6842537 14.9657983, 120.6843393 14.9656422)",,
112682024,residential,False,True,85.69,2,4,"LINESTRING (120.6841695 14.96595, 120.6843851 14.9660975, 120.684825 14.9663891)",,
112642295,residential,False,True,40.718,2,4,"LINESTRING (120.684825 14.9663891, 120.685049 14.9660937)",,
"[889113034, 112642295]",residential,False,False,104.697,2,4,"LINESTRING (120.684825 14.9663891, 120.684723 14.9665109, 120.6846305 14.9665524, 120.684565 14.9665613, 120.6844789 14.9665498, 120.6843716 14.9665083, 120.683995 14.9662851)",,
112682024,residential,False,False,85.69,2,4,"LINESTRING (120.684825 14.9663891, 120.6843851 14.9660975, 120.6841695 14.96595)",,
112683821,residential,False,True,57.224,2,5,"LINESTRING (120.6864919 14.9722805, 120.6869721 14.9720577)",,
817451458,secondary,False,False,242.461,2,6,"LINESTRING (120.6864919 14.9722805, 120.6857685 14.9712604, 120.685688 14.9711631, 120.6851695 14.9705146)",,Santo Tomas-Minalin Road
817451458,secondary,False,True,43.024,2,6,"LINESTRING (120.6864919 14.9722805, 120.6865943 14.9724668, 120.6866688 14.9726274)",,Santo Tomas-Minalin Road
112683577,residential,False,False,52.933,2,7,"LINESTRING (120.6855645 14.97023, 120.6851695 14.9705146)",,
112683577,residential,False,True,56.89,2,7,"LINESTRING (120.6855645 14.97023, 120.6858102 14.9700529, 120.6859887 14.9699237)",,
112683602,residential,False,True,253.31800000000004,2,6,"LINESTRING (120.6855645 14.97023, 120.6858642 14.9706273, 120.6861534 14.9710035, 120.6866609 14.9716503, 120.6869721 14.9720577)",,
792029417,residential,False,False,179.789,2,4,"LINESTRING (120.6855645 14.97023, 120.6850452 14.9695891, 120.6845362 14.9689543)",,
889984191,residential,False,True,59.583,2,5,"LINESTRING (120.6859887 14.9699237, 120.6864336 14.9696037)",,
112683577,residential,False,False,56.89,2,7,"LINESTRING (120.6859887 14.9699237, 120.6858102 14.9700529, 120.6855645 14.97023)",,
112683621,residential,False,False,110.187,2,5,"LINESTRING (120.6859887 14.9699237, 120.6857197 14.96956, 120.6853843 14.9691231)",,
112683621,residential,False,True,261.51099999999997,2,5,"LINESTRING (120.6859887 14.9699237, 120.6862966 14.9703205, 120.6871598 14.9714417, 120.6874414 14.9718109)",,
112683577,residential,False,True,52.933,2,7,"LINESTRING (120.6851695 14.9705146, 120.6855645 14.97023)",,
817451458,secondary,False,False,174.00599999999997,2,6,"LINESTRING (120.6851695 14.9705146, 120.6847837 14.9700273, 120.6843966 14.9695352, 120.6842061 14.9692573)",,Santo Tomas-Minalin Road
817451458,secondary,False,True,242.461,2,6,"LINESTRING (120.6851695 14.9705146, 120.685688 14.9711631, 120.6857685 14.9712604, 120.6864919 14.9722805)",,Santo Tomas-Minalin Road
889984191,residential,False,False,59.583,2,5,"LINESTRING (120.6864336 14.9696037, 120.6859887 14.9699237)",,
112683821,residential,False,False,287.36400000000003,2,5,"LINESTRING (120.6864336 14.9696037, 120.686798 14.9700803, 120.6871453 14.9705194, 120.6875065 14.9710057, 120.6875436 14.9710726, 120.687579 14.9712526, 120.6875261 14.9716511, 120.6874819 14.971745, 120.6874414 14.9718109)",,
"[887384020, 112683821]",residential,False,True,171.398,2,5,"LINESTRING (120.6864336 14.9696037, 120.6860884 14.9691242, 120.685843 14.9688416, 120.6857964 14.9687945, 120.6857556 14.9687988, 120.6857045 14.9688388, 120.6853843 14.9691231)",,
112683821,residential,False,False,57.224,2,5,"LINESTRING (120.6869721 14.9720577, 120.6864919 14.9722805)",,
112683821,residential,False,True,57.398,2,5,"LINESTRING (120.6869721 14.9720577, 120.6874414 14.9718109)",,
