osmid,highway,oneway,reversed,length,geometry,lanes,bridge
155172390,secondary,False,False,120.877,"LINESTRING (124.5562691 10.1191181, 124.5553091 10.1196553)",,
155172390,secondary,False,True,194.938,"LINESTRING (124.5562691 10.1191181, 124.5567943 10.1186769, 124.5574661 10.1178314)",,
155172390,secondary,False,True,120.877,"LINESTRING (124.5553091 10.1196553, 124.5562691 10.1191181)",,
653528082,tertiary,False,False,144.689,"LINESTRING (124.5553091 10.1196553, 124.5540942 10.1201679)",,
1046783003,residential,False,False,86.823,"LINESTRING (124.552074 10.1200995, 124.5518261 10.1208412)",,
1046783006,residential,False,True,123.929,"LINESTRING (124.552074 10.1200995, 124.5530726 10.1206246)",,
155172389,residential,False,True,313.706,"LINESTRING (124.552074 10.1200995, 124.5522654 10.1196725, 124.5524354 10.1195365, 124.5528392 10.1194139, 124.5533402 10.119314, 124.5536404 10.1193637, 124.5540942 10.1201679)",,
"[155172450, 1046783004, 1046783006]",residential,False,False,287.24,"LINESTRING (124.552074 10.1200995, 124.5515894 10.119905, 124.5509517 10.1211904, 124.5515067 10.1215189)",,
653528082,tertiary,False,True,144.689,"LINESTRING (124.5540942 10.1201679, 124.5553091 10.1196553)",,
1046783000,residential,False,True,95.506,"LINESTRING (124.5540942 10.1201679, 124.5544701 10.120943)",,
155172389,residential,False,False,313.70599999999996,"LINESTRING (124.5540942 10.1201679, 124.5536404 10.1193637, 124.5533402 10.119314, 124.5528392 10.1194139, 124.5524354 10.1195365, 124.5522654 10.1196725, 124.552074 10.1200995)",,
653528083,tertiary,False,False,122.82900000000001,"LINESTRING (124.5540942 10.1201679, 124.5538239 10.1202819, 124.5530726 10.1206246)",2,
653528083,tertiary,False,False,85.615,"LINESTRING (124.5530726 10.1206246, 124.5526083 10.1212442)",2,
1046783006,residential,False,False,123.929,"LINESTRING (124.5530726 10.1206246, 124.552074 10.1200995)",,
653528083,tertiary,False,True,122.82900000000001,"LINESTRING (124.5530726 10.1206246, 124.5538239 10.1202819, 124.5540942 10.1201679)",2,
1046783002,residential,False,False,96.641,"LINESTRING (124.5518261 10.1208412, 124.5526083 10.1212442)",,
1046783003,residential,False,False,83.073,"LINESTRING (124.5518261 10.1208412, 124.5515067 10.1215189)",,
1046783003,residential,False,True,86.823,"LINESTRING (124.5518261 10.1208412, 124.552074 10.1200995)",,
653528083,tertiary,False,False,106.85,"LINESTRING (124.5526083 10.1212442, 124.5520633 10.1220414)",2,
653528083,tertiary,False,True,85.615,"LINESTRING (124.5526083 10.1212442, 124.5530726 10.1206246)",2,
1046783002,residential,False,False,123.002,"LINESTRING (124.5526083 10.1212442, 124.5535271 10.121881)",,
1046783002,residential,False,True,96.641,"LINESTRING (124.5526083 10.1212442, 124.5518261 10.1208412)",,
155172450,residential,False,False,84.189,"LINESTRING (124.5515067 10.1215189, 124.5520633 10.1220414)",,
1046783003,residential,False,True,83.073,"LINESTRING (124.5515067 10.1215189, 124.5518261 10.1208412)",,
"[155172450, 1046783004, 1046783006]",residential,False,True,287.24,"LINESTRING (124.5515067 10.1215189, 124.5509517 10.1211904, 124.5515894 10.119905, 124.552074 10.1200995)",,
155172450,residential,False,True,84.189,"LINESTRING (124.5520633 10.1220414, 124.5515067 10.1215189)",,
653528083,tertiary,False,True,106.85,"LINESTRING (124.5520633 10.1220414, 124.5526083 10.1212442)",2,
653528084,residential,False,False,145.736,"LINESTRING (124.5520633 10.1220414, 124.5524874 10.122484, 124.5528657 10.1230793)",,
"[1046783016, 527773166, 1046783015]",tertiary,False,True,203.615,"LINESTRING (124.5520633 10.1220414, 124.5516002 10.1224769, 124.5515606 10.1225141, 124.5508142 10.1232686, 124.5507479 10.1233357)",1,yes
155172465,residential,False,True,166.101,"LINESTRING (124.5541808 10.1223341, 124.5528657 10.1230793)",,
1046783002,residential,False,True,87.514,"LINESTRING (124.5541808 10.1223341, 124.5535271 10.121881)",,
"[1046783000, 155172465]",residential,False,False,202.849,"LINESTRING (124.5541808 10.1223341, 124.5548127 10.1219592, 124.5548333 10.1216917, 124.5544701 10.120943)",,
155172465,residential,False,False,166.101,"LINESTRING (124.5528657 10.1230793, 124.5541808 10.1223341)",,
653528084,residential,False,True,145.736,"LINESTRING (124.5528657 10.1230793, 124.5524874 10.122484, 124.5520633 10.1220414)",,
"[1046783016, 527773166, 1046783015]",tertiary,False,False,203.615,"LINESTRING (124.5507479 10.1233357, 124.5508142 10.1232686, 124.5515606 10.1225141, 124.5516002 10.1224769, 124.5520633 10.1220414)",1,yes
155172390,secondary,False,False,194.938,"LINESTRING (124.5574661 10.1178314, 124.5567943 10.1186769, 124.5562691 10.1191181)",,
908608500,residential,False,True,146.745,"LINESTRING (124.5544701 10.120943, 124.5535271 10.121881)",,
1046783000,residential,False,False,95.506,"LINESTRING (124.5544701 10.120943, 124.5540942 10.1201679)",,
"[1046783000, 155172465]",residential,False,True,202.849,"LINESTRING (124.5544701 10.120943, 124.5548333 10.1216917, 124.5548127 10.1219592, 124.5541808 10.1223341)",,
908608500,residential,False,False,146.745,"LINESTRING (124.5535271 10.121881, 124.5544701 10.120943)",,
1046783002,residential,False,False,87.514,"LINESTRING (124.5535271 10.121881, 124.5541808 10.1223341)",,
1046783002,residential,False,True,123.002,"LINESTRING (124.5535271 10.121881, 124.5526083 10.1212442)",,
