osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref
33164876,Delos Reyes Street,residential,False,False,55.218,,,"LINESTRING (120.567578 15.2754575, 120.5680839 15.2753657)",
1005698138,Rizal Avenue,tertiary,False,False,75.82,2,40,"LINESTRING (120.567578 15.2754575, 120.5674227 15.2747923)",
1005698138,Rizal Avenue,tertiary,False,True,143.045,2,40,"LINESTRING (120.567578 15.2754575, 120.5677826 15.2767287)",
33164876,Delos Reyes Street,residential,False,True,59.81,,,"LINESTRING (120.567578 15.2754575, 120.5673274 15.2754902, 120.567027 15.2755394)",
33166364,Macale Street,tertiary,False,False,71.851,,,"LINESTRING (120.5677826 15.2767287, 120.5684434 15.2766229)",
819135274,Macale Street,residential,False,True,65.945,1,,"LINESTRING (120.5677826 15.2767287, 120.5671716 15.2767944)",
1005698138,Rizal Avenue,tertiary,False,False,143.045,2,40,"LINESTRING (120.5677826 15.2767287, 120.567578 15.2754575)",
1005698138,Rizal Avenue,tertiary,False,True,87.161,2,40,"LINESTRING (120.5677826 15.2767287, 120.5678826 15.2775066)",
33164871,Rizal Avenue,tertiary,False,False,27.527,2,40,"LINESTRING (120.5659009 15.2705483, 120.5657861 15.2703269)",
33164871,Rizal Avenue,tertiary,False,True,61.162,2,40,"LINESTRING (120.5659009 15.2705483, 120.566194 15.2710201)",
885777503,,residential,False,False,52.023,,,"LINESTRING (120.5659009 15.2705483, 120.5663152 15.2703051)",
33166349,,residential,False,False,32.854,,,"LINESTRING (120.5660635 15.2757723, 120.5659698 15.275491)",
33164876,Delos Reyes Street,residential,False,True,55.218,,,"LINESTRING (120.5680839 15.2753657, 120.567578 15.2754575)",
33164877,Bonifacio Street,residential,False,False,145.016,,,"LINESTRING (120.5680839 15.2753657, 120.5684434 15.2766229)",
33164877,Bonifacio Street,residential,False,True,73.464,,,"LINESTRING (120.5680839 15.2753657, 120.5679139 15.2747257)",
33164876,Delos Reyes Street,residential,False,False,133.416,,,"LINESTRING (120.5680839 15.2753657, 120.5686235 15.2752846, 120.5689212 15.2752212, 120.5690221 15.2751965, 120.5691308 15.2751642, 120.5692908 15.2750959)",
33164877,Bonifacio Street,residential,False,True,102.044,,,"LINESTRING (120.5686284 15.2775229, 120.5685141 15.2769236, 120.5684434 15.2766229)",
1005698140,Maristela Street,residential,False,False,181.625,2,,"LINESTRING (120.5686284 15.2775229, 120.56913 15.277512, 120.5693284 15.2774963, 120.5696136 15.2774579, 120.5698416 15.2774062, 120.5702958 15.2772887)",
1005698140,Maristela Street,residential,False,True,80.025,2,,"LINESTRING (120.5686284 15.2775229, 120.5682451 15.2775186, 120.5678826 15.2775066)",
33164877,Bonifacio Street,residential,False,False,67.134,,,"LINESTRING (120.5676142 15.2736269, 120.5677829 15.2742083)",
33166362,Bonifacio Road,residential,False,False,45.143,,,"LINESTRING (120.5676142 15.2736269, 120.5675322 15.2732287)",
177843029,Manipon Street,residential,False,True,49.595,2,,"LINESTRING (120.5676142 15.2736269, 120.5671616 15.273718)",
177843029,Manipon Street,residential,False,False,46.073,2,,"LINESTRING (120.5637012 15.2736567, 120.5638466 15.273697, 120.5638859 15.273712, 120.5639152 15.2737359, 120.5639474 15.2737708, 120.5640332 15.2738885)",
177843029,Manipon Street,residential,False,True,88.636,2,,"LINESTRING (120.5637012 15.2736567, 120.5636282 15.2735535, 120.5635893 15.2735082, 120.5635451 15.2734728, 120.5632366 15.2732507, 120.5631924 15.2732236, 120.5631547 15.2732072, 120.5630596 15.2731783)",
177843029,Manipon Street,residential,False,False,13.345,2,,"LINESTRING (120.5644081 15.2742264, 120.5645192 15.2741724)",
33166347,,residential,False,True,39.928,,,"LINESTRING (120.5644081 15.2742264, 120.5643792 15.2743155, 120.5643269 15.2744345, 120.5642676 15.2745584)",
177843029,Manipon Street,residential,False,True,57.458,2,,"LINESTRING (120.5644081 15.2742264, 120.5643363 15.2742159, 120.564288 15.2741952, 120.5642572 15.2741745, 120.5642203 15.2741426, 120.5640332 15.2738885)",
33166349,,residential,False,True,60.8,,,"LINESTRING (120.5655254 15.2739937, 120.5656559 15.2745258)",
177843029,Manipon Street,residential,False,False,55.866,2,,"LINESTRING (120.5655254 15.2739937, 120.5660411 15.2739235)",
177843029,Manipon Street,residential,False,True,36.419,2,,"LINESTRING (120.5655254 15.2739937, 120.565195 15.2740691)",
"[33166349, 33166351]",Campo Street,residential,False,False,270.535,2,,"LINESTRING (120.5655254 15.2739937, 120.5650852 15.2722438, 120.5657304 15.2721325)",
33166359,,residential,False,False,66.372,,,"LINESTRING (120.5660411 15.2739235, 120.5659389 15.2733348)",
33166359,,residential,False,True,61.653,,,"LINESTRING (120.5660411 15.2739235, 120.5661688 15.2744641)",
177843029,Manipon Street,residential,False,False,61.371,2,,"LINESTRING (120.5660411 15.2739235, 120.5666041 15.2738253)",
177843029,Manipon Street,residential,False,True,55.866,2,,"LINESTRING (120.5660411 15.2739235, 120.5655254 15.2739937)",
33166361,Juan Luna Street,residential,False,False,63.679,2,,"LINESTRING (120.5666041 15.2738253, 120.566739 15.274383)",
177843029,Manipon Street,residential,False,False,60.98,2,,"LINESTRING (120.5666041 15.2738253, 120.5671616 15.273718)",
177843029,Manipon Street,residential,False,True,61.371,2,,"LINESTRING (120.5666041 15.2738253, 120.5660411 15.2739235)",
33164871,Rizal Avenue,tertiary,False,True,67.943,2,40,"LINESTRING (120.5671616 15.273718, 120.5673143 15.274311)",
177843029,Manipon Street,residential,False,False,49.595,2,,"LINESTRING (120.5671616 15.273718, 120.5676142 15.2736269)",
