osmid,oneway,lanes,name,highway,maxspeed,width,reversed,length,geometry,ref
"[938217177, 351324772]",True,3,D. Silang Street,secondary,30,9,False,89.562,"LINESTRING (121.0570518 13.7588756, 121.0571523 13.7589557, 121.0573763 13.7590986, 121.057496 13.7591578, 121.0576488 13.7592281, 121.0577733 13.7592563)",
52054842,True,1,D. Silang Street,secondary,30,4,False,125.534,"LINESTRING (121.0577733 13.7592563, 121.0580246 13.7592962, 121.0581056 13.7593093, 121.0581989 13.7593247, 121.0582969 13.7593391, 121.0587934 13.7594022, 121.0589236 13.7594168)",
347449163,True,3,P. Burgos Street,secondary,40,7.5,False,96.205,"LINESTRING (121.0577733 13.7592563, 121.0577898 13.759171, 121.0578338 13.7589445, 121.057916 13.7585211, 121.0579384 13.7584061)",437
237323028,True,1,Lieutenant Colonel D. Atienza Street,tertiary,30,,False,68.287,"LINESTRING (121.0606867 13.7602289, 121.0606633 13.7600544, 121.0606321 13.7596173)",
752088995,False,2,Noble Street,tertiary,30,5,False,182.426,"LINESTRING (121.0606867 13.7602289, 121.0598625 13.7602952, 121.0590013 13.7603324)",
415818642,False,2,P. Herrera Street,secondary,30,6,True,20.412,"LINESTRING (121.0630768 13.7593678, 121.0630453 13.7591868)",
347455445,False,2,M.H. del Pilar Street,secondary,30,5,False,27.777,"LINESTRING (121.060843 13.7548345, 121.0610995 13.7548526)",
51664038,True,1,Lieutenant Colonel D. Atienza Street,secondary,30,,False,69.826,"LINESTRING (121.060843 13.7548345, 121.0608304 13.7551742, 121.060821 13.7554621)",
347449284,True,1,Rizal Avenue,tertiary,30,5,False,87.552,"LINESTRING (121.0608099 13.7564593, 121.0616192 13.7565043)",
420037794,False,2,Rizal Avenue,secondary,30,5,True,83.048,"LINESTRING (121.0608099 13.7564593, 121.0602683 13.7564379, 121.0600417 13.756427)",
757750882,True,1,Lieutenant Colonel D. Atienza Street,secondary,30,,False,56.995,"LINESTRING (121.0608186 13.7559468, 121.0608099 13.7564593)",
420037792,True,1,P. Panganiban Street,tertiary,30,4,False,80.031,"LINESTRING (121.0608186 13.7559468, 121.0602058 13.7559199, 121.0600784 13.7559136)",
351324740,True,2,P. Dandan Street,tertiary,30,6,False,59.021,"LINESTRING (121.0596272 13.7558743, 121.0596522 13.7555453, 121.0596611 13.7553446)",
351324764,True,3,P. Panganiban Street,tertiary,30,10.5,False,88.993,"LINESTRING (121.0596272 13.7558743, 121.0594298 13.7558492, 121.0589989 13.7558038, 121.0588085 13.7557843)",
347304304,True,2,P. Burgos Street,secondary,30,,False,16.442,"LINESTRING (121.0585246 13.7557275, 121.0586427 13.7556342)",
"[362275050, 347304287]",True,2,P. Burgos Street,secondary,30,"['7.5', '8.25']",False,113.439,"LINESTRING (121.0585246 13.7557275, 121.0585407 13.7556348, 121.0585925 13.7553869, 121.0586527 13.755144, 121.0586722 13.7550558, 121.0587318 13.7547992, 121.0587421 13.7547298)",
51664054,True,1,P. Canlapan Street,tertiary,30,4,False,155.161,"LINESTRING (121.0591482 13.7564087, 121.0590573 13.7578013)",
347449273,False,2,Rizal Avenue,secondary,30,5,True,45.409,"LINESTRING (121.0591482 13.7564087, 121.0595686 13.7564139)",
79943838,False,2,Rizal Avenue,secondary,30,5,False,82.355,"LINESTRING (121.0591482 13.7564087, 121.0588178 13.756395, 121.0585047 13.7563781, 121.058387 13.7563674)",
823671376,True,1,P. Canlapan Street,tertiary,30,3,False,49.057,"LINESTRING (121.0589236 13.7594168, 121.0589361 13.7597507, 121.0589421 13.7598576)",
938217200,True,1,D. Silang Street,secondary,30,4,False,186.081,"LINESTRING (121.0589236 13.7594168, 121.0592412 13.7594772, 121.059549 13.7595284, 121.0599188 13.7595623, 121.0602437 13.7595893, 121.0606321 13.7596173)",
347457896,True,2,P. Herrera Street,tertiary,30,5,False,85.401,"LINESTRING (121.0630573 13.7582924, 121.0630382 13.7590602)",
347449160,True,3,P. Burgos Street,secondary,40,7.5,False,82.32800000000002,"LINESTRING (121.0579384 13.7584061, 121.0579723 13.7582612, 121.0580195 13.7580682, 121.0580833 13.757807, 121.058113 13.7576854)",437
347449180,True,2,C. Tirona Street,secondary,30,5,False,102.225,"LINESTRING (121.0579384 13.7584061, 121.0575842 13.758338, 121.057009 13.7582322)",
237324522,False,1,De Jesus Street,residential,,3,True,81.016,"LINESTRING (121.0566434 13.758271, 121.0563876 13.7584215, 121.0563488 13.7584403, 121.056294 13.7584588, 121.0562181 13.7584809, 121.0561897 13.7584833, 121.0561398 13.7584898, 121.0559489 13.7585054)",
347449311,True,3,D. Silang Street,secondary,30,9,False,80.67500000000001,"LINESTRING (121.0566434 13.758271, 121.0567297 13.7584289, 121.0567865 13.7585302, 121.0569216 13.7587183, 121.0570037 13.7588247, 121.0570518 13.7588756)",
52866793,True,2,C. Tirona Street,secondary,30,5,False,158.91,"LINESTRING (121.0630453 13.7591868, 121.0615923 13.7589619)",
415818642,False,2,P. Herrera Street,secondary,30,6,False,20.412,"LINESTRING (121.0630453 13.7591868, 121.0630768 13.7593678)",
237323039,True,1,Evangelista Street,tertiary,30,5,False,102.809,"LINESTRING (121.058113 13.7576854, 121.0584131 13.75772, 121.058498 13.7577286, 121.0587163 13.75776, 121.0590573 13.7578013)",
"[347277616, 809910215]",True,3,P. Burgos Street,secondary,40,7.5,False,149.527,"LINESTRING (121.058113 13.7576854, 121.0581372 13.7575636, 121.0581812 13.757342, 121.0582017 13.7572391, 121.0582237 13.7571283, 121.0582593 13.7569489, 121.0583049 13.7567529, 121.0583283 13.7566314, 121.0583564 13.7565084, 121.058387 13.7563674)",437
347449217,True,1,Evangelista Street,tertiary,30,5,False,42.785000000000004,"LINESTRING (121.0561296 13.7574678, 121.0562048 13.7574402, 121.0565204 13.7574499)",
347449299,True,1,D. Silang Street,secondary,30,4.5,False,105.16300000000001,"LINESTRING (121.0561296 13.7574678, 121.0561914 13.75757, 121.0562428 13.757655, 121.0563838 13.7578795, 121.0565403 13.7581141, 121.0566434 13.758271)",
237323037,True,1,P. Canlapan Street,tertiary,30,3,False,84.598,"LINESTRING (121.0590573 13.7578013, 121.0589951 13.7585597)",
347455443,True,1,Evangelista Street,tertiary,30,5,False,45.342999999999996,"LINESTRING (121.0590573 13.7578013, 121.0593655 13.7578462, 121.0594726 13.757861)",
938217167,False,2,Cuta Road,tertiary,30,,False,28.149,"LINESTRING (121.0552946 13.7525291, 121.0551393 13.7523258)",
"[499186308, 52867062]",True,2,DJPMM Access Road 1,tertiary,30,6.7,False,124.642,"LINESTRING (121.0552946 13.7525291, 121.0558387 13.7520075, 121.0561015 13.7517282)",
79943836,True,2,,unclassified,,,False,73.912,"LINESTRING (121.0561015 13.7517282, 121.0565802 13.7522032)",
"[938217208, 52867066]",True,1,D. Silang Extension,residential,,3,False,139.762,"LINESTRING (121.0565802 13.7522032, 121.0563862 13.7525358, 121.0561053 13.7529939, 121.0559216 13.753285)",
103381510,False,2,D. Silang Extension,residential,,,False,77.68900000000001,"LINESTRING (121.0565802 13.7522032, 121.0566196 13.7520903, 121.0569181 13.7515886)",
347449349,False,2,,residential,,6.1,False,57.563,"LINESTRING (121.0565802 13.7522032, 121.0566203 13.7522414, 121.0566924 13.7522653, 121.0567597 13.7522805, 121.0570876 13.7523279)",
52867011,True,2,Cuta Road,tertiary,30,,False,30.834000000000003,"LINESTRING (121.0554644 13.7527519, 121.0554241 13.752694, 121.0552946 13.7525291)",
938217168,True,1,Buenafe Street,residential,,3.5,False,78.802,"LINESTRING (121.0551724 13.7538147, 121.0558975 13.7538933)",
156321030,True,1,San Vicente Street,residential,,4,False,122.38900000000001,"LINESTRING (121.0551724 13.7538147, 121.055289 13.7533159, 121.0554644 13.7527519)",
"[938217176, 52867141]",False,1,"['J. Pastor Road 2', 'Barangay Trese']",residential,,,False,165.51600000000002,"LINESTRING (121.0567246 13.7600418, 121.0567777 13.7597612, 121.0567175 13.7597546, 121.055974 13.7597002, 121.0555668 13.7596527, 121.0555474 13.7596417)",
52867141,False,1,Barangay Trese,residential,,,True,100.83500000000001,"LINESTRING (121.0567246 13.7600418, 121.0567105 13.760124, 121.057488 13.7602238, 121.0575464 13.7602482)",
123059483,False,1,J. Pastor Road 1,residential,,4,False,124.081,"LINESTRING (121.0567246 13.7600418, 121.0560563 13.7599797, 121.0555841 13.7599108)",
123059483,False,1,J. Pastor Road 1,residential,,4,True,124.081,"LINESTRING (121.0555841 13.7599108, 121.0560563 13.7599797, 121.0567246 13.7600418)",
351324738,True,1,P. Canlapan Street,tertiary,30,3,False,95.618,"LINESTRING (121.0589951 13.7585597, 121.0589236 13.7594168)",
347449184,True,2,C. Tirona Street,secondary,30,5,False,115.4,"LINESTRING (121.0589951 13.7585597, 121.0580115 13.758417, 121.0579384 13.7584061)",
347455447,False,2,M.H. del Pilar Street,secondary,30,5,False,12.609,"LINESTRING (121.0616454 13.7548604, 121.0617621 13.7548636)",
420037793,True,1,P. Prieto Street,unclassified,,3.05,False,76.759,"LINESTRING (121.0616454 13.7548604, 121.0616426 13.7555507)",
347455446,False,2,M.H. del Pilar Street,secondary,30,5,True,58.969,"LINESTRING (121.0616454 13.7548604, 121.0615053 13.75486, 121.0613014 13.7548551, 121.0610995 13.7548526)",
60679171,True,1,P. Prieto Street,unclassified,,3.05,False,93.72,"LINESTRING (121.0615834 13.7581191, 121.0615923 13.7589619)",
347449205,True,1,Evangelista Street,tertiary,30,5,False,105.44800000000001,"LINESTRING (121.0615834 13.7581191, 121.0619596 13.758167, 121.0620133 13.7581741, 121.0625522 13.7582365)",
347449193,True,2,C. Tirona Street,secondary,30,5,False,99.446,"LINESTRING (121.0615923 13.7589619, 121.0613252 13.7589243, 121.0606821 13.7588269)",
420037793,True,1,P. Prieto Street,unclassified,,3.05,False,52.218,"LINESTRING (121.0616426 13.7555507, 121.0616225 13.7560199)",
859885233,False,1,Lopez Jaena Street,residential,,4,False,76.495,"LINESTRING (121.0616426 13.7555507, 121.0623474 13.7556185)",
138316782,True,1,Lieutenant Colonel D. Atienza Street,tertiary,30,,False,90.696,"LINESTRING (121.0606821 13.7588269, 121.0607386 13.7580131)",
237323024,True,2,C. Tirona Street,secondary,30,5,False,139.039,"LINESTRING (121.0606821 13.7588269, 121.0594126 13.7586194)",
138316782,True,1,Lieutenant Colonel D. Atienza Street,tertiary,30,,False,92.983,"LINESTRING (121.0607386 13.7580131, 121.0607904 13.7571784)",
347449205,True,1,Evangelista Street,tertiary,30,5,False,92.001,"LINESTRING (121.0607386 13.7580131, 121.0612637 13.7580769, 121.0615834 13.7581191)",
938217201,True,1,Lieutenant Colonel D. Atienza Street,tertiary,30,,False,88.054,"LINESTRING (121.0606321 13.7596173, 121.0606821 13.7588269)",
351324771,True,1,D. Silang Street,secondary,30,4,False,266.249,"LINESTRING (121.0606321 13.7596173, 121.0608666 13.7596263, 121.0611452 13.7596352, 121.0614193 13.7596139, 121.0621898 13.7595037, 121.0625054 13.7594566, 121.0630768 13.7593678)",
77303537,False,1,J. Caedo Street,residential,,3,False,118.005,"LINESTRING (121.0601 13.7547502, 121.0601288 13.7545913, 121.0601369 13.7545665, 121.0601516 13.7545458, 121.0602036 13.7544816, 121.0602177 13.7544585, 121.0602284 13.75442, 121.0603673 13.7537328)",
347455444,True,2,M.H. del Pilar Street,secondary,30,5,False,80.801,"LINESTRING (121.0601 13.7547502, 121.0603264 13.7547792, 121.0606484 13.7548152, 121.0607348 13.7548248, 121.060843 13.7548345)",
77303537,False,1,J. Caedo Street,residential,,3,True,19.228,"LINESTRING (121.060405 13.7535638, 121.0603673 13.7537328)",
938217211,True,2,M. H. del Pilar Street,tertiary,30,5,False,45.265,"LINESTRING (121.0575413 13.7541184, 121.0571706 13.7539285)",
100598629,False,1,P. Mendoza Street,unclassified,,3,False,28.616,"LINESTRING (121.0600417 13.756427, 121.0600202 13.7566835)",
420037794,False,2,Rizal Avenue,secondary,30,5,True,51.118,"LINESTRING (121.0600417 13.756427, 121.0595686 13.7564139)",
100598629,False,1,P. Mendoza Street,unclassified,,3,True,57.225,"LINESTRING (121.0600417 13.756427, 121.0600497 13.7563054, 121.0600784 13.7559136)",
420037794,False,2,Rizal Avenue,secondary,30,5,False,83.048,"LINESTRING (121.0600417 13.756427, 121.0602683 13.7564379, 121.0608099 13.7564593)",
237324523,True,2,Rizal Avenue,secondary,40,7.5,False,69.424,"LINESTRING (121.0572795 13.7562299, 121.0569724 13.7562026, 121.0566402 13.7561654)",437
237324525,True,2,P. Zamora Street,unclassified,,5,False,145.433,"LINESTRING (121.0572795 13.7562299, 121.0572832 13.7561876, 121.0572916 13.7561075, 121.0574281 13.75493)",
100598625,True,1,Lopez Jaena Street,unclassified,,4,False,49.026,"LINESTRING (121.0596611 13.7553446, 121.0601113 13.7554009)",
351324740,True,2,P. Dandan Street,tertiary,30,6,False,73.706,"LINESTRING (121.0596611 13.7553446, 121.0596628 13.7552943, 121.0596794 13.7549, 121.0596449 13.7546847)",
347455449,True,1,P. Dandan Street,tertiary,30,3.35,False,84.579,"LINESTRING (121.0594126 13.7586194, 121.0594726 13.757861)",
420037784,True,2,C. Tirona Street,secondary,30,5,False,45.577999999999996,"LINESTRING (121.0594126 13.7586194, 121.059299 13.7586025, 121.0589951 13.7585597)",
100598624,True,2,Evangelista Street,tertiary,30,10,False,130.29399999999998,"LINESTRING (121.0546262 13.7573049, 121.0547673 13.757318, 121.0550141 13.7573493, 121.0558218 13.7574602)",
156321020,False,1,Railroad Station Road,residential,,2.5,False,18.332,"LINESTRING (121.0546262 13.7573049, 121.0545381 13.757345, 121.0544825 13.7573901)",
100598626,False,1,Natividad Street,residential,,,False,73.29,"LINESTRING (121.0630741 13.756903, 121.0623974 13.756854)",
351324760,True,2,P. Herrera Street,tertiary,30,5,False,154.586,"LINESTRING (121.0630741 13.756903, 121.0630902 13.7572862, 121.0630573 13.7582924)",
100598629,False,1,P. Mendoza Street,unclassified,,3,True,136.985,"LINESTRING (121.0599128 13.757911, 121.0599724 13.7572548, 121.0600202 13.7566835)",
347449205,True,1,Evangelista Street,tertiary,30,5,False,89.91,"LINESTRING (121.0599128 13.757911, 121.0601073 13.7579355, 121.0607386 13.7580131)",
347449262,True,2,P. Zamora Street,unclassified,,5,False,146.654,"LINESTRING (121.0571038 13.7575377, 121.0572795 13.7562299)",
347277617,True,1,Evangelista Street,tertiary,30,5,False,110.25800000000001,"LINESTRING (121.0571038 13.7575377, 121.0573945 13.7575897, 121.0575353 13.7576118, 121.058113 13.7576854)",
100598621,False,,,residential,,,False,89.926,"LINESTRING (121.0623517 13.7576615, 121.0623974 13.756854)",
938217196,False,1,Natividad Street,residential,,2,True,88.065,"LINESTRING (121.0608005 13.756741, 121.0616138 13.7567975)",
938217198,True,1,Lieutenant Colonel D. Atienza Street,tertiary,30,,False,31.34,"LINESTRING (121.0608005 13.756741, 121.0608099 13.7564593)",
347449245,False,1,Natividad Street,residential,,3,False,84.519,"LINESTRING (121.0608005 13.756741, 121.0604156 13.7567133, 121.0600202 13.7566835)",
60679171,True,1,P. Prieto Street,unclassified,,3.05,False,46.094,"LINESTRING (121.0616138 13.7567975, 121.0615921 13.7572115)",
938217196,False,1,Natividad Street,residential,,2,False,88.065,"LINESTRING (121.0616138 13.7567975, 121.0608005 13.756741)",
347449249,False,1,Natividad Street,residential,,,True,84.873,"LINESTRING (121.0616138 13.7567975, 121.0621127 13.7568384, 121.0623974 13.756854)",
100598623,True,1,P. Dandan Street,tertiary,30,3.35,False,60.334,"LINESTRING (121.0595686 13.7564139, 121.0596272 13.7558743)",
347449273,False,2,Rizal Avenue,secondary,30,5,False,45.409,"LINESTRING (121.0595686 13.7564139, 121.0591482 13.7564087)",
420037794,False,2,Rizal Avenue,secondary,30,5,False,51.118,"LINESTRING (121.0595686 13.7564139, 121.0600417 13.756427)",
859885233,False,1,Lopez Jaena Street,residential,,4,True,76.495,"LINESTRING (121.0623474 13.7556185, 121.0616426 13.7555507)",
938217199,True,1,P. Prieto Street,unclassified,30,3.05,False,32.608,"LINESTRING (121.0616192 13.7565043, 121.0616138 13.7567975)",
"[347457897, 347449290]",True,"['1', '2']","['Rizal Avenue', 'P. Herrera Street']",tertiary,30,5,False,182.579,"LINESTRING (121.0616192 13.7565043, 121.0626793 13.7565923, 121.0629496 13.756604, 121.0629823 13.7566174, 121.063005 13.7566345, 121.0630466 13.7566899, 121.0630741 13.756903)",
938217207,False,1,P. Panganiban Street,residential,,4,False,118.328,"LINESTRING (121.0627131 13.7561212, 121.0616225 13.7560199)",
51504454,True,1,P. Gomez Street,unclassified,,4,False,143.435,"LINESTRING (121.0565204 13.7574499, 121.0565501 13.7571702, 121.0566276 13.7562499, 121.0566402 13.7561654)",
347449201,True,1,Evangelista Street,tertiary,30,5,False,63.788000000000004,"LINESTRING (121.0565204 13.7574499, 121.056863 13.7574933, 121.0571038 13.7575377)",
156623875,True,1,P. Panganiban Street,unclassified,,4,False,87.205,"LINESTRING (121.0616225 13.7560199, 121.0608186 13.7559468)",
420037793,True,1,P. Prieto Street,unclassified,,3.05,False,53.864,"LINESTRING (121.0616225 13.7560199, 121.0616192 13.7565043)",
938217207,False,1,P. Panganiban Street,residential,,4,True,118.328,"LINESTRING (121.0616225 13.7560199, 121.0627131 13.7561212)",
100598625,True,1,Lopez Jaena Street,unclassified,,4,False,89.283,"LINESTRING (121.060821 13.7554621, 121.0616426 13.7555507)",
51664038,True,1,Lieutenant Colonel D. Atienza Street,secondary,30,,False,53.897,"LINESTRING (121.060821 13.7554621, 121.0608193 13.7558014, 121.0608186 13.7559468)",
100598629,False,1,P. Mendoza Street,unclassified,,3,False,57.225,"LINESTRING (121.0600784 13.7559136, 121.0600497 13.7563054, 121.0600417 13.756427)",
420037792,True,1,P. Panganiban Street,tertiary,30,4,False,48.95099999999999,"LINESTRING (121.0600784 13.7559136, 121.0600153 13.7559101, 121.0597566 13.7558916, 121.0596272 13.7558743)",
450602394,False,1,P. Mendoza Street,unclassified,,3,False,57.123000000000005,"LINESTRING (121.0600784 13.7559136, 121.0600997 13.7556192, 121.0601113 13.7554009)",
1194475845,False,,Garnet Road,residential,20,,False,63.538,"LINESTRING (121.059503 13.7520446, 121.0595065 13.752616)",
100598848,False,,Onyx Road,residential,20,,True,101.23,"LINESTRING (121.059503 13.7520446, 121.0592995 13.7520334, 121.0590128 13.7520082, 121.0589524 13.7519926, 121.0589095 13.7519626, 121.0589144 13.7516419)",
"[1194475845, 100598847]",False,,"['Garnet Road', 'Emerald Lane']",residential,20,,True,221.37400000000002,"LINESTRING (121.059503 13.7520446, 121.0595195 13.7509272, 121.0596156 13.7510722, 121.0597753 13.7513578, 121.0598884 13.7515231, 121.0599442 13.7515777, 121.0600407 13.7516139)",
100598848,False,,Onyx Road,residential,20,,False,101.23,"LINESTRING (121.0589144 13.7516419, 121.0589095 13.7519626, 121.0589524 13.7519926, 121.0590128 13.7520082, 121.0592995 13.7520334, 121.059503 13.7520446)",
100598859,False,,Topaz Lane,residential,20,,False,55.391,"LINESTRING (121.0595065 13.752616, 121.0600005 13.7527498)",
1194475845,False,,Garnet Road,residential,20,,True,63.538,"LINESTRING (121.0595065 13.752616, 121.059503 13.7520446)",
897858389,False,,Coral Street,residential,20,,True,92.247,"LINESTRING (121.0595065 13.752616, 121.0595022 13.7530419, 121.0595317 13.7530836, 121.0595747 13.7531083, 121.0598753 13.7531949)",
100598851,False,1,Mount View Avenue,residential,20,,False,51.306999999999995,"LINESTRING (121.0598753 13.7531949, 121.0598849 13.7531608, 121.0600005 13.7527498)",
"[100598851, 236528557]",False,1,Mount View Avenue,residential,20,,True,167.606,"LINESTRING (121.0598753 13.7531949, 121.0598381 13.7533802, 121.0598166 13.7535179, 121.0597126 13.7542466, 121.0596934 13.7543792, 121.0596438 13.7546578, 121.0596449 13.7546847)",
897858389,False,,Coral Street,residential,20,,False,92.247,"LINESTRING (121.0598753 13.7531949, 121.0595747 13.7531083, 121.0595317 13.7530836, 121.0595022 13.7530419, 121.0595065 13.752616)",
100598859,False,,Topaz Lane,residential,20,,False,66.992,"LINESTRING (121.0600005 13.7527498, 121.0606108 13.7528573)",
100598859,False,,Topaz Lane,residential,20,,True,55.391,"LINESTRING (121.0600005 13.7527498, 121.0595065 13.752616)",
1030807697,False,1,Jade Avenue,residential,20,,False,126.381,"LINESTRING (121.0600005 13.7527498, 121.0600407 13.7516139)",
100598851,False,1,Mount View Avenue,residential,20,,True,51.306999999999995,"LINESTRING (121.0600005 13.7527498, 121.0598849 13.7531608, 121.0598753 13.7531949)",
1050193734,False,,Pearl Lane,residential,20,,True,52.842,"LINESTRING (121.0616536 13.7536926, 121.061202 13.7535098)",
100598847,False,,Emerald Lane,residential,20,,True,50.832,"LINESTRING (121.0600407 13.7516139, 121.0604923 13.7514852)",
1030807697,False,1,Jade Avenue,residential,20,,True,126.381,"LINESTRING (121.0600407 13.7516139, 121.0600005 13.7527498)",
"[1194475845, 100598847]",False,,"['Garnet Road', 'Emerald Lane']",residential,20,,False,221.37400000000002,"LINESTRING (121.0600407 13.7516139, 121.0599442 13.7515777, 121.0598884 13.7515231, 121.0597753 13.7513578, 121.0596156 13.7510722, 121.0595195 13.7509272, 121.059503 13.7520446)",
138316787,True,2,M.H. del Pilar Street,secondary,30,5,False,49.69,"LINESTRING (121.0596449 13.7546847, 121.0597981 13.754706, 121.0601 13.7547502)",
"[100598851, 236528557]",False,1,Mount View Avenue,residential,20,,False,167.606,"LINESTRING (121.0596449 13.7546847, 121.0596438 13.7546578, 121.0596934 13.7543792, 121.0597126 13.7542466, 121.0598166 13.7535179, 121.0598381 13.7533802, 121.0598753 13.7531949)",
100598844,False,,Ruby Avenue,residential,20,,False,153.107,"LINESTRING (121.0604923 13.7514852, 121.0606108 13.7528573)",
100598847,False,,Emerald Lane,residential,20,,False,50.832,"LINESTRING (121.0604923 13.7514852, 121.0600407 13.7516139)",
100598859,False,,Topaz Lane,residential,20,,False,41.511,"LINESTRING (121.0610706 13.7527996, 121.0614543 13.7527781)",
100598859,False,,Topaz Lane,residential,20,,True,50.074,"LINESTRING (121.0610706 13.7527996, 121.0606108 13.7528573)",
416982367,False,1,Diamond Avenue,residential,20,,False,80.236,"LINESTRING (121.0610706 13.7527996, 121.061202 13.7535098)",
100598844,False,,Ruby Avenue,residential,20,,True,153.107,"LINESTRING (121.0606108 13.7528573, 121.0604923 13.7514852)",
100598859,False,,Topaz Lane,residential,20,,False,50.074,"LINESTRING (121.0606108 13.7528573, 121.0610706 13.7527996)",
100598859,False,,Topaz Lane,residential,20,,True,66.992,"LINESTRING (121.0606108 13.7528573, 121.0600005 13.7527498)",
"[100598844, 100598854]",False,,"['Ruby Avenue', 'Pearl Lane']",residential,20,,False,126.44600000000001,"LINESTRING (121.0606108 13.7528573, 121.0606036 13.7529427, 121.0605828 13.7530148, 121.0605312 13.7532229, 121.0605235 13.7532592, 121.0605239 13.7532863, 121.0605399 13.7533028, 121.0605579 13.7533105, 121.061202 13.7535098)",
416982367,False,1,Diamond Avenue,residential,20,,True,80.236,"LINESTRING (121.061202 13.7535098, 121.0610706 13.7527996)",
1050193734,False,,Pearl Lane,residential,20,,False,52.842,"LINESTRING (121.061202 13.7535098, 121.0616536 13.7536926)",
"[100598844, 100598854]",False,,"['Pearl Lane', 'Ruby Avenue']",residential,20,,True,126.44599999999998,"LINESTRING (121.061202 13.7535098, 121.0605579 13.7533105, 121.0605399 13.7533028, 121.0605239 13.7532863, 121.0605235 13.7532592, 121.0605312 13.7532229, 121.0605828 13.7530148, 121.0606036 13.7529427, 121.0606108 13.7528573)",
1050193735,False,1,Diamond Avenue,residential,20,,False,27.113999999999997,"LINESTRING (121.061202 13.7535098, 121.0611942 13.753671, 121.0611921 13.7536886, 121.0611827 13.7537527)",
